TRINITY_DN20216_c0_g1_i1	XP_022789414.1	85.5	55	8	0	229	393	2127	2181	7.9e-19	104.4	395	2301
TRINITY_DN20218_c0_g1_i1	XP_027038482.1	98.5	333	5	0	52	1050	2	334	1.8e-204	722.6	1177	334
TRINITY_DN20219_c0_g1_i3	RMX47274.1	51.2	127	23	3	170	433	6	132	2.0e-18	104.4	998	259
TRINITY_DN20221_c0_g1_i1	XP_022795601.1	58.9	56	23	0	76	243	253	308	1.2e-07	67.0	352	332
TRINITY_DN20221_c0_g2_i1	XP_029208337.1	73.0	63	17	0	131	319	64	126	1.2e-15	94.7	747	132
TRINITY_DN20222_c0_g1_i1	RMX60578.1	98.1	475	9	0	1	1425	302	776	1.2e-269	939.5	1502	784
TRINITY_DN20223_c0_g1_i1	XP_027043138.1	100.0	34	0	0	2	103	11	44	2.8e-09	72.4	331	1659
TRINITY_DN20224_c0_g1_i1	XP_027057345.1	81.2	101	19	0	2	304	363	463	1.3e-37	166.4	304	722
TRINITY_DN20229_c0_g1_i1	XP_027036937.1	97.0	100	3	0	3	302	232	331	2.2e-47	201.4	1800	331
TRINITY_DN20233_c0_g1_i2	RMX45049.1	50.0	88	36	2	274	537	166	245	1.1e-06	64.7	615	353
TRINITY_DN20234_c0_g1_i2	XP_027044848.1	100.0	343	0	0	18	1046	1	343	2.3e-192	683.3	2151	343
TRINITY_DN20234_c0_g2_i1	XP_029207554.1	36.0	114	67	2	372	40	34	144	1.2e-08	70.5	377	633
TRINITY_DN20235_c0_g1_i1	PFX19252.1	98.6	72	1	0	277	62	1	72	1.8e-27	133.7	588	906
TRINITY_DN20235_c0_g2_i1	XP_022800670.1	99.0	101	1	0	2	304	33	133	9.0e-47	196.8	304	596
TRINITY_DN20236_c0_g1_i1	XP_027039842.1	96.1	51	2	0	306	154	65	115	8.9e-18	100.5	307	255
TRINITY_DN20239_c0_g1_i1	XP_027050372.1	70.1	134	40	0	2	403	346	479	3.2e-40	176.4	766	1320
TRINITY_DN20241_c0_g1_i5	RMX34930.1	75.0	40	10	0	3	122	3	42	3.4e-07	67.0	965	609
TRINITY_DN20242_c0_g1_i1	XP_027039418.1	92.7	55	4	0	425	261	200	254	5.7e-19	105.1	483	254
TRINITY_DN20243_c0_g1_i1	CAE7400417.1	99.9	691	1	0	172	2244	1	691	0.0e+00	1401.3	2442	691
TRINITY_DN20245_c0_g2_i1	XP_027040412.1	100.0	269	0	0	1	807	16	284	4.2e-150	541.6	857	284
TRINITY_DN20246_c0_g1_i1	XP_027037498.1	98.5	412	6	0	1238	3	1	412	2.0e-221	779.6	1849	684
TRINITY_DN20246_c0_g2_i1	XP_027037498.1	99.0	684	7	0	154	2205	1	684	0.0e+00	1286.6	2455	684
TRINITY_DN20254_c0_g1_i1	RMX37597.1	87.3	331	42	0	1	993	672	1002	3.4e-159	572.0	993	2709
TRINITY_DN20256_c0_g1_i1	CAE7742379.1	96.2	585	22	0	67	1821	1	585	0.0e+00	1102.4	1871	585
TRINITY_DN20261_c0_g1_i1	XP_020610976.1	53.1	461	201	7	757	2106	422	878	2.2e-119	441.0	2424	903
TRINITY_DN20264_c0_g2_i1	RMX38326.1	44.1	102	40	3	18	323	196	280	3.7e-06	62.4	424	280
TRINITY_DN20265_c0_g1_i1	PFX18077.1	66.1	56	19	0	161	328	1242	1297	4.4e-08	68.6	359	1526
TRINITY_DN20271_c0_g1_i1	XP_027058495.1	100.0	86	0	0	14	271	1	86	3.1e-40	176.8	959	86
TRINITY_DN20272_c0_g1_i3	RMX52746.1	92.2	387	10	1	205	1305	1	387	2.2e-207	733.0	1883	387
TRINITY_DN20272_c0_g2_i1	XP_027058962.1	99.6	245	1	0	459	1193	55	299	2.3e-132	483.4	1423	299
TRINITY_DN20273_c0_g1_i2	PFX16719.1	66.0	642	37	1	265	2190	1	461	8.3e-188	668.3	2389	461
TRINITY_DN20273_c0_g2_i1	XP_027052951.1	99.6	2243	8	0	41	6769	1	2243	0.0e+00	4468.3	7013	2243
TRINITY_DN20273_c1_g2_i1	XP_027055324.1	99.4	340	2	0	11	1030	1	340	1.6e-183	653.3	1356	340
TRINITY_DN20274_c0_g1_i1	XP_027059831.1	97.7	514	12	0	5	1546	12	525	1.3e-285	993.0	2046	525
TRINITY_DN20277_c0_g1_i1	OLP88789.1	99.4	346	2	0	68	1105	14	359	6.5e-202	714.1	1181	359
TRINITY_DN20278_c0_g1_i1	XP_022797558.1	95.5	446	20	0	128	1465	1	446	1.7e-234	823.2	1988	446
TRINITY_DN20279_c0_g1_i1	RMX56528.1	90.0	140	14	0	22	441	829	968	1.8e-65	260.0	635	1264
TRINITY_DN20279_c0_g2_i1	RMX56528.1	97.2	141	4	0	83	505	695	835	4.5e-68	268.5	555	1264
TRINITY_DN20283_c0_g1_i1	XP_027047935.1	99.2	131	1	0	398	6	27	157	1.2e-67	266.5	399	486
TRINITY_DN20284_c0_g1_i1	RMX57869.1	85.4	213	30	1	1	639	723	934	5.8e-96	361.3	640	937
TRINITY_DN20286_c0_g1_i1	XP_027041903.1	96.4	529	18	1	21	1607	13	540	7.9e-300	1040.0	1786	540
TRINITY_DN20287_c0_g1_i1	RMX49957.1	98.2	111	2	0	158	490	1	111	2.4e-41	180.6	1065	111
TRINITY_DN20289_c0_g1_i1	PFX26605.1	74.7	241	56	2	145	867	1	236	1.0e-90	344.4	869	1774
TRINITY_DN20292_c0_g1_i1	CAE7217374.1	77.4	146	30	1	2	439	6	148	3.8e-32	149.1	530	160
TRINITY_DN20293_c0_g2_i1	XP_027036645.1	93.9	229	14	0	202	888	1	229	2.7e-126	463.8	2086	325
TRINITY_DN20293_c0_g3_i1	XP_027036645.1	89.7	214	22	0	642	1	107	320	8.9e-110	408.7	1796	325
TRINITY_DN20293_c0_g6_i1	RMX42980.1	94.0	84	5	0	800	549	1	84	1.6e-36	164.9	1263	338
TRINITY_DN20295_c0_g1_i3	CAE7947999.1	77.7	735	17	1	3	1766	803	1537	1.4e-281	979.5	1917	1537
TRINITY_DN20298_c0_g1_i1	RMX39533.1	96.4	138	5	0	433	20	29	166	4.9e-74	289.7	1458	228
TRINITY_DN20298_c0_g2_i1	RMX39540.1	83.6	128	21	0	3	386	406	533	3.7e-53	218.4	386	1779
TRINITY_DN20298_c0_g3_i1	RMX39532.1	95.7	253	11	0	2	760	167	419	5.1e-139	504.6	762	1207
TRINITY_DN20301_c0_g1_i1	RMX59481.1	98.2	220	4	0	3	662	436	655	4.9e-125	458.4	900	655
TRINITY_DN20302_c0_g2_i1	XP_015757333.1	64.0	75	20	3	2	217	1093	1163	2.8e-12	82.4	349	1472
TRINITY_DN20305_c0_g1_i2	XP_015751801.1	88.7	53	6	0	327	485	1	53	2.5e-15	93.2	540	325
TRINITY_DN20306_c0_g1_i10	XP_027042514.1	98.5	1348	20	0	293	4336	1	1348	0.0e+00	2315.8	4807	1348
TRINITY_DN20308_c0_g1_i2	XP_027039730.1	99.6	231	1	0	2	694	73	303	6.2e-123	451.1	707	303
TRINITY_DN20314_c0_g1_i2	XP_027047448.1	95.8	142	6	0	151	576	115	256	3.5e-66	262.3	606	256
TRINITY_DN20315_c0_g1_i1	XP_027052940.1	99.6	484	2	0	512	1963	1	484	1.3e-288	1003.4	2921	484
TRINITY_DN20316_c0_g1_i2	RMX59592.1	81.8	44	8	0	387	518	37	80	1.3e-09	74.3	601	243
TRINITY_DN20319_c0_g1_i1	XP_022808677.1	75.3	369	85	3	63	1163	1	365	1.3e-156	563.9	1443	365
TRINITY_DN20319_c0_g2_i3	XP_027039881.1	89.7	224	22	1	27	698	1	223	6.2e-116	428.7	1324	291
TRINITY_DN20321_c0_g1_i1	XP_027053718.1	99.4	720	4	0	118	2277	1	720	0.0e+00	1488.8	3110	720
TRINITY_DN20322_c0_g1_i1	PFX13219.1	70.2	228	65	2	64	741	5	231	8.9e-80	307.8	742	553
TRINITY_DN20326_c0_g2_i1	XP_027058419.1	100.0	221	0	0	47	709	1	221	5.0e-119	438.3	851	221
TRINITY_DN20330_c0_g1_i1	RMX43752.1	84.8	66	10	0	215	412	103	168	5.2e-21	111.7	416	171
TRINITY_DN20330_c0_g2_i1	RMX45229.1	86.1	79	11	0	279	43	8	86	2.7e-30	142.1	317	88
TRINITY_DN20331_c0_g1_i1	CAE7580281.1	92.0	587	44	1	152	1912	1	584	9.8e-294	1020.4	2722	589
TRINITY_DN20333_c0_g1_i3	PFX27172.1	81.7	71	13	0	175	387	247	317	7.1e-20	107.8	392	1056
TRINITY_DN20333_c0_g2_i1	PFX27172.1	79.8	89	18	0	105	371	247	335	8.8e-28	134.0	373	1056
TRINITY_DN20335_c0_g1_i4	XP_022786838.1	99.4	638	4	0	268	2181	1	638	0.0e+00	1270.8	2946	638
TRINITY_DN20336_c0_g1_i1	XP_027038083.1	97.7	519	12	0	1	1557	233	751	1.3e-301	1045.8	1559	964
TRINITY_DN20336_c0_g2_i1	XP_027038083.1	98.5	206	3	0	3	620	759	964	1.4e-107	400.2	813	964
TRINITY_DN20337_c0_g1_i1	RMX37011.1	88.2	127	12	1	2	373	2762	2888	9.4e-54	220.3	373	3604
TRINITY_DN20339_c0_g1_i1	RMX38927.1	98.2	667	12	0	2	2002	40	706	1.2e-307	1066.6	2773	706
TRINITY_DN20342_c0_g1_i1	XP_027056018.1	99.1	336	3	0	93	1100	1	336	2.0e-182	650.2	2007	336
TRINITY_DN20348_c0_g1_i1	XP_022803080.1	90.2	420	40	1	193	1449	1	420	2.5e-242	849.0	1726	435
TRINITY_DN20351_c0_g1_i2	XP_027051185.1	93.8	48	3	0	2	145	509	556	6.4e-16	94.7	399	556
TRINITY_DN20353_c0_g1_i2	RMX39536.1	70.5	292	84	1	62	931	881	1172	1.9e-105	394.0	1475	1502
TRINITY_DN20353_c0_g2_i1	RMX39540.1	90.5	116	11	0	2	349	501	616	2.9e-50	208.8	383	1779
TRINITY_DN20353_c0_g3_i1	RMX39539.1	99.0	103	1	0	3	311	663	765	5.6e-52	214.2	311	955
TRINITY_DN20354_c0_g1_i1	XP_020619631.1	39.4	284	156	3	1324	2175	27	294	5.5e-37	167.2	2176	310
TRINITY_DN20358_c0_g1_i1	XP_027044594.1	99.5	367	2	0	11	1111	1	367	5.1e-205	724.9	1612	367
TRINITY_DN20359_c0_g1_i1	XP_027054643.1	98.6	431	6	0	189	1481	1	431	8.7e-242	847.0	1597	431
TRINITY_DN20360_c0_g1_i2	XP_027048011.1	99.8	600	1	0	13	1812	1	600	0.0e+00	1213.0	3077	600
TRINITY_DN20361_c0_g1_i1	OLP77998.1	89.1	248	0	1	2	745	7	227	3.9e-115	425.6	999	1206
TRINITY_DN20363_c0_g1_i1	XP_027037593.1	98.2	1355	24	0	145	4209	1	1355	0.0e+00	2336.6	4651	1355
TRINITY_DN20366_c0_g1_i1	XP_027037648.1	99.3	681	5	0	131	2173	1	681	0.0e+00	1312.7	3468	681
TRINITY_DN20372_c0_g1_i1	XP_027054108.1	100.0	363	0	0	110	1198	1	363	2.8e-194	689.1	1478	363
TRINITY_DN20376_c0_g1_i1	RMX40712.1	95.8	212	9	0	798	163	1	212	4.9e-115	426.0	1616	387
TRINITY_DN20377_c0_g1_i1	XP_027052121.1	99.1	574	5	0	52	1773	1	574	0.0e+00	1117.1	2033	574
TRINITY_DN20379_c0_g1_i1	XP_027049296.1	100.0	180	0	0	541	2	16	195	1.3e-91	346.7	543	529
TRINITY_DN20382_c0_g1_i1	XP_022805591.1	71.0	155	11	1	119	481	1	155	2.7e-56	229.2	492	155
TRINITY_DN20384_c0_g1_i1	RMX42449.1	90.6	96	9	0	1	288	1561	1656	3.0e-37	165.6	414	2236
TRINITY_DN20384_c0_g2_i1	XP_027044318.1	79.7	276	51	1	68	880	1	276	6.3e-58	235.7	1098	276
TRINITY_DN20389_c0_g1_i1	XP_027043348.1	89.3	56	6	0	94	261	1	56	2.4e-16	95.9	344	449
TRINITY_DN20392_c0_g1_i1	CAE7773527.1	99.4	476	1	1	70	1497	9	482	5.5e-269	937.6	1772	502
TRINITY_DN20401_c0_g1_i1	XP_015755738.1	44.2	181	101	0	770	228	484	664	2.0e-29	140.6	776	695
TRINITY_DN20408_c0_g1_i1	XP_027038340.1	100.0	260	0	0	323	1102	1	260	2.6e-141	513.5	1824	260
TRINITY_DN20411_c0_g1_i1	XP_022807862.1	95.8	95	1	1	287	3	106	197	1.8e-36	162.9	389	205
TRINITY_DN20412_c0_g1_i1	RMX54606.1	98.6	294	4	0	3	884	228	521	2.7e-158	568.9	939	521
TRINITY_DN20414_c0_g1_i2	XP_027052127.1	99.1	688	6	0	95	2158	1	688	0.0e+00	1315.1	2626	688
TRINITY_DN20414_c0_g2_i1	XP_027042983.1	97.2	529	14	1	79	1662	1	529	4.0e-276	961.4	1997	529
TRINITY_DN20416_c0_g1_i1	XP_022809154.1	77.8	203	45	0	2	610	1267	1469	6.6e-81	311.2	611	1586
TRINITY_DN20417_c0_g1_i4	PFX12965.1	89.2	204	19	1	2	613	397	597	3.3e-96	362.1	613	682
TRINITY_DN20417_c0_g2_i1	PFX12965.1	88.1	59	7	0	20	196	397	455	1.6e-19	108.2	1167	682
TRINITY_DN20417_c1_g1_i1	PFX12965.1	89.3	56	6	0	169	2	506	561	2.1e-17	99.4	321	682
TRINITY_DN20418_c0_g1_i1	RMX57096.1	51.4	72	33	1	98	307	41	112	8.0e-10	74.3	361	385
TRINITY_DN20419_c0_g1_i1	RMX42437.1	90.0	140	14	0	209	628	1	140	3.9e-68	269.6	1080	141
TRINITY_DN20420_c0_g1_i1	XP_020617430.1	65.8	187	62	1	2	562	39	223	2.0e-68	269.6	564	358
TRINITY_DN20425_c0_g1_i1	XP_027047015.1	95.7	536	23	0	9	1616	1	536	1.0e-245	860.1	1618	1194
TRINITY_DN20426_c0_g2_i2	XP_027035847.1	85.8	282	40	0	3	848	248	529	4.6e-113	419.1	1236	529
TRINITY_DN20427_c0_g1_i1	KJH51779.1	50.0	58	25	1	384	211	129	182	9.8e-06	60.8	386	377
TRINITY_DN20428_c0_g1_i1	XP_027039909.1	99.4	522	3	0	92	1657	1	522	3.1e-279	971.8	2115	522
TRINITY_DN20432_c0_g1_i3	XP_027048230.1	79.3	179	37	0	109	645	1	179	8.3e-74	287.7	647	668
TRINITY_DN20433_c0_g1_i4	XP_027056953.1	99.4	359	2	0	700	1776	157	515	2.0e-204	723.4	2219	515
TRINITY_DN20435_c0_g1_i1	OLP98366.1	100.0	167	0	0	8	508	696	862	1.2e-85	327.0	619	983
TRINITY_DN20439_c0_g2_i2	XP_027052038.1	93.5	323	21	0	3	971	313	635	5.6e-175	625.2	1640	635
TRINITY_DN20441_c0_g1_i1	XP_027050280.1	96.7	92	3	0	14	289	245	336	1.9e-22	118.2	1428	336
TRINITY_DN20441_c0_g2_i3	XP_027054984.1	99.2	522	4	0	15	1580	1	522	9.4e-291	1010.4	2504	522
TRINITY_DN20442_c0_g1_i1	XP_027058596.1	98.8	502	6	0	37	1542	1	502	2.8e-276	962.2	2365	502
TRINITY_DN20442_c0_g2_i1	XP_027058596.1	100.0	67	0	0	997	797	436	502	3.9e-25	126.7	1039	502
TRINITY_DN20443_c1_g1_i1	RMX55892.1	84.3	121	16	1	1	363	203	320	1.4e-46	196.8	484	464
TRINITY_DN20446_c0_g1_i2	PFX11248.1	55.9	68	29	1	232	29	20	86	2.6e-09	74.3	1181	213
TRINITY_DN20447_c0_g1_i1	XP_027055190.1	99.4	176	1	0	43	570	1	176	2.6e-104	390.2	1427	176
TRINITY_DN20449_c0_g1_i2	CAE7269256.1	67.8	59	19	0	742	918	49	107	1.7e-11	81.3	925	208
TRINITY_DN20451_c0_g1_i1	XP_027046957.1	98.2	275	5	0	70	894	1	275	4.8e-160	575.1	1199	275
TRINITY_DN20452_c0_g1_i1	CAE7893195.1	92.1	241	0	1	61	726	1	241	1.3e-113	420.2	770	241
TRINITY_DN20453_c0_g1_i2	RMX44608.1	90.3	330	32	0	198	1187	257	586	1.1e-160	578.2	2314	586
TRINITY_DN20454_c0_g1_i1	RMX56783.1	83.9	143	23	0	136	564	827	969	1.1e-61	247.3	564	1591
TRINITY_DN20455_c0_g1_i1	XP_027051064.1	99.2	263	2	0	88	876	1	263	4.2e-137	499.6	1965	263
TRINITY_DN20456_c0_g1_i2	RMX54592.1	88.6	228	24	1	4	687	702	927	1.6e-110	409.8	730	1155
TRINITY_DN20456_c0_g2_i1	RMX54593.1	84.8	250	34	1	3	740	216	465	1.1e-109	407.1	758	631
TRINITY_DN20457_c0_g1_i1	XP_029181348.1	38.5	179	62	8	602	201	50	225	1.4e-12	84.7	831	306
TRINITY_DN20458_c0_g1_i1	RMX55012.1	82.6	92	16	0	220	495	33	124	2.0e-35	160.2	647	643
TRINITY_DN20459_c0_g1_i1	XP_022793285.1	88.9	305	34	0	953	39	518	822	3.2e-144	522.7	1336	827
TRINITY_DN20460_c0_g1_i1	CAE7032480.1	97.8	225	5	0	89	763	1	225	2.6e-119	439.5	998	225
TRINITY_DN20461_c0_g1_i1	PFX28898.1	72.0	75	21	0	576	352	451	525	7.1e-25	125.2	648	1309
TRINITY_DN20461_c0_g2_i1	PFX28898.1	68.8	112	21	2	300	4	425	535	2.4e-33	153.3	645	1309
TRINITY_DN20464_c0_g1_i1	XP_027046641.1	95.4	109	5	0	5	331	138	246	6.4e-53	217.6	394	246
TRINITY_DN20464_c0_g2_i1	XP_027046641.1	95.1	122	6	0	3	368	17	138	5.3e-57	231.1	371	246
TRINITY_DN20466_c0_g1_i1	XP_020608780.1	88.9	72	8	0	285	70	164	235	5.2e-32	147.9	327	282
TRINITY_DN20468_c0_g1_i1	XP_027050534.1	91.1	112	10	0	2	337	154	265	6.2e-54	221.1	420	265
TRINITY_DN20470_c0_g2_i2	XP_027037827.1	75.4	138	33	1	3	413	73	210	5.1e-50	209.1	874	210
TRINITY_DN20471_c0_g1_i1	XP_027043693.1	84.5	58	9	0	176	3	1	58	4.3e-18	102.1	427	881
TRINITY_DN20471_c0_g2_i1	RMX52628.1	79.8	94	19	0	443	162	31	124	9.9e-34	154.1	448	162
TRINITY_DN20477_c1_g1_i4	XP_022808161.1	88.5	157	18	0	1	471	46	202	7.5e-78	300.8	512	497
TRINITY_DN20477_c1_g2_i1	RMX50321.1	97.7	88	2	0	136	399	1	88	8.0e-43	184.1	401	406
TRINITY_DN20477_c1_g3_i1	RMX57357.1	87.5	112	14	0	643	308	8	119	7.1e-49	204.9	654	180
TRINITY_DN20478_c0_g1_i1	XP_022790917.1	88.6	44	5	0	3	134	616	659	1.5e-12	83.2	312	664
TRINITY_DN20479_c0_g1_i1	XP_027044947.1	98.9	449	5	0	109	1455	1	449	2.7e-238	836.3	2832	449
TRINITY_DN20479_c0_g4_i1	XP_027035809.1	100.0	214	0	0	105	746	1	214	1.1e-119	441.4	1524	214
TRINITY_DN20481_c0_g1_i2	PFX12965.1	82.2	135	24	0	646	242	547	681	9.3e-58	234.6	723	682
TRINITY_DN20481_c0_g2_i2	PFX20073.1	83.8	37	6	0	112	2	3	39	8.0e-09	71.2	425	678
TRINITY_DN20483_c0_g1_i1	PFX33476.1	98.1	261	5	0	52	834	481	741	2.9e-139	505.8	973	741
TRINITY_DN20485_c0_g1_i1	XP_027053707.1	100.0	61	0	0	3	185	38	98	7.8e-23	117.5	341	185
TRINITY_DN20486_c0_g1_i1	RMX37485.1	71.4	154	40	1	2	451	265	418	1.0e-49	207.2	455	1259
TRINITY_DN20487_c0_g1_i1	PFX23614.1	61.7	860	246	8	1	2358	465	1315	9.1e-296	1026.9	2358	1436
TRINITY_DN20487_c0_g2_i1	RMX50748.1	82.2	415	38	5	3	1139	144	558	1.7e-178	636.3	1139	845
TRINITY_DN20488_c1_g1_i1	XP_027048348.1	100.0	226	0	0	110	787	1	226	3.9e-124	456.8	2434	226
TRINITY_DN20488_c1_g2_i2	XP_022791814.1	92.5	252	19	0	430	1185	90	341	2.7e-129	474.2	2794	342
TRINITY_DN20488_c1_g4_i1	XP_027037381.1	99.3	812	6	0	409	2844	1	812	0.0e+00	1521.5	3857	812
TRINITY_DN20489_c0_g1_i2	XP_022793270.1	76.9	394	85	1	76	1239	309	702	1.4e-176	630.2	1293	703
TRINITY_DN20490_c0_g1_i1	RMX44554.1	94.2	121	7	0	2	364	1019	1139	5.5e-51	211.1	364	1352
TRINITY_DN20492_c0_g1_i2	RMX53261.1	46.0	100	45	3	404	108	1	92	7.3e-08	68.2	456	243
TRINITY_DN20493_c0_g1_i1	XP_027054535.1	99.6	460	2	0	171	1550	1	460	1.8e-255	892.9	2121	460
TRINITY_DN20495_c0_g2_i1	XP_027036430.1	99.8	443	1	0	123	1451	1	443	1.5e-178	637.5	2219	443
TRINITY_DN20500_c0_g3_i1	CAE7276184.1	95.3	211	9	1	3	635	22	231	4.6e-109	404.8	647	544
TRINITY_DN20501_c0_g1_i1	RMX54959.1	96.4	308	11	0	3	926	830	1137	2.7e-166	595.5	927	1240
TRINITY_DN20503_c0_g1_i1	XP_027049714.1	97.1	545	16	0	88	1722	1	545	1.1e-304	1056.2	1842	545
TRINITY_DN20503_c0_g2_i1	XP_027055591.1	92.4	514	27	2	103	1608	8	521	5.7e-273	950.7	1608	559
TRINITY_DN20507_c0_g5_i1	CAE7944006.1	62.7	158	23	1	109	474	706	863	5.2e-09	72.0	476	4461
TRINITY_DN20514_c0_g1_i1	XP_027040799.1	75.8	91	22	0	69	341	23	113	3.6e-36	161.8	343	887
TRINITY_DN20516_c0_g1_i2	RMX47092.1	95.9	169	7	0	1	507	51	219	7.7e-83	317.4	507	583
TRINITY_DN20517_c0_g1_i1	XP_015777076.1	67.7	223	66	2	147	815	1	217	1.3e-62	251.1	1000	217
TRINITY_DN20520_c0_g1_i1	PFX34114.1	73.9	157	41	0	2	472	724	880	1.8e-57	233.0	472	1174
TRINITY_DN20520_c0_g2_i1	PFX34114.1	74.4	129	33	0	2	388	744	872	6.4e-45	191.0	390	1174
TRINITY_DN20521_c0_g1_i1	RMX42043.1	86.0	121	17	0	3	365	134	254	4.6e-53	218.0	367	301
TRINITY_DN20524_c0_g4_i1	XP_027049544.1	99.8	434	1	0	51	1352	1	434	1.9e-241	846.3	2000	434
TRINITY_DN20525_c0_g1_i1	XP_027037260.1	99.4	660	4	0	109	2088	1	660	0.0e+00	1283.9	2511	660
TRINITY_DN20526_c0_g1_i3	RMX44138.1	87.2	39	5	0	2	118	973	1011	4.9e-08	68.9	519	1143
TRINITY_DN20528_c0_g1_i1	XP_027038494.1	96.5	113	4	0	3	341	195	307	7.8e-55	223.8	343	1086
TRINITY_DN20532_c0_g2_i1	XP_027044113.1	98.6	1044	15	0	5	3136	1	1044	0.0e+00	2073.9	4064	1044
TRINITY_DN20535_c0_g1_i4	RMX39806.1	91.2	217	19	0	3	653	102	318	2.2e-114	422.5	653	389
TRINITY_DN20537_c0_g1_i1	PHJ17145.1	89.5	133	14	0	3	401	168	300	8.2e-64	253.8	403	376
TRINITY_DN20537_c0_g2_i1	PHJ17145.1	92.3	104	8	0	3	314	108	211	4.2e-47	198.0	316	376
TRINITY_DN20539_c0_g1_i1	XP_027046659.1	94.2	291	11	2	673	1527	819	1109	1.9e-153	553.5	1529	1171
TRINITY_DN20541_c0_g1_i1	CAE7364926.1	96.3	108	4	0	37	360	1	108	1.1e-51	213.4	366	340
TRINITY_DN20543_c0_g1_i1	XP_022797533.1	82.2	90	16	0	50	319	1	90	1.4e-37	166.4	319	176
TRINITY_DN20544_c0_g1_i2	RMX47057.1	89.8	186	17	1	3	554	651	836	1.7e-83	319.7	555	1520
TRINITY_DN20545_c0_g1_i3	XP_027048880.1	98.7	715	9	0	158	2302	1	715	0.0e+00	1394.8	2768	715
TRINITY_DN20546_c0_g2_i1	XP_027048721.1	98.8	253	3	0	951	1709	110	362	2.3e-142	516.9	1768	362
TRINITY_DN20550_c0_g1_i1	XP_027049189.1	99.7	386	1	0	12	1169	1	386	1.4e-189	674.1	2237	386
TRINITY_DN20552_c0_g1_i1	XP_027055301.1	68.8	64	13	1	151	342	1343	1399	9.2e-14	87.8	476	1593
TRINITY_DN20552_c0_g2_i2	XP_027055301.1	98.9	1593	18	0	97	4875	1	1593	0.0e+00	3075.8	6136	1593
TRINITY_DN20555_c0_g3_i1	CAE7205258.1	88.0	426	51	0	3	1280	34	459	4.4e-212	748.0	1280	788
TRINITY_DN20556_c0_g1_i1	RMX39669.1	78.4	125	27	0	6	380	588	712	7.1e-49	204.1	382	1057
TRINITY_DN20557_c0_g1_i1	OLQ00503.1	96.3	458	17	0	108	1481	1	458	2.8e-249	872.1	1776	3385
TRINITY_DN20558_c0_g1_i1	XP_027042303.1	98.4	190	3	0	2	571	1	190	2.8e-100	375.9	790	190
TRINITY_DN20559_c0_g1_i4	XP_027051857.1	78.9	227	42	2	669	1	1	225	2.7e-94	355.9	697	1132
TRINITY_DN20559_c0_g2_i1	XP_027051857.1	84.1	182	29	0	22	567	1	182	1.8e-80	309.7	569	1132
TRINITY_DN20559_c0_g3_i1	XP_027051857.1	64.4	132	21	1	3	320	206	337	2.4e-34	155.6	322	1132
TRINITY_DN20560_c0_g1_i1	XP_027047175.1	96.2	339	13	0	4	1020	1	339	9.6e-186	660.6	1327	339
TRINITY_DN20561_c0_g1_i1	XP_027057305.1	98.0	98	2	0	57	350	1	98	3.4e-49	205.3	406	98
TRINITY_DN20562_c0_g1_i1	PFX23020.1	95.7	350	15	0	46	1095	1	350	3.1e-189	672.2	1298	350
TRINITY_DN20564_c0_g1_i1	RMX47585.1	86.6	127	15	1	10	384	896	1022	1.8e-52	216.1	386	3028
TRINITY_DN20565_c0_g1_i1	XP_027051106.1	99.6	266	1	0	259	1056	1	266	6.6e-146	529.3	2622	413
TRINITY_DN20565_c0_g2_i2	XP_027051099.1	99.0	202	2	0	2	607	66	267	1.2e-110	411.8	2008	414
TRINITY_DN20568_c0_g1_i1	PFX22046.1	72.9	306	80	2	1	915	322	625	1.2e-113	420.6	951	659
TRINITY_DN20569_c0_g1_i1	XP_022788907.1	78.9	483	102	0	52	1500	11	493	9.1e-221	777.3	1704	494
TRINITY_DN20569_c0_g2_i1	RMX43293.1	93.1	189	13	0	567	1	47	235	1.1e-93	353.6	569	369
TRINITY_DN20569_c0_g3_i1	XP_022788905.1	64.5	76	27	0	2	229	418	493	2.2e-20	109.4	356	494
TRINITY_DN20573_c0_g1_i2	XP_022786038.1	76.9	321	73	1	1	963	800	1119	4.9e-131	478.4	963	4428
TRINITY_DN20574_c0_g1_i1	XP_027038176.1	98.3	301	5	0	71	973	1	301	3.1e-158	568.9	1061	301
TRINITY_DN20582_c0_g1_i1	OLP94777.1	48.5	627	0	1	2	913	1050	1676	5.4e-116	429.5	1989	1806
TRINITY_DN20583_c0_g1_i1	XP_027044293.1	79.0	143	0	1	9	437	1	113	1.7e-49	208.4	1727	113
TRINITY_DN20584_c0_g1_i1	CAE7190800.1	99.6	2190	7	1	2	6568	762	2951	0.0e+00	4400.9	6899	3058
TRINITY_DN20585_c0_g1_i1	XP_027041401.1	99.2	244	2	0	22	753	1	244	9.1e-131	478.4	1769	244
TRINITY_DN20586_c0_g2_i1	RMX51000.1	100.0	86	0	0	855	1112	1577	1662	1.8e-36	164.5	1113	2095
TRINITY_DN20588_c0_g1_i2	XP_027052044.1	87.8	131	15	1	1	393	124	253	5.6e-57	231.1	398	310
TRINITY_DN20590_c0_g1_i2	RMX56899.1	75.4	61	15	0	364	546	1	61	5.5e-15	92.4	699	93
TRINITY_DN20591_c0_g1_i1	XP_027047992.1	98.5	814	12	0	192	2633	1	814	0.0e+00	1559.7	2770	814
TRINITY_DN20592_c0_g1_i5	RMX58102.1	92.3	168	13	0	2	505	431	598	3.0e-79	305.4	505	1706
