"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"7142","GO:0032675",0.999999999999997,0.97364971011881,0,4,"regulation of interleukin-6 production","BP",1
"7344","GO:0033149",0.999999999999997,0.990170868241298,0,1,"FFAT motif binding","MF",1
"7368","GO:0033192",0.999999999999997,0.973169476574321,0,3,"calmodulin-dependent protein phosphatase activity","MF",1
"7754","GO:0034626",0.999999999999997,0.98066928094553,0,2,"fatty acid elongation, polyunsaturated fatty acid","BP",1
"8863","GO:0042634",0.999999999999997,0.980890092110902,0,2,"regulation of hair cycle","BP",1
"9570","GO:0044790",0.999999999999997,0.990170868241298,0,1,"suppression of viral release by host","BP",1
"10211","GO:0046725",0.999999999999997,0.990170868241298,0,1,"negative regulation by virus of viral protein levels in host cell","BP",1
"10389","GO:0047617",0.999999999999997,0.955811367318964,0,6,"acyl-CoA hydrolase activity","MF",1
"10695","GO:0048644",0.999999999999997,0.922261618988339,0,9,"muscle organ morphogenesis","BP",1
"10921","GO:0050545",0.999999999999997,0.970756190942467,0,3,"sulfopyruvate decarboxylase activity","MF",1
"11023","GO:0050847",0.999999999999997,0.928688342115683,0,8,"progesterone receptor signaling pathway","BP",1
"11468","GO:0051871",0.999999999999997,0.990116346861397,0,1,"dihydrofolic acid binding","MF",1
"11600","GO:0055002",0.999999999999997,0.974298294126024,0,3,"striated muscle cell development","BP",1
"11917","GO:0060437",0.999999999999997,0.93585808014141,0,7,"lung growth","BP",1
"13217","GO:0071682",0.999999999999997,0.954151466495694,0,5,"endocytic vesicle lumen","CC",1
"13877","GO:0090724",0.999999999999997,0.966700450087407,0,4,"central region of growth cone","CC",1
"14196","GO:0098577",0.999999999999997,0.98337860851906,0,2,"inactive sex chromosome","CC",1
"15309","GO:1902414",0.999999999999997,0.849138748237642,0,19,"protein localization to cell junction","BP",1
"15583","GO:1903348",0.999999999999997,0.990119924994386,0,1,"positive regulation of bicellular tight junction assembly","BP",1
"16339","GO:1990280",0.999999999999997,0.98337860851906,0,2,"RNA localization to chromatin","BP",1
"16856","GO:2001028",0.999999999999997,0.98031456604884,0,2,"positive regulation of endothelial cell chemotaxis","BP",1
"16905","GO:2001235",0.999999999999997,0.845526632072748,0,18,"positive regulation of apoptotic signaling pathway","BP",1
"75","GO:0000156",0.999999999999997,0.984525196367608,0,2,"phosphorelay response regulator activity","MF",1
"178","GO:0000403",0.999999999999997,0.95679968757473,0,5,"Y-form DNA binding","MF",1
"907","GO:0002862",0.999999999999997,0.934749863395827,0,7,"negative regulation of inflammatory response to antigenic stimulus","BP",1
"1606","GO:0004610",0.999999999999997,0.991808295830152,0,1,"phosphoacetylglucosamine mutase activity","MF",1
"2091","GO:0005749",0.999999999999997,0.973970236764084,0,3,"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)","CC",1
"2634","GO:0006640",0.999999999999997,0.925332006723152,0,9,"monoacylglycerol biosynthetic process","BP",1
"5545","GO:0019255",0.999999999999997,0.991808295830152,0,1,"glucose 1-phosphate metabolic process","BP",1
"6004","GO:0022898",0.999999999999997,0.970617302641714,0,3,"regulation of transmembrane transporter activity","BP",1
"6172","GO:0030258",0.999999999999997,0.980879507186768,0,2,"lipid modification","BP",1
"6598","GO:0031285",0.999999999999997,0.981311037226431,0,2,"regulation of sorocarp stalk cell differentiation","BP",1
"6680","GO:0031434",0.999999999999997,0.9182986546423,0,10,"mitogen-activated protein kinase kinase binding","MF",1
"6797","GO:0031755",0.999999999999997,0.983370509362632,0,2,"Edg-2 lysophosphatidic acid receptor binding","MF",1
"7875","GO:0035071",0.999999999999997,0.946422213920092,0,7,"salivary gland cell autophagic cell death","BP",1
"8172","GO:0035673",0.999999999999997,0.982277290352692,0,2,"oligopeptide transmembrane transporter activity","MF",1
"8456","GO:0036498",0.999999999999997,0.965995624232245,0,4,"IRE1-mediated unfolded protein response","BP",1
"8682","GO:0042168",0.999999999999997,0.983332285139932,0,2,"heme metabolic process","BP",1
"9657","GO:0045136",0.999999999999997,0.962023921313004,0,4,"development of secondary sexual characteristics","BP",1
"10290","GO:0046939",0.999999999999997,0.972394694937542,0,3,"nucleotide phosphorylation","BP",1
"11580","GO:0052834",0.999999999999997,0.992082853958582,0,1,"inositol monophosphate phosphatase activity","MF",1
"12295","GO:0061459",0.999999999999997,0.916638119707468,0,11,"L-arginine transmembrane transporter activity","MF",1
"12675","GO:0070365",0.999999999999997,0.831352760269864,0,21,"hepatocyte differentiation","BP",1
"12769","GO:0070561",0.999999999999997,0.970617302641714,0,3,"vitamin D receptor signaling pathway","BP",1
"12812","GO:0070682",0.999999999999997,0.978267080818521,0,3,"proteasome regulatory particle assembly","BP",1
"12885","GO:0070885",0.999999999999997,0.906774985476704,0,10,"negative regulation of calcineurin-NFAT signaling cascade","BP",1
"13513","GO:0072697",0.999999999999997,0.948939878903189,0,7,"protein localization to cell cortex","BP",1
"13679","GO:0090119",0.999999999999997,0.980591749488767,0,2,"vesicle-mediated cholesterol transport","BP",1
"14099","GO:0097504",0.999999999999997,0.963653751131206,0,4,"Gemini of coiled bodies","CC",1
"14130","GO:0097638",0.999999999999997,0.916638119707468,0,11,"L-arginine import across plasma membrane","BP",1
"14136","GO:0097657",0.999999999999997,0.992082853958582,0,1,"3',5'-nucleotide bisphosphate phosphatase activity","MF",1
"15246","GO:1902074",0.999999999999997,0.946546937438608,0,6,"response to salt","BP",1
"15379","GO:1902636",0.999999999999997,0.983364255499261,0,2,"kinociliary basal body","CC",1
"16063","GO:1905062",0.999999999999997,0.970617302641714,0,3,"positive regulation of cardioblast proliferation","BP",1
"16378","GO:1990443",0.999999999999997,0.938369133623135,0,8,"peptidyl-threonine autophosphorylation","BP",1
"16691","GO:2000392",0.999999999999997,0.986120489662737,0,2,"regulation of lamellipodium morphogenesis","BP",1
"92","GO:0000196",0.999999999999997,0.990572041674303,0,1,"cell wall integrity MAPK cascade","BP",1
"304","GO:0000914",0.999999999999997,0.990572041674303,0,1,"phragmoplast assembly","BP",1
"323","GO:0000964",0.999999999999997,0.981189518739212,0,2,"mitochondrial RNA 5'-end processing","BP",1
"381","GO:0001402",0.999999999999997,0.990572041674303,0,1,"signal transduction involved in filamentous growth","BP",1
"382","GO:0001403",0.999999999999997,0.990572041674303,0,1,"invasive growth in response to glucose limitation","BP",1
"799","GO:0002430",0.999999999999997,0.99012995130145,0,1,"complement receptor mediated signaling pathway","BP",1
"911","GO:0002902",0.999999999999997,0.990108087719554,0,1,"regulation of B cell apoptotic process","BP",1
"949","GO:0003064",0.999999999999997,0.99545600493478,0,1,"regulation of heart rate by hormone","BP",1
"1540","GO:0004502",0.999999999999997,0.990108087719554,0,1,"kynurenine 3-monooxygenase activity","MF",1
"1616","GO:0004621",0.999999999999997,0.99012995130145,0,1,"glycosylphosphatidylinositol phospholipase D activity","MF",1
"2909","GO:0007124",0.999999999999997,0.990572041674303,0,1,"pseudohyphal growth","BP",1
"2911","GO:0007129",0.999999999999997,0.864171012687925,0,15,"homologous chromosome pairing at meiosis","BP",1
"3381","GO:0008353",0.999999999999997,0.911743691597317,0,10,"RNA polymerase II CTD heptapeptide repeat kinase activity","MF",1
"3433","GO:0008449",0.999999999999997,0.961893154593415,0,4,"N-acetylglucosamine-6-sulfatase activity","MF",1
"3448","GO:0008478",0.999999999999997,0.984809992338164,0,2,"pyridoxal kinase activity","MF",1
"3881","GO:0009443",0.999999999999997,0.984809992338164,0,2,"pyridoxal 5'-phosphate salvage","BP",1
"3905","GO:0009556",0.999999999999997,0.990572041674303,0,1,"microsporogenesis","BP",1
"3912","GO:0009574",0.999999999999997,0.990572041674303,0,1,"preprophase band","CC",1
"4163","GO:0010245",0.999999999999997,0.990572041674303,0,1,"radial microtubular system formation","BP",1
"4190","GO:0010342",0.999999999999997,0.990572041674303,0,1,"endosperm cellularization","BP",1
"4245","GO:0010525",0.999999999999997,0.990572041674303,0,1,"regulation of transposition, RNA-mediated","BP",1
"4421","GO:0010907",0.999999999999997,0.99012995130145,0,1,"positive regulation of glucose metabolic process","BP",1
"4426","GO:0010922",0.999999999999997,0.990108087719554,0,1,"positive regulation of phosphatase activity","BP",1
"4455","GO:0010983",0.999999999999997,0.99012995130145,0,1,"positive regulation of high-density lipoprotein particle clearance","BP",1
"4951","GO:0016176",0.999999999999997,0.990108087719554,0,1,"superoxide-generating NADPH oxidase activator activity","MF",1
"5066","GO:0016444",0.999999999999997,0.982573803002206,0,2,"somatic cell DNA recombination","BP",1
"5139","GO:0016603",0.999999999999997,0.990108087719554,0,1,"glutaminyl-peptide cyclotransferase activity","MF",1
"5157","GO:0016651",0.999999999999997,0.923031281409274,0,9,"oxidoreductase activity, acting on NAD(P)H","MF",1
"5306","GO:0017054",0.999999999999997,0.990787688087012,0,1,"negative cofactor 2 complex","CC",1
"5516","GO:0019205",0.999999999999997,0.927062077812925,0,8,"nucleobase-containing compound kinase activity","MF",1
"5615","GO:0019542",0.999999999999997,0.990108087719554,0,1,"propionate biosynthetic process","BP",1
"5774","GO:0021527",0.999999999999997,0.928374188565792,0,10,"spinal cord association neuron differentiation","BP",1
"5844","GO:0021702",0.999999999999997,0.973812682677371,0,3,"cerebellar Purkinje cell differentiation","BP",1
"6258","GO:0030445",0.999999999999997,0.992636857828556,0,1,"yeast-form cell wall","CC",1
"6300","GO:0030546",0.999999999999997,0.980461310021422,0,2,"signaling receptor activator activity","MF",1
"6584","GO:0031257",0.999999999999997,0.990108087719554,0,1,"cell trailing edge membrane","CC",1
"7111","GO:0032549",0.999999999999997,0.951595746281849,0,5,"ribonucleoside binding","MF",1
"7290","GO:0033010",0.999999999999997,0.990108087719554,0,1,"paranodal junction","CC",1
"7298","GO:0033032",0.999999999999997,0.990108087719554,0,1,"regulation of myeloid cell apoptotic process","BP",1
"7478","GO:0033617",0.999999999999997,0.934543917122477,0,9,"mitochondrial cytochrome c oxidase assembly","BP",1
"7637","GO:0034276",0.999999999999997,0.990108087719554,0,1,"kynurenic acid biosynthetic process","BP",1
"7704","GO:0034461",0.999999999999997,0.990108087719554,0,1,"uropod retraction","BP",1
"7717","GO:0034485",0.999999999999997,0.990108087719554,0,1,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity","MF",1
"8108","GO:0035562",0.999999999999997,0.918804468750316,0,10,"negative regulation of chromatin binding","BP",1
"8134","GO:0035605",0.999999999999997,0.990316758760883,0,1,"peptidyl-cysteine S-nitrosylase activity","MF",1
"8135","GO:0035606",0.999999999999997,0.990316758760883,0,1,"peptidyl-cysteine S-trans-nitrosylation","BP",1
"8267","GO:0035928",0.999999999999997,0.981189518739212,0,2,"rRNA import into mitochondrion","BP",1
"8310","GO:0036052",0.999999999999997,0.990108087719554,0,1,"protein localization to uropod","BP",1
"8925","GO:0042770",0.999999999999997,0.961356662344898,0,4,"signal transduction in response to DNA damage","BP",1
"8932","GO:0042777",0.999999999999997,0.99511207306908,0,1,"proton motive force-driven plasma membrane ATP synthesis","BP",1
"9260","GO:0043538",0.999999999999997,0.990108087719554,0,1,"regulation of actin phosphorylation","BP",1
"9780","GO:0045571",0.999999999999997,0.958264880463601,0,5,"negative regulation of imaginal disc growth","BP",1
"9834","GO:0045661",0.999999999999997,0.985881341455545,0,2,"regulation of myoblast differentiation","BP",1
"9882","GO:0045761",0.999999999999997,0.990108087719554,0,1,"regulation of adenylate cyclase activity","BP",1
"10309","GO:0046970",0.999999999999997,0.990108087719554,0,1,"NAD-dependent histone H4K16 deacetylase activity","MF",1
"10491","GO:0048105",0.999999999999997,0.981068057713336,0,3,"establishment of body hair planar orientation","BP",1
"11149","GO:0051084",0.999999999999997,0.966679326625908,0,4,"'de novo' post-translational protein folding","BP",1
"11346","GO:0051548",0.999999999999997,0.990108087719554,0,1,"negative regulation of keratinocyte migration","BP",1
"11421","GO:0051717",0.999999999999997,0.990108087719554,0,1,"inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity","MF",1
"11942","GO:0060485",0.999999999999997,0.891278649849737,0,13,"mesenchyme development","BP",1
"12229","GO:0061184",0.999999999999997,0.961012917185776,0,4,"positive regulation of dermatome development","BP",1
"12289","GO:0061433",0.999999999999997,0.990108087719554,0,1,"cellular response to caloric restriction","BP",1
"12712","GO:0070436",0.999999999999997,0.990192093513064,0,1,"Grb2-EGFR complex","CC",1
"12715","GO:0070446",0.999999999999997,0.990108087719554,0,1,"negative regulation of oligodendrocyte progenitor proliferation","BP",1
"12883","GO:0070883",0.999999999999997,0.956770923106961,0,5,"pre-miRNA binding","MF",1
"13008","GO:0071225",0.999999999999997,0.918412115715295,0,14,"cellular response to muramyl dipeptide","BP",1
"13075","GO:0071374",0.999999999999997,0.924883164696257,0,8,"cellular response to parathyroid hormone stimulus","BP",1
"13092","GO:0071401",0.999999999999997,0.99012995130145,0,1,"cellular response to triglyceride","BP",1
"13145","GO:0071507",0.999999999999997,0.990572041674303,0,1,"pheromone response MAPK cascade","BP",1
"13910","GO:0097052",0.999999999999997,0.990108087719554,0,1,"L-kynurenine metabolic process","BP",1
"13999","GO:0097222",0.999999999999997,0.981189518739212,0,2,"mitochondrial mRNA polyadenylation","BP",1
"14213","GO:0098632",0.999999999999997,0.98040833026082,0,2,"cell-cell adhesion mediator activity","MF",1
"14786","GO:0140223",0.999999999999997,0.990787688087012,0,1,"general transcription initiation factor activity","MF",1
"14833","GO:0140535",0.999999999999997,0.963306872970054,0,4,"intracellular protein-containing complex","CC",1
"15700","GO:1903707",0.999999999999997,0.990108087719554,0,1,"negative regulation of hemopoiesis","BP",1
"15742","GO:1903843",0.999999999999997,0.961012917185776,0,4,"cellular response to arsenite ion","BP",1
"15754","GO:1903899",0.999999999999997,0.985184237179277,0,2,"positive regulation of PERK-mediated unfolded protein response","BP",1
"15772","GO:1903984",0.999999999999997,0.990108087719554,0,1,"positive regulation of TRAIL-activated apoptotic signaling pathway","BP",1
"16194","GO:1905636",0.999999999999997,0.968196735949635,0,4,"positive regulation of RNA polymerase II regulatory region sequence-specific DNA binding","BP",1
"16422","GO:1990613",0.999999999999997,0.952944516695318,0,5,NA,NA,1
"16454","GO:1990753",0.999999999999997,0.990108087719554,0,1,"equatorial cell cortex","CC",1
"16807","GO:2000777",0.999999999999997,0.990108087719554,0,1,"positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia","BP",1
"16818","GO:2000808",0.999999999999997,0.990108087719554,0,1,"negative regulation of synaptic vesicle clustering","BP",1
"16908","GO:2001238",0.999999999999997,0.836900151001495,0,22,"positive regulation of extrinsic apoptotic signaling pathway","BP",1
"16922","GO:2001259",0.999999999999997,0.908024270531415,0,12,"positive regulation of cation channel activity","BP",1
"95","GO:0000212",0.999999999999997,0.933906899983183,0,7,"meiotic spindle organization","BP",1
"158","GO:0000346",0.999999999999997,0.985119471362187,0,2,"transcription export complex","CC",1
"328","GO:0000972",0.999999999999997,0.99042170532752,0,1,"transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery","BP",1
"455","GO:0001661",0.999999999999997,0.97139520911637,0,3,"conditioned taste aversion","BP",1
"1782","GO:0004862",0.999999999999997,0.9816048256908,0,2,"cAMP-dependent protein kinase inhibitor activity","MF",1
"2075","GO:0005721",0.999999999999997,0.928489791805963,0,9,"pericentric heterochromatin","CC",1
"2334","GO:0006168",0.999999999999997,0.976152865459695,0,3,"adenine salvage","BP",1
"2806","GO:0006930",0.999999999999997,0.943477443451734,0,6,"substrate-dependent cell migration, cell extension","BP",1
"3280","GO:0008177",0.999999999999997,0.975273925823509,0,3,"succinate dehydrogenase (ubiquinone) activity","MF",1
"3351","GO:0008297",0.999999999999997,0.99214085327049,0,1,"single-stranded DNA exodeoxyribonuclease activity","MF",1
"3496","GO:0008579",0.999999999999997,0.991997782306336,0,1,"JUN kinase phosphatase activity","MF",1
"3509","GO:0008603",0.999999999999997,0.9816048256908,0,2,"cAMP-dependent protein kinase regulator activity","MF",1
"3811","GO:0009297",0.999999999999997,0.997069464006607,0,1,"pilus assembly","BP",1
"3974","GO:0009737",0.999999999999997,0.81883593793067,0,22,"response to abscisic acid","BP",1
"4372","GO:0010815",0.999999999999997,0.937868906253701,0,7,"bradykinin catabolic process","BP",1
"4856","GO:0015909",0.999999999999997,0.970762533440139,0,4,"long-chain fatty acid transport","BP",1
"4908","GO:0016045",0.999999999999997,0.918002614949668,0,14,"detection of bacterium","BP",1
"4945","GO:0016151",0.999999999999997,0.931144029377308,0,8,"nickel cation binding","MF",1
"5039","GO:0016344",0.999999999999997,0.990423778811943,0,1,"meiotic chromosome movement towards spindle pole","BP",1
"5245","GO:0016884",0.999999999999997,0.993142014251733,0,1,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor","MF",1
"5255","GO:0016896",0.999999999999997,0.991255124270078,0,1,"RNA exonuclease activity, producing 5'-phosphomonoesters","MF",1
"5295","GO:0017020",0.999999999999997,0.990894414373104,0,1,"myosin phosphatase regulator activity","MF",1
"5373","GO:0018021",0.999999999999997,0.990108087719357,0,1,"peptidyl-histidine methylation","BP",1
"5616","GO:0019543",0.999999999999997,0.990135741746792,0,1,"propionate catabolic process","BP",1
"5629","GO:0019608",0.999999999999997,0.981754726829967,0,2,"nicotine catabolic process","BP",1
"5799","GO:0021562",0.999999999999997,0.993564237892861,0,1,"vestibulocochlear nerve development","BP",1
"5936","GO:0021983",0.999999999999997,0.850478908702049,0,19,"pituitary gland development","BP",1
"6155","GO:0030235",0.999999999999997,0.990961870497081,0,1,"nitric-oxide synthase regulator activity","MF",1
"6236","GO:0030388",0.999999999999997,0.959972821975345,0,5,"fructose 1,6-bisphosphate metabolic process","BP",1
"6263","GO:0030478",0.999999999999997,0.990423778811943,0,1,"actin cap","CC",1
"6446","GO:0030955",0.999999999999997,0.909695091804887,0,13,"potassium ion binding","MF",1
"6462","GO:0030991",0.999999999999997,0.924075776448702,0,8,"intraciliary transport particle A","CC",1
"6695","GO:0031467",0.999999999999997,0.970959029114459,0,3,"Cul7-RING ubiquitin ligase complex","CC",1
"7562","GO:0034051",0.999999999999997,0.991997782306336,0,1,"negative regulation of plant-type hypersensitive response","BP",1
"8005","GO:0035308",0.999999999999997,0.990894414373104,0,1,"negative regulation of protein dephosphorylation","BP",1
"8386","GO:0036298",0.999999999999997,0.971403638771747,0,4,"recombinational interstrand cross-link repair","BP",1
"8389","GO:0036306",0.999999999999997,0.954174703704436,0,5,"embryonic heart tube elongation","BP",1
"8851","GO:0042599",0.999999999999997,0.975583707432831,0,3,"lamellar body","CC",1
"9157","GO:0043304",0.999999999999997,0.970630327867332,0,3,"regulation of mast cell degranulation","BP",1
"9187","GO:0043382",0.999999999999997,0.990135741746792,0,1,"positive regulation of memory T cell differentiation","BP",1
"9719","GO:0045284",0.999999999999997,0.990796912522792,0,2,"plasma membrane fumarate reductase complex","CC",1
"10164","GO:0046622",0.999999999999997,0.939045721661673,0,8,"positive regulation of organ growth","BP",1
"10220","GO:0046774",0.999999999999997,0.990186219000884,0,1,"suppression by virus of host intracellular interferon activity","BP",1
"10348","GO:0047223",0.999999999999997,0.951931761795674,0,5,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity","MF",1
"10427","GO:0047938",0.999999999999997,0.993511880219657,0,1,"glucose-6-phosphate 1-epimerase activity","MF",1
"10633","GO:0048527",0.999999999999997,0.981091038575299,0,2,"lateral root development","BP",1
"10684","GO:0048630",0.999999999999997,0.990124159985352,0,1,"skeletal muscle tissue growth","BP",1
"10982","GO:0050774",0.999999999999997,0.946834065834761,0,6,"negative regulation of dendrite morphogenesis","BP",1
"11283","GO:0051365",0.999999999999997,0.990135741746792,0,1,"cellular response to potassium ion starvation","BP",1
"11397","GO:0051653",0.999999999999997,0.990423778811943,0,1,"spindle localization","BP",1
"12062","GO:0060765",0.999999999999997,0.902864799539655,0,12,"regulation of androgen receptor signaling pathway","BP",1
"12099","GO:0060857",0.999999999999997,0.970708535947872,0,3,"establishment of glial blood-brain barrier","BP",1
"12283","GO:0061402",0.999999999999997,0.990135741746792,0,1,"positive regulation of transcription from RNA polymerase II promoter in response to acidic pH","BP",1
"12298","GO:0061469",0.999999999999997,0.971298280988886,0,4,"regulation of type B pancreatic cell proliferation","BP",1
"13187","GO:0071601",0.999999999999997,0.990108087719357,0,1,"sphere organelle","CC",1
"13535","GO:0075341",0.999999999999997,0.990186219000884,0,1,"host cell PML body","CC",1
"13536","GO:0075342",0.999999999999997,0.990186219000884,0,1,"disruption by symbiont of host cell PML body","BP",1
"14410","GO:0099094",0.999999999999997,0.93856159697981,0,7,"ligand-gated monoatomic cation channel activity","MF",1
"14447","GO:0099507",0.999999999999997,0.97139520911637,0,3,"ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential","MF",1
"14528","GO:0102130",0.999999999999997,0.985507777140507,0,2,"malonyl-CoA methyltransferase activity","MF",1
"14965","GO:1900244",0.999999999999997,0.905226996848947,0,13,"positive regulation of synaptic vesicle endocytosis","BP",1
"15222","GO:1901992",0.999999999999997,0.965180778528507,0,4,"positive regulation of mitotic cell cycle phase transition","BP",1
"15429","GO:1902870",0.999999999999997,0.993564237892861,0,1,"negative regulation of amacrine cell differentiation","BP",1
"15780","GO:1904019",0.999999999999997,0.990108087719357,0,1,"epithelial cell apoptotic process","BP",1
"16198","GO:1905665",0.999999999999997,0.990124159985352,0,1,"positive regulation of calcium ion import across plasma membrane","BP",1
"16212","GO:1905719",0.999999999999997,0.971482249450022,0,3,"protein localization to perinuclear region of cytoplasm","BP",1
"16551","GO:2000059",0.999999999999997,0.893307254150637,0,12,"negative regulation of ubiquitin-dependent protein catabolic process","BP",1
"16829","GO:2000825",0.999999999999997,0.956633907564259,0,5,"positive regulation of androgen receptor activity","BP",1
"26","GO:0000050",0.999999999999997,0.927079385316643,0,9,"urea cycle","BP",1
"43","GO:0000097",0.999999999999997,0.990131337330369,0,1,"sulfur amino acid biosynthetic process","BP",1
"180","GO:0000405",0.999999999999997,0.93912368926951,0,7,"bubble DNA binding","MF",1
"721","GO:0002176",0.999999999999997,0.990296004795593,0,1,"male germ cell proliferation","BP",1
"1202","GO:0003908",0.999999999999997,0.993015807547009,0,1,"methylated-DNA-[protein]-cysteine S-methyltransferase activity","MF",1
"1212","GO:0003919",0.999999999999997,0.98230196063921,0,2,"FMN adenylyltransferase activity","MF",1
"1269","GO:0003999",0.999999999999997,0.985347493881215,0,2,"adenine phosphoribosyltransferase activity","MF",1
"1462","GO:0004376",0.999999999999997,0.965772122438264,0,4,"glycolipid mannosyltransferase activity","MF",1
"1486","GO:0004419",0.999999999999997,0.984023175512105,0,2,"hydroxymethylglutaryl-CoA lyase activity","MF",1
"1660","GO:0004683",0.999999999999997,0.889028274803393,0,13,"calmodulin-dependent protein kinase activity","MF",1
"1759","GO:0004830",0.999999999999997,0.975816241225003,0,4,"tryptophan-tRNA ligase activity","MF",1
"1854","GO:0005113",0.999999999999997,0.930603399040763,0,8,"patched binding","MF",1
"2063","GO:0005689",0.999999999999997,0.824105839956767,0,23,"U12-type spliceosomal complex","CC",1
"2371","GO:0006231",0.999999999999997,0.943492085278704,0,10,"dTMP biosynthetic process","BP",1
"2385","GO:0006265",0.999999999999997,0.889750627979021,0,15,"DNA topological change","BP",1
"2499","GO:0006436",0.999999999999997,0.975816241225003,0,4,"tryptophanyl-tRNA aminoacylation","BP",1
"2637","GO:0006643",0.999999999999997,0.990204005433053,0,1,"membrane lipid metabolic process","BP",1
"2917","GO:0007144",0.999999999999997,0.961120889782495,0,4,"female meiosis I","BP",1
"3285","GO:0008187",0.999999999999997,0.980313601066816,0,2,"poly-pyrimidine tract binding","MF",1
"3477","GO:0008531",0.999999999999997,0.98230196063921,0,2,"riboflavin kinase activity","MF",1
"3616","GO:0008852",0.999999999999997,0.995757146306109,0,1,NA,NA,1
"3750","GO:0009155",0.999999999999997,0.98038892351065,0,2,"purine deoxyribonucleotide catabolic process","BP",1
"3759","GO:0009172",0.999999999999997,0.98038892351065,0,2,"purine deoxyribonucleoside monophosphate catabolic process","BP",1
"4325","GO:0010722",0.999999999999997,0.994755881545883,0,1,"regulation of ferrochelatase activity","BP",1
"4352","GO:0010766",0.999999999999997,0.961069763706781,0,4,"negative regulation of sodium ion transport","BP",1
"4457","GO:0010989",0.999999999999997,0.971330545794996,0,3,"negative regulation of low-density lipoprotein particle clearance","BP",1
"4969","GO:0016216",0.999999999999997,0.992297234965412,0,1,"isopenicillin-N synthase activity","MF",1
"5138","GO:0016602",0.999999999999997,0.970870267695343,0,3,"CCAAT-binding factor complex","CC",1
"5665","GO:0019773",0.999999999999997,0.938310806786852,0,7,"proteasome core complex, alpha-subunit complex","CC",1
"5680","GO:0019805",0.999999999999997,0.965058482472014,0,4,"quinolinate biosynthetic process","BP",1
"6264","GO:0030479",0.999999999999997,0.980584671732545,0,2,"actin cortical patch","CC",1
"6302","GO:0030548",0.999999999999997,0.990424558719287,0,1,"acetylcholine receptor regulator activity","MF",1
"6587","GO:0031264",0.999999999999997,0.934751398740039,0,9,"death-inducing signaling complex","CC",1
"7685","GO:0034405",0.999999999999997,0.976518481820035,0,3,"response to fluid shear stress","BP",1
"7831","GO:0034986",0.999999999999997,0.994755881545883,0,1,"iron chaperone activity","MF",1
"8002","GO:0035304",0.999999999999997,0.975241348029389,0,3,"regulation of protein dephosphorylation","BP",1
"8249","GO:0035883",0.999999999999997,0.980374861605598,0,2,"enteroendocrine cell differentiation","BP",1
"8405","GO:0036359",0.999999999999997,0.961893497046047,0,4,"renal potassium excretion","BP",1
"8823","GO:0042551",0.999999999999997,0.938214139075307,0,7,"neuron maturation","BP",1
"8941","GO:0042797",0.999999999999997,0.964751662567404,0,5,"tRNA transcription by RNA polymerase III","BP",1
"9997","GO:0046039",0.999999999999997,0.867051538102426,0,16,"GTP metabolic process","BP",1
"10091","GO:0046429",0.999999999999997,0.992004304614437,0,1,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity","MF",1
"10905","GO:0050479",0.999999999999997,0.990204005433053,0,1,"glyceryl-ether monooxygenase activity","MF",1
"11286","GO:0051379",0.999999999999997,0.981279058899127,0,2,"epinephrine binding","MF",1
"11848","GO:0060322",0.999999999999997,0.931369379174253,0,8,"head development","BP",1
"12080","GO:0060819",0.999999999999997,0.981135808726556,0,2,"inactivation of X chromosome by genomic imprinting","BP",1
"12120","GO:0060948",0.999999999999997,0.925662236753022,0,10,"cardiac vascular smooth muscle cell development","BP",1
"12201","GO:0061092",0.999999999999997,0.980447999523701,0,2,"positive regulation of phospholipid translocation","BP",1
"12482","GO:0061965",0.999999999999997,0.982713966704458,0,2,"positive regulation of entry into reproductive diapause","BP",1
"12981","GO:0071139",0.999999999999997,0.990159586940946,0,1,"resolution of recombination intermediates","BP",1
"13643","GO:0090044",0.999999999999997,0.990424558719287,0,1,"positive regulation of tubulin deacetylation","BP",1
"13644","GO:0090045",0.999999999999997,0.990424558719287,0,1,"positive regulation of deacetylase activity","BP",1
"14125","GO:0097629",0.999999999999997,0.972631083848661,0,3,"extrinsic component of omegasome membrane","CC",1
"14277","GO:0098799",0.999999999999997,0.962279327550316,0,4,"outer mitochondrial membrane protein complex","CC",1
"14419","GO:0099149",0.999999999999997,0.934360929240372,0,7,"regulation of postsynaptic neurotransmitter receptor internalization","BP",1
"15320","GO:1902445",0.999999999999997,0.993123313602646,0,1,"regulation of mitochondrial membrane permeability involved in programmed necrotic cell death","BP",1
"15723","GO:1903778",0.999999999999997,0.990110533509633,0,1,"protein localization to vacuolar membrane","BP",1
"15830","GO:1904231",0.999999999999997,0.994755881545883,0,1,"positive regulation of succinate dehydrogenase activity","BP",1
