"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"11918","GO:0060438",0.999999999999999,0.898038655510111,0,14,"trachea development","BP",1
"12027","GO:0060693",0.999999999999999,0.987929282733088,0,2,"regulation of branching involved in salivary gland morphogenesis","BP",1
"12115","GO:0060929",0.999999999999999,0.986915782677639,0,2,"atrioventricular node cell fate commitment","BP",1
"12139","GO:0060996",0.999999999999999,0.920518009396185,0,10,"dendritic spine development","BP",1
"12211","GO:0061135",0.999999999999999,0.981339258490008,0,2,"endopeptidase regulator activity","MF",1
"12437","GO:0061822",0.999999999999999,0.997932710242417,0,1,"ciliary cap","CC",1
"12438","GO:0061823",0.999999999999999,0.997932710242417,0,1,"ring centriole","CC",1
"12550","GO:0070050",0.999999999999999,0.822603216709817,0,23,"neuron cellular homeostasis","BP",1
"12627","GO:0070233",0.999999999999999,0.986787262889321,0,2,"negative regulation of T cell apoptotic process","BP",1
"12634","GO:0070256",0.999999999999999,0.998337559946749,0,1,"negative regulation of mucus secretion","BP",1
"12674","GO:0070358",0.999999999999999,0.983104770577497,0,2,"actin polymerization-dependent cell motility","BP",1
"12868","GO:0070849",0.999999999999999,0.973431344699126,0,5,"response to epidermal growth factor","BP",1
"12930","GO:0070985",0.999999999999999,0.979211050171647,0,3,"transcription factor TFIIK complex","CC",1
"12932","GO:0070987",0.999999999999999,0.962963791841385,0,4,"error-free translesion synthesis","BP",1
"12981","GO:0071139",0.999999999999999,0.990770892680882,0,1,"resolution of recombination intermediates","BP",1
"13186","GO:0071600",0.999999999999999,0.954135788779616,0,5,"otic vesicle morphogenesis","BP",1
"13201","GO:0071638",0.999999999999999,0.983512783115248,0,2,"negative regulation of monocyte chemotactic protein-1 production","BP",1
"13256","GO:0071803",0.999999999999999,0.967490658908321,0,4,"positive regulation of podosome assembly","BP",1
"13280","GO:0071895",0.999999999999999,0.9910120303583,0,1,"odontoblast differentiation","BP",1
"13553","GO:0080030",0.999999999999999,0.997932710242417,0,1,"methyl indole-3-acetate esterase activity","MF",1
"13577","GO:0080163",0.999999999999999,0.985339802124816,0,2,"regulation of protein serine/threonine phosphatase activity","BP",1
"13578","GO:0080167",0.999999999999999,0.964398254700014,0,4,"response to karrikin","BP",1
"13580","GO:0080181",0.999999999999999,0.964398254700014,0,4,"lateral root branching","BP",1
"13650","GO:0090065",0.999999999999999,0.973473390068366,0,3,NA,NA,1
"13697","GO:0090160",0.999999999999999,0.945742778911871,0,6,"Golgi to lysosome transport","BP",1
"13719","GO:0090209",0.999999999999999,0.991165546386747,0,2,"negative regulation of triglyceride metabolic process","BP",1
"13724","GO:0090218",0.999999999999999,0.983349955187168,0,2,"positive regulation of lipid kinase activity","BP",1
"13779","GO:0090326",0.999999999999999,0.972088466455544,0,3,"positive regulation of locomotion involved in locomotory behavior","BP",1
"13817","GO:0090443",0.999999999999999,0.982606775044424,0,2,"FAR/SIN/STRIPAK complex","CC",1
"13903","GO:0097035",0.999999999999999,0.980336019118262,0,3,"regulation of membrane lipid distribution","BP",1
"13977","GO:0097187",0.999999999999999,0.9910120303583,0,1,"dentinogenesis","BP",1
"14057","GO:0097381",0.999999999999999,0.946622196347266,0,6,"photoreceptor disc membrane","CC",1
"14152","GO:0097712",0.999999999999999,0.992486212846593,0,1,"vesicle targeting, trans-Golgi to periciliary membrane compartment","BP",1
"14158","GO:0097731",0.999999999999999,0.890671348546034,0,14,"9+0 non-motile cilium","CC",1
"14176","GO:0098506",0.999999999999999,0.990608737947993,0,1,"polynucleotide 3' dephosphorylation","BP",1
"14242","GO:0098703",0.999999999999999,0.946059733940293,0,6,"calcium ion import across plasma membrane","BP",1
"14277","GO:0098799",0.999999999999999,0.966280160268072,0,4,"outer mitochondrial membrane protein complex","CC",1
"14344","GO:0098932",0.999999999999999,0.997932710242417,0,1,"disruption by virus of host cell wall peptidoglycan during virus entry","BP",1
"14538","GO:0102336",0.999999999999999,0.997932710242417,0,1,"3-oxo-arachidoyl-CoA synthase activity","MF",1
"14539","GO:0102337",0.999999999999999,0.997932710242417,0,1,"3-oxo-cerotoyl-CoA synthase activity","MF",1
"14540","GO:0102338",0.999999999999999,0.997932710242417,0,1,"3-oxo-lignoceronyl-CoA synthase activity","MF",1
"14557","GO:0102756",0.999999999999999,0.997932710242417,0,1,"very-long-chain 3-ketoacyl-CoA synthase activity","MF",1
"14561","GO:0102867",0.999999999999999,0.997932710242417,0,1,"molybdenum cofactor sulfurtransferase activity","MF",1
"14596","GO:0106140",0.999999999999999,0.975587358016168,0,3,"P-TEFb complex binding","MF",1
"14640","GO:0110008",0.999999999999999,0.996965975129501,0,1,"ncRNA deadenylation","BP",1
"14685","GO:0120034",0.999999999999999,0.972548066337086,0,5,"positive regulation of plasma membrane bounded cell projection assembly","BP",1
"14732","GO:0120228",0.999999999999999,0.984152385720108,0,2,"outer dynein arm docking complex","CC",1
"14757","GO:0140030",0.999999999999999,0.980810557919582,0,3,"modification-dependent protein binding","MF",1
"14845","GO:0140582",0.999999999999999,0.962510476844058,0,5,"adenylate cyclase-activating G protein-coupled cAMP receptor signaling pathway","BP",1
"14855","GO:0140657",0.999999999999999,0.946895502089312,0,8,"ATP-dependent activity","MF",1
"14876","GO:0150110",0.999999999999999,0.981339258490008,0,2,NA,NA,1
"14919","GO:1900110",0.999999999999999,0.993642337018954,0,1,"negative regulation of histone H3-K9 dimethylation","BP",1
"14920","GO:1900111",0.999999999999999,0.975510692011237,0,3,"positive regulation of histone H3-K9 dimethylation","BP",1
"14976","GO:1900363",0.999999999999999,0.990608737947993,0,1,"regulation of mRNA polyadenylation","BP",1
"15032","GO:1901071",0.999999999999999,0.992486212846593,0,1,"glucosamine-containing compound metabolic process","BP",1
"15194","GO:1901873",0.999999999999999,0.981339258490008,0,2,"regulation of post-translational protein modification","BP",1
"15214","GO:1901982",0.999999999999999,0.991962281150246,0,2,"maltose binding","MF",1
"15309","GO:1902414",0.999999999999999,0.872267527647726,0,19,"protein localization to cell junction","BP",1
"15317","GO:1902440",0.999999999999999,0.990668117910419,0,1,"protein localization to mitotic spindle pole body","BP",1
"15665","GO:1903578",0.999999999999999,0.969874279551579,0,4,"regulation of ATP metabolic process","BP",1
"15709","GO:1903724",0.999999999999999,0.963154835969534,0,4,"positive regulation of centriole elongation","BP",1
"15734","GO:1903818",0.999999999999999,0.876272860958108,0,19,"positive regulation of voltage-gated potassium channel activity","BP",1
"15860","GO:1904375",0.999999999999999,0.981339258490008,0,2,"regulation of protein localization to cell periphery","BP",1
"15941","GO:1904670",0.999999999999999,0.99687468249773,0,1,"actin filament polymerization involved in mitotic actomyosin contractile ring assembly","BP",1
"15959","GO:1904714",0.999999999999999,0.983349955187168,0,2,"regulation of chaperone-mediated autophagy","BP",1
"16056","GO:1905040",0.999999999999999,0.996732188412183,0,1,"otic placode development","BP",1
"16143","GO:1905394",0.999999999999999,0.954885998266301,0,5,"retromer complex binding","MF",1
"16184","GO:1905601",0.999999999999999,0.981339258490008,0,2,"negative regulation of receptor-mediated endocytosis involved in cholesterol transport","BP",1
"16224","GO:1905775",0.999999999999999,0.98187438002341,0,2,"negative regulation of DNA helicase activity","BP",1
"16282","GO:1990086",0.999999999999999,0.993714048191947,0,1,"lens fiber cell apoptotic process","BP",1
"16471","GO:1990811",0.999999999999999,0.990668117910419,0,1,"MWP complex","CC",1
"16518","GO:1990983",0.999999999999999,0.993642337018954,0,1,"tRNA demethylation","BP",1
"16519","GO:1990984",0.999999999999999,0.993642337018954,0,1,"tRNA demethylase activity","MF",1
"16570","GO:2000114",0.999999999999999,0.893181796792496,0,14,"regulation of establishment of cell polarity","BP",1
"16600","GO:2000172",0.999999999999999,0.967877384191248,0,5,"regulation of branching morphogenesis of a nerve","BP",1
"16642","GO:2000278",0.999999999999999,0.955924525040575,0,6,"regulation of DNA biosynthetic process","BP",1
"16661","GO:2000318",0.999999999999999,0.998503539014373,0,1,"positive regulation of T-helper 17 type immune response","BP",1
"16748","GO:2000626",0.999999999999999,0.990906352827609,0,1,"negative regulation of miRNA catabolic process","BP",1
"16800","GO:2000765",0.999999999999999,0.997932710242417,0,1,"regulation of cytoplasmic translation","BP",1
"16846","GO:2000981",0.999999999999999,0.997537948230459,0,1,"negative regulation of inner ear receptor cell differentiation","BP",1
"16861","GO:2001037",0.999999999999999,0.981413721041549,0,2,"positive regulation of tongue muscle cell differentiation","BP",1
"16881","GO:2001150",0.999999999999999,0.982250080620498,0,3,"positive regulation of dipeptide transmembrane transport","BP",1
"16930","GO:2001295",0.999999999999999,0.978020826748003,0,4,"malonyl-CoA biosynthetic process","BP",1
"17","GO:0000028",0.999999999999999,0.932329390608911,0,12,"ribosomal small subunit assembly","BP",1
"57","GO:0000124",0.999999999999999,0.847705732484212,0,20,"SAGA complex","CC",1
"180","GO:0000405",0.999999999999999,0.945330545103297,0,7,"bubble DNA binding","MF",1
"290","GO:0000828",0.999999999999999,0.987951027754933,0,2,"inositol hexakisphosphate kinase activity","MF",1
"292","GO:0000831",0.999999999999999,0.990633746289082,0,1,"inositol hexakisphosphate 6-kinase activity","MF",1
"328","GO:0000972",0.999999999999999,0.991596499322989,0,1,"transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery","BP",1
"358","GO:0001147",0.999999999999999,0.962549300709974,0,5,"transcription termination site sequence-specific DNA binding","MF",1
"374","GO:0001222",0.999999999999999,0.926566716984882,0,9,"transcription corepressor binding","MF",1
"475","GO:0001697",0.999999999999999,0.986567009211731,0,2,"histamine-induced gastric acid secretion","BP",1
"476","GO:0001698",0.999999999999999,0.986567009211731,0,2,"gastrin-induced gastric acid secretion","BP",1
"498","GO:0001734",0.999999999999999,0.981772604923069,0,2,"mRNA (N6-adenosine)-methyltransferase activity","MF",1
"600","GO:0001938",0.999999999999999,0.803697969668939,0,29,"positive regulation of endothelial cell proliferation","BP",1
"625","GO:0001967",0.999999999999999,0.902014672676463,0,14,"suckling behavior","BP",1
"645","GO:0002028",0.999999999999999,0.895917484237531,0,12,"regulation of sodium ion transport","BP",1
"690","GO:0002095",0.999999999999999,0.976834678368253,0,4,"caveolar macromolecular signaling complex","CC",1
"729","GO:0002189",0.999999999999999,0.971253927299197,0,4,"ribose phosphate diphosphokinase complex","CC",1
"769","GO:0002286",0.999999999999999,0.952224604178328,0,6,"T cell activation involved in immune response","BP",1
"939","GO:0003013",0.999999999999999,0.957156526112064,0,5,"circulatory system process","BP",1
"1030","GO:0003241",0.999999999999999,0.943283764313005,0,10,"growth involved in heart morphogenesis","BP",1
"1055","GO:0003300",0.999999999999999,0.981810968622282,0,2,"cardiac muscle hypertrophy","BP",1
"1126","GO:0003707",0.999999999999999,0.958115737937868,0,5,"nuclear steroid receptor activity","MF",1
"1131","GO:0003720",0.999999999999999,0.982062345469984,0,2,"telomerase activity","MF",1
"1177","GO:0003865",0.999999999999999,0.992732397106531,0,2,"3-oxo-5-alpha-steroid 4-dehydrogenase activity","MF",1
"1236","GO:0003954",0.999999999999999,0.979236139257584,0,3,"NADH dehydrogenase activity","MF",1
"1245","GO:0003972",0.999999999999999,0.967965362079935,0,7,"RNA ligase (ATP) activity","MF",1
"1254","GO:0003983",0.999999999999999,0.993361676094993,0,1,"UTP:glucose-1-phosphate uridylyltransferase activity","MF",1
"1283","GO:0004027",0.999999999999999,0.979577735000907,0,3,"alcohol sulfotransferase activity","MF",1
"1285","GO:0004029",0.999999999999999,0.933290650581749,0,12,"aldehyde dehydrogenase (NAD+) activity","MF",1
"1400","GO:0004298",0.999999999999999,0.931895378820847,0,10,"threonine-type endopeptidase activity","MF",1
"1408","GO:0004309",0.999999999999999,0.998221569821469,0,1,"exopolyphosphatase activity","MF",1
"1433","GO:0004342",0.999999999999999,0.994720572316185,0,1,"glucosamine-6-phosphate deaminase activity","MF",1
"1504","GO:0004454",0.999999999999999,0.990931779560637,0,2,"ketohexokinase activity","MF",1
"1579","GO:0004567",0.999999999999999,0.990608737947677,0,1,"beta-mannosidase activity","MF",1
"1581","GO:0004569",0.999999999999999,0.99758499224413,0,1,"glycoprotein endo-alpha-1,2-mannosidase activity","MF",1
"1647","GO:0004661",0.999999999999999,0.982042789429691,0,2,"protein geranylgeranyltransferase activity","MF",1
"1656","GO:0004675",0.999999999999999,0.917705554993567,0,12,"transmembrane receptor protein serine/threonine kinase activity","MF",1
"1693","GO:0004733",0.999999999999999,0.992371031818909,0,1,"pyridoxamine-phosphate oxidase activity","MF",1
"1703","GO:0004749",0.999999999999999,0.971253927299197,0,4,"ribose phosphate diphosphokinase activity","MF",1
"1719","GO:0004775",0.999999999999999,0.972948243014755,0,3,"succinate-CoA ligase (ADP-forming) activity","MF",1
"1720","GO:0004776",0.999999999999999,0.972948243014755,0,3,"succinate-CoA ligase (GDP-forming) activity","MF",1
"1740","GO:0004810",0.999999999999999,0.985267464706895,0,3,"CCA tRNA nucleotidyltransferase activity","MF",1
"1830","GO:0005035",0.999999999999999,0.972227001053263,0,3,"death receptor activity","MF",1
"1917","GO:0005275",0.999999999999999,0.930755411896474,0,8,"amine transmembrane transporter activity","MF",1
"1935","GO:0005324",0.999999999999999,0.873513091546188,0,19,"long-chain fatty acid transporter activity","MF",1
"1951","GO:0005367",0.999999999999999,0.990608737947677,0,1,"myo-inositol:sodium symporter activity","MF",1
"1963","GO:0005436",0.999999999999999,0.945355604652057,0,8,"sodium:phosphate symporter activity","MF",1
"2249","GO:0006011",0.999999999999999,0.993361676094993,0,1,"UDP-glucose metabolic process","BP",1
"2266","GO:0006043",0.999999999999999,0.994720572316185,0,1,"glucosamine catabolic process","BP",1
"2267","GO:0006044",0.999999999999999,0.963037015040008,0,6,"N-acetylglucosamine metabolic process","BP",1
"2399","GO:0006282",0.999999999999999,0.952052432683728,0,6,"regulation of DNA repair","BP",1
"2422","GO:0006311",0.999999999999999,0.990608737947677,0,1,"meiotic gene conversion","BP",1
"2438","GO:0006354",0.999999999999999,0.990758293669469,0,1,"DNA-templated transcription elongation","BP",1
"2572","GO:0006550",0.999999999999999,0.963946047786811,0,5,"isoleucine catabolic process","BP",1
"2603","GO:0006595",0.999999999999999,0.993754166559828,0,1,"polyamine metabolic process","BP",1
"2671","GO:0006688",0.999999999999999,0.962718912239407,0,5,"glycosphingolipid biosynthetic process","BP",1
"2728","GO:0006798",0.999999999999999,0.998221569821469,0,1,"polyphosphate catabolic process","BP",1
"2814","GO:0006941",0.999999999999999,0.915042993934825,0,12,"striated muscle contraction","BP",1
"2830","GO:0006973",0.999999999999999,0.990702930761938,0,1,"intracellular accumulation of glycerol","BP",1
"2839","GO:0006990",0.999999999999999,0.973060651090673,0,4,"positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response","BP",1
"2885","GO:0007066",0.999999999999999,0.985909249726228,0,2,"female meiosis sister chromatid cohesion","BP",1
"2887","GO:0007076",0.999999999999999,0.895641917619521,0,13,"mitotic chromosome condensation","BP",1
"2889","GO:0007079",0.999999999999999,0.974758548776683,0,3,"mitotic chromosome movement towards spindle pole","BP",1
"2918","GO:0007147",0.999999999999999,0.965411846243429,0,5,"female meiosis II","BP",1
"2967","GO:0007213",0.999999999999999,0.95691237438743,0,6,"G protein-coupled acetylcholine receptor signaling pathway","BP",1
"3090","GO:0007430",0.999999999999999,0.93380164978937,0,10,"terminal branching, open tracheal system","BP",1
"3137","GO:0007520",0.999999999999999,0.864198013536735,0,24,"myoblast fusion","BP",1
"3226","GO:0008073",0.999999999999999,0.993754166559828,0,1,"ornithine decarboxylase inhibitor activity","MF",1
"3238","GO:0008093",0.999999999999999,0.956819131168704,0,8,"cytoskeletal anchor activity","MF",1
"3245","GO:0008109",0.999999999999999,0.994809914118829,0,1,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity","MF",1
"3298","GO:0008205",0.999999999999999,0.990822989122811,0,2,"ecdysone metabolic process","BP",1
"3393","GO:0008376",0.999999999999999,0.825005024596656,0,26,"acetylgalactosaminyltransferase activity","MF",1
"3440","GO:0008466",0.999999999999999,0.987233640186205,0,2,"glycogenin glucosyltransferase activity","MF",1
"3516","GO:0008614",0.999999999999999,0.992371031818909,0,1,"pyridoxine metabolic process","BP",1
"3525","GO:0008631",0.999999999999999,0.938891775217989,0,9,"intrinsic apoptotic signaling pathway in response to oxidative stress","BP",1
"3560","GO:0008709",0.999999999999999,0.990822989122811,0,2,"cholate 7-alpha-dehydrogenase activity","MF",1
"3573","GO:0008747",0.999999999999999,0.990895149395036,0,1,"N-acetylneuraminate lyase activity","MF",1
"3588","GO:0008782",0.999999999999999,0.975644024326897,0,5,"adenosylhomocysteine nucleosidase activity","MF",1
"3616","GO:0008852",0.999999999999999,0.997578001906589,0,1,NA,NA,1
"3696","GO:0009045",0.999999999999999,0.990832871515812,0,1,"xylose isomerase activity","MF",1
"3708","GO:0009063",0.999999999999999,0.916104037313638,0,11,"amino acid catabolic process","BP",1
"3754","GO:0009164",0.999999999999999,0.975644024326897,0,5,"nucleoside catabolic process","BP",1
"3797","GO:0009263",0.999999999999999,0.888590535008578,0,21,"deoxyribonucleotide biosynthetic process","BP",1
"3838","GO:0009360",0.999999999999999,0.97240882067748,0,5,"DNA polymerase III complex","CC",1
"3841","GO:0009368",0.999999999999999,0.994841949331185,0,1,"endopeptidase Clp complex","CC",1
"3943","GO:0009640",0.999999999999999,0.990610766804607,0,1,"photomorphogenesis","BP",1
"3986","GO:0009785",0.999999999999999,0.973806764431456,0,3,"blue light signaling pathway","BP",1
"4008","GO:0009840",0.999999999999999,0.994590323203344,0,1,"chloroplastic endopeptidase Clp complex","CC",1
"4023","GO:0009882",0.999999999999999,0.973806764431456,0,3,"blue light photoreceptor activity","MF",1
"4072","GO:0009976",0.999999999999999,0.997464360012655,0,1,"tocopherol cyclase activity","MF",1
"4135","GO:0010154",0.999999999999999,0.997002604304167,0,1,"fruit development","BP",1
"4410","GO:0010883",0.999999999999999,0.92849553213225,0,10,"regulation of lipid storage","BP",1
"4526","GO:0014731",0.999999999999999,0.92053842980948,0,12,"spectrin-associated cytoskeleton","CC",1
"4595","GO:0015085",0.999999999999999,0.981396927067182,0,3,"calcium ion transmembrane transporter activity","MF",1
"4604","GO:0015101",0.999999999999999,0.986952496393114,0,3,"organic cation transmembrane transporter activity","MF",1
"4623","GO:0015146",0.999999999999999,0.990608737947677,0,1,"pentose transmembrane transporter activity","MF",1
"4624","GO:0015150",0.999999999999999,0.990608737947677,0,1,"fucose transmembrane transporter activity","MF",1
"4715","GO:0015446",0.999999999999999,0.993427344214737,0,2,"ATPase-coupled arsenite transmembrane transporter activity","MF",1
"4765","GO:0015700",0.999999999999999,0.993427344214737,0,2,"arsenite transport","BP",1
"4786","GO:0015750",0.999999999999999,0.990608737947677,0,1,"pentose transmembrane transport","BP",1
"4788","GO:0015756",0.999999999999999,0.990608737947677,0,1,"fucose transmembrane transport","BP",1
"4827","GO:0015844",0.999999999999999,0.990608737947677,0,1,"monoamine transport","BP",1
"5099","GO:0016538",0.999999999999999,0.925056620928454,0,13,"cyclin-dependent protein serine/threonine kinase regulator activity","MF",1
"5110","GO:0016560",0.999999999999999,0.983220232454305,0,2,"protein import into peroxisome matrix, docking","BP",1
"5146","GO:0016618",0.999999999999999,0.975186346761196,0,3,"hydroxypyruvate reductase activity","MF",1
"5178","GO:0016722",0.999999999999999,0.967323682646439,0,4,"oxidoreductase activity, acting on metal ions","MF",1
"5425","GO:0018345",0.999999999999999,0.946652867214108,0,8,"protein palmitoylation","BP",1
"5436","GO:0018454",0.999999999999999,0.990822989122811,0,2,"acetoacetyl-CoA reductase activity","MF",1
"5514","GO:0019177",0.999999999999999,0.996953003298612,0,1,"dihydroneopterin triphosphate pyrophosphohydrolase activity","MF",1
"5515","GO:0019178",0.999999999999999,0.994705190118535,0,1,"NADP phosphatase activity","MF",1
"5579","GO:0019391",0.999999999999999,0.960784665848358,0,5,"glucuronoside catabolic process","BP",1
"5590","GO:0019433",0.999999999999999,0.981707361765472,0,2,"triglyceride catabolic process","BP",1
"5594","GO:0019442",0.999999999999999,0.981305164780943,0,2,"tryptophan catabolic process to acetyl-CoA","BP",1
"5645","GO:0019693",0.999999999999999,0.983635286743498,0,2,"ribose phosphate metabolic process","BP",1
"5699","GO:0019855",0.999999999999999,0.980361261643303,0,3,"calcium channel inhibitor activity","MF",1
"5753","GO:0020027",0.999999999999999,0.963217079345822,0,4,"hemoglobin metabolic process","BP",1
"5768","GO:0021520",0.999999999999999,0.953643009953012,0,7,"spinal cord motor neuron cell fate specification","BP",1
"5851","GO:0021761",0.999999999999999,0.854311905645541,0,25,"limbic system development","BP",1
"5925","GO:0021952",0.999999999999999,0.967577947342704,0,4,"central nervous system projection neuron axonogenesis","BP",1
"5956","GO:0022038",0.999999999999999,0.963894566744468,0,4,"corpus callosum development","BP",1
"6068","GO:0030115",0.999999999999999,0.993329393087382,0,1,"S-layer","CC",1
"6100","GO:0030157",0.999999999999999,0.985352279195571,0,2,"pancreatic juice secretion","BP",1
"6177","GO:0030267",0.999999999999999,0.975186346761196,0,3,"glyoxylate reductase (NADP+) activity","MF",1
"6208","GO:0030318",0.999999999999999,0.910246072760517,0,11,"melanocyte differentiation","BP",1
"6349","GO:0030678",0.999999999999999,0.990822989122811,0,2,"mitochondrial ribonuclease P complex","CC",1
"6445","GO:0030954",0.999999999999999,0.990608737947677,0,1,"astral microtubule nucleation","BP",1
"6470","GO:0031016",0.999999999999999,0.806885188954289,0,28,"pancreas development","BP",1
"6487","GO:0031056",0.999999999999999,0.978892531216605,0,3,"regulation of histone modification","BP",1
"6536","GO:0031143",0.999999999999999,0.94837426121085,0,8,"pseudopodium","CC",1
"6549","GO:0031164",0.999999999999999,0.982059627766108,0,2,"contractile vacuolar membrane","CC",1
"6599","GO:0031288",0.999999999999999,0.941067899154679,0,8,"sorocarp morphogenesis","BP",1
"6650","GO:0031393",0.999999999999999,0.981305164780943,0,2,"negative regulation of prostaglandin biosynthetic process","BP",1
"6758","GO:0031627",0.999999999999999,0.996185892633559,0,1,"telomeric loop formation","BP",1
"6764","GO:0031640",0.999999999999999,0.948576250840952,0,11,"killing of cells of another organism","BP",1
"6774","GO:0031666",0.999999999999999,0.971764918774282,0,4,"positive regulation of lipopolysaccharide-mediated signaling pathway","BP",1
"6804","GO:0031848",0.999999999999999,0.996185892633559,0,1,"protection from non-homologous end joining at telomere","BP",1
"6864","GO:0032020",0.999999999999999,0.976660653696752,0,3,"ISG15-protein conjugation","BP",1
"6943","GO:0032222",0.999999999999999,0.966864642739852,0,5,"regulation of synaptic transmission, cholinergic","BP",1
"6953","GO:0032233",0.999999999999999,0.975570048676135,0,4,"positive regulation of actin filament bundle assembly","BP",1
"7002","GO:0032364",0.999999999999999,0.938051540428363,0,8,"intracellular oxygen homeostasis","BP",1
"7042","GO:0032435",0.999999999999999,0.859107745311871,0,21,"negative regulation of proteasomal ubiquitin-dependent protein catabolic process","BP",1
"7187","GO:0032777",0.999999999999999,0.963904603880382,0,4,"Piccolo NuA4 histone acetyltransferase complex","CC",1
"7329","GO:0033129",0.999999999999999,0.976365587238307,0,3,NA,NA,1
"7405","GO:0033298",0.999999999999999,0.982059627766108,0,2,"contractile vacuole organization","BP",1
"7483","GO:0033625",0.999999999999999,0.979537993404967,0,3,"positive regulation of integrin activation","BP",1
"7579","GO:0034111",0.999999999999999,0.990608737947677,0,1,"negative regulation of homotypic cell-cell adhesion","BP",1
"7604","GO:0034185",0.999999999999999,0.862480785248742,0,17,"apolipoprotein binding","MF",1
"7898","GO:0035108",0.999999999999999,0.805926731040762,0,28,"limb morphogenesis","BP",1
"7939","GO:0035188",0.999999999999999,0.95804062159665,0,5,"hatching","BP",1
"7997","GO:0035293",0.999999999999999,0.960681339866535,0,5,"chitin-based larval cuticle pattern formation","BP",1
"8059","GO:0035442",0.999999999999999,0.979903971370705,0,4,"dipeptide transmembrane transport","BP",1
"8075","GO:0035493",0.999999999999999,0.967906760529854,0,5,"SNARE complex assembly","BP",1
"8079","GO:0035500",0.999999999999999,0.990608737947677,0,1,"MH2 domain binding","MF",1
"8086","GO:0035513",0.999999999999999,0.980363510991061,0,3,"oxidative RNA demethylation","BP",1
"8087","GO:0035515",0.999999999999999,0.980363510991061,0,3,"oxidative RNA demethylase activity","MF",1
"8211","GO:0035802",0.999999999999999,0.997715788715318,0,1,"adrenal cortex formation","BP",1
"8368","GO:0036216",0.999999999999999,0.996554806878849,0,1,"cellular response to stem cell factor stimulus","BP",1
"8392","GO:0036310",0.999999999999999,0.925085407505771,0,10,"ATP-dependent DNA/DNA annealing activity","MF",1
"8430","GO:0036435",0.999999999999999,0.915804967278727,0,11,"K48-linked polyubiquitin modification-dependent protein binding","MF",1
"8507","GO:0038092",0.999999999999999,0.988337078323123,0,2,"nodal signaling pathway","BP",1
"8557","GO:0039548",0.999999999999999,0.990648989595341,0,3,"suppression by virus of host viral-induced cytoplasmic pattern recognition receptor signaling pathway via inhibition of IRF3 activity","BP",1
"8685","GO:0042173",0.999999999999999,0.987780619985902,0,2,"regulation of sporulation resulting in formation of a cellular spore","BP",1
"8705","GO:0042264",0.999999999999999,0.974313353354794,0,3,"peptidyl-aspartic acid hydroxylation","BP",1
"8723","GO:0042296",0.999999999999999,0.976660653696752,0,3,"ISG15 transferase activity","MF",1
"8795","GO:0042474",0.999999999999999,0.833730138291461,0,25,"middle ear morphogenesis","BP",1
"8804","GO:0042491",0.999999999999999,0.905171270689763,0,13,"inner ear auditory receptor cell differentiation","BP",1
"8814","GO:0042531",0.999999999999999,0.881552561221446,0,17,"positive regulation of tyrosine phosphorylation of STAT protein","BP",1
"8870","GO:0042659",0.999999999999999,0.899243123802904,0,14,"regulation of cell fate specification","BP",1
"8961","GO:0042843",0.999999999999999,0.990832871515812,0,1,"D-xylose catabolic process","BP",1
"9136","GO:0043268",0.999999999999999,0.91359738240537,0,14,"positive regulation of potassium ion transport","BP",1
"9161","GO:0043312",0.999999999999999,0.97288004187668,0,4,"neutrophil degranulation","BP",1
"9232","GO:0043491",0.999999999999999,0.923676296476851,0,12,"protein kinase B signaling","BP",1
"9483","GO:0044335",0.999999999999999,0.924208666487771,0,11,"canonical Wnt signaling pathway involved in neural crest cell differentiation","BP",1
"9533","GO:0044604",0.999999999999999,0.993427344214737,0,2,"ABC-type phytochelatin transporter activity","MF",1
"9634","GO:0045069",0.999999999999999,0.990608737947677,0,1,"regulation of viral genome replication","BP",1
"9668","GO:0045162",0.999999999999999,0.954954323120493,0,6,"clustering of voltage-gated sodium channels","BP",1
"9683","GO:0045182",0.999999999999999,0.892878605833789,0,16,"translation regulator activity","MF",1
"9687","GO:0045187",0.999999999999999,0.977121560629462,0,3,"regulation of circadian sleep/wake cycle, sleep","BP",1
"9719","GO:0045284",0.999999999999999,0.994620160482023,0,2,"plasma membrane fumarate reductase complex","CC",1
"9829","GO:0045652",0.999999999999999,0.985919181545799,0,2,"regulation of megakaryocyte differentiation","BP",1
"9858","GO:0045723",0.999999999999999,0.965313472686458,0,4,"positive regulation of fatty acid biosynthetic process","BP",1
"9889","GO:0045777",0.999999999999999,0.90783984991704,0,13,"positive regulation of blood pressure","BP",1
"10044","GO:0046208",0.999999999999999,0.941782269126325,0,9,"spermine catabolic process","BP",1
"10188","GO:0046666",0.999999999999999,0.876241045943504,0,16,"retinal cell programmed cell death","BP",1
"10225","GO:0046789",0.999999999999999,0.879794437001985,0,19,"host cell surface receptor binding","MF",1
"10274","GO:0046912",0.999999999999999,0.977895195261756,0,3,"acyltransferase activity, acyl groups converted into alkyl on transfer","MF",1
"10321","GO:0047015",0.999999999999999,0.990822989122811,0,2,"3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity","MF",1
