"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","genes","type"
"79","catalytic activity","GO:0003824","GO:0016491",0.00491715407751183,0.998344235574684,11,534,"oxidoreductase activity","MF",1,"Pver_g216, Pver_g217, Pver_g218, Pver_g219, Pver_g233, Pver_g501, Pver_g741, Pver_g1041, Pver_g1058, Pver_g1091, Pver_g1258, Pver_g1470, Pver_g1668, Pver_g1669, Pver_g1919, Pver_g2050, Pver_g2078, Pver_g2284, Pver_g2377, Pver_g2708, Pver_g2863, Pver_g2953, Pver_g3286, Pver_g3335, Pver_g3679, Pver_g4017, Pver_g4018, Pver_g4082, Pver_g4130, Pver_g4131, Pver_g4188, Pver_g4282, Pver_g4396, Pver_g4460, Pver_g4586, Pver_g4588, Pver_g5110, Pver_g5434, Pver_g5518, Pver_g5679, Pver_g5696, Pver_g5772, Pver_g5885, Pver_g5973, Pver_g6017, Pver_g6312, Pver_g6377, Pver_g6716, Pver_g6735, Pver_g7043, Pver_g7060, Pver_g7297, Pver_g7421, Pver_g7518, Pver_g7523, Pver_g7555, Pver_g7634, Pver_g7635, Pver_g7856, Pver_g8357, Pver_g8397, Pver_g8461, Pver_g8659, Pver_g8749, Pver_g8800, Pver_g8801, Pver_g8811, Pver_g9000, Pver_g9232, Pver_g9264, Pver_g9265, Pver_g9621, Pver_g9660, Pver_g9661, Pver_g9664, Pver_g9790, Pver_g10257, Pver_g10258, Pver_g10581, Pver_g10582, Pver_g10906, Pver_g10907, Pver_g10914, Pver_g10970, Pver_g11022, Pver_g11547, Pver_g12064, Pver_g12089, Pver_g12174, Pver_g12180, Pver_g12275, Pver_g12276, Pver_g12277, Pver_g12278, Pver_g12288, Pver_g12312, Pver_g12556, Pver_g13043, Pver_g13087, Pver_g13088, Pver_g13092, Pver_g13114, Pver_g13299, Pver_g13375, Pver_g13399, Pver_g13462, Pver_g13584, Pver_g13886, Pver_g14562, Pver_g14798, Pver_g15078, Pver_g15079, Pver_g15455, Pver_g15545, Pver_g15709, Pver_g15821, Pver_g16023, Pver_g16308, Pver_g16509, Pver_g16673, Pver_g17321, Pver_g17475, Pver_g17640, Pver_g17641, Pver_g17806, Pver_g18100, Pver_g18192, Pver_g18193, Pver_g18228, Pver_g18379, Pver_g18811, Pver_g18859, Pver_g19092, Pver_g19469, Pver_g20296, Pver_g21021, Pver_g21580, Pver_g22734, Pver_g23440, Pver_g23532, Pver_g23711, Pver_g23840, Pver_g23889, Pver_g24065, Pver_g24418, Pver_g24428, Pver_g24436, Pver_g24484, Pver_g24570, Pver_g24631, Pver_g24763, Pver_g24782, Pver_g25013, Pver_g25193, Pver_g25252, Pver_g25273, Pver_g25390, Pver_g25392, Pver_g25469, Pver_g25980, Pver_g25983, Pver_g26037, Pver_g26231, Pver_novel_model_70_5de57afd, Pver_novel_model_440_5de57afd, Pver_g160, Pver_g225, Pver_g264, Pver_g283, Pver_g291, Pver_g502, Pver_g564, Pver_g652, Pver_g702, Pver_g738, Pver_g751, Pver_g773, Pver_g875, Pver_g996, Pver_g1020, Pver_g1048, Pver_g1062, Pver_g1145, Pver_g1243, Pver_g1341, Pver_g1343, Pver_g1349, Pver_g1398, Pver_g1400, Pver_g1528, Pver_g1586, Pver_g1682, Pver_g1713, Pver_g1862, Pver_g1871, Pver_g1953, Pver_g2042, Pver_g2100, Pver_g2101, Pver_g2220, Pver_g2509, Pver_g2558, Pver_g2559, Pver_g2560, Pver_g2584, Pver_g2828, Pver_g2829, Pver_g2858, Pver_g2860, Pver_g2869, Pver_g2870, Pver_g3036, Pver_g3047, Pver_g3158, Pver_g3341, Pver_g3343, Pver_g3360, Pver_g3361, Pver_g3378, Pver_g3411, Pver_g3417, Pver_g3431, Pver_g3491, Pver_g3716, Pver_g3836, Pver_g4241, Pver_g4246, Pver_g4248, Pver_g4380, Pver_g4442, Pver_g4563, Pver_g4701, Pver_g4709, Pver_g5020, Pver_g5028, Pver_g5149, Pver_g5253, Pver_g5410, Pver_g5438, Pver_g5482, Pver_g5542, Pver_g5775, Pver_g5907, Pver_g5971, Pver_g5972, Pver_g5996, Pver_g6225, Pver_g6636, Pver_g6692, Pver_g6742, Pver_g6753, Pver_g6756, Pver_g6776, Pver_g6890, Pver_g6937, Pver_g7077, Pver_g7102, Pver_g7160, Pver_g7230, Pver_g7247, Pver_g7282, Pver_g7403, Pver_g7404, Pver_g7580, Pver_g7625, Pver_g7714, Pver_g7940, Pver_g7944, Pver_g8077, Pver_g8083, Pver_g8085, Pver_g8109, Pver_g8158, Pver_g8190, Pver_g8196, Pver_g8271, Pver_g8306, Pver_g8650, Pver_g8684, Pver_g8799, Pver_g8875, Pver_g9029, Pver_g9041, Pver_g9087, Pver_g9521, Pver_g9522, Pver_g9538, Pver_g9617, Pver_g9618, Pver_g9658, Pver_g9684, Pver_g9746, Pver_g9805, Pver_g9815, Pver_g9816, Pver_g9817, Pver_g9818, Pver_g9860, Pver_g9866, Pver_g9867, Pver_g9893, Pver_g9950, Pver_g9951, Pver_g9991, Pver_g10026, Pver_g10107, Pver_g10149, Pver_g10615, Pver_g10616, Pver_g10723, Pver_g10829, Pver_g10869, Pver_g10927, Pver_g10948, Pver_g11088, Pver_g11099, Pver_g11274, Pver_g11345, Pver_g11459, Pver_g11472, Pver_g11487, Pver_g11531, Pver_g11660, Pver_g11661, Pver_g11722, Pver_g11723, Pver_g12029, Pver_g12108, Pver_g12133, Pver_g12155, Pver_g12168, Pver_g12169, Pver_g12243, Pver_g12289, Pver_g12307, Pver_g12311, Pver_g12322, Pver_g12378, Pver_g12417, Pver_g12778, Pver_g12781, Pver_g12819, Pver_g12903, Pver_g13037, Pver_g13139, Pver_g13195, Pver_g13197, Pver_g13544, Pver_g13587, Pver_g13588, Pver_g13746, Pver_g13791, Pver_g13888, Pver_g14074, Pver_g14097, Pver_g14145, Pver_g14375, Pver_g14378, Pver_g14399, Pver_g14479, Pver_g14480, Pver_g14928, Pver_g14933, Pver_g14982, Pver_g15015, Pver_g15021, Pver_g15141, Pver_g15213, Pver_g15225, Pver_g15397, Pver_g15399, Pver_g15554, Pver_g15556, Pver_g15557, Pver_g15563, Pver_g15565, Pver_g15598, Pver_g15639, Pver_g15724, Pver_g15909, Pver_g16301, Pver_g16322, Pver_g16323, Pver_g16365, Pver_g16453, Pver_g16626, Pver_g16628, Pver_g17135, Pver_g17539, Pver_g17565, Pver_g17642, Pver_g17863, Pver_g18144, Pver_g18163, Pver_g18164, Pver_g18249, Pver_g18313, Pver_g18319, Pver_g18532, Pver_g18540, Pver_g18640, Pver_g18793, Pver_g18934, Pver_g19142, Pver_g19191, Pver_g19310, Pver_g19317, Pver_g19329, Pver_g20093, Pver_g20284, Pver_g20355, Pver_g20538, Pver_g20630, Pver_g20669, Pver_g20760, Pver_g20798, Pver_g20812, Pver_g21037, Pver_g21495, Pver_g22805, Pver_g22815, Pver_g22867, Pver_g22988, Pver_g23262, Pver_g23265, Pver_g23293, Pver_g23294, Pver_g23295, Pver_g23296, Pver_g23501, Pver_g23515, Pver_g23517, Pver_g23541, Pver_g23542, Pver_g23559, Pver_g23583, Pver_g23609, Pver_g23613, Pver_g23642, Pver_g23645, Pver_g23647, Pver_g23778, Pver_g23821, Pver_g23841, Pver_g23869, Pver_g23871, Pver_g23908, Pver_g24032, Pver_g24136, Pver_g24150, Pver_g24153, Pver_g24177, Pver_g24226, Pver_g24252, Pver_g24359, Pver_g24360, Pver_g24385, Pver_g24412, Pver_g24513, Pver_g24561, Pver_g24575, Pver_g24583, Pver_g24606, Pver_g24659, Pver_g24663, Pver_g24710, Pver_g24778, Pver_g24832, Pver_g24854, Pver_g24916, Pver_g24946, Pver_g24959, Pver_g24986, Pver_g24989, Pver_g24990, Pver_g24992, Pver_g25030, Pver_g25060, Pver_g25179, Pver_g25184, Pver_g25307, Pver_g25313, Pver_g25328, Pver_g25406, Pver_g25650, Pver_g25701, Pver_g25791, Pver_g25851, Pver_g25943, Pver_g25971, Pver_g26012, Pver_g26068, Pver_g26075, Pver_g26149, Pver_g26224, Pver_g26360, Pver_g26406, Pver_g26447, Pver_g26557, Pver_g26660, Pver_novel_model_270_5de57afd, Pver_novel_model_373_5de57afd, Pver_novel_model_669_5de57afd, Pver_g25, Pver_g7241, Pver_g9898, Pver_g11139, Pver_g16761, Pver_g18898, Pver_g20487, Pver_g23584, Pver_g23639, Pver_g23816, Pver_g24280, Pver_g25411, Pver_g984, Pver_g985, Pver_g1287, Pver_g1715, Pver_g5430, Pver_g7405, Pver_g8235, Pver_g8284, Pver_g8980, Pver_g9523, Pver_g9745, Pver_g10560, Pver_g11247, Pver_g11835, Pver_g12791, Pver_g19964, Pver_g20292, Pver_g20783, Pver_g20943, Pver_g21036, Pver_g22145, Pver_g22190, Pver_g24030, Pver_g25527","DEG.GO.terms"
"80","catalytic activity","GO:0003824","GO:0016627",0.0459427654326638,0.99516812339566,2,40,"oxidoreductase activity, acting on the CH-CH group of donors","MF",1,"Pver_g8843, Pver_g9305, Pver_g16023, Pver_g20133, Pver_g24940, Pver_novel_model_95_5de57afd, Pver_g284, Pver_g611, Pver_g778, Pver_g840, Pver_g923, Pver_g1398, Pver_g2055, Pver_g4402, Pver_g5579, Pver_g6312, Pver_g7142, Pver_g7160, Pver_g7691, Pver_g8989, Pver_g9087, Pver_g9824, Pver_g11056, Pver_g11434, Pver_g11435, Pver_g11671, Pver_g12417, Pver_g12632, Pver_g12837, Pver_g13043, Pver_g15000, Pver_g20861, Pver_g24452, Pver_g24503, Pver_g24733, Pver_g25255, Pver_g25363, Pver_g26142, Pver_novel_model_606_5de57afd, Pver_g2054, Pver_g5769, Pver_g9731","DEG.GO.terms"
"81","catalytic activity","GO:0003824","GO:0016671",0.042005229402124,0.999285423299617,1,5,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","MF",1,"Pver_g22, Pver_g9637, Pver_g24018, Pver_g5518, Pver_g6370","DEG.GO.terms"
"82","catalytic activity","GO:0003824","GO:0016799",0.0043783618257758,0.999878708400424,2,12,"hydrolase activity, hydrolyzing N-glycosyl compounds","MF",1,"Pver_g3290, Pver_g10556, Pver_g11135, Pver_g13222, Pver_g13770, Pver_g16367, Pver_g18888, Pver_g19771, Pver_g23166, Pver_g23722, Pver_g25262, Pver_g4546","DEG.GO.terms"
"83","catalytic activity","GO:0003824","GO:0033743",0.0296330263163055,0.999668129482541,1,4,"peptide-methionine (R)-S-oxide reductase activity","MF",1,"Pver_g6370, Pver_g12425, Pver_g5518, Pver_g24018","DEG.GO.terms"
"84","catalytic activity","GO:0003824","GO:0070224",8.82293232852957e-05,1,2,2,"sulfide:quinone oxidoreductase activity","MF",0.373474725466657,"Pver_g1842, Pver_g26406","DEG.GO.terms"
"85","catalytic activity","GO:0003824","GO:0070733",0.0406189592015835,0.99933219369151,1,5,"protein adenylyltransferase activity","MF",1,"Pver_g774, Pver_g4700, Pver_g14851, Pver_g24637, Pver_g25690","DEG.GO.terms"
"86","catalytic activity","GO:0003824","GO:0080103",0.00821748014256852,1,1,1,"4-methylthiopropyl glucosinolate S-oxygenase activity","MF",1,"Pver_g18067","DEG.GO.terms"
"87","catalytic activity","GO:0003824","GO:0080107",0.00821748014256852,1,1,1,"8-methylthiopropyl glucosinolate S-oxygenase activity","MF",1,"Pver_g18067","DEG.GO.terms"
"88","cell differentiation","GO:0030154","GO:0010744",0.000573346009018004,0.999995639487505,2,5,"positive regulation of macrophage derived foam cell differentiation","BP",0.882535874972076,"Pver_g1039, Pver_g1126, Pver_g7083, Pver_g16615, Pver_g16616","DEG.GO.terms"
"89","cell motility","GO:0048870","GO:0010762",0.0477644978061453,0.999073830360374,1,5,"regulation of fibroblast migration","BP",1,"Pver_g3719, Pver_g4609, Pver_g9768, Pver_g13790, Pver_g17445","DEG.GO.terms"
"90","cell motility","GO:0048870","GO:0035701",0.0370288050724536,0.9994801556694,1,4,"hematopoietic stem cell migration","BP",1,"Pver_g5053, Pver_g6262, Pver_g6264, Pver_g6266","DEG.GO.terms"
"91","cell motility","GO:0048870","GO:1902766",0.027280234963215,0.999750046819543,1,3,"skeletal muscle satellite cell migration","BP",1,"Pver_g15654, Pver_g15655, Pver_g15656, Pver_novel_model_601_5de57afd","DEG.GO.terms"
"92","cellular amino acid metabolic process","GO:0006520","GO:0006431",0.031719704009117,0.999619405292981,1,4,"methionyl-tRNA aminoacylation","BP",1,"Pver_g12577, Pver_g14740, Pver_g25471, Pver_g23926","DEG.GO.terms"
"93","cellular amino acid metabolic process","GO:0006520","GO:0006562",0.0293833293643246,0.9997097442328,1,3,"proline catabolic process","BP",1,"Pver_g8101, Pver_g9991, Pver_g15293","DEG.GO.terms"
"94","cellular amino acid metabolic process","GO:0006520","GO:0006592",0.00989191228071346,1,1,1,"ornithine biosynthetic process","BP",1,"Pver_g26149","DEG.GO.terms"
"95","cellular amino acid metabolic process","GO:0006520","GO:0009087",0.0177210678441604,0.999921158970238,1,2,"methionine catabolic process","BP",1,"Pver_g14739, Pver_g18546","DEG.GO.terms"
"96","cellular amino acid metabolic process","GO:0006520","GO:0019240",0.029048020378076,0.999716374352673,1,3,"citrulline biosynthetic process","BP",1,"Pver_g5891, Pver_g17660, Pver_g26149","DEG.GO.terms"
"97","cellular amino acid metabolic process","GO:0006520","GO:0019470",0.0293833368794043,0.999709744083333,1,3,"4-hydroxyproline catabolic process","BP",1,"Pver_g7979, Pver_g8101, Pver_g9991","DEG.GO.terms"
"98","cytoskeleton organization","GO:0007010","GO:0090307",0.0370768821971442,0.996556992028351,2,33,"mitotic spindle assembly","BP",1,"Pver_g253, Pver_g630, Pver_g1302, Pver_g1405, Pver_g1664, Pver_g2704, Pver_g2817, Pver_g3098, Pver_g3135, Pver_g4124, Pver_g4128, Pver_g4207, Pver_g5981, Pver_g7049, Pver_g9785, Pver_g10007, Pver_g10199, Pver_g10929, Pver_g11175, Pver_g11626, Pver_g11899, Pver_g12487, Pver_g12579, Pver_g13486, Pver_g15066, Pver_g15599, Pver_g15655, Pver_g17119, Pver_g22735, Pver_g23611, Pver_g26073, Pver_g26594, Pver_novel_model_662_5de57afd, Pver_g2013","DEG.GO.terms"
"99","detoxification","GO:0098754","GO:0098849",0.000633146889905548,0.999994936785699,2,5,"cellular detoxification of cadmium ion","BP",0.893370261656728,"Pver_g1842, Pver_g5894, Pver_g5895, Pver_g9881, Pver_g26406","DEG.GO.terms"
"100","DNA binding","GO:0003677","GO:0000978",0.011772890880596,0.996681622516051,7,301,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF",1,"Pver_g115, Pver_g166, Pver_g172, Pver_g275, Pver_g420, Pver_g424, Pver_g461, Pver_g465, Pver_g539, Pver_g574, Pver_g580, Pver_g714, Pver_g735, Pver_g764, Pver_g822, Pver_g825, Pver_g1011, Pver_g1192, Pver_g1259, Pver_g1279, Pver_g1515, Pver_g1516, Pver_g1517, Pver_g1518, Pver_g1519, Pver_g1546, Pver_g1755, Pver_g1864, Pver_g1866, Pver_g2058, Pver_g2069, Pver_g2249, Pver_g2250, Pver_g2301, Pver_g2427, Pver_g2479, Pver_g2488, Pver_g2510, Pver_g2540, Pver_g2748, Pver_g2776, Pver_g2874, Pver_g2875, Pver_g2884, Pver_g2901, Pver_g2929, Pver_g3117, Pver_g3121, Pver_g3122, Pver_g3127, Pver_g3152, Pver_g3154, Pver_g3246, Pver_g3401, Pver_g3648, Pver_g3666, Pver_g3755, Pver_g3838, Pver_g3839, Pver_g3993, Pver_g3994, Pver_g3997, Pver_g4010, Pver_g4019, Pver_g4020, Pver_g4278, Pver_g4391, Pver_g4453, Pver_g4532, Pver_g4548, Pver_g4606, Pver_g4684, Pver_g4747, Pver_g4845, Pver_g5000, Pver_g5054, Pver_g5061, Pver_g5081, Pver_g5174, Pver_g5234, Pver_g5341, Pver_g5420, Pver_g5466, Pver_g5483, Pver_g5600, Pver_g5601, Pver_g5654, Pver_g5655, Pver_g5656, Pver_g5708, Pver_g5715, Pver_g5739, Pver_g5740, Pver_g5865, Pver_g5928, Pver_g6015, Pver_g6163, Pver_g6236, Pver_g6262, Pver_g6263, Pver_g6264, Pver_g6266, Pver_g6493, Pver_g6609, Pver_g6693, Pver_g6713, Pver_g6714, Pver_g6715, Pver_g6841, Pver_g6871, Pver_g6906, Pver_g6917, Pver_g7120, Pver_g7283, Pver_g7384, Pver_g7385, Pver_g7420, Pver_g7424, Pver_g7429, Pver_g7471, Pver_g7482, Pver_g7535, Pver_g7607, Pver_g7711, Pver_g7746, Pver_g7801, Pver_g7824, Pver_g7825, Pver_g7826, Pver_g7827, Pver_g7847, Pver_g7882, Pver_g7938, Pver_g8046, Pver_g8164, Pver_g8260, Pver_g8325, Pver_g8441, Pver_g8541, Pver_g8642, Pver_g8798, Pver_g8837, Pver_g8960, Pver_g8969, Pver_g8991, Pver_g8992, Pver_g8993, Pver_g8994, Pver_g9101, Pver_g9102, Pver_g9103, Pver_g9111, Pver_g9248, Pver_g9250, Pver_g9252, Pver_g9329, Pver_g9354, Pver_g9418, Pver_g9444, Pver_g9626, Pver_g9644, Pver_g9667, Pver_g9715, Pver_g9773, Pver_g9943, Pver_g9971, Pver_g9999, Pver_g10028, Pver_g10029, Pver_g10031, Pver_g10195, Pver_g10259, Pver_g10445, Pver_g10454, Pver_g10627, Pver_g10768, Pver_g10772, Pver_g10876, Pver_g10922, Pver_g10963, Pver_g11153, Pver_g11162, Pver_g11341, Pver_g11471, Pver_g11513, Pver_g11550, Pver_g11630, Pver_g11754, Pver_g11792, Pver_g11801, Pver_g11830, Pver_g11983, Pver_g12012, Pver_g12042, Pver_g12043, Pver_g12044, Pver_g12087, Pver_g12112, Pver_g12218, Pver_g12219, Pver_g12371, Pver_g12373, Pver_g12407, Pver_g12554, Pver_g12569, Pver_g12775, Pver_g12881, Pver_g12924, Pver_g12949, Pver_g12992, Pver_g13129, Pver_g13134, Pver_g13171, Pver_g13389, Pver_g13405, Pver_g13407, Pver_g13408, Pver_g13472, Pver_g13735, Pver_g13870, Pver_g13897, Pver_g13942, Pver_g14034, Pver_g14035, Pver_g14064, Pver_g14065, Pver_g14232, Pver_g14293, Pver_g14296, Pver_g14392, Pver_g14693, Pver_g14731, Pver_g14809, Pver_g14823, Pver_g14993, Pver_g14995, Pver_g15051, Pver_g15185, Pver_g15240, Pver_g15478, Pver_g15561, Pver_g15642, Pver_g15643, Pver_g15701, Pver_g15706, Pver_g15722, Pver_g15811, Pver_g15824, Pver_g15836, Pver_g15842, Pver_g15873, Pver_g15902, Pver_g15903, Pver_g15904, Pver_g15906, Pver_g16237, Pver_g16508, Pver_g16604, Pver_g16743, Pver_g16744, Pver_g16790, Pver_g17020, Pver_g17021, Pver_g17022, Pver_g17023, Pver_g17154, Pver_g17233, Pver_g17800, Pver_g17855, Pver_g18502, Pver_g18905, Pver_g19011, Pver_g19147, Pver_g19891, Pver_g20480, Pver_g20819, Pver_g22646, Pver_g22765, Pver_g22958, Pver_g23024, Pver_g23058, Pver_g23059, Pver_g23329, Pver_g24473, Pver_g25687, Pver_g25772, Pver_g25803, Pver_g25819, Pver_g25884, Pver_g26009, Pver_g26105, Pver_g26166, Pver_g26194, Pver_g26225, Pver_g26231, Pver_g26463, Pver_novel_model_171_5de57afd, Pver_novel_model_551_5de57afd, Pver_novel_model_823_5de57afd, Pver_g4317, Pver_g10316, Pver_g10830, Pver_g3503, Pver_g18237","DEG.GO.terms"
"101","DNA binding","GO:0003677","GO:0001162",0.0399672284773274,0.999353625918195,1,5,"RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding","MF",1,"Pver_g3122, Pver_g11471, Pver_g14173, Pver_g16604, Pver_g26009","DEG.GO.terms"
"102","DNA repair","GO:0006281","GO:0010792",0.0313418902650954,0.999628477946298,1,4,"DNA double-strand break processing involved in repair via single-strand annealing","BP",1,"Pver_g187, Pver_g9509, Pver_g16865, Pver_g17932","DEG.GO.terms"
"103","DNA repair","GO:0006281","GO:2001033",0.019686421569279,0.99990260403468,1,2,"negative regulation of double-strand break repair via nonhomologous end joining","BP",1,"Pver_g15300, Pver_g16604","DEG.GO.terms"
"104","DNA replication","GO:0006260","GO:0032875",0.0293640113566224,0.999710128318298,1,3,"regulation of DNA endoreduplication","BP",1,"Pver_g5996, Pver_g9424, Pver_g10194","DEG.GO.terms"
"105","DNA-templated transcription","GO:0006351","GO:0061408",0.0223879615466221,0.999832032434407,1,3,"positive regulation of transcription from RNA polymerase II promoter in response to heat stress","BP",1,"Pver_g16604, Pver_g17018, Pver_g21448","DEG.GO.terms"
"106","DNA-templated transcription","GO:0006351","GO:1901838",7.39297936637938e-05,0.999998926475316,3,9,"positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP",0.373474725466657,"Pver_g201, Pver_g1259, Pver_g8459, Pver_g10284, Pver_g10913, Pver_g12577, Pver_g13134, Pver_g14740, Pver_g17318","DEG.GO.terms"
"107","extracellular region","GO:0005576","GO:0005602",0.00852221580095591,1,1,1,"complement component C1 complex","CC",1,"Pver_g16616","DEG.GO.terms"
"108","extracellular region","GO:0005576","GO:0034362",5.57709495013346e-05,1,2,2,"low-density lipoprotein particle","CC",0.373474725466657,"Pver_g16615, Pver_g16616","DEG.GO.terms"
"109","immune system process","GO:0002376","GO:0002523",0.0290768823519573,0.999715806713078,1,3,"leukocyte migration involved in inflammatory response","BP",1,"Pver_g4016, Pver_g16275, Pver_g18165","DEG.GO.terms"
"110","immune system process","GO:0002376","GO:0006958",0.0300371445181523,0.999658957101081,1,4,"complement activation, classical pathway","BP",1,"Pver_g2705, Pver_g16616, Pver_g18155, Pver_g19525","DEG.GO.terms"
"111","immune system process","GO:0002376","GO:0033003",0.0375972572892097,0.999428570108713,1,5,"regulation of mast cell activation","BP",1,"Pver_g1925, Pver_g1965, Pver_g20488, Pver_g25577, Pver_g26545","DEG.GO.terms"
"112","intracellular protein transport","GO:0006886","GO:1903638",0.00927129937686849,1,1,1,"positive regulation of protein insertion into mitochondrial outer membrane","BP",1,"Pver_g14","DEG.GO.terms"
"113","lipid binding","GO:0008289","GO:0031405",0.0406768437250163,0.99933027296687,1,5,"lipoic acid binding","MF",1,"Pver_g1757, Pver_g3250, Pver_g13135, Pver_g19246, Pver_g22123","DEG.GO.terms"
"114","lipid metabolic process","GO:0006629","GO:0006654",0.0124322680950877,0.999373619311183,2,20,"phosphatidic acid biosynthetic process","BP",1,"Pver_g4570, Pver_g4623, Pver_g7166, Pver_g7306, Pver_g11748, Pver_g11749, Pver_g12585, Pver_g14589, Pver_g14810, Pver_g15783, Pver_g15784, Pver_g16204, Pver_g16737, Pver_g21203, Pver_g22809, Pver_g23283, Pver_g26216, Pver_g26217, Pver_novel_model_751_5de57afd, Pver_g11598, Pver_g18237","DEG.GO.terms"
"115","lipid metabolic process","GO:0006629","GO:0008202",0.041681141569595,0.995855371214974,2,37,"steroid metabolic process","BP",1,"Pver_g502, Pver_g814, Pver_g3872, Pver_g4408, Pver_g4736, Pver_g5040, Pver_g5720, Pver_g5770, Pver_g5774, Pver_g6002, Pver_g8306, Pver_g8818, Pver_g9029, Pver_g9203, Pver_g9351, Pver_g9436, Pver_g9440, Pver_g9816, Pver_g9818, Pver_g10125, Pver_g10126, Pver_g10127, Pver_g11178, Pver_g11179, Pver_g12061, Pver_g13150, Pver_g13507, Pver_g16023, Pver_g18381, Pver_g18799, Pver_g18877, Pver_g22737, Pver_g22805, Pver_g23081, Pver_g25912, Pver_g2055, Pver_g13462","DEG.GO.terms"
"116","lipid metabolic process","GO:0006629","GO:0010597",0.00989191196127852,1,1,1,"green leaf volatile biosynthetic process","BP",1,"Pver_g10672","DEG.GO.terms"
"117","lipid metabolic process","GO:0006629","GO:0035965",0.0365243219880466,0.999494333643492,1,4,"cardiolipin acyl-chain remodeling","BP",1,"Pver_g129, Pver_g10149, Pver_g14589, Pver_g22809","DEG.GO.terms"
"118","lipid metabolic process","GO:0006629","GO:0046321",0.0193712670149508,0.999905712596059,1,2,"positive regulation of fatty acid oxidation","BP",1,"Pver_g1878, Pver_g15943","DEG.GO.terms"
"119","lipid metabolic process","GO:0006629","GO:0070292",0.0482773493210665,0.999014743966015,1,6,"N-acylphosphatidylethanolamine metabolic process","BP",1,"Pver_g7166, Pver_g13096, Pver_g15659, Pver_g15660, Pver_g15783, Pver_g15784","DEG.GO.terms"
"120","lipid metabolic process","GO:0006629","GO:1901570",0.0196756331907715,0.999902711288762,1,2,"fatty acid derivative biosynthetic process","BP",1,"Pver_g4016, Pver_g8561","DEG.GO.terms"
"121","microtubule-based movement","GO:0007018","GO:0098840",0.0334552162955449,0.999576303193364,1,4,"protein transport along microtubule","BP",1,"Pver_g5139, Pver_g5236, Pver_g16663, Pver_g26229","DEG.GO.terms"
"122","microtubule-based movement","GO:0007018","GO:0120221",0.01956721181861,0.999903785860538,1,2,"maintenance of ciliary planar beating movement pattern","BP",1,"Pver_g18093, Pver_g19316","DEG.GO.terms"
"123","microtubule-based movement","GO:0007018","GO:1990048",0.0196864287361531,0.99990260396341,1,2,"anterograde neuronal dense core vesicle transport","BP",1,"Pver_g816, Pver_g5236","DEG.GO.terms"
"124","microtubule-based movement","GO:0007018","GO:1990049",0.0196864287361531,0.99990260396341,1,2,"retrograde neuronal dense core vesicle transport","BP",1,"Pver_g5236, Pver_g15408","DEG.GO.terms"
"125","molecular function regulator activity","GO:0098772","GO:0010698",0.0478877943954999,0.999068994926858,1,5,"acetyltransferase activator activity","MF",1,"Pver_g14, Pver_g294, Pver_g6973, Pver_g12036, Pver_g12955","DEG.GO.terms"
"126","molecular function regulator activity","GO:0098772","GO:0010856",0.0196864287358718,0.999902603963413,1,2,"adenylate cyclase activator activity","MF",1,"Pver_g7570, Pver_g9934","DEG.GO.terms"
"127","molecular function regulator activity","GO:0098772","GO:0030250",0.0196864287358718,0.999902603963413,1,2,"guanylate cyclase activator activity","MF",1,"Pver_g5187, Pver_g7570","DEG.GO.terms"
"128","molecular function regulator activity","GO:0098772","GO:0097027",0.000219917336385679,0.99999480165118,3,14,"ubiquitin-protein transferase activator activity","MF",0.657861017085882,"Pver_g130, Pver_g630, Pver_g5386, Pver_g6262, Pver_g6263, Pver_g6264, Pver_g6266, Pver_g6844, Pver_g11529, Pver_g13044, Pver_g17110, Pver_g20547, Pver_g23054, Pver_g1391, Pver_novel_model_662_5de57afd","DEG.GO.terms"
"129","molecular transducer activity","GO:0060089","GO:0015464",0.00741485332235475,0.999724662551921,2,14,"acetylcholine receptor activity","MF",1,"Pver_g8055, Pver_g8893, Pver_g8935, Pver_g10620, Pver_g10623, Pver_g11896, Pver_g12509, Pver_g12511, Pver_g12512, Pver_g12517, Pver_g13365, Pver_g14942, Pver_g17736, Pver_g17826, Pver_novel_model_525_5de57afd","DEG.GO.terms"
"130","mRNA metabolic process","GO:0016071","GO:1900365",0.0368219552442053,0.999485993054756,1,4,"positive regulation of mRNA polyadenylation","BP",1,"Pver_g4201, Pver_g5623, Pver_g16304, Pver_g16604","DEG.GO.terms"
"131","muscle system process","GO:0003012","GO:0014728",0.00989191228071346,1,1,1,"regulation of the force of skeletal muscle contraction","BP",1,"Pver_g8105","DEG.GO.terms"
"132","muscle system process","GO:0003012","GO:0014883",0.043011549558502,0.99925046250971,1,5,"transition between fast and slow fiber","BP",1,"Pver_g465, Pver_g3705, Pver_g8105, Pver_g9999, Pver_g13902","DEG.GO.terms"
"133","muscle system process","GO:0003012","GO:0030049",0.0203953831973171,0.999860726796767,1,3,"muscle filament sliding","BP",1,"Pver_g6661, Pver_g8105, Pver_g26488","DEG.GO.terms"
