gene_id	GO.ID
Pver_g13927	unknown;GO:0016021
Pver_g13928	GO:0035544;GO:0050884;GO:0099502;GO:1905513;GO:0017075;GO:0017124;GO:0008021;GO:0043679;GO:0098978;GO:0099056;GO:0016021;unknown
Pver_g13929	GO:0001525;GO:0001666;GO:0006869;GO:0006954;GO:0030154;GO:0042118;GO:0042157;GO:0043123;GO:0045601;GO:0005319;GO:0005515;GO:0008289;GO:0005576;GO:0005737;GO:0005886;GO:0016020;GO:0016021;unknown
Pver_g1393	GO:0005488;unknown
Pver_g13930	GO:0009965;GO:0043161;GO:0045087;GO:0008237;GO:0042803;GO:0070122;GO:0005576;GO:0005654;GO:0005829;GO:0008541;GO:0030425;GO:0034774;GO:1904813;GO:0005515;GO:0005838;unknown
Pver_g13931	GO:0007268;GO:0007528;GO:0007601;GO:0070509;GO:0072659;GO:0086045;GO:0086091;GO:0098912;GO:0099533;GO:1901843;GO:1904879;GO:0005246;GO:0008331;GO:0019901;GO:0019904;GO:0042802;GO:0051015;GO:0051219;GO:0086056;GO:0099635;GO:0005887;GO:0098684;GO:1990454;GO:0070588;GO:0005245;GO:0005515;GO:0005891;unknown
Pver_g13932	GO:0006891;GO:0006906;GO:0000149;GO:0005484;GO:0000139;GO:0005789;GO:0012507;GO:0031201;GO:0031902;GO:0016192;GO:0005794;unknown
Pver_g13933	GO:0001817;GO:0006357;GO:0007568;GO:0048522;GO:0071222;GO:1901223;GO:0003677;GO:0005515;GO:0046872;GO:0005576;GO:0005634;GO:0005765;GO:0005794;GO:0005886;GO:0010009;GO:0031901;GO:0031902;unknown
Pver_g13934	GO:0043123;GO:0043622;GO:0045893;GO:0046777;GO:0071260;GO:0071864;GO:0090050;GO:1900745;GO:2000773;GO:0004674;GO:0019901;GO:0005654;GO:0005829;GO:0006468;GO:0007165;GO:0042981;GO:0004672;GO:0005515;GO:0005524;unknown
Pver_g13935	GO:0010033;GO:0031175;GO:0045104;GO:0048513;GO:0070887;GO:0005856;GO:0042995;unknown
Pver_g13936	unknown;GO:0016020;GO:0016021
Pver_g13937	unknown
Pver_g13938	GO:0009987;GO:0010468;GO:0005488;GO:0008233;GO:0016706;GO:0043229;unknown
Pver_g13939	GO:0006338;GO:0045893;GO:0005515;GO:0008233;GO:0008237;GO:0070122;unknown
Pver_g1394	GO:0001503;GO:0009888;GO:0016043;GO:0030324;GO:0032940;GO:0051716;GO:1903514;GO:0005783;GO:0071805;GO:0005267;GO:0042802;GO:0016020;unknown
Pver_g13940	GO:0005515;GO:0005783;GO:0003755;GO:0005509;unknown
Pver_g13941	GO:0035568;GO:0035570;GO:0008276;GO:0005622;GO:0006480;GO:0008168;unknown
Pver_g13942	GO:0000122;GO:0006434;GO:0008033;GO:0016525;GO:0097056;GO:1904046;GO:0000049;GO:0000978;GO:0004828;GO:0005524;GO:0019899;GO:0042803;GO:0005634;GO:0005829;GO:0006418;GO:0000166;GO:0004812;unknown
Pver_g13943	GO:0000122;GO:0006975;GO:0009785;GO:0014823;GO:0031397;GO:0031398;GO:0032922;GO:0033762;GO:0042593;GO:0042754;GO:0043153;GO:0045721;GO:0045744;GO:2000001;GO:2000323;GO:0003690;GO:0009882;GO:0016922;GO:0019902;GO:0071949;GO:0005634;GO:0005829;GO:0042622;GO:0097381;unknown
Pver_g13944	GO:0000122;GO:0006975;GO:0014823;GO:0031398;GO:0032868;GO:0032922;GO:0042593;GO:0042754;GO:0043153;GO:0045721;GO:0045744;GO:2000001;GO:2000323;GO:2000850;GO:0000166;GO:0009881;GO:0016922;GO:0019900;GO:0019902;GO:0070888;GO:0005654;GO:0005739;GO:0005829;GO:0042622;GO:0097381;unknown;GO:0018298
Pver_g13945	GO:0007154;GO:0016486;GO:0023052;GO:0048513;GO:0004222;GO:0005515;GO:0000139;GO:0030658;GO:0006508;GO:0008237;unknown
Pver_g13946	GO:0031119;GO:1990481;GO:0009982;GO:0005634;GO:0005829;GO:0001522;GO:0009451;GO:0003723;unknown
Pver_g13947	GO:0005975;GO:0006099;GO:0006102;GO:0006103;GO:0006734;GO:0045926;GO:0000166;GO:0000287;GO:0004449;GO:0005515;GO:0005730;GO:0005962;GO:0016616;GO:0051287;unknown
Pver_g13948	GO:0006928;GO:0009653;GO:0031175;GO:0040011;GO:0048513;GO:0050789;GO:0050896;GO:0051179;GO:0031012;GO:0005509;unknown
Pver_g13949	GO:0015630;unknown
Pver_g1395	GO:0000280;GO:0006364;GO:0042802;GO:0005694;GO:0005730;GO:0030687;unknown;GO:0042254
Pver_g13950	unknown
Pver_g13951	GO:0006396;GO:0016071;GO:0022613;GO:0035458;GO:0045944;GO:0051607;GO:0003677;GO:0003723;GO:0003824;GO:0005515;GO:0140657;GO:0005634;GO:0005783;GO:1990904;GO:0003676;GO:0003724;GO:0005524;unknown
Pver_g13952	GO:0030512;GO:0032801;GO:0060394;GO:0008289;GO:0034713;GO:0005768;GO:0000350;GO:0035091;unknown
Pver_g13953	GO:0006165;GO:0006183;GO:0006228;GO:0006241;GO:0006897;GO:0007229;GO:0007399;GO:0018106;GO:0043066;GO:0045618;GO:0045944;GO:0050679;GO:0003713;GO:0004550;GO:0004673;GO:0005515;GO:0005524;GO:0019003;GO:0046872;GO:0051880;GO:0001726;GO:0005615;GO:0005634;GO:0005739;GO:0005886;GO:0030027;unknown
Pver_g13954	GO:0000278;GO:0006165;GO:0006183;GO:0006228;GO:0006241;GO:0006810;GO:0007017;GO:0007229;GO:0007427;GO:0016334;GO:0018105;GO:0030879;GO:0034332;GO:0035152;GO:0042981;GO:0045682;GO:0045944;GO:0046777;GO:0000287;GO:0004550;GO:0005524;GO:0005525;GO:0008017;GO:0051880;GO:0001726;GO:0005737;GO:0005880;GO:0005886;GO:0030027;unknown
Pver_g13955	GO:0000904;GO:0001738;GO:0002064;GO:0007163;GO:0016477;GO:0030036;GO:0048477;GO:0048518;GO:0048546;GO:0048593;GO:0098609;GO:0120035;GO:0005515;GO:0005622;GO:0043227;GO:0070161;GO:0098590;GO:0098858;GO:0007155;GO:0007156;GO:0005509;GO:0005886;GO:0016020;unknown
Pver_g13956	GO:0006508;GO:0009658;GO:0010206;GO:0030163;GO:0004252;GO:0005515;GO:0005730;GO:0005739;GO:0009533;GO:0009535;GO:0009941;unknown
Pver_g13957	GO:0006811;GO:0061588;GO:0005215;GO:0005737;GO:0016020;GO:0046983;unknown
Pver_g13958	GO:0002040;GO:0006427;GO:0032543;GO:1901342;GO:0004821;GO:0005524;GO:0042803;GO:0005739;GO:0005829;unknown
Pver_g13959	unknown;GO:0006427;GO:0004821;GO:0005524;GO:0016021
Pver_g1396	GO:0035556;GO:0005509;GO:0005737;unknown
Pver_g13960	GO:0003073;GO:0007165;GO:0007610;GO:0008016;GO:0009725;GO:0010243;GO:0014070;GO:0032502;GO:0045777;GO:0051240;GO:0097746;GO:0004930;GO:0005886;GO:0007186;GO:0016021;unknown
Pver_g13961	GO:0002376;GO:0002532;GO:0006032;GO:0009617;GO:0032722;GO:0044245;GO:0008061;GO:0008843;GO:0019900;GO:0005615;GO:0035580;GO:1904724;GO:0005975;GO:0004553;unknown
Pver_g13962	GO:0016573;GO:0050789;GO:0005515;GO:0000123;GO:0006325;GO:0006355;GO:0005634;unknown
Pver_g13963	GO:0001731;GO:0002188;GO:0007049;GO:0040008;GO:0003723;GO:0005737;GO:0000723;unknown
Pver_g13964	GO:0002683;GO:0008625;GO:0043281;GO:0140468;GO:0019901;GO:0043539;GO:0005743;GO:0005829;GO:0005515;unknown
Pver_g13965	GO:0006457;GO:0009555;GO:0009880;GO:0009965;GO:0010286;GO:0010450;GO:0048448;GO:0048461;GO:0048833;GO:0051082;GO:0000775;GO:0005829;GO:0045171;GO:0072686;unknown
Pver_g13966	GO:0001934;GO:0006425;GO:0006429;GO:0008361;GO:0043547;GO:0071233;GO:0106074;GO:1904263;GO:1990253;GO:0002161;GO:0004819;GO:0004823;GO:0005096;GO:0005515;GO:0005524;GO:0005764;GO:0005783;GO:0005829;GO:0016604;GO:0017101;GO:0006418;GO:0000166;GO:0004812;unknown
Pver_g13967	GO:0007010;GO:0007254;GO:0030154;GO:0031323;GO:0038066;GO:0042733;GO:0043065;GO:0046777;GO:0051171;GO:0060255;GO:0071480;GO:0080090;GO:1904291;GO:0000287;GO:0004709;GO:0005515;GO:0005524;GO:0005634;GO:0005829;GO:0006468;GO:0004672;unknown
Pver_g13968	GO:0006302;GO:0006310;GO:0006357;GO:0009719;GO:0009968;GO:0010628;GO:0016567;GO:0031061;GO:0031062;GO:0031327;GO:0035066;GO:0044818;GO:0045893;GO:0051052;GO:0051240;GO:0051569;GO:0051570;GO:0071310;GO:0003677;GO:0016740;GO:0019899;GO:0000151;GO:0000794;GO:0005654;GO:0140513;GO:0006281;GO:0006974;GO:0046872;unknown
Pver_g13969	unknown;GO:0007165
Pver_g1397	GO:0006270;GO:0033314;GO:0048661;GO:0070318;GO:0000166;GO:0003682;GO:0003688;GO:0043167;GO:0000781;GO:0005654;GO:0005664;GO:0005524;GO:0016887;unknown
Pver_g13970	GO:0002237;GO:0002755;GO:0009615;GO:0034178;GO:0043408;GO:0045087;GO:0016787;GO:0019843;GO:0042802;GO:0005768;GO:0016020;GO:0007165;GO:0003953;unknown
Pver_g13971	unknown;GO:0050825
Pver_g13972	GO:0008150;GO:0003674;GO:0005515;GO:0005575;unknown
Pver_g13973	unknown;GO:0016021;GO:0006412;GO:0016874
Pver_g13974	GO:0007409;GO:0008053;GO:0010628;GO:0010629;GO:0016540;GO:0033619;GO:0034622;GO:0034982;GO:0036444;GO:0042407;GO:0042552;GO:0050829;GO:0051560;GO:0060013;GO:0110039;GO:0000166;GO:0004222;GO:0046872;GO:0051082;GO:0005745;GO:0006508;GO:0004176;GO:0005524;GO:0008270;GO:0016887;GO:0016020;GO:0016021;unknown
Pver_g13975	GO:0006508;GO:0006974;GO:0044267;GO:0050794;GO:0005515;GO:0008234;GO:0005634;GO:0005768;GO:0006511;GO:0016579;GO:0004843;unknown
Pver_g13976	unknown;GO:0008270
Pver_g13977	GO:0001818;GO:0009607;GO:0010033;GO:0010556;GO:0010604;GO:0031347;GO:0032101;GO:0032268;GO:0048522;GO:0048584;GO:0050776;GO:0051240;GO:0065009;GO:1902532;GO:0005515;GO:0005737;GO:0043231;GO:0016020;unknown
Pver_g13978	GO:0001934;GO:0002230;GO:0002286;GO:0002821;GO:0007612;GO:0007616;GO:0016239;GO:0019081;GO:0030968;GO:0031571;GO:0032792;GO:0036492;GO:0039520;GO:0044828;GO:0045665;GO:0046777;GO:0060259;GO:0070301;GO:0070314;GO:0070417;GO:0071232;GO:0071264;GO:0072755;GO:0100002;GO:0140469;GO:1900273;GO:1903833;GO:1904262;GO:1904803;GO:1990138;GO:1990253;GO:1990451;GO:1990625;GO:0000049;GO:0003725;GO:0004694;GO:0004860;GO:0031369;GO:0042803;GO:0043022;GO:0043023;GO:0043621;GO:0015934;GO:0015935;GO:0022626;GO:0042788;GO:0006468;GO:0004672;GO:0005524;unknown
Pver_g13979	GO:0007165;GO:0043087;GO:0044092;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005783;GO:0005794;GO:0005815;GO:0005886;GO:0031090;GO:0072686;GO:0099738;unknown
Pver_g1398	GO:0005737;GO:0043231;GO:0016491;GO:0016627;GO:0050660;unknown
Pver_g13981	GO:0004553;GO:0110165;GO:0005975;GO:0003824;GO:0030246;unknown
Pver_g13982	unknown
Pver_g13984	GO:0007155;GO:0009968;GO:0010975;GO:0016311;GO:0022603;GO:0031345;GO:0048522;GO:0050767;GO:0050803;GO:0004721;GO:0005515;GO:0005539;GO:1901681;GO:0005887;GO:0031410;GO:0043005;GO:0045202;GO:0016020;unknown
Pver_g13985	GO:0000122;GO:0001817;GO:0010832;GO:0035914;GO:0043619;GO:0045662;GO:1902253;GO:2000291;GO:0003682;GO:0031432;GO:0043422;GO:0061629;GO:0000791;GO:0005829;GO:0016605;GO:0031674;GO:0005515;unknown
Pver_g13986	GO:0010811;GO:0005488;GO:0005576;GO:0009897;GO:0019897;GO:0005515;GO:0016020;GO:0016021;unknown
Pver_g13987	GO:0002181;GO:0006424;GO:0006433;GO:0017148;GO:0032869;GO:0065003;GO:0071346;GO:0140212;GO:0000166;GO:0004818;GO:0004827;GO:0008270;GO:0035613;GO:0042803;GO:0051020;GO:0005829;GO:0005886;GO:0017101;GO:0097452;GO:1990904;GO:0006412;GO:0006418;GO:0043039;GO:0004812;GO:0005515;GO:0005524;GO:0005737;GO:0016020;unknown
Pver_g13988	GO:0005515;GO:0016020;unknown
Pver_g13989	GO:0007254;GO:0016572;GO:0018105;GO:0018107;GO:0043507;GO:0045893;GO:0046777;GO:0070374;GO:2000672;GO:0004709;GO:0005524;GO:0019901;GO:0042803;GO:0106310;GO:0005829;GO:0005886;GO:0030426;GO:0006468;GO:0004672;GO:0005515;unknown
Pver_g1399	GO:0009416;GO:0009605;GO:0032501;GO:0050789;GO:0051716;GO:0005488;GO:0016020;GO:0007186;GO:0004930;GO:0016021;unknown
Pver_g13990	GO:0006909;GO:0007165;GO:0007399;GO:0048519;GO:0050793;GO:0051128;GO:0005488;GO:0005886;GO:0098794;GO:0004930;GO:0016020;unknown
Pver_g13991	GO:0000132;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515;unknown
Pver_g13992	GO:0044267;GO:0050789;GO:0005488;GO:0005737;GO:0005515;GO:0008270;GO:0046872;unknown
Pver_g13993	GO:0050794;GO:0005488;GO:0005515;GO:0008270;GO:0046872;GO:0005737;unknown
Pver_g13994	GO:0010608;GO:0010629;GO:0044237;GO:0050794;GO:0051246;GO:0005488;GO:0005515;GO:0008270;GO:0046872;GO:0005737;unknown
Pver_g13995	GO:0009790;GO:0017148;GO:0031047;GO:0005488;GO:0005515;GO:0008270;unknown
Pver_g13996	GO:0010468;GO:0044267;GO:0005488;GO:0005737;GO:0005515;GO:0008270;GO:0046872;unknown
Pver_g13998	unknown;GO:0016021
Pver_g13999	GO:0009617;GO:0050794;GO:0098542;GO:0004672;GO:0005515;GO:0016020;GO:0006468;GO:0005044;GO:0005524;unknown
Pver_g14	GO:0008285;GO:0010628;GO:0043065;GO:0043280;GO:0071560;GO:0090200;GO:1903638;GO:1903645;GO:0003677;GO:0008201;GO:0010698;GO:0048487;GO:0005634;GO:0005829;unknown
Pver_g140	GO:0006807;GO:0010033;GO:0044248;GO:0050789;GO:0071704;GO:0005488;GO:0016740;GO:0005737;GO:0043231;GO:0006749;GO:0004364;GO:0005515;unknown
Pver_g1400	GO:0006006;GO:0019640;GO:0019853;GO:0042840;GO:0044597;GO:0044598;GO:0046185;GO:0110095;GO:1901687;GO:0004032;GO:0005515;GO:0009055;GO:0019726;GO:0047655;GO:0047834;GO:0047939;GO:0047941;GO:0047956;GO:1990002;GO:0005829;GO:0016324;GO:0045202;GO:0016491;unknown
Pver_g14000	unknown
Pver_g14001	unknown
Pver_g14002	GO:0000027;GO:0002181;GO:0006364;GO:0006605;GO:0010628;GO:0032092;GO:0032435;GO:0034504;GO:0043433;GO:0050821;GO:1902255;GO:1904667;GO:2000435;GO:0003735;GO:0008097;GO:0031625;GO:0042975;GO:1990948;GO:0000228;GO:0005654;GO:0005730;GO:0022625;GO:0042788;GO:0045202;GO:0006412;GO:0005840;unknown
Pver_g14003	GO:0006659;GO:0106245;GO:0106258;GO:0005789;unknown
Pver_g14004	GO:0006613;GO:0033365;GO:0005515;GO:0038023;GO:0030176;GO:0006616;GO:0016021;unknown
Pver_g14005	GO:0007275;GO:0042981;GO:0044267;GO:0005488;GO:0005634;GO:0005737;GO:0005515;unknown
Pver_g14006	GO:0016043;GO:0040012;GO:0005515;GO:0005634;GO:0005886;GO:0005198;unknown
Pver_g14007	GO:0008150;GO:0003674;GO:0005575;GO:0005515;GO:0005524;GO:0016787;unknown
Pver_g14008	GO:0031401;GO:0032088;GO:0043066;GO:0051128;GO:1902532;GO:0005515;GO:0000502;GO:0005634;GO:0005737;unknown
Pver_g14009	GO:0005515;GO:0005762;unknown
Pver_g1401	unknown
Pver_g14010	GO:0000281;GO:0006874;GO:0007052;GO:0021795;GO:0043065;GO:0051302;GO:0060285;GO:0060429;GO:0008022;GO:0043014;GO:0000922;GO:0005813;GO:0005930;GO:0036064;GO:0043025;GO:0072686;unknown
Pver_g14011	GO:0048856;GO:0042803;GO:0048471;unknown
Pver_g14012	GO:0000398;GO:0001825;GO:0003729;GO:0005515;GO:0005654;GO:0005684;GO:0005686;GO:0005689;GO:0071011;GO:0071013;GO:0003676;unknown
Pver_g14013	GO:0043584;GO:0060820;GO:2000042;GO:2001034;GO:0042803;GO:0000781;GO:0001740;GO:0035861;GO:0006302;GO:0051276;GO:0005515;GO:0005524;GO:0005694;unknown
Pver_g14014	GO:0018279;GO:0043686;GO:0043687;GO:0004579;GO:0046872;GO:0016021;GO:0035000;GO:0006486;GO:0004576;GO:0016020;unknown
Pver_g14015	unknown;GO:0007267;GO:0016539;GO:0016540
Pver_g14016	GO:0006658;GO:0006665;GO:0009597;GO:0044091;GO:0044249;GO:0045087;GO:0051607;GO:1901576;GO:1904219;GO:1904222;GO:0019899;GO:0030674;GO:0005789;GO:0005886;GO:0016020;unknown
Pver_g14017	GO:0016567;GO:0045886;GO:0051865;GO:0003674;GO:0003779;GO:0042803;GO:0005575;GO:0005515;unknown
Pver_g1402	GO:0003676;GO:0005515;GO:0005634;unknown
Pver_g14020	unknown;GO:0016021
Pver_g14022	GO:0001541;GO:0007420;GO:0007610;GO:0014068;GO:0030521;GO:0031398;GO:0032570;GO:0035037;GO:0042752;GO:0045944;GO:0050847;GO:0051865;GO:0060736;GO:0070936;GO:1905528;GO:2000058;GO:0003713;GO:0005515;GO:0061630;GO:0005634;GO:0005829;GO:0004842;unknown
Pver_g14023	GO:0010824;GO:0015031;GO:0032467;GO:0039702;GO:0045324;GO:0046761;GO:0051036;GO:0051258;GO:0061763;GO:0061952;GO:2000641;GO:0005546;GO:0031210;GO:0042802;GO:1990381;GO:0000815;GO:0005769;GO:0005771;GO:0005829;GO:0005886;GO:0030496;GO:0031902;GO:0007034;unknown
Pver_g14024	GO:0006107;GO:0006114;GO:0006532;GO:0006533;GO:0007219;GO:0009743;GO:0019550;GO:0019551;GO:0030511;GO:0032869;GO:0032966;GO:0035902;GO:0046686;GO:0051384;GO:0051481;GO:0051902;GO:0055089;GO:0060290;GO:0071260;GO:1990267;GO:0004069;GO:0004609;GO:0031406;GO:0047801;GO:0005654;GO:0005764;GO:0005829;GO:0043679;GO:0006520;GO:0009058;GO:0003824;GO:0008483;GO:0030170;unknown
Pver_g14025	unknown;GO:0015074;GO:0003676;GO:0016020;GO:0016021
Pver_g14026	GO:0001525;GO:0001755;GO:0001764;GO:0007417;GO:0009887;GO:0009966;GO:0016358;GO:0021604;GO:0038084;GO:0038189;GO:0040017;GO:0043542;GO:0044089;GO:0048485;GO:0048523;GO:0048729;GO:0048841;GO:0048844;GO:0050767;GO:0050770;GO:0050920;GO:0051094;GO:0051130;GO:0051272;GO:0060977;GO:0061550;GO:1902285;GO:0004888;GO:0005515;GO:0005737;GO:0005886;GO:0016021;GO:0030424;GO:0043231;GO:0045202;GO:0007186;GO:0004930;unknown
Pver_g14027	GO:0010608;GO:0010629;GO:0044267;GO:0050794;GO:0051246;GO:0005488;GO:0005515;GO:0008270;unknown
Pver_g14028	GO:0006897;GO:0006909;GO:0044419;GO:0048522;GO:0005515;GO:0005543;GO:0005576;GO:0005886;unknown
Pver_g14029	GO:0005515;GO:0005654;GO:0005829;unknown
Pver_g1403	GO:0048513;GO:0005615;unknown
Pver_g14030	GO:0048021;GO:0071702;GO:0005737;GO:0016020;GO:0043231;GO:0008643;GO:0015293;GO:0016021;unknown
Pver_g14033	GO:0007154;GO:0014070;GO:0015721;GO:0015732;GO:0015747;GO:0023052;GO:0033993;GO:0046903;GO:0050794;GO:0060271;GO:0070730;GO:0071716;GO:0098656;GO:0140115;GO:1901700;GO:0001409;GO:0015132;GO:0015143;GO:0015431;GO:0015432;GO:0015562;GO:0034634;GO:0016021;GO:0016323;GO:0016324;GO:0031088;GO:0042908;GO:0055085;GO:0005509;GO:0005524;GO:0008559;GO:0140359;unknown
Pver_g14034	GO:0000122;GO:0000578;GO:0001525;GO:0001570;GO:0001706;GO:0001708;GO:0001947;GO:0003008;GO:0003148;GO:0003175;GO:0003180;GO:0003193;GO:0003207;GO:0003215;GO:0003272;GO:0003313;GO:0003344;GO:0009953;GO:0010628;GO:0010629;GO:0014031;GO:0021524;GO:0030335;GO:0030513;GO:0035162;GO:0035844;GO:0035922;GO:0036302;GO:0045893;GO:0048370;GO:0055008;GO:0060045;GO:0060413;GO:0060577;GO:0060973;GO:2000793;GO:0000978;GO:0000981;GO:0061629;GO:0000785;GO:0005634;GO:0005737;GO:0006355;GO:0003700;GO:0003677;unknown
Pver_g14035	GO:0000122;GO:0000578;GO:0001525;GO:0001570;GO:0001706;GO:0001708;GO:0001947;GO:0003008;GO:0003148;GO:0003175;GO:0003180;GO:0003193;GO:0003207;GO:0003215;GO:0003272;GO:0003313;GO:0003344;GO:0009953;GO:0010628;GO:0010629;GO:0014031;GO:0021524;GO:0030335;GO:0030513;GO:0035162;GO:0035844;GO:0035922;GO:0036302;GO:0045893;GO:0048370;GO:0055008;GO:0060045;GO:0060413;GO:0060577;GO:0060973;GO:2000793;GO:0000978;GO:0000981;GO:0061629;GO:0000785;GO:0005634;GO:0005737;GO:0006355;GO:0003700;unknown
Pver_g14036	unknown
Pver_g14037	GO:0007520;GO:0003674;GO:0016020;GO:0016021;unknown
Pver_g14039	GO:0006811;GO:0007610;GO:0009987;GO:0019953;GO:0050789;GO:0050896;GO:0005216;GO:0005488;GO:0016020;GO:0055085;GO:0070588;GO:0005262;GO:0016021;unknown
Pver_g1404	GO:0071805;GO:0005244;GO:0005267;GO:0005886;GO:0016020;GO:0016021;unknown
Pver_g14040	GO:0006812;GO:0007610;GO:0019953;GO:0044237;GO:0072507;GO:0004672;GO:0005216;GO:0005488;GO:0005622;GO:0016020;GO:0120025;GO:0006811;GO:0055085;GO:0070588;GO:0005262;GO:0005515;GO:0016021;unknown
Pver_g14041	unknown;GO:0005515;GO:0046872
Pver_g14042	GO:0007186;GO:0005488;GO:0016020;GO:0004930;GO:0016021;unknown
Pver_g14043	unknown;GO:0044238;GO:0071704;GO:0005488
Pver_g14044	GO:0005622;GO:0008270;GO:0061630;unknown
Pver_g14047	GO:0006640;GO:0006651;GO:0019432;GO:0050892;GO:0003846;GO:0016407;GO:0005789;GO:1990578;GO:0016747;unknown
Pver_g14048	GO:0006508;GO:0009056;GO:0009888;GO:0044237;GO:0050896;GO:0065007;GO:0004197;GO:0005515;GO:0005615;GO:0005764;GO:0005829;GO:0031410;GO:0008234;unknown
Pver_g14049	GO:0007188;GO:0009719;GO:0010243;GO:0014070;GO:0048518;GO:0048523;GO:0097746;GO:1903522;GO:0008227;GO:0005886;GO:0007186;GO:0004930;GO:0016021;unknown
Pver_g1405	GO:0007018;GO:0007019;GO:0030334;GO:0032502;GO:0090307;GO:0000166;GO:0003777;GO:0008017;GO:0019901;GO:0000922;GO:0005730;GO:0005813;GO:0005814;GO:0005829;GO:0005871;GO:0005876;GO:0016604;GO:0097228;GO:0120103;GO:0005524;unknown
Pver_g14050	GO:0002576;GO:0006855;GO:0007275;GO:0014070;GO:0015732;GO:0015747;GO:0015849;GO:0038183;GO:0048661;GO:0050729;GO:0060271;GO:0070730;GO:0071716;GO:0140115;GO:0150104;GO:1904646;GO:0001409;GO:0015132;GO:0015143;GO:0015431;GO:0015432;GO:0015562;GO:0015662;GO:0034634;GO:0042910;GO:0043225;GO:0005887;GO:0016323;GO:0031088;GO:0098591;GO:0055085;GO:0005524;GO:0042626;GO:0140359;GO:0016021;unknown
Pver_g14051	GO:0001822;GO:0002009;GO:0007368;GO:0007507;GO:0009887;GO:0016043;GO:0030111;GO:0035295;GO:0048598;GO:0050793;GO:0005929;GO:0005515;unknown
Pver_g14052	GO:0002576;GO:0006855;GO:0007275;GO:0010243;GO:0014070;GO:0015732;GO:0015747;GO:0031154;GO:0038183;GO:0048661;GO:0060271;GO:0070730;GO:0071716;GO:0140115;GO:0001409;GO:0015132;GO:0015143;GO:0015431;GO:0015432;GO:0015562;GO:0015662;GO:0034634;GO:0042910;GO:0043225;GO:0016323;GO:0031088;GO:0098591;GO:0055085;GO:0005524;GO:0042626;GO:0140359;GO:0016021;unknown
Pver_g14054	GO:0006952;GO:0009968;GO:0034121;GO:0043410;GO:0055046;GO:0080134;GO:0005515;GO:0005829;unknown
Pver_g14055	GO:0006952;GO:0009968;GO:0034121;GO:0043410;GO:0055046;GO:0080134;GO:0005515;GO:0005829;GO:0046983;unknown
Pver_g14056	GO:0005737;GO:0005515;unknown
Pver_g14057	GO:0006468;GO:0006915;GO:0010033;GO:0010119;GO:0010604;GO:0018193;GO:0031325;GO:0035239;GO:0043069;GO:0043410;GO:0048646;GO:0048731;GO:0051403;GO:0070887;GO:2000377;GO:0000166;GO:0004674;GO:0005515;GO:0008047;GO:0043167;GO:0005737;GO:0016020;GO:0004672;GO:0005524;unknown
Pver_g14058	GO:0016310;GO:0048568;GO:0050794;GO:0071840;GO:0004672;GO:0005886;GO:0006468;GO:0005524;unknown
Pver_g14059	GO:0006357;GO:0003700;GO:0005488;GO:0061400;GO:0008270;unknown
Pver_g1406	GO:0018023;GO:0032780;GO:0016279;GO:0030544;GO:0051117;GO:0005829;GO:0032991;unknown
Pver_g14061	unknown
Pver_g14062	unknown
Pver_g14063	unknown
Pver_g14064	GO:0006357;GO:0008284;GO:0009314;GO:0035556;GO:0042981;GO:0043280;GO:0045893;GO:0048523;GO:0050793;GO:0051052;GO:0051239;GO:0051276;GO:0080135;GO:0000978;GO:0003700;GO:0005654;GO:0043232;GO:0046983;unknown
Pver_g14065	GO:0009653;GO:0045944;GO:0048731;GO:1903800;GO:0000978;GO:0001228;GO:0019900;GO:0000785;GO:0005654;GO:0005730;GO:0006355;GO:0003700;GO:0046983;unknown
Pver_g14066	GO:0030097;GO:0050789;GO:0006355;GO:0003700;GO:0046983;unknown
Pver_g14067	GO:0006355;GO:0010604;GO:0031325;GO:0051173;GO:0005488;GO:0003700;GO:0046983;unknown
Pver_g14068	unknown;GO:0016021
Pver_g14069	GO:0006996;GO:0007283;GO:0007444;GO:0010628;GO:0022412;GO:0031647;GO:0032700;GO:0042307;GO:0050847;GO:0070936;GO:0090263;GO:1901315;GO:2000780;GO:0019904;GO:0034450;GO:0005654;GO:0005829;GO:0032991;GO:0048471;GO:0004842;unknown
Pver_g1407	GO:0001701;GO:0001889;GO:0006491;GO:0010977;GO:0003723;GO:0005080;GO:0005509;GO:0044325;GO:0051219;GO:0017177;unknown
Pver_g14070	GO:0007214;GO:0007528;GO:0007628;GO:0008285;GO:0014051;GO:0019227;GO:0035249;GO:0046058;GO:0048536;GO:0048538;GO:0048541;GO:0050852;GO:0050908;GO:0055001;GO:0070509;GO:0086045;GO:0086091;GO:0098912;GO:0099533;GO:1901387;GO:1904751;GO:1990830;GO:2000134;GO:2000300;GO:0008331;GO:0019901;GO:0086056;GO:0099635;GO:0005730;GO:0005829;GO:0009898;GO:0016607;GO:0098793;GO:0098978;GO:1990454;GO:0070588;GO:0005245;GO:0005891;unknown
Pver_g14071	unknown
Pver_g14072	unknown
