"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1599 0.0478930624587699 4 41 "GO:0005112" "Notch binding" 0.284908032022171
88 0.961507491508284 2 8 "GO:0005113" "patched binding" 0.985151725812078
-360 0.876202837036681 2 5 "GO:0005119" "smoothened binding" 0.974565791641766
-946 0.41337833154396 2 20 "GO:0005123" "death receptor binding" 0.761831247903062
-1240 0.322760153892545 4 17 "GO:0005125" "cytokine activity" 0.682030814877381
310 0.532328911448873 2 109 "GO:0005126" "cytokine receptor binding" 0.824272006952916
-94 0.943891261731833 2 15 "GO:0005154" "epidermal growth factor receptor binding" 0.985151725812078
1484 0.30095896556726 2 13 "GO:0005158" "insulin receptor binding" 0.662497505684497
1821 0.351376056751096 2 7 "GO:0005159" "insulin-like growth factor receptor binding" 0.70682855547906
909 0.578504750466879 5 10 "GO:0005160" "transforming growth factor beta receptor binding" 0.84522963099481
1479 0.0640951521183771 2 42 "GO:0005164" "tumor necrosis factor receptor binding" 0.325308331584938
-1177 0.519690158017803 5 8 "GO:0005165" "neurotrophin receptor binding" 0.815410891960076
1622 0.0299133904560683 2 48 "GO:0005178" "integrin binding" 0.226194966461234
83 0.947511184555075 3 17 "GO:0005179" "hormone activity" 0.985151725812078
-220 0.367564328481071 1 460 "GO:0005198" "structural molecule activity" 0.717726241040069
49 0.946202314594488 2 51 "GO:0005200" "structural constituent of cytoskeleton" 0.985151725812078
428 0.271601834065024 2 178 "GO:0005201" "extracellular matrix structural constituent" 0.638563870899202
1610 3.48043154004421e-13 2 563 "GO:0005216;GO:0015267;GO:0022803" "passive transmembrane transporter activity" 1.80406905429439e-10
2163 0.0847138951108106 3 17 "GO:0005217" "intracellularly ligand-gated monoatomic ion channel activity" 0.377522898420651
5040 0.0292839487767836 4 5 "GO:0005221;GO:0043855" "cyclic nucleotide-activated monoatomic ion channel activity" 0.224276469973091
765 0.498186611929889 4 21 "GO:0005229;GO:0141147;GO:0017128" "intracellularly calcium-gated chloride channel activity" 0.802918518333626
3305 6.34734591375772e-06 4 50 "GO:0005231" "excitatory extracellular ligand-gated monoatomic ion channel activity" 0.000338260642654005
3712 0.0231977956450829 4 10 "GO:0005237" "inhibitory extracellular ligand-gated monoatomic ion channel activity" 0.19061299307919
-1177 0.430627473270729 2 12 "GO:0005242" "inward rectifier potassium channel activity" 0.768445014167386
1154 0.00648570286453906 2 150 "GO:0005244;GO:0022832;GO:0022843" "voltage-gated monoatomic ion channel activity" 0.0815889102729711
1318 0.266520581122808 2 19 "GO:0005245" "voltage-gated calcium channel activity" 0.634785518167731
-153 0.903181415625916 3 17 "GO:0005246" "calcium channel regulator activity" 0.979787133660345
659 0.65897283587601 3 12 "GO:0005247;GO:0008308" "voltage-gated monoatomic anion channel activity" 0.889996047608677
2948 0.0398383667179959 2 13 "GO:0005248" "voltage-gated sodium channel activity" 0.258685108492946
1195 0.0262146712458364 4 93 "GO:0005249" "voltage-gated potassium channel activity" 0.208251953561644
2007 0.161742149357984 2 13 "GO:0005250" "A-type (transient outward) potassium channel activity" 0.527191642408479
1211 0.144056911080219 6 39 "GO:0005251" "delayed rectifier potassium channel activity" 0.49932142164494
2278 0.00053132367762609 3 62 "GO:0005254;GO:0005253" "monoatomic anion channel activity" 0.0117166031669615
1455 3.86577310474145e-10 3 509 "GO:0005261;GO:0046873" "monoatomic cation channel activity" 5.14240271697975e-08
650 0.171551992686366 3 119 "GO:0005262;GO:0015085" "calcium ion transmembrane transporter activity" 0.532225583655851
1236 0.00276609394735534 2 158 "GO:0005267;GO:0015079" "potassium ion transmembrane transporter activity" 0.0420864659517144
2809 0.000145450985870251 2 49 "GO:0005272" "sodium channel activity" 0.00442932883162026
-562 0.758493014506475 2 8 "GO:0005275" "amine transmembrane transporter activity" 0.939734214480078
3147 0.107354644913837 2 7 "GO:0005280" "amino acid:proton symporter activity" 0.422481817983992
1178 0.347707135819623 2 17 "GO:0005283" "amino acid:sodium symporter activity" 0.705893874583258
-1037 0.48723181626179 2 12 "GO:0005290;GO:1901474" "azole transmembrane transporter activity" 0.800539796573418
397 0.782132495709775 2 13 "GO:0005308;GO:0005332;GO:0005368;GO:0042165" "gamma-aminobutyric acid:sodium:chloride symporter activity" 0.943281754497843
599 0.688132295638175 3 12 "GO:0005310;GO:0015556" "dicarboxylic acid transmembrane transporter activity" 0.913936870323184
2723 0.0352148069674179 2 16 "GO:0005313;GO:0015172" "L-glutamate transmembrane transporter activity" 0.243458043845013
2206 0.227606128832814 3 8 "GO:0005315" "phosphate transmembrane transporter activity" 0.591384079721411
1457 0.000786498497770682 2 143 "GO:0005319" "lipid transporter activity" 0.0159671679150588
-28 0.980957337456252 2 20 "GO:0005324;GO:0015245" "fatty acid transmembrane transporter activity" 0.990248172538711
-907 0.667509904701897 2 6 "GO:0005337" "nucleoside transmembrane transporter activity" 0.895850123938852
-141 0.885396984610951 2 28 "GO:0005343" "organic acid:sodium symporter activity" 0.975385653158834
-635 0.697674472275791 2 10 "GO:0005345;GO:0015205" "nucleobase transmembrane transporter activity" 0.917086999014118
11 0.993720744676941 3 15 "GO:0005346" "purine ribonucleotide transmembrane transporter activity" 0.995403963838911
-1907 0.409594778179135 2 5 "GO:0005350" "pyrimidine nucleobase transmembrane transporter activity" 0.758027446142696
6514 0.00202894323323381 2 6 "GO:0005353" "fructose transmembrane transporter activity" 0.0324377299413255
848 0.642957517697472 2 8 "GO:0005372;GO:0015250" "water transmembrane transporter activity" 0.87951087180221
611 0.754757905315744 2 7 "GO:0005375" "copper ion transmembrane transporter activity" 0.939734214480078
1792 0.35910163345208 7 7 "GO:0005381" "iron ion transmembrane transporter activity" 0.707690276094315
863 0.563134627734914 2 12 "GO:0005385" "zinc ion transmembrane transporter activity" 0.838660809205818
2604 0.260106513921482 3 5 "GO:0005388" "P-type calcium transporter activity" 0.628453208945136
-566 0.742714669837918 4 9 "GO:0005402" "carbohydrate:monoatomic cation symporter activity" 0.939734214480078
1753 0.096810106701967 2 24 "GO:0005416" "amino acid:monoatomic cation symporter activity" 0.405967627776445
2415 0.186502982902939 6 8 "GO:0005432;GO:0015368" "calcium:monoatomic cation antiporter activity" 0.545292676922678
2758 0.232962564376834 2 5 "GO:0005436" "sodium:phosphate symporter activity" 0.593544063422252
3649 0.0618772367832824 5 7 "GO:0005452" "solute:inorganic anion antiporter activity" 0.322065053304187
1005 0.663943562146315 4 5 "GO:0005459" "UDP-galactose transmembrane transporter activity" 0.892781875444189
-1300 0.273169788018899 3 19 "GO:0005484" "SNAP receptor activity" 0.639897726879436
-155 0.105662263816942 1 14246 "GO:0005488;GO:0005515" "binding" 0.41839639449495
179 0.7707150869116 2 71 "GO:0005496" "steroid binding" 0.940595988702229
-257 0.807924490609164 2 24 "GO:0005504" "fatty acid binding" 0.950190910797903
740 0.0603975336727428 2 174 "GO:0005506" "iron ion binding" 0.322065053304187
1181 0.0796957083300807 2 59 "GO:0005507" "copper ion binding" 0.364560536608384
1076 1.95433025617817e-10 2 989 "GO:0005509" "calcium ion binding" 3.12448549706485e-08
1484 0.0137415070155079 2 74 "GO:0005516" "calmodulin binding" 0.132145770472441
59 0.944937174065263 3 37 "GO:0005518" "collagen binding" 0.985151725812078
1395 0.508562666162108 4 6 "GO:0005520" "insulin-like growth factor binding" 0.809019465200667
-2592 0.112989047205066 2 10 "GO:0005521" "lamin binding" 0.435280094503854
244 0.0599782842489143 3 1759 "GO:0005524;GO:0032559;GO:0030554" "adenyl nucleotide binding" 0.322065053304187
-38 0.890057334483699 5 369 "GO:0005525;GO:0032561;GO:0019001" "guanyl nucleotide binding" 0.977596594136516
2155 0.118939741572716 2 14 "GO:0005536" "D-glucose binding" 0.447423321975011
2816 0.149611922201619 3 7 "GO:0005537" "D-mannose binding" 0.507369464145134
627 0.187550339564903 2 119 "GO:0005539" "glycosaminoglycan binding" 0.545292676922678
1295 0.507547470065327 4 7 "GO:0005540" "hyaluronic acid binding" 0.809019465200667
-1605 0.326341156234872 3 10 "GO:0005542" "folic acid binding" 0.685370014489986
864 0.00251995925801625 3 333 "GO:0005543" "phospholipid binding" 0.0388316613373829
299 0.768016938567016 2 26 "GO:0005544" "calcium-dependent phospholipid binding" 0.940464272631191
-200 0.902477712716332 5 10 "GO:0005545" "1-phosphatidylinositol binding" 0.979787133660345
959 0.219207721282983 3 44 "GO:0005546" "phosphatidylinositol-4,5-bisphosphate binding" 0.58046930749676
1289 0.195559187979968 3 27 "GO:0005547" "phosphatidylinositol-3,4,5-trisphosphate binding" 0.54850921365434
2052 0.00657049081948086 2 47 "GO:0005548" "phospholipid transporter activity" 0.0815889102729711
-320 0.703198513164468 3 38 "GO:0008013" "beta-catenin binding" 0.920563867284907
720 0.0594171657191966 3 185 "GO:0008017" "microtubule binding" 0.322065053304187
-998 0.000875992994805578 -1 302 "GO:0008022" "obsolete protein C-terminus binding" 0.0175061725055677
1347 0.0153157123019368 5 87 "GO:0008028" "monocarboxylic acid transmembrane transporter activity" 0.143754212185448
96 0.760628758038793 2 273 "GO:0008047" "enzyme activator activity" 0.939734214480078
1009 0.241930095508822 2 36 "GO:0008061" "chitin binding" 0.601357437047761
1228 0.103908833103203 2 47 "GO:0008066" "glutamate receptor activity" 0.416612531470209
-1423 0.0197380353713647 3 72 "GO:0008080;GO:0016410" "N-acyltransferase activity" 0.171734334965819
-227 0.759273907154629 3 49 "GO:0008081" "phosphoric diester hydrolase activity" 0.939734214480078
2149 0.0048699823578421 4 46 "GO:0008083" "growth factor activity" 0.065565341428211
445 0.0251387672763847 3 703 "GO:0008092" "cytoskeletal protein binding" 0.201718320646503
-1881 0.303594523867849 3 8 "GO:0008093" "cytoskeletal anchor activity" 0.662497505684497
-1058 0.0101814891888923 3 159 "GO:0008094" "ATP-dependent activity, acting on DNA" 0.112405184967451
115 0.938442031881566 2 12 "GO:0008097" "5S rRNA binding" 0.985151725812078
-1246 0.269542814383726 2 21 "GO:0008106;GO:0004033" "aldo-keto reductase (NADPH) activity" 0.636061364569715
-10 0.994625696470781 2 13 "GO:0008131" "primary amine oxidase activity" 0.995403963838911
-513 0.0459037420298535 2 414 "GO:0008134" "transcription factor binding" 0.2799461936629
372 0.48203006291539 2 96 "GO:0008135;GO:0090079" "translation regulator activity, nucleic acid binding" 0.800539796573418
-1797 0.193559714873257 3 14 "GO:0008137" "NADH dehydrogenase (ubiquinone) activity" 0.545292676922678
208 0.840552338970405 5 25 "GO:0008138" "protein tyrosine/serine/threonine phosphatase activity" 0.965050665658122
1911 0.22043956201339 2 11 "GO:0008139" "nuclear localization sequence binding" 0.581025830058325
-2510 0.234368416967742 5 6 "GO:0008140" "cAMP response element binding protein binding" 0.595938777935869
-952 0.461747190556229 5 16 "GO:0008143" "poly(A) binding" 0.788892349568023
-812 0.121185325605202 2 98 "GO:0008146;GO:0016782" "transferase activity, transferring sulphur-containing groups" 0.450569858863527
-552 0.723426776106704 5 11 "GO:0008157" "protein phosphatase 1 binding" 0.932724643790801
-1243 0.000165493814687578 4 249 "GO:0008168;GO:0016741" "transferase activity, transferring one-carbon groups" 0.00481060429512301
-2679 3.0282802977374e-05 5 65 "GO:0008170" "N-methyltransferase activity" 0.00117368803054731
-3024 0.00738253269285922 2 21 "GO:0008171" "O-methyltransferase activity" 0.0874283269830273
-314 0.80227943661378 2 17 "GO:0008172" "S-methyltransferase activity" 0.950190910797903
-2107 0.0109897830392674 4 39 "GO:0008173" "RNA methyltransferase activity" 0.113354294413089
-125 0.945596888566086 2 8 "GO:0008174" "mRNA methyltransferase activity" 0.985151725812078
-2326 0.104809359328161 4 13 "GO:0008175" "tRNA methyltransferase activity" 0.417604892774822
3328 0.0127015557687554 2 15 "GO:0008179" "adenylate cyclase binding" 0.124963767909524
1302 0.015933670736116 3 92 "GO:0008188" "neuropeptide receptor activity" 0.147675107764437
2787 0.0619452721757857 3 12 "GO:0008191" "metalloendopeptidase inhibitor activity" 0.322065053304187
-1007 0.0108177483979355 2 173 "GO:0008194" "UDP-glycosyltransferase activity" 0.113354294413089
-439 0.690746522642143 8 22 "GO:0008198" "ferrous iron binding" 0.91613373847574
252 0.905155632527713 3 6 "GO:0008199" "ferric iron binding" 0.980265922102409
956 0.446177682971465 3 17 "GO:0008200;GO:0016248;GO:0141110" "transporter inhibitor activity" 0.780546222668458
1351 0.02209352792209 3 77 "GO:0008201" "heparin binding" 0.187136570942736
920 0.0743537714248719 3 101 "GO:0008227" "G protein-coupled amine receptor activity" 0.352216569083004
887 1.70967130744087e-06 2 814 "GO:0008233" "peptidase activity" 0.000109333480110844
-73 0.834960500499923 3 222 "GO:0008234" "cysteine-type peptidase activity" 0.962085117242704
587 0.320158575171366 2 77 "GO:0008235" "metalloexopeptidase activity" 0.679075982826164
1700 6.26709455009216e-08 3 275 "GO:0008237" "metallopeptidase activity" 6.16585686889836e-06
136 0.772899331085768 3 122 "GO:0008238" "exopeptidase activity" 0.94110169315998
-30 0.984848427709641 4 11 "GO:0008239" "dipeptidyl-peptidase activity" 0.991613627659575
1350 0.175121512256734 3 27 "GO:0008242" "omega peptidase activity" 0.535932799668203
-2217 0.225190273967025 2 8 "GO:0008253;GO:0008252" "nucleotidase activity" 0.588994602052812
-1241 0.260422361799001 5 22 "GO:0008266;GO:0008187" "poly-pyrimidine tract binding" 0.628453208945136
-2333 5.07356006548916e-05 2 81 "GO:0008276" "protein methyltransferase activity" 0.00175380630371909
435 0.0532869561133261 2 543 "GO:0008289" "lipid binding" 0.297615794187529
-1887 0.301989661288291 4 8 "GO:0008296" "3'-5'-DNA exonuclease activity" 0.662497505684497
-2690 0.202547013908961 2 6 "GO:0008297" "single-stranded DNA exodeoxyribonuclease activity" 0.560730802574808
-123 0.946522657741353 3 8 "GO:0008301" "DNA binding, bending" 0.985151725812078
818 0.54015226638989 2 15 "GO:0008307" "structural constituent of muscle" 0.828694430768266
-1505 0.476010012875776 2 6 "GO:0008312" "7S RNA binding" 0.800022084715003
1501 0.218380290299659 2 18 "GO:0008320;GO:0140318" "protein transporter activity" 0.58046930749676
1248 4.02064325017963e-10 4 698 "GO:0008324;GO:0022890;GO:0015318" "monoatomic cation transmembrane transporter activity" 5.14240271697975e-08
-1046 0.483388453089293 3 12 "GO:0008327" "methyl-CpG binding" 0.800539796573418
4501 0.0329773660711 6 6 "GO:0008331" "high voltage-gated calcium channel activity" 0.23695534384796
-1463 0.395981068855806 3 9 "GO:0008353" "RNA polymerase II CTD heptapeptide repeat kinase activity" 0.743952977507901
-31 0.966686590755663 2 50 "GO:0008374" "O-acyltransferase activity" 0.985151725812078
-1128 0.0459903766173326 2 84 "GO:0008375" "acetylglucosaminyltransferase activity" 0.2799461936629
-344 0.707145242679013 2 32 "GO:0008376" "acetylgalactosaminyltransferase activity" 0.921955928018815
1960 0.230774594223232 6 10 "GO:0008379;GO:0140824;GO:0051920" "peroxiredoxin activity" 0.593321136455275
-83 0.966080421392859 2 7 "GO:0008381" "mechanosensitive monoatomic ion channel activity" 0.985151725812078
1192 0.606291745011871 2 5 "GO:0008391" "arachidonic acid monooxygenase activity" 0.863532158833958
-714 0.428188380255782 2 33 "GO:0008395" "steroid hydroxylase activity" 0.765970636592873
-670 0.731698650898837 2 7 "GO:0008401;GO:0101020;GO:0101021" "retinoic acid 4-hydroxylase activity" 0.939734214480078
-2061 0.000946901595351602 4 69 "GO:0008408" "3'-5' exonuclease activity" 0.0180759274694731
-3638 0.0016570675692483 2 20 "GO:0008409" "5'-3' exonuclease activity" 0.027886702908797
-342 0.882481309545102 2 5 "GO:0008410" "CoA-transferase activity" 0.975022337833005
-781 0.545982297701761 5 16 "GO:0008417" "fucosyltransferase activity" 0.828694430768266
-1595 0.490317331900339 6 5 "GO:0008420" "RNA polymerase II CTD heptapeptide repeat phosphatase activity" 0.801733832939254
-597 0.777261076309433 2 6 "GO:0008429" "phosphatidylethanolamine binding" 0.94217668542102
-338 0.862603841726653 3 7 "GO:0008430" "selenium binding" 0.970334488626552
-307 0.858535184014237 5 9 "GO:0008432" "JUN kinase binding" 0.970334488626552
-2625 0.256281341315681 3 5 "GO:0008452" "RNA ligase activity" 0.626737735263396
-2453 0.209342842021962 2 7 "GO:0008474;GO:0098599" "palmitoyl-(protein) hydrolase activity" 0.57089444551405
1128 0.382878117802773 2 16 "GO:0008476" "protein-tyrosine sulfotransferase activity" 0.729433646121065
-1470 0.451859908194894 4 7 "GO:0008477" "purine nucleosidase activity" 0.78522937850716
-458 0.678074468599942 4 22 "GO:0008483;GO:0016769" "transferase activity, transferring nitrogenous groups" 0.907172850773353
-1231 0.165450611131684 2 34 "GO:0008484" "sulfuric ester hydrolase activity" 0.530354214630135
1940 0.358153467790126 2 6 "GO:0008494" "translation activator activity" 0.707690276094315
572 0.786601631685906 2 6 "GO:0008504" "monoamine transmembrane transporter activity" 0.946239926441081
1945 0.000344379878974944 2 91 "GO:0008509;GO:0015108" "monoatomic anion transmembrane transporter activity" 0.00815670120757321
943 0.00441268368173044 2 247 "GO:0008514;GO:0046943;GO:0005342" "organic anion transmembrane transporter activity" 0.0606862626767014
-1073 0.353418080656953 2 20 "GO:0008519" "ammonium channel activity" 0.707690276094315
-3377 0.144210105560489 4 5 "GO:0008520;GO:0015229" "L-ascorbate:sodium symporter activity" 0.49932142164494
3673 0.0059429327483924 4 15 "GO:0008525" "phosphatidylcholine transporter activity" 0.0767778887393321
1757 0.161375555081268 2 17 "GO:0008527" "taste receptor activity" 0.527191642408479
1141 0.00656508117132925 2 153 "GO:0008528;GO:0001653" "peptide receptor activity" 0.0815889102729711
2686 1.08453265145716e-05 4 72 "GO:0008559;GO:0042910" "xenobiotic transmembrane transporter activity" 0.000495399021862038
-1427 0.537266471452941 2 5 "GO:0008568" "microtubule severing ATPase activity" 0.828694430768266
1977 0.0798099689213037 3 21 "GO:0008569" "minus-end-directed microtubule motor activity" 0.364560536608384
2079 0.0881175697112238 3 18 "GO:0008574" "plus-end-directed microtubule motor activity" 0.381579870022008
-208 0.880671262607807 2 14 "GO:0008641" "ubiquitin-like modifier activating enzyme activity" 0.975022337833005
-1846 0.258959159250191 3 10 "GO:0008649;GO:0140102" "catalytic activity, acting on a rRNA" 0.628453208945136
1270 0.515874744987106 3 7 "GO:0008656;GO:0016505" "cysteine-type endopeptidase activator activity involved in apoptotic process" 0.812891402270511
2815 0.182293553458366 5 6 "GO:0008716" "D-alanine-D-alanine ligase activity" 0.542217336914535
-2257 1.14526629397218e-06 2 125 "GO:0008757" "S-adenosylmethionine-dependent methyltransferase activity" 8.13775327772455e-05
-236 0.918576607049026 5 5 "GO:0008782;GO:0008930" "methylthioadenosine nucleosidase activity" 0.985151725812078
-3133 0.137694197393481 2 6 "GO:0009008" "DNA-methyltransferase activity" 0.483821094687533
-798 0.203730286877163 1 68 "GO:0009055" "electron transfer activity" 0.562788416664992
1013 0.556753877456471 4 9 "GO:0009374" "biotin binding" 0.834804465728988
-93 0.968079682460544 3 5 "GO:0009378" "four-way junction helicase activity" 0.985151725812078
-475 0.750322933541101 3 12 "GO:0009881" "photoreceptor activity" 0.939734214480078
3375 0.144447948403931 2 5 "GO:0009931;GO:0010857" "calcium-dependent protein serine/threonine kinase activity" 0.49932142164494
-925 0.312074887534101 2 32 "GO:0009975;GO:0016849" "phosphorus-oxygen lyase activity" 0.672799878631509
-2181 0.232921573739403 4 8 "GO:0009982" "pseudouridine synthase activity" 0.593544063422252
-273 0.838240750603431 4 15 "GO:0010181" "FMN binding" 0.963261383667375
3837 0.00549601215182604 2 14 "GO:0010314" "phosphatidylinositol-5-phosphate binding" 0.0724680365173763
-3187 0.102959087980695 6 7 "GO:0010340;GO:0051998" "carboxyl-O-methyltransferase activity" 0.415409064754918
-2881 0.115084118346063 3 8 "GO:0010484" "histone H3 acetyltransferase activity" 0.440696369355133
-2249 0.191998510142417 2 9 "GO:0010485" "histone H4 acetyltransferase activity" 0.545292676922678
-1436 0.534701346056602 2 5 "GO:0010698" "acetyltransferase activator activity" 0.825945678268592
213 0.919562982004381 2 6 "GO:0010997" "anaphase-promoting complex binding" 0.985151725812078
197 0.899414295075172 2 11 "GO:0015020" "glucuronosyltransferase activity" 0.979617891589996
2450 0.133987389111127 3 10 "GO:0015026" "coreceptor activity" 0.473501994769006
1082 0.286130654027158 2 26 "GO:0015035" "protein-disulfide reductase activity" 0.654671031307218
408 0.62672754901546 2 38 "GO:0015036" "disulfide oxidoreductase activity" 0.870826692221311
-521 0.762496922539078 2 9 "GO:0015038" "glutathione disulfide oxidoreductase activity" 0.939734214480078
1323 4.76132883269879e-12 2 762 "GO:0015075" "monoatomic ion transmembrane transporter activity" 1.21794791540435e-09
-688 0.229237272320218 2 82 "GO:0015078" "proton transmembrane transporter activity" 0.592307415987836
1581 0.00118990168554773 6 113 "GO:0015081" "sodium ion transmembrane transporter activity" 0.0211372813307715
-2543 0.193180908306735 2 7 "GO:0015095" "magnesium ion transmembrane transporter activity" 0.545292676922678
-329 0.602939144990347 3 67 "GO:0015101" "organic cation transmembrane transporter activity" 0.861630353567211
2031 4.3448011262572e-05 2 109 "GO:0015103" "inorganic anion transmembrane transporter activity" 0.00158771446870942
-210 0.920942536976969 2 6 "GO:0015116" "sulfate transmembrane transporter activity" 0.985151725812078
2216 0.00223761216198567 2 51 "GO:0015125;GO:0001409;GO:0015132;GO:0071714;GO:0015143;GO:1901702;GO:0015432;GO:0033285;GO:0033284;GO:0033283" "guanine nucleotide transmembrane transporter activity" 0.034977109325662
-1741 0.451366397117278 2 5 "GO:0015129;GO:0015552;GO:0015636" "lactate transmembrane transporter activity" 0.78522937850716
1794 0.103701308590964 2 22 "GO:0015145;GO:0051119;GO:0015144" "carbohydrate transmembrane transporter activity" 0.416612531470209
5280 0.00023206233019768 6 13 "GO:0015149;GO:0055056;GO:0005355" "hexose transmembrane transporter activity" 0.00565745142648493
-1613 0.300975658700149 3 11 "GO:0015165;GO:0005338" "nucleotide-sugar transmembrane transporter activity" 0.662497505684497
-279 0.88645998360595 4 7 "GO:0015166" "polyol transmembrane transporter activity" 0.975716281438907
1179 0.0152172137045224 3 114 "GO:0015171" "amino acid transmembrane transporter activity" 0.143754212185448
-300 0.816823846436743 3 16 "GO:0015173" "aromatic amino acid transmembrane transporter activity" 0.950607551949585
-1585 0.170594102706224 4 20 "GO:0015174" "basic amino acid transmembrane transporter activity" 0.530875565355865
1784 0.0680164557705601 2 28 "GO:0015175" "neutral L-amino acid transmembrane transporter activity" 0.334588642040563
1097 0.100843537676035 4 60 "GO:0015179" "L-amino acid transmembrane transporter activity" 0.409970631777627
3350 0.0864673798671553 4 7 "GO:0015184;GO:0042605" "L-cystine transmembrane transporter activity" 0.381579870022008
1515 0.273042198153025 2 14 "GO:0015185" "gamma-aminobutyric acid transmembrane transporter activity" 0.639897726879436
1858 0.281042375976788 2 9 "GO:0015187" "glycine transmembrane transporter activity" 0.647663421395156
162 0.938959737598239 2 6 "GO:0015196" "L-tryptophan transmembrane transporter activity" 0.985151725812078
1807 0.00287757482074721 2 73 "GO:0015216;GO:0015215;GO:0015605" "organophosphate ester transmembrane transporter activity" 0.0425155203617507
-2663 0.0633113934120333 2 13 "GO:0015226" "carnitine transmembrane transporter activity" 0.323901088695962
2854 0.176409467287188 3 6 "GO:0015232" "heme transmembrane transporter activity" 0.535932799668203
-795 0.551847472669634 3 15 "GO:0015252" "proton channel activity" 0.831346192631875
3345 0.0523102586033922 2 9 "GO:0015269" "calcium-activated potassium channel activity" 0.294215470843738
2051 0.0474921379812734 2 25 "GO:0015271" "outward rectifier potassium channel activity" 0.283843198495555
2149 2.11042223511721e-09 2 210 "GO:0015276;GO:0022834" "ligand-gated channel activity" 2.45384548974083e-07
1627 0.405227569242594 6 7 "GO:0015278" "intracellularly gated calcium channel activity" 0.753322763170462
1562 0.339569987114808 3 10 "GO:0015280" "ligand-gated sodium channel activity" 0.698266558394937
769 0.050099487764759 2 175 "GO:0015291" "secondary active transmembrane transporter activity" 0.291964721052851
801 0.126019733566095 5 98 "GO:0015293" "symporter activity" 0.455659220002238
581 0.351180165867878 2 69 "GO:0015294" "solute:monoatomic cation symporter activity" 0.70682855547906
615 0.577237262822735 6 22 "GO:0015295" "solute:proton symporter activity" 0.84522963099481
783 0.332594550108214 5 41 "GO:0015297" "antiporter activity" 0.692801816911384
-641 0.694869557611728 -1 10 "GO:0015299" "obsolete solute:proton antiporter activity" 0.917086999014118
-3107 0.141076314527582 2 6 "GO:0015333;GO:0071916" "peptide:proton symporter activity" 0.491652878149257
3874 0.0938243850507269 2 5 "GO:0015349" "thyroid hormone transmembrane transporter activity" 0.397355590992979
630 0.419375769099706 3 44 "GO:0015370" "solute:sodium symporter activity" 0.762765368648857
673 0.591455191114581 4 17 "GO:0015378;GO:0015373;GO:0015377;GO:0015296" "chloride:monoatomic cation symporter activity" 0.855736639632974
228 0.900727631360309 2 8 "GO:0015385;GO:0051139" "metal cation:proton antiporter activity" 0.979617891589996
1296 0.00188329216133546 2 155 "GO:0015399;GO:0042626" "primary active transmembrane transporter activity" 0.0308811624916417
1592 0.00909224335996007 4 72 "GO:0015431;GO:0015562;GO:0034040;GO:0034634;GO:0042937;GO:0035673" "efflux transmembrane transporter activity" 0.104323149592214
-1650 0.126082713648579 2 23 "GO:0015453" "oxidoreduction-driven active transmembrane transporter activity" 0.455659220002238
96 0.933550848432143 5 20 "GO:0015459" "potassium channel regulator activity" 0.985151725812078
2643 0.0409489423488372 3 16 "GO:0015464" "acetylcholine receptor activity" 0.259522530617507
-400 0.63362489043094 2 38 "GO:0015485" "cholesterol binding" 0.872342556362941
1336 0.494381318642397 6 7 "GO:0015501;GO:0005314" "glutamate:sodium symporter activity" 0.801733832939254
-191 0.934180612281145 2 5 "GO:0015616" "DNA translocase activity" 0.985151725812078
470 0.139301044426295 2 268 "GO:0015631" "tubulin binding" 0.486792447598993
2822 0.0345732342678451 2 15 "GO:0015643" "toxic substance binding" 0.242229057252348
105 0.93504384918238 2 16 "GO:0015645" "fatty acid ligase activity" 0.985151725812078
-3152 0.00790807083346979 2 19 "GO:0015651" "quaternary ammonium group transmembrane transporter activity" 0.0919492963273442
-4605 0.0464023401536628 5 5 "GO:0015658" "branched-chain amino acid transmembrane transporter activity" 0.2799461936629
1043 0.31342350694829 5 25 "GO:0015662;GO:0140358" "P-type transmembrane transporter activity" 0.672799878631509
-509 0.744163668395916 2 11 "GO:0015923;GO:0004559" "mannosidase activity" 0.939734214480078
-1024 0.600323733004646 2 7 "GO:0015924;GO:0004571" "mannosyl-oligosaccharide mannosidase activity" 0.861333711746901
-1638 0.293378972814888 2 11 "GO:0015925" "galactosidase activity" 0.662497505684497
787 0.568863858122449 4 14 "GO:0015926" "glucosidase activity" 0.840158053739737
-156 0.898163409988778 4 18 "GO:0015929" "hexosaminidase activity" 0.97932736690166
966 0.0753159944035796 3 91 "GO:0015932" "nucleobase-containing compound transmembrane transporter activity" 0.354151311919773
-249 0.879118694354261 5 10 "GO:0016004;GO:0060229" "phospholipase activator activity" 0.975022337833005
-1527 0.269190890944256 2 14 "GO:0016018" "cyclosporin A binding" 0.636061364569715
-956 0.650586171438265 2 6 "GO:0016151" "nickel cation binding" 0.884243926531023
1971 0.313078990654032 4 7 "GO:0016174" "NAD(P)H oxidase H2O2-forming activity" 0.672799878631509
1346 0.52382495847953 2 6 "GO:0016175" "superoxide-generating NAD(P)H oxidase activity" 0.819036823832908
3270 0.157361533689478 2 5 "GO:0016207;GO:0106290" "4-coumarate-CoA ligase activity" 0.518725261826913
-362 0.779392011470044 2 16 "GO:0016208" "AMP binding" 0.94217668542102
658 0.291516562351915 1 69 "GO:0016209" "antioxidant activity" 0.661080998666843
-1269 0.146942779095327 2 35 "GO:0016251;GO:0140223" "general transcription initiation factor activity" 0.503493915543239
