"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1144 0.0199248207254454 2 90 "GO:0010001" "glial cell differentiation" 0.217067469625351
1858 0.206472007238122 2 10 "GO:0010002" "cardioblast differentiation" 0.66828232425133
1019 0.000628504428238052 -1 247 "GO:0010033" "obsolete response to organic substance" 0.022720026961047
934 0.215923702056587 -1 38 "GO:0010035" "obsolete response to inorganic substance" 0.68094731112903
417 0.103620040792179 3 337 "GO:0010038" "response to metal ion" 0.51643040921223
1382 0.163400167186239 2 22 "GO:0010039" "response to iron ion" 0.616714778293627
781 0.614130492120868 5 9 "GO:0010040" "response to iron(II) ion" 0.905583209612727
533 0.567032477882913 2 25 "GO:0010042" "response to manganese ion" 0.891878646968954
1365 0.0490941616263821 2 45 "GO:0010043" "response to zinc ion" 0.357540605651291
-548 0.659477035287124 4 14 "GO:0010044" "response to aluminum ion" 0.919824144417599
2323 0.221104564272102 2 6 "GO:0010045" "response to nickel cation" 0.685877148016245
-319 0.866723080600606 2 6 "GO:0010051" "xylem and phloem pattern formation" 0.969553119839617
-3607 0.0573780874721729 4 6 "GO:0010087" "phloem or xylem histogenesis" 0.384574151773336
549 0.647695129675951 2 15 "GO:0010092" "specification of animal organ identity" 0.915791863228901
586 0.757400121900783 2 6 "GO:0010101;GO:0010015" "root morphogenesis" 0.939873066792122
1275 0.501896459014542 2 6 "GO:0010119" "regulation of stomatal movement" 0.874205654011157
-1141 0.116347082975346 4 41 "GO:0010125;GO:0010126;GO:0016138" "glycoside biosynthetic process" 0.537513867986515
1465 0.194091582930954 4 17 "GO:0010155" "regulation of proton transport" 0.657643239304091
2230 0.283407478871021 2 5 "GO:0010157" "response to chlorate" 0.74211168150281
613 0.586610129817199 5 17 "GO:0010165" "response to X-ray" 0.898098630885594
311 0.776459432324218 2 18 "GO:0010171" "body morphogenesis" 0.946753913468566
558 0.677893921798785 4 12 "GO:0010172" "embryonic body morphogenesis" 0.923046650898127
1155 0.578555118385604 3 5 "GO:0010193" "response to ozone" 0.893678230869217
218 0.636468217115594 2 102 "GO:0010212" "response to ionizing radiation" 0.910697769436983
-2688 0.156809881551014 -1 6 "GO:0010216" "obsolete negative regulation of gene expression via chromosomal DNA cytosine methylation" 0.606405911473103
603 0.681976927800792 2 10 "GO:0010224" "response to UV-B" 0.923459662980297
572 0.6702712045946 2 12 "GO:0010225" "response to UV-C" 0.922188245716068
-621 0.630063130126105 4 13 "GO:0010226" "response to lithium ion" 0.909401463679551
843 9.21760585997163e-07 2 770 "GO:0010243;GO:1901698" "response to nitrogen compound" 0.000138687599520168
1129 0.3031348433398 2 18 "GO:0010256" "endomembrane system organization" 0.755268368523301
-80 0.943316899072647 -1 17 "GO:0010259" "obsolete multicellular organism aging" 0.98388615972764
-1799 0.27380287071038 2 8 "GO:0010269" "response to selenium ion" 0.73368515857478
-1869 0.368696848402069 4 5 "GO:0010286" "heat acclimation" 0.810317945145803
1001 0.238573601521123 2 30 "GO:0010288" "response to lead ion" 0.705304684042006
635 0.636441187179893 2 12 "GO:0010310" "regulation of hydrogen peroxide metabolic process" 0.910697769436983
-2063 0.20960814941465 3 8 "GO:0010311;GO:1905393" "plant organ formation" 0.675217478492128
-506 0.807810011603122 3 5 "GO:0010312" "detoxification of zinc ion" 0.956764357014908
1335 0.0810481277061934 5 37 "GO:0010332" "response to gamma radiation" 0.460064441699207
1693 0.415451998878555 2 5 "GO:0010359" "regulation of anion channel activity" 0.836160982558538
-1209 0.0310327491077492 2 69 "GO:0010389;GO:1902749" "regulation of cell cycle G2/M phase transition" 0.281201684197522
-730 0.543364805981603 -1 15 "GO:0010390" "obsolete histone monoubiquitination" 0.888308837328907
511 0.755823696823628 2 8 "GO:0010457" "centriole-centriole cohesion" 0.939301193069985
-537 0.729163838186079 5 9 "GO:0010458" "exit from mitosis" 0.931876741777296
1983 0.0330471140800867 2 25 "GO:0010460" "positive regulation of heart rate" 0.292951089305482
-1006 0.402174430044777 2 15 "GO:0010463" "mesenchymal cell proliferation" 0.830430479290236
119 0.860875029962924 2 47 "GO:0010464;GO:0002053" "regulation of mesenchymal cell proliferation" 0.967295381909938
-271 0.619705130180716 4 73 "GO:0010466;GO:0010951" "negative regulation of peptidase activity" 0.906675022264401
-1044 0.0824254005842127 3 60 "GO:0010467" "gene expression" 0.463029470284876
175 0.765999944158489 2 63 "GO:0010469" "regulation of signaling receptor activity" 0.944137087429464
-2232 0.149774837819248 2 9 "GO:0010470" "regulation of gastrulation" 0.594719345320794
-1190 0.000235153033926165 2 209 "GO:0010498;GO:0043161" "proteasomal protein catabolic process" 0.0111888627339056
306 0.852346487280025 2 8 "GO:0010501" "RNA secondary structure unwinding" 0.964094082911129
-20 0.936407279608406 2 342 "GO:0010506;GO:0031329" "regulation of cellular catabolic process" 0.982732687146109
150 0.658895542819954 3 189 "GO:0010508;GO:0031331" "positive regulation of cellular catabolic process" 0.919659076324188
960 0.408930857775979 4 16 "GO:0010518;GO:0010517" "regulation of phospholipase activity" 0.833562958430811
2488 0.156772470523363 5 7 "GO:0010524;GO:0010522" "positive regulation of calcium ion transport into cytosol" 0.606405911473103
-1590 0.365452963340037 5 7 "GO:0010526" "retrotransposon silencing" 0.807818479333997
283 0.847365264984833 -1 10 "GO:0010529" "obsolete negative regulation of transposition" 0.963964672308524
1991 0.0867962121540691 5 16 "GO:0010543" "regulation of platelet activation" 0.474261067486721
186 0.124781908450195 2 1646 "GO:0010557;GO:0031328;GO:0009891" "positive regulation of biosynthetic process" 0.557107983928298
77 0.535025102340701 3 1563 "GO:0010558;GO:0031327;GO:0009890" "negative regulation of biosynthetic process" 0.885534761909222
-539 0.00168874221285464 2 770 "GO:0010564" "regulation of cell cycle process" 0.0445555824595345
-325 0.537622498947335 2 78 "GO:0010565" "regulation of cellular ketone metabolic process" 0.886050873234328
121 0.90755479064258 2 20 "GO:0010566" "regulation of ketone biosynthetic process" 0.978292851453289
-1765 0.0446444334500867 4 28 "GO:0010569" "regulation of double-strand break repair via homologous recombination" 0.343755962678607
1007 0.434847622968544 2 13 "GO:0010574" "regulation of vascular endothelial growth factor production" 0.844349065354994
345 0.844608863504067 5 7 "GO:0010575" "positive regulation of vascular endothelial growth factor production" 0.963964672308524
-2047 0.0696087874653085 2 17 "GO:0010586" "miRNA metabolic process" 0.423981519370633
-2584 0.173464086545479 4 6 "GO:0010587" "miRNA catabolic process" 0.628285341443514
-112 0.883318035434215 2 37 "GO:0010591;GO:1902743" "regulation of lamellipodium organization" 0.97234240399685
-108 0.909119879976941 3 24 "GO:0010592;GO:1902745" "positive regulation of lamellipodium organization" 0.978292851453289
756 0.0609102167366062 5 134 "GO:0010594" "regulation of endothelial cell migration" 0.394777736144652
1188 0.01810710776128 5 86 "GO:0010595" "positive regulation of endothelial cell migration" 0.203230380860979
88 0.906808302859973 3 38 "GO:0010596;GO:0010633" "negative regulation of epithelial cell migration" 0.978292851453289
-482 0.0341518944070947 2 429 "GO:0010608" "post-transcriptional regulation of gene expression" 0.30035323248704
968 0.113475729198784 2 58 "GO:0010611;GO:0014743;GO:0043502" "regulation of muscle adaptation" 0.534449563832175
1110 0.141618939272014 4 38 "GO:0010613;GO:0014742" "positive regulation of cardiac muscle hypertrophy" 0.583315083007948
-99 0.934185807486237 3 15 "GO:0010614;GO:0014741" "negative regulation of cardiac muscle hypertrophy" 0.982732687146109
1588 0.0760413078964344 3 27 "GO:0010623" "programmed cell death involved in cell development" 0.447890280494269
474 0.00406328674898173 3 836 "GO:0010628" "positive regulation of gene expression" 0.0772024482306529
203 0.201790785800089 2 908 "GO:0010629" "negative regulation of gene expression" 0.664060529888414
-133 0.806277320951137 2 74 "GO:0010631" "epithelial cell migration" 0.955864671239546
698 0.0299725242615795 3 212 "GO:0010632" "regulation of epithelial cell migration" 0.27625338172883
1073 0.00671668214178844 2 139 "GO:0010634" "positive regulation of epithelial cell migration" 0.110626536932947
821 0.479921601846848 5 16 "GO:0010635" "regulation of mitochondrial fusion" 0.869865906548977
465 0.806428953992743 3 6 "GO:0010636" "positive regulation of mitochondrial fusion" 0.955864671239546
1239 0.399583762613526 2 10 "GO:0010637" "negative regulation of mitochondrial fusion" 0.830430479290236
-543 0.0143857949403251 2 451 "GO:0010638" "positive regulation of organelle organization" 0.174478693753355
-305 0.319210892171258 6 234 "GO:0010639" "negative regulation of organelle organization" 0.769709780544271
318 0.820749522271381 2 11 "GO:0010640" "regulation of platelet-derived growth factor receptor signaling pathway" 0.96059233379841
-931 0.623679712126828 3 6 "GO:0010642" "negative regulation of platelet-derived growth factor receptor signaling pathway" 0.907034827364574
-786 0.526969719346053 3 14 "GO:0010644;GO:0023041;GO:0050976" "cell communication by electrical coupling" 0.882803400189375
1015 0.431275049043041 2 13 "GO:0010649" "regulation of cell communication by electrical coupling" 0.8435239841558
-498 0.49840361866447 7 40 "GO:0010656" "negative regulation of muscle cell apoptotic process" 0.873271543785967
-774 0.217521970051484 2 55 "GO:0010660" "regulation of muscle cell apoptotic process" 0.682222426634711
335 0.77350267130865 2 16 "GO:0010661" "positive regulation of muscle cell apoptotic process" 0.946753913468566
-744 0.389445943135405 8 29 "GO:0010665;GO:0010662" "regulation of striated muscle cell apoptotic process" 0.82650578502647
1862 0.257280420260039 3 8 "GO:0010666;GO:0010663" "positive regulation of striated muscle cell apoptotic process" 0.724406676864743
-1505 0.129114702447585 2 22 "GO:0010667;GO:0010664" "negative regulation of striated muscle cell apoptotic process" 0.562456861214733
-1089 0.398594026023397 2 13 "GO:0010669" "epithelial structure maintenance" 0.830143263326693
374 0.843769855958326 2 6 "GO:0010694;GO:0010692" "positive regulation of alkaline phosphatase activity" 0.963964672308524
1138 0.396553224519675 2 12 "GO:0010715" "regulation of extracellular matrix disassembly" 0.829034791834854
679 0.236623243304105 2 66 "GO:0010717" "regulation of epithelial to mesenchymal transition" 0.703300371315511
-3 0.995992848696342 2 48 "GO:0010718" "positive regulation of epithelial to mesenchymal transition" 0.998473869434006
2624 0.0419101058831497 3 13 "GO:0010719" "negative regulation of epithelial to mesenchymal transition" 0.328610647114781
695 0.00960143609452451 3 306 "GO:0010720" "positive regulation of cell development" 0.13767201388328
738 0.0207017367697791 3 215 "GO:0010721" "negative regulation of cell development" 0.222055045466975
-302 0.884400401108087 2 5 "GO:0010728" "regulation of hydrogen peroxide biosynthetic process" 0.973015223906862
778 0.635984518991492 2 8 "GO:0010737" "protein kinase A signaling" 0.910697769436983
-1977 0.229158217367925 2 8 "GO:0010738" "regulation of protein kinase A signaling" 0.696825996883445
3827 0.00143764609170853 2 15 "GO:0010743" "regulation of macrophage derived foam cell differentiation" 0.0404155975848106
6059 0.00141310094783172 2 6 "GO:0010744;GO:0010886" "positive regulation of cholesterol storage" 0.0399326547034476
2374 0.106381838925388 3 10 "GO:0010745" "negative regulation of macrophage derived foam cell differentiation" 0.523169343902504
2259 0.277362387895107 2 5 "GO:0010749" "regulation of nitric oxide mediated signal transduction" 0.735997849642053
594 0.620890574311215 2 15 "GO:0010752" "regulation of cGMP-mediated signaling" 0.907034827364574
1182 0.39908568764763 4 11 "GO:0010753" "positive regulation of cGMP-mediated signaling" 0.830430479290236
833 0.590844816238111 3 9 "GO:0010756;GO:0010755" "regulation of plasminogen activation" 0.899680823850537
-510 0.741921478043729 2 9 "GO:0010761" "fibroblast migration" 0.93544160319218
1130 0.176135567303121 3 31 "GO:0010762" "regulation of fibroblast migration" 0.632503852702575
1567 0.106255431440695 4 23 "GO:0010763" "positive regulation of fibroblast migration" 0.523169343902504
396 0.624984159201611 3 33 "GO:0010765" "positive regulation of sodium ion transport" 0.907034827364574
363 0.77006482549099 3 14 "GO:0010766" "negative regulation of sodium ion transport" 0.946245635918583
867 0.64767217359846 3 6 "GO:0010793" "regulation of mRNA export from nucleus" 0.915791863228901
-50 0.956241742759614 3 26 "GO:0010799" "regulation of peptidyl-threonine phosphorylation" 0.988687777621198
-471 0.694604296886038 4 15 "GO:0010800" "positive regulation of peptidyl-threonine phosphorylation" 0.926522618764408
524 0.708354929945412 2 11 "GO:0010801" "negative regulation of peptidyl-threonine phosphorylation" 0.928417426121942
-926 0.329407943774407 2 24 "GO:0010803" "regulation of tumor necrosis factor-mediated signaling pathway" 0.779862223429238
-2035 0.283768093296284 2 6 "GO:0010804" "negative regulation of tumor necrosis factor-mediated signaling pathway" 0.7423576012126
-461 0.779181215831018 6 8 "GO:0010807" "regulation of synaptic vesicle priming" 0.947717244599361
454 0.264122392052282 5 132 "GO:0010810" "regulation of cell-substrate adhesion" 0.725760205320514
497 0.371937187469333 2 70 "GO:0010811" "positive regulation of cell-substrate adhesion" 0.813147420486693
479 0.509563970436981 6 41 "GO:0010812" "negative regulation of cell-substrate adhesion" 0.876364144268267
1383 0.431272610871658 2 7 "GO:0010815" "bradykinin catabolic process" 0.8435239841558
496 0.032020733474936 3 414 "GO:0010817" "regulation of hormone levels" 0.285672152652193
1497 0.362376383404609 7 8 "GO:0010820;GO:0010819;GO:0140131;GO:1901623" "regulation of lymphocyte chemotaxis" 0.806731464155137
-379 0.430386127645564 2 94 "GO:0010821" "regulation of mitochondrion organization" 0.8435239841558
-760 0.347988460456883 2 33 "GO:0010824;GO:0046605" "regulation of centrosome cycle" 0.796522061806508
-1706 0.331800868731539 4 7 "GO:0010826;GO:0046606" "negative regulation of centrosome duplication" 0.782329511545709
-237 0.795388350660887 4 26 "GO:0010830" "regulation of myotube differentiation" 0.952940375561023
-888 0.566807468311006 3 9 "GO:0010831" "positive regulation of myotube differentiation" 0.891878646968954
-550 0.681763312915662 3 12 "GO:0010832" "negative regulation of myotube differentiation" 0.923459662980297
-1764 0.396108184089335 2 5 "GO:0010835" "regulation of protein ADP-ribosylation" 0.829034791834854
595 0.44270749169907 6 36 "GO:0010837" "regulation of keratinocyte proliferation" 0.847613553034544
149 0.877951447025097 2 23 "GO:0010838" "positive regulation of keratinocyte proliferation" 0.97234240399685
2848 0.0831997428080573 3 8 "GO:0010839" "negative regulation of keratinocyte proliferation" 0.465500470565281
-730 0.482822578888215 3 20 "GO:0010842" "retina layer formation" 0.869865906548977
-1229 0.359924134873223 -1 12 "GO:0010862" "obsolete positive regulation of pathway-restricted SMAD protein phosphorylation" 0.805344718182971
2031 0.0324224772651911 6 24 "GO:0010863;GO:2000546;GO:1904849;GO:2000544;GO:2001028;GO:1904847" "positive regulation of endothelial cell chemotaxis" 0.287872298142454
1113 0.407227366720667 3 12 "GO:0010866" "regulation of triglyceride biosynthetic process" 0.831939357994111
459 0.780056783271044 2 8 "GO:0010867" "positive regulation of triglyceride biosynthetic process" 0.947754737830729
1362 0.121353091458874 3 28 "GO:0010874;GO:0032376;GO:0032373" "positive regulation of cholesterol transport" 0.549692970017536
1411 0.21083481365036 8 17 "GO:0010875" "positive regulation of cholesterol efflux" 0.675465413697901
974 0.315272224973963 2 23 "GO:0010880" "regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum" 0.765232312595872
487 0.716768666720401 7 12 "GO:0010881" "regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion" 0.931373219747275
48 0.959291385758044 3 24 "GO:0010882" "regulation of cardiac muscle contraction by calcium ion signaling" 0.989649234956057
1487 0.0340473679885935 2 44 "GO:0010883" "regulation of lipid storage" 0.299907749355222
2379 0.0407671156961536 2 16 "GO:0010884" "positive regulation of lipid storage" 0.325144030201271
4953 0.000411230300217638 5 11 "GO:0010885" "regulation of cholesterol storage" 0.0166336106262385
1274 0.179570948073849 2 24 "GO:0010888;GO:1905953" "negative regulation of lipid localization" 0.637125178580036
702 0.633119166843668 3 10 "GO:0010889" "regulation of sequestering of triglyceride" 0.910362974261241
1013 0.593681363080908 2 6 "GO:0010891" "negative regulation of sequestering of triglyceride" 0.901864459608353
-473 0.657683949937221 4 19 "GO:0010894;GO:0045939" "negative regulation of steroid biosynthetic process" 0.91894819572587
1216 0.432912196573956 2 9 "GO:0010898;GO:0010896" "regulation of triglyceride catabolic process" 0.844349065354994
-862 0.141842375138085 2 63 "GO:0010906" "regulation of glucose metabolic process" 0.583315083007948
114 0.910831732261726 3 21 "GO:0010907" "positive regulation of glucose metabolic process" 0.978292851453289
632 0.683328481315135 5 9 "GO:0010918" "positive regulation of mitochondrial membrane potential" 0.923459662980297
492 0.459113297068438 2 49 "GO:0010921" "regulation of phosphatase activity" 0.855669141205221
913 0.447155391970552 3 15 "GO:0010922" "positive regulation of phosphatase activity" 0.848085851125941
-32 0.970608179402552 5 28 "GO:0010923;GO:0035305" "negative regulation of dephosphorylation" 0.991820232065401
647 0.165179848875841 2 100 "GO:0010927" "cellular component assembly involved in morphogenesis" 0.618994975700523
-1872 0.181847118524489 -1 11 "GO:0010940" "obsolete positive regulation of necrotic cell death" 0.639105371733479
1387 0.171850690984335 -1 21 "GO:0010941" "obsolete regulation of cell death" 0.626928438210874
1496 0.107863873669282 -1 25 "GO:0010942" "obsolete positive regulation of cell death" 0.527633804905362
-559 0.718196007437012 6 9 "GO:0010944" "negative regulation of transcription by competitive promoter binding" 0.931394796079365
-1069 0.00198181401424782 2 183 "GO:0010948;GO:1901988" "negative regulation of cell cycle process" 0.0488175160058302
812 0.545339240648213 2 12 "GO:0010954;GO:1903319" "positive regulation of protein maturation" 0.889143203890623
818 0.510202297749857 5 14 "GO:0010955;GO:1903318" "negative regulation of protein maturation" 0.876364144268267
179 0.525788044415298 2 276 "GO:0010959" "regulation of metal ion transport" 0.882803400189375
-2012 0.0745063954839887 2 17 "GO:0010960" "magnesium ion homeostasis" 0.440315396665993
-1282 0.0938042649178093 3 37 "GO:0010965;GO:0033047" "regulation of mitotic sister chromatid separation" 0.489876494181468
415 0.215831349431463 2 195 "GO:0010970;GO:0030705;GO:0099111" "microtubule-based transport" 0.68094731112903
178 0.882133299367406 2 15 "GO:0010971;GO:1902751" "positive regulation of cell cycle G2/M phase transition" 0.97234240399685
704 0.00116335789206165 2 474 "GO:0010975" "regulation of neuron projection development" 0.0350646583638349
503 0.120656701084562 2 208 "GO:0010976" "positive regulation of neuron projection development" 0.547875901254288
638 0.103390863495452 2 142 "GO:0010977;GO:0031345" "negative regulation of cell projection organization" 0.515749943619338
-3164 0.128090902531102 3 5 "GO:0010984" "regulation of lipoprotein particle clearance" 0.561481932591059
-1806 0.385009620411499 -1 5 "GO:0010991" "obsolete negative regulation of SMAD protein complex assembly" 0.822919342909087
1698 0.132234327581317 3 17 "GO:0010996" "response to auditory stimulus" 0.570240418130183
2638 0.133334880280802 2 7 "GO:0010998" "regulation of translational initiation by eIF2 alpha phosphorylation" 0.571844167885798
1753 0.257951958754761 2 9 "GO:0014002" "astrocyte development" 0.724406676864743
-510 0.681443162783933 2 14 "GO:0014003" "oligodendrocyte development" 0.923459662980297
372 0.820853958899701 2 8 "GO:0014009" "glial cell proliferation" 0.96059233379841
366 0.463388245810569 4 87 "GO:0014013" "regulation of gliogenesis" 0.859035086389423
217 0.759301738184825 3 43 "GO:0014014" "negative regulation of gliogenesis" 0.940804090023352
437 0.538318277200827 2 43 "GO:0014015" "positive regulation of gliogenesis" 0.886050873234328
-2403 0.0624060041934298 3 13 "GO:0014016" "neuroblast differentiation" 0.398934604306225
637 0.595735165239246 4 15 "GO:0014019" "neuroblast development" 0.902433131275181
2534 0.0707617477679384 2 11 "GO:0014028" "notochord formation" 0.427256670091229
-624 0.470173456292723 5 29 "GO:0014029" "neural crest formation" 0.863841260607054
-2556 0.0568716292412502 4 12 "GO:0014031" "mesenchymal cell development" 0.384574151773336
-183 0.821046463442785 3 33 "GO:0014032;GO:0048864" "stem cell development" 0.96059233379841
210 0.881110453459761 2 11 "GO:0014033" "neural crest cell differentiation" 0.97234240399685
2086 0.204378802139458 4 8 "GO:0014034;GO:0048865" "stem cell fate commitment" 0.666535905981466
-1977 0.341666530557521 4 5 "GO:0014036;GO:0048866" "stem cell fate specification" 0.791712206916954
2768 0.0392164922930969 5 12 "GO:0014037" "Schwann cell differentiation" 0.318712719117767
708 0.163945779010425 2 84 "GO:0014041;GO:1903429;GO:0014042;GO:1903431" "regulation of cell maturation" 0.617514311062947
-1492 0.431989739326062 5 6 "GO:0014044" "Schwann cell development" 0.8435239841558
1790 0.389288228035292 3 5 "GO:0014047" "glutamate secretion" 0.82650578502647
370 0.833357984485381 2 7 "GO:0014048" "regulation of glutamate secretion" 0.96351067489722
1150 0.580135284571223 2 5 "GO:0014049" "positive regulation of glutamate secretion" 0.8937689614795
2649 0.202631074087348 6 5 "GO:0014052" "regulation of gamma-aminobutyric acid secretion" 0.664800604884167
1298 0.171792408836991 3 24 "GO:0014059" "regulation of dopamine secretion" 0.626928438210874
870 0.574751377347696 -1 9 "GO:0014065" "obsolete phosphatidylinositol 3-kinase signaling" 0.892670401614092
65 0.968352407022092 -1 8 "GO:0014066" "obsolete regulation of phosphatidylinositol 3-kinase signaling" 0.991323620796614
1213 0.0223486140184471 2 77 "GO:0014067;GO:0032687;GO:0032647;GO:0032688;GO:0032695;GO:1900016" "regulation of interferon-alpha production" 0.233862282407321
1373 0.00449960084831041 -1 93 "GO:0014068" "obsolete positive regulation of phosphatidylinositol 3-kinase signaling" 0.0833527734506966
609 0.000732820494596603 2 695 "GO:0014070" "response to organic cyclic compound" 0.0254228825844071
60 0.903555350649003 2 89 "GO:0014074" "response to purine-containing compound" 0.978236607752431
-33 0.969827075757206 5 29 "GO:0014075" "response to amine" 0.991820232065401
198 0.73994009492269 3 61 "GO:0014706;GO:0048738" "striated muscle tissue development" 0.934705357030773
1380 0.284806715176808 4 13 "GO:0014807" "regulation of somitogenesis" 0.743949032764868
-110 0.932025355097902 4 13 "GO:0014812" "muscle cell migration" 0.982523781957044
927 0.655670736095758 4 5 "GO:0014819" "regulation of skeletal muscle contraction" 0.918913802563526
636 0.297922920437245 2 58 "GO:0014823" "response to activity" 0.752746457091515
2714 0.191801750172859 2 5 "GO:0014832;GO:0014848" "urinary bladder smooth muscle contraction" 0.654182063098955
396 0.733296202720874 2 16 "GO:0014850" "response to muscle activity" 0.932799348148496
719 0.662033530514038 2 8 "GO:0014854" "response to inactivity" 0.920915347799148
-2262 0.197944447293934 5 7 "GO:0014857" "regulation of skeletal muscle cell proliferation" 0.661105679384193
-676 0.72165817072171 2 6 "GO:0014866" "skeletal myofibril assembly" 0.931514251435428
499 0.77666039188449 2 7 "GO:0014874" "response to stimulus involved in regulation of muscle adaptation" 0.946753913468566
2459 0.195134376208959 3 6 "GO:0014883;GO:0014733" "regulation of skeletal muscle adaptation" 0.659170553613638
580 0.760141365460818 4 6 "GO:0014894;GO:0014877;GO:0014870" "response to muscle inactivity" 0.941013134465634
1468 0.318247979732596 4 10 "GO:0014898;GO:0003299;GO:0003300;GO:0014887;GO:0014896;GO:0014897" "muscle hypertrophy" 0.769496427490805
-1951 0.34800561065986 2 5 "GO:0014902" "myotube differentiation" 0.796522061806508
-188 0.803578989383429 6 38 "GO:0014910" "regulation of smooth muscle cell migration" 0.955249055724925
322 0.745549177681878 2 22 "GO:0014911" "positive regulation of smooth muscle cell migration" 0.936267149143924
-2112 0.101506611790703 2 13 "GO:0014912" "negative regulation of smooth muscle cell migration" 0.511663930096886
181 0.901836453642626 3 10 "GO:0015012" "heparan sulfate proteoglycan biosynthetic process" 0.97713576049601
306 0.871908992154583 2 6 "GO:0015014" "heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process" 0.970955688475382
-2396 0.249209029495436 2 5 "GO:0015015" "heparan sulfate proteoglycan biosynthetic process, enzymatic modification" 0.713591202942845
-23 0.897945578043206 5 735 "GO:0015031;GO:0045184" "establishment of protein localization" 0.975547101126998
-280 0.364734674575153 5 230 "GO:0015074" "DNA integration" 0.807818479333997
816 0.543441780417863 4 12 "GO:0015669" "gas transport" 0.888308837328907
1016 0.563317956674764 2 7 "GO:0015670" "carbon dioxide transport" 0.891878646968954
535 0.796946566346231 5 5 "GO:0015671" "oxygen transport" 0.952940375561023
-2522 0.184019677532929 2 6 "GO:0015693" "magnesium ion transport" 0.642683528748943
-219 0.684485200088991 4 75 "GO:0015695" "organic cation transport" 0.923459662980297
-2114 0.0292867710246257 5 23 "GO:0015697" "quaternary ammonium group transport" 0.27233918066122
1906 0.315298242014885 2 6 "GO:0015701" "bicarbonate transport" 0.765232312595872
630 0.0173371517590437 4 314 "GO:0015711;GO:0046942;GO:0015849" "organic anion transport" 0.19775689496199
1402 0.000743443880864229 6 126 "GO:0015718;GO:0015908" "monocarboxylic acid transport" 0.0255478523751306
1209 0.367867347126771 2 12 "GO:0015721" "bile acid and bile salt transport" 0.810317945145803
-1626 0.434211124820275 6 5 "GO:0015730;GO:0015913;GO:0015912" "propanoate transmembrane transport" 0.844349065354994
-904 0.559592224201715 4 9 "GO:0015734;GO:0042918;GO:0015881" "taurine transmembrane transport" 0.89108979179947
927 0.411016763228413 4 17 "GO:0015740" "C4-dicarboxylate transport" 0.833562958430811
-2538 0.181222504343902 3 6 "GO:0015746;GO:0006842" "citrate transport" 0.638522583343356
1687 3.27132994206947e-05 4 132 "GO:0015748" "organophosphate ester transport" 0.00252937413715288
942 0.267576809807941 2 30 "GO:0015749;GO:0034219" "carbohydrate transmembrane transport" 0.728641977350905
5871 0.00198168426215525 7 6 "GO:0015755" "fructose transmembrane transport" 0.0488175160058302
3047 0.142816462035177 2 5 "GO:0015798" "myo-inositol transport" 0.583315659684395
700 0.410257382637388 5 30 "GO:0015800" "acidic amino acid transport" 0.833562958430811
-442 0.678384593236641 2 19 "GO:0015802" "basic amino acid transport" 0.923366022138968
1305 0.112526529624991 2 32 "GO:0015804" "neutral amino acid transport" 0.533590451807773
541 0.384758628784364 2 56 "GO:0015807" "L-amino acid transport" 0.822919342909087
461 0.731112404113635 5 12 "GO:0015810;GO:0070779;GO:0070777;GO:0042940" "D-amino acid transport" 0.932013454018916
1250 0.476747832669548 3 7 "GO:0015811" "L-cystine transport" 0.867621832125327
1490 0.199929582125052 5 16 "GO:0015812" "gamma-aminobutyric acid transport" 0.66306418439842
676 0.573474503105524 3 15 "GO:0015813;GO:0051938" "L-glutamate import" 0.892670401614092
1657 0.285044599764229 2 9 "GO:0015816" "glycine transport" 0.743949032764868
-2299 0.161915058550201 2 8 "GO:0015817" "histidine transport" 0.612929458329048
-642 0.605582239426762 2 14 "GO:0015822" "ornithine transport" 0.904691500849288
-3895 0.0401833414160331 2 6 "GO:0015835" "peptidoglycan transport" 0.323734676791688
-537 0.743823763986187 2 8 "GO:0015837" "amine transport" 0.936267149143924
531 0.779749673728227 3 6 "GO:0015842;GO:0001408" "aminergic neurotransmitter loading into synaptic vesicle" 0.947754737830729
-300 0.790497059783181 5 17 "GO:0015844;GO:0051937" "monoamine transport" 0.951296396846729
1193 0.0105423496579049 4 100 "GO:0015850" "organic hydroxy compound transport" 0.143366051144743
-1749 0.356785600927191 5 6 "GO:0015851" "nucleobase transport" 0.801539010539881
-877 0.643888459363209 4 6 "GO:0015858;GO:1901642" "nucleoside transmembrane transport" 0.915528755450819
636 0.737503290454936 2 6 "GO:0015867" "ATP transport" 0.934383436040653
1692 0.0023776658898738 3 70 "GO:0015868;GO:0051503;GO:0015865;GO:0006862" "nucleotide transport" 0.0552625644265698
567 0.730340752559647 3 8 "GO:0015872" "dopamine transport" 0.932013454018916
-2664 0.200085502872882 2 5 "GO:0015878" "biotin transport" 0.66306418439842
-1748 0.101394430182293 3 19 "GO:0015879;GO:0015838" "amino-acid betaine transport" 0.511663930096886
-3134 0.131699833320211 3 5 "GO:0015882;GO:0070904" "L-ascorbic acid transmembrane transport" 0.568792065239422
1146 0.51423700671801 3 7 "GO:0015884" "folic acid transport" 0.878148766521504
2538 0.181222504343902 2 6 "GO:0015886" "heme transport" 0.638522583343356
