"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","genes"
"50","cellular protein modification proce...","GO:0006464","GO:0016567",0.00346505323395839,0.998958307429719,10,451,"protein ubiquitination","BP","Pver_g130, Pver_g137, Pver_g196, Pver_g215, Pver_g288, Pver_g335, Pver_g399, Pver_g423, Pver_g428, Pver_g452, Pver_g527, Pver_g630, Pver_g701, Pver_g711, Pver_g712, Pver_g809, Pver_g1059, Pver_g1170, Pver_g1273, Pver_g1305, Pver_g1327, Pver_g1332, Pver_g1357, Pver_g1391, Pver_g1413, Pver_g1435, Pver_g1436, Pver_g1437, Pver_g1439, Pver_g1451, Pver_g1581, Pver_g1626, Pver_g1634, Pver_g1699, Pver_g1722, Pver_g1770, Pver_g1772, Pver_g1826, Pver_g1872, Pver_g1940, Pver_g1987, Pver_g2043, Pver_g2122, Pver_g2268, Pver_g2348, Pver_g2458, Pver_g2461, Pver_g2637, Pver_g2682, Pver_g2743, Pver_g2778, Pver_g2819, Pver_g2856, Pver_g2926, Pver_g2982, Pver_g3103, Pver_g3104, Pver_g3156, Pver_g3161, Pver_g3169, Pver_g3252, Pver_g3315, Pver_g3357, Pver_g3364, Pver_g3365, Pver_g3435, Pver_g3464, Pver_g3504, Pver_g3528, Pver_g3751, Pver_g3868, Pver_g3957, Pver_g3958, Pver_g3959, Pver_g4094, Pver_g4155, Pver_g4212, Pver_g4214, Pver_g4216, Pver_g4306, Pver_g4422, Pver_g4455, Pver_g4478, Pver_g4718, Pver_g4759, Pver_g4777, Pver_g4793, Pver_g4858, Pver_g4989, Pver_g5106, Pver_g5181, Pver_g5291, Pver_g5364, Pver_g5365, Pver_g5366, Pver_g5369, Pver_g5385, Pver_g5475, Pver_g5551, Pver_g5641, Pver_g5677, Pver_g5706, Pver_g5902, Pver_g5960, Pver_g5977, Pver_g6230, Pver_g6351, Pver_g6353, Pver_g6383, Pver_g6414, Pver_g6439, Pver_g6442, Pver_g6447, Pver_g6463, Pver_g6497, Pver_g6523, Pver_g6552, Pver_g6553, Pver_g6556, Pver_g6589, Pver_g6600, Pver_g6670, Pver_g6677, Pver_g6710, Pver_g6844, Pver_g6887, Pver_g6974, Pver_g7088, Pver_g7238, Pver_g7266, Pver_g7276, Pver_g7353, Pver_g7382, Pver_g7586, Pver_g7591, Pver_g7608, Pver_g7614, Pver_g7645, Pver_g7890, Pver_g7891, Pver_g7905, Pver_g8009, Pver_g8066, Pver_g8115, Pver_g8166, Pver_g8362, Pver_g8391, Pver_g8421, Pver_g8580, Pver_g8582, Pver_g8583, Pver_g8655, Pver_g8805, Pver_g8855, Pver_g8868, Pver_g8904, Pver_g8909, Pver_g8938, Pver_g8939, Pver_g8940, Pver_g8941, Pver_g8942, Pver_g8954, Pver_g8956, Pver_g8957, Pver_g8958, Pver_g8959, Pver_g9013, Pver_g9093, Pver_g9094, Pver_g9137, Pver_g9262, Pver_g9276, Pver_g9328, Pver_g9336, Pver_g9366, Pver_g9455, Pver_g9457, Pver_g9502, Pver_g9513, Pver_g9603, Pver_g9681, Pver_g9682, Pver_g9693, Pver_g9782, Pver_g9783, Pver_g9828, Pver_g9843, Pver_g9844, Pver_g9870, Pver_g9924, Pver_g10014, Pver_g10083, Pver_g10111, Pver_g10144, Pver_g10176, Pver_g10357, Pver_g10604, Pver_g10644, Pver_g10674, Pver_g10713, Pver_g10730, Pver_g10785, Pver_g10796, Pver_g10797, Pver_g10798, Pver_g10799, Pver_g11180, Pver_g11210, Pver_g11322, Pver_g11374, Pver_g11394, Pver_g11439, Pver_g11449, Pver_g11468, Pver_g11529, Pver_g11640, Pver_g11642, Pver_g11643, Pver_g11644, Pver_g11645, Pver_g11646, Pver_g11650, Pver_g11729, Pver_g11736, Pver_g11764, Pver_g11833, Pver_g11834, Pver_g11836, Pver_g11837, Pver_g11838, Pver_g11976, Pver_g11978, Pver_g12099, Pver_g12239, Pver_g12240, Pver_g12262, Pver_g12336, Pver_g12451, Pver_g12470, Pver_g12575, Pver_g12603, Pver_g12611, Pver_g12927, Pver_g13044, Pver_g13055, Pver_g13056, Pver_g13058, Pver_g13103, Pver_g13104, Pver_g13105, Pver_g13131, Pver_g13164, Pver_g13200, Pver_g13206, Pver_g13391, Pver_g13443, Pver_g13499, Pver_g13834, Pver_g13854, Pver_g13867, Pver_g13872, Pver_g13906, Pver_g14005, Pver_g14017, Pver_g14100, Pver_g14101, Pver_g14206, Pver_g14219, Pver_g14316, Pver_g14340, Pver_g14342, Pver_g14343, Pver_g14344, Pver_g14360, Pver_g14361, Pver_g14369, Pver_g14405, Pver_g14514, Pver_g14525, Pver_g14547, Pver_g14664, Pver_g14821, Pver_g14885, Pver_g14918, Pver_g14930, Pver_g14932, Pver_g14952, Pver_g14989, Pver_g15046, Pver_g15108, Pver_g15173, Pver_g15295, Pver_g15317, Pver_g15394, Pver_g15442, Pver_g15453, Pver_g15631, Pver_g15715, Pver_g15767, Pver_g15961, Pver_g16047, Pver_g16318, Pver_g16542, Pver_g16608, Pver_g16609, Pver_g16739, Pver_g16748, Pver_g16788, Pver_g16789, Pver_g16799, Pver_g16829, Pver_g16877, Pver_g16882, Pver_g17057, Pver_g17058, Pver_g17059, Pver_g17099, Pver_g17101, Pver_g17102, Pver_g17109, Pver_g17159, Pver_g17263, Pver_g17264, Pver_g17313, Pver_g17383, Pver_g17501, Pver_g17513, Pver_g17514, Pver_g17516, Pver_g17517, Pver_g17529, Pver_g17530, Pver_g17675, Pver_g17693, Pver_g17750, Pver_g17841, Pver_g17983, Pver_g18075, Pver_g18114, Pver_g18158, Pver_g18160, Pver_g18175, Pver_g18176, Pver_g18191, Pver_g18330, Pver_g18331, Pver_g18343, Pver_g18403, Pver_g18503, Pver_g18710, Pver_g18714, Pver_g18781, Pver_g18850, Pver_g18851, Pver_g18898, Pver_g18899, Pver_g18930, Pver_g18954, Pver_g19062, Pver_g19096, Pver_g19641, Pver_g19642, Pver_g19655, Pver_g19800, Pver_g19876, Pver_g19907, Pver_g19908, Pver_g19928, Pver_g20179, Pver_g20415, Pver_g20446, Pver_g20551, Pver_g20573, Pver_g20598, Pver_g20639, Pver_g20665, Pver_g20721, Pver_g20745, Pver_g20759, Pver_g20957, Pver_g21073, Pver_g21114, Pver_g21133, Pver_g21215, Pver_g21279, Pver_g21640, Pver_g21658, Pver_g21680, Pver_g22306, Pver_g22313, Pver_g22323, Pver_g22888, Pver_g22950, Pver_g23044, Pver_g23046, Pver_g23054, Pver_g23077, Pver_g23130, Pver_g23230, Pver_g23291, Pver_g23355, Pver_g23403, Pver_g23404, Pver_g23451, Pver_g23452, Pver_g23453, Pver_g23574, Pver_g23707, Pver_g23981, Pver_g24085, Pver_g24202, Pver_g24403, Pver_g24499, Pver_g24506, Pver_g24769, Pver_g24858, Pver_g24914, Pver_g25121, Pver_g25339, Pver_g25637, Pver_g25638, Pver_g25693, Pver_g25727, Pver_g25888, Pver_g25909, Pver_g25913, Pver_g25936, Pver_g26147, Pver_g26151, Pver_g26174, Pver_g26223, Pver_g26241, Pver_g26247, Pver_g26360, Pver_g26434, Pver_g26435, Pver_g26446, Pver_g26469, Pver_g26484, Pver_g26564, Pver_g26629, Pver_g26659, Pver_g499, Pver_g9780, Pver_novel_196_5de57afd, Pver_novel_207_5de57afd, Pver_novel_268_5de57afd, Pver_novel_655_5de57afd, Pver_novel_702_5de57afd, Pver_novel_751_5de57afd"
"51","cellular protein modification proce...","GO:0006464","GO:0043972",0.00903970719596824,1,1,1,"histone H3-K23 acetylation","BP","Pver_g1867"
"52","cellular protein modification proce...","GO:0006464","GO:0043983",0.0237347109072506,0.999811135329949,1,3,"histone H4-K12 acetylation","BP","Pver_g1867, Pver_g4138, Pver_g5308"
"53","cellular protein modification proce...","GO:0006464","GO:0044154",0.00903970719596824,1,1,1,"histone H3-K14 acetylation","BP","Pver_g1867"
"54","cellular protein modification proce...","GO:0006464","GO:1902916",0.0412110614649114,0.999312538587042,1,5,"positive regulation of protein polyubiquitination","BP","Pver_g842, Pver_g2043, Pver_g2982, Pver_g4403, Pver_g15767"
"55","cytoskeletal protein binding","GO:0008092","GO:0032027",0.0364228921697547,0.999497251324525,1,4,"myosin light chain binding","MF","Pver_g4857, Pver_g12894, Pver_g15765, Pver_g17502"
"56","cytoskeleton organization","GO:0007010","GO:0030036",0.0145367100741066,0.997487358585785,4,111,"actin cytoskeleton organization","BP","Pver_g100, Pver_g591, Pver_g711, Pver_g775, Pver_g946, Pver_g1003, Pver_g1455, Pver_g1724, Pver_g2073, Pver_g2603, Pver_g2969, Pver_g2970, Pver_g2971, Pver_g3048, Pver_g3052, Pver_g3357, Pver_g3512, Pver_g3579, Pver_g3888, Pver_g4000, Pver_g4212, Pver_g4214, Pver_g4635, Pver_g4664, Pver_g5106, Pver_g5181, Pver_g5280, Pver_g5370, Pver_g5387, Pver_g5554, Pver_g5697, Pver_g5701, Pver_g5710, Pver_g5716, Pver_g6372, Pver_g6415, Pver_g7325, Pver_g7481, Pver_g7570, Pver_g8255, Pver_g8256, Pver_g8489, Pver_g8528, Pver_g8594, Pver_g9168, Pver_g9526, Pver_g9808, Pver_g9914, Pver_g9948, Pver_g10199, Pver_g10506, Pver_g10842, Pver_g10900, Pver_g10915, Pver_g11046, Pver_g11065, Pver_g11124, Pver_g11187, Pver_g11279, Pver_g11440, Pver_g11522, Pver_g11706, Pver_g12066, Pver_g12068, Pver_g12080, Pver_g12460, Pver_g12655, Pver_g12740, Pver_g13153, Pver_g13849, Pver_g14188, Pver_g14474, Pver_g14598, Pver_g15048, Pver_g15224, Pver_g15513, Pver_g15655, Pver_g15831_g15832, Pver_g15913, Pver_g15999, Pver_g16178, Pver_g16890, Pver_g17252, Pver_g17856, Pver_g18276, Pver_g18277, Pver_g18560, Pver_g18561, Pver_g18581, Pver_g19193, Pver_g19300, Pver_g19456, Pver_g19501, Pver_g19722, Pver_g20295, Pver_g22678, Pver_g23452, Pver_g24204, Pver_g24529, Pver_g24662, Pver_g25920, Pver_g25939, Pver_g26015, Pver_g26018, Pver_g26082, Pver_g26084, Pver_g26085, Pver_g26144, Pver_g26287, Pver_g26355, Pver_g26356"
"57","developmental maturation","GO:0021700","GO:0016188",0.0417763143644692,0.999264292926957,1,6,"synaptic vesicle maturation","BP","Pver_g207, Pver_g4776, Pver_g5236, Pver_g8670, Pver_g12633, Pver_g23632"
"58","enzyme binding","GO:0019899","GO:0044547",0.0359565582723876,0.999510140799446,1,4,"DNA topoisomerase binding","MF","Pver_g5030, Pver_g8584, Pver_g8907, Pver_g10284"
"59","enzyme regulator activity","GO:0030234","GO:0010698",0.0180886012433023,0.999917854356392,1,2,"acetyltransferase activator activity","MF","Pver_g14, Pver_g294"
"60","enzyme regulator activity","GO:0030234","GO:0010856",0.00926354440817619,1,1,1,"adenylate cyclase activator activity","MF","Pver_g7570"
"61","enzyme regulator activity","GO:0030234","GO:0030250",0.00926354440817619,1,1,1,"guanylate cyclase activator activity","MF","Pver_g7570"
"62","extracellular matrix organization","GO:0030198","GO:0030199",0.0441430156622744,0.991999731810767,3,94,"collagen fibril organization","BP","Pver_g232, Pver_g234, Pver_g237_g236, Pver_g238, Pver_g591, Pver_g1003, Pver_g1761, Pver_g1865, Pver_g1958, Pver_g2470, Pver_g2593, Pver_g2900, Pver_g2969, Pver_g2970, Pver_g2971, Pver_g3259, Pver_g3301, Pver_g3590, Pver_g3685, Pver_g4009, Pver_g4036, Pver_g4364, Pver_g5208, Pver_g5370, Pver_g5376, Pver_g5502, Pver_g5673, Pver_g5697, Pver_g6188, Pver_g6189, Pver_g6190, Pver_g6586, Pver_g6864, Pver_g7537, Pver_g7722, Pver_g7835, Pver_g7861, Pver_g7863, Pver_g8397, Pver_g8400, Pver_g8667, Pver_g9080, Pver_g9081, Pver_g9162, Pver_g9164, Pver_g9405, Pver_g9530, Pver_g9619, Pver_g9620, Pver_g9621, Pver_g9876, Pver_g10252, Pver_g10296, Pver_g10568, Pver_g10630, Pver_g12016, Pver_g12254, Pver_g12741, Pver_g13040, Pver_g13704, Pver_g13773, Pver_g13895, Pver_g13896, Pver_g14510, Pver_g14572, Pver_g14598, Pver_g14663, Pver_g14865, Pver_g15004, Pver_g15144, Pver_g16020, Pver_g16471, Pver_g16787, Pver_g17126, Pver_g17847, Pver_g18254, Pver_g18595, Pver_g18817, Pver_g19219, Pver_g19887, Pver_g20486, Pver_g21085, Pver_g21557, Pver_g21738, Pver_g21911, Pver_g23076, Pver_g23146, Pver_g23652, Pver_g23842, Pver_g24383, Pver_g25751, Pver_g26205, Pver_g26334, Pver_g26520"
"63","homeostatic process","GO:0042592","GO:0032849",0.0272950974213802,0.999749818196234,1,3,"positive regulation of cellular pH reduction","BP","Pver_g6748, Pver_g14127, Pver_g17210"
"64","hydrolase activity, acting on carbo...","GO:0016810","GO:0050129",0.0389915631349649,0.999385158292383,1,5,"N-formylglutamate deformylase activity","MF","Pver_g6991, Pver_g7524, Pver_g10859, Pver_g16401, Pver_g24554"
"65","hydrolase activity, acting on glyco...","GO:0016798","GO:0016799",0.0174284298864889,0.999898455206603,1,3,"hydrolase activity, hydrolyzing N-glycosyl compounds","MF","Pver_g10556, Pver_g16367, Pver_g25262"
"66","immune system process","GO:0002376","GO:0042113",0.0106087192558486,0.999510237828274,2,19,"B cell activation","BP","Pver_g979, Pver_g981, Pver_g3150, Pver_g5495, Pver_g7332, Pver_g8486, Pver_g8893, Pver_g8933, Pver_g10620, Pver_g10623, Pver_g12509, Pver_g13365, Pver_g13708, Pver_g14942, Pver_g17121, Pver_g17123, Pver_g21374, Pver_g26330, Pver_novel_520_5de57afd"
"67","intracellular","GO:0005622","GO:0000151",0.0475233038734759,0.991133200644415,3,94,"ubiquitin ligase complex","CC","Pver_g1070, Pver_g1273, Pver_g1451, Pver_g1663, Pver_g1688, Pver_g1699, Pver_g1722, Pver_g1750, Pver_g1967, Pver_g1987, Pver_g2123, Pver_g2343, Pver_g2911, Pver_g3053, Pver_g3252, Pver_g4403, Pver_g4422, Pver_g4538, Pver_g4989, Pver_g5030, Pver_g5115, Pver_g5706, Pver_g6174, Pver_g6202, Pver_g6263, Pver_g6264, Pver_g6439, Pver_g6442, Pver_g6569, Pver_g6974, Pver_g7416, Pver_g7645, Pver_g7754, Pver_g7755, Pver_g8000, Pver_g8115, Pver_g8195, Pver_g8584, Pver_g8655, Pver_g8772, Pver_g8868, Pver_g9063, Pver_g9681, Pver_g9682, Pver_g9843, Pver_g9844, Pver_g10150, Pver_g10246, Pver_g10730, Pver_g11180, Pver_g12470, Pver_g12603, Pver_g12665, Pver_g13057, Pver_g13058, Pver_g13200, Pver_g13530, Pver_g13867, Pver_g14005, Pver_g14206, Pver_g14342, Pver_g14664, Pver_g14885, Pver_g15080, Pver_g15711, Pver_g15767, Pver_g16206, Pver_g16428, Pver_g16788, Pver_g16789, Pver_g16877, Pver_g16882, Pver_g17058, Pver_g17214, Pver_g17517, Pver_g17530, Pver_g17841, Pver_g18075, Pver_g18343, Pver_g18710, Pver_g18879, Pver_g18954, Pver_g19907, Pver_g21373, Pver_g22950, Pver_g23130, Pver_g23707, Pver_g23725, Pver_g24858, Pver_g26100, Pver_g26241, Pver_g26360, Pver_g26469, Pver_g499"
"68","intracellular","GO:0005622","GO:0000808",0.0270087445642592,0.999755071929917,1,3,"origin recognition complex","CC","Pver_g5660, Pver_g8854, Pver_g16605"
"69","intracellular","GO:0005622","GO:0001534",0.0495921611289788,0.998959981759792,1,6,"radial spoke","CC","Pver_g2837, Pver_g4121, Pver_g15118, Pver_g15120, Pver_g18093, Pver_g19316"
"70","intracellular","GO:0005622","GO:0005743",0.0477491647248282,0.985660952140242,5,246,"mitochondrial inner membrane","CC","Pver_g231, Pver_g292, Pver_g318, Pver_g469, Pver_g483, Pver_g501, Pver_g520, Pver_g521, Pver_g558, Pver_g567, Pver_g831, Pver_g845, Pver_g864, Pver_g923, Pver_g996, Pver_g1019, Pver_g1086, Pver_g1331, Pver_g1343, Pver_g1360, Pver_g1377, Pver_g1454, Pver_g1472, Pver_g1627, Pver_g1653, Pver_g1662, Pver_g1769, Pver_g1795, Pver_g1842, Pver_g1885, Pver_g1937, Pver_g2079, Pver_g2166, Pver_g2496, Pver_g2575, Pver_g2682, Pver_g2726, Pver_g2802, Pver_g2852, Pver_g2864, Pver_g3019, Pver_g3020, Pver_g3022, Pver_g3025, Pver_g3100, Pver_g3106, Pver_g3112, Pver_g3133, Pver_g3275, Pver_g3345, Pver_g3363, Pver_g3398, Pver_g3757, Pver_g3981, Pver_g4224, Pver_g4249, Pver_g4251, Pver_g4307, Pver_g4361, Pver_g4402, Pver_g4536, Pver_g4545, Pver_g4562, Pver_g4652, Pver_g4728, Pver_g5028, Pver_g5083, Pver_g5105, Pver_g5152, Pver_g5299_g5301, Pver_g5482, Pver_g5565, Pver_g5574, Pver_g5867, Pver_g6201, Pver_g6225, Pver_g6311, Pver_g6312, Pver_g6399, Pver_g6483, Pver_g6646, Pver_g6647, Pver_g6675, Pver_g6828, Pver_g6919, Pver_g6931, Pver_g6959, Pver_g7058, Pver_g7074, Pver_g7229, Pver_g7326, Pver_g7399, Pver_g7474, Pver_g7488, Pver_g7580, Pver_g7718, Pver_g7887, Pver_g7919, Pver_g8008, Pver_g8101, Pver_g8111, Pver_g8122, Pver_g8156, Pver_g8248, Pver_g8324, Pver_g8399, Pver_g8415, Pver_g8843, Pver_g8878, Pver_g8930, Pver_g8989, Pver_g9025, Pver_g9073, Pver_g9085, Pver_g9120, Pver_g9155, Pver_g9167, Pver_g9172, Pver_g9471, Pver_g9472, Pver_g9543, Pver_g9804, Pver_g9851, Pver_g9905, Pver_g10021, Pver_g10101, Pver_g10149, Pver_g10236, Pver_g10402, Pver_g10429, Pver_g10507, Pver_g10508, Pver_g10591, Pver_g10669, Pver_g10946, Pver_g11127, Pver_g11185, Pver_g11194, Pver_g11225, Pver_g11402, Pver_g11527, Pver_g11542, Pver_g11579, Pver_g11725, Pver_g11798, Pver_g11808, Pver_g11931, Pver_g11962, Pver_g11994, Pver_g12141, Pver_g12170, Pver_g12172, Pver_g12307, Pver_g12439, Pver_g12994, Pver_g13207, Pver_g13402, Pver_g13404, Pver_g13732, Pver_g13852, Pver_g13853, Pver_g13974, Pver_g14009, Pver_g14186, Pver_g14247, Pver_g14276, Pver_g14490, Pver_g14562, Pver_g14766, Pver_g14831, Pver_g14862, Pver_g14876, Pver_g14898, Pver_g14945, Pver_g14997, Pver_g15026, Pver_g15129, Pver_g15184, Pver_g15229, Pver_g15535, Pver_g15543, Pver_g15545, Pver_g15564, Pver_g15583, Pver_g15657, Pver_g15724, Pver_g15934, Pver_g15978, Pver_g16124, Pver_g16252, Pver_g16281, Pver_g16415, Pver_g16453, Pver_g16599, Pver_g16641, Pver_g17127, Pver_g17379, Pver_g17430, Pver_g17680, Pver_g17714, Pver_g17810, Pver_g17952, Pver_g18055, Pver_g18082, Pver_g18340, Pver_g18516, Pver_g18544, Pver_g18558, Pver_g18648, Pver_g18907, Pver_g18971, Pver_g19045, Pver_g19065, Pver_g19066, Pver_g19242, Pver_g19612, Pver_g19748, Pver_g20107, Pver_g20269, Pver_g21348, Pver_g22123, Pver_g22792, Pver_g22974, Pver_g23090, Pver_g23186, Pver_g23231, Pver_g23232, Pver_g23265, Pver_g23273, Pver_g23353, Pver_g23843, Pver_g24035, Pver_g24266, Pver_g24382, Pver_g24776, Pver_g25672, Pver_g25779, Pver_g25834, Pver_g25846, Pver_g25873, Pver_g25933, Pver_g26149, Pver_g26406, Pver_g26493, Pver_novel_233_5de57afd, Pver_novel_790_5de57afd"
"71","intracellular","GO:0005622","GO:0005811",0.0192675476242664,0.997477505228487,3,68,"lipid droplet","CC","Pver_g213, Pver_g606, Pver_g887, Pver_g889, Pver_g890, Pver_g935, Pver_g1415, Pver_g1903, Pver_g1914, Pver_g3278, Pver_g4265, Pver_g4269, Pver_g5132, Pver_g5237, Pver_g5362, Pver_g5722, Pver_g6356, Pver_g6636, Pver_g7014, Pver_g7033, Pver_g7077, Pver_g7166, Pver_g7570, Pver_g7589, Pver_g7591, Pver_g7903, Pver_g8153, Pver_g8978, Pver_g9395, Pver_g9457, Pver_g9521, Pver_g9522, Pver_g9579, Pver_g10235, Pver_g10239, Pver_g10299, Pver_g10604, Pver_g10605, Pver_g11515, Pver_g11748, Pver_g11749, Pver_g11908, Pver_g12564, Pver_g13207, Pver_g13690, Pver_g14307, Pver_g14629, Pver_g15021, Pver_g15141, Pver_g15169, Pver_g15170, Pver_g15370, Pver_g15394, Pver_g15783, Pver_g15784, Pver_g16067, Pver_g16460, Pver_g16537, Pver_g17196, Pver_g17932, Pver_g17983, Pver_g18181, Pver_g18403, Pver_g20272, Pver_g23588, Pver_g23769, Pver_g25876, Pver_novel_418_5de57afd"
"72","intracellular","GO:0005622","GO:0005834",0.0430750421976168,0.999248364161771,1,5,"heterotrimeric G-protein complex","CC","Pver_g4609, Pver_g9226, Pver_g10062, Pver_g10533, Pver_g14773"
"73","intracellular","GO:0005622","GO:0009705",0.00922897748112636,1,1,1,"plant-type vacuole membrane","CC","Pver_g255"
"74","intracellular","GO:0005622","GO:0030659",0.0028316010473928,0.999582331665489,5,113,"cytoplasmic vesicle membrane","CC","Pver_g46, Pver_g70, Pver_g75, Pver_g783, Pver_g1378, Pver_g1647, Pver_g1664, Pver_g2034, Pver_g2719, Pver_g2732, Pver_g3098, Pver_g3101, Pver_g3464, Pver_g3527, Pver_g3847, Pver_g3985, Pver_g4028, Pver_g4073, Pver_g4125, Pver_g4448, Pver_g5206, Pver_g6284, Pver_g6316, Pver_g6535, Pver_g6559, Pver_g6631, Pver_g6679, Pver_g7587, Pver_g7654, Pver_g8097, Pver_g8375, Pver_g8469, Pver_g8470, Pver_g8527, Pver_g8661, Pver_g8663, Pver_g8703, Pver_g9205, Pver_g9434, Pver_g9755, Pver_g9810, Pver_g9811, Pver_g10012, Pver_g10099, Pver_g10150, Pver_g10340, Pver_g10341, Pver_g10342, Pver_g10344, Pver_g10485, Pver_g10551, Pver_g10558, Pver_g10579, Pver_g10615, Pver_g10616, Pver_g10633, Pver_g11010, Pver_g11083, Pver_g11086, Pver_g11114, Pver_g11124, Pver_g11171, Pver_g11203, Pver_g11446, Pver_g11488, Pver_g11842, Pver_g11980, Pver_g12055, Pver_g12214, Pver_g12572, Pver_g13021, Pver_g13194, Pver_g13621, Pver_g13901, Pver_g13945, Pver_g14197, Pver_g14198, Pver_g14201, Pver_g14502, Pver_g14504, Pver_g14852, Pver_g14886, Pver_g14887, Pver_g14897, Pver_g14991, Pver_g15770, Pver_g15772, Pver_g15792, Pver_g16081, Pver_g16364, Pver_g16456, Pver_g17357, Pver_g17386, Pver_g17391, Pver_g17744, Pver_g18373, Pver_g19006, Pver_g19402, Pver_g19903, Pver_g20548, Pver_g21517, Pver_g21987, Pver_g22732, Pver_g22746, Pver_g23077, Pver_g23173, Pver_g23208, Pver_g25879, Pver_g25892, Pver_g25895, Pver_g26115, Pver_g13192, Pver_novel_110_5de57afd"
"75","intracellular","GO:0005622","GO:0030891",0.0219236989227705,0.99983898982797,1,3,"VCB complex","CC","Pver_g9534, Pver_g10144, Pver_g17675"
"76","intracellular","GO:0005622","GO:0033557",0.0149770124802975,0.999943773968508,1,2,"Slx1-Slx4 complex","CC","Pver_g187, Pver_g7345"
"77","intracellular","GO:0005622","GO:0036464",0.043364553079019,0.995581942661972,2,40,"cytoplasmic ribonucleoprotein granule","CC","Pver_g35, Pver_g543, Pver_g572, Pver_g1334, Pver_g1489, Pver_g1490, Pver_g2204, Pver_g3968, Pver_g4200, Pver_g5896, Pver_g6766, Pver_g7481, Pver_g7603, Pver_g8675, Pver_g8676, Pver_g9111, Pver_g10007, Pver_g10243, Pver_g10284, Pver_g10550, Pver_g10740, Pver_g11460, Pver_g11629, Pver_g12306, Pver_g13283, Pver_g13742, Pver_g14836, Pver_g15305, Pver_g15306, Pver_g15307, Pver_g17841, Pver_g18102, Pver_g18435, Pver_g19924, Pver_g22075, Pver_g22907, Pver_g23455, Pver_g26083, Pver_g26084, Pver_g26085"
"78","intracellular","GO:0005622","GO:0042151",0.0227714661716438,0.998370019105092,2,34,"nematocyst","CC","Pver_g121, Pver_g122, Pver_g338, Pver_g3770, Pver_g4346, Pver_g9263, Pver_g11363, Pver_g11819, Pver_g12442, Pver_g12443, Pver_g14705, Pver_g15104, Pver_g16112, Pver_g16465, Pver_g16466, Pver_g16556, Pver_g17643, Pver_g18038, Pver_g18039, Pver_g18040, Pver_g18041, Pver_g18042, Pver_g18477, Pver_g18749, Pver_g19258, Pver_g21603, Pver_g23506, Pver_g24253, Pver_g25028, Pver_g25967, Pver_g26376, Pver_g26377, Pver_g26726, Pver_g26727"
"79","intracellular","GO:0005622","GO:0048269",0.025781204625276,0.99977695451447,1,3,"methionine adenosyltransferase complex","CC","Pver_g14739, Pver_g18546, Pver_g26588"
"80","intracellular","GO:0005622","GO:0070776",0.0450932443097674,0.999175591216402,1,5,"MOZ/MORF histone acetyltransferase complex","CC","Pver_g445, Pver_g1867, Pver_g2362, Pver_g6973, Pver_g16270"
"81","intracellular","GO:0005622","GO:1990467",0.00903970719596824,1,1,1,"NuA3a histone acetyltransferase complex","CC","Pver_g1867"
"82","intracellular","GO:0005622","GO:1990468",0.00903970719596824,1,1,1,"NuA3b histone acetyltransferase complex","CC","Pver_g1867"
"83","ion binding","GO:0043167","GO:0019809",0.0156023399294033,0.999938961400912,1,2,"spermidine binding","MF","Pver_g15981, Pver_novel_481_5de57afd"
"84","ion binding","GO:0043167","GO:0071949",0.000810013442775493,0.999939050388466,4,52,"FAD binding","MF","Pver_g217, Pver_g218, Pver_g219, Pver_g284, Pver_g996, Pver_g1842, Pver_g2509, Pver_g4282, Pver_g6636, Pver_g7060, Pver_g7102, Pver_g7142, Pver_g8101, Pver_g8974, Pver_g9040, Pver_g9041, Pver_g9042, Pver_g10696, Pver_g10722, Pver_g11046, Pver_g11434, Pver_g11435, Pver_g11472, Pver_g11487, Pver_g11531, Pver_g12819, Pver_g13746, Pver_g13886, Pver_g13888, Pver_g14190, Pver_g14928, Pver_g15909, Pver_g16709, Pver_g16890, Pver_g18144, Pver_g20093, Pver_g20284, Pver_g20861, Pver_g22595, Pver_g23502, Pver_g23613, Pver_g23740, Pver_g23778, Pver_g24570, Pver_g24663, Pver_g25060, Pver_g25328, Pver_g25650, Pver_g25980, Pver_g26406, Pver_novel_70_5de57afd, Pver_novel_599_5de57afd"
"85","ion binding","GO:0043167","GO:1901981",0.00120231402195941,0.999985524230906,2,6,"phosphatidylinositol phosphate binding","MF","Pver_g196, Pver_g2635, Pver_g13646, Pver_g15541, Pver_g16500, Pver_g23276"
"86","kinase activity","GO:0016301","GO:0004340",0.0262393169181542,0.999740215559362,1,4,"glucokinase activity","MF","Pver_g541, Pver_g542, Pver_g849, Pver_g20305"
"87","kinase activity","GO:0016301","GO:0004349",0.0184416895641452,0.999914600741424,1,2,"glutamate 5-kinase activity","MF","Pver_g23763, Pver_g26149"
"88","kinase activity","GO:0016301","GO:0004396",0.0241617438008243,0.999804240127911,1,3,"hexokinase activity","MF","Pver_g541, Pver_g542, Pver_g849"
"89","kinase activity","GO:0016301","GO:0005009",0.0184416897021245,0.99991460074014,1,2,"insulin-activated receptor activity","MF","Pver_g13135, Pver_g19246"
"90","kinase activity","GO:0016301","GO:0008865",0.0281188749094144,0.999701425661191,1,4,"fructokinase activity","MF","Pver_g541, Pver_g542, Pver_g849, Pver_g8963"
"91","kinase activity","GO:0016301","GO:0019158",0.0241617438008243,0.999804240127911,1,3,"mannokinase activity","MF","Pver_g541, Pver_g542, Pver_g849"
