"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","genes"
"108","membrane organization","GO:0061024","GO:0035795",0.0320818978920613,1,1,1,"negative regulation of mitochondrial membrane permeability","BP",0.034313777162192,"Pver_gene_g18270"
"109","membrane organization","GO:0061024","GO:0071765",0.02976636953859,1,1,1,"nuclear inner membrane organization","BP",0.0321621616473577,"Pver_gene_g5483"
"110","membrane organization","GO:0061024","GO:0072579",0.0297663695385824,1,1,1,"glycine receptor clustering","BP",0.0321621616473577,"Pver_gene_g4240"
"111","membrane organization","GO:0061024","GO:1901076",0.0423291370247713,1,1,1,"positive regulation of engulfment of apoptotic cell","BP",0.0428378362796252,"Pver_gene_g4044"
"112","mitochondrion organization","GO:0007005","GO:0000002",0.0306559861796949,0.997806391135412,2,8,"mitochondrial genome maintenance","BP",0.0329942712390217,"Pver_gene_g2853, Pver_gene_g4224, Pver_gene_g10079, Pver_gene_g13480, Pver_gene_g15978, Pver_gene_g19839, Pver_gene_g20791, Pver_gene_g25846, Pver_gene_novel_gene_model_gene_729_gene_5de57afd, Pver_gene_split_gene_gene_gene_g1652-g1652, Pver_gene_g13480"
"113","molecular function regulator activity","GO:0098772","GO:0019208",0.0443230033575872,0.996014739586454,2,9,"phosphatase regulator activity","MF",0.0447878016634252,"Pver_gene_g28, Pver_gene_g1762, Pver_gene_g2766, Pver_gene_g6194, Pver_gene_g8096, Pver_gene_g9228, Pver_gene_g9384, Pver_gene_g14955, Pver_gene_g17812, Pver_gene_novel_gene_model_gene_749_gene_5de57afd, Pver_gene_novel_gene_model_gene_792_gene_5de57afd"
"114","nervous system process","GO:0050877","GO:0007612",0.0239772810057689,0.993248910754633,6,55,"learning","BP",0.0262930303816692,"Pver_gene_g442, Pver_gene_g490, Pver_gene_g1273, Pver_gene_g1670, Pver_gene_g2935, Pver_gene_g3085, Pver_gene_g3086, Pver_gene_g3290, Pver_gene_g3364, Pver_gene_g3365, Pver_gene_g4001, Pver_gene_g4338, Pver_gene_g4724, Pver_gene_g5383, Pver_gene_g5520, Pver_gene_g6477, Pver_gene_g6663, Pver_gene_g6667, Pver_gene_g6960, Pver_gene_g7551, Pver_gene_g7557, Pver_gene_g8242, Pver_gene_g9480, Pver_gene_g9482, Pver_gene_g9862, Pver_gene_g10052, Pver_gene_g10498, Pver_gene_g12579, Pver_gene_g12605, Pver_gene_g13651, Pver_gene_g13653, Pver_gene_g13978, Pver_gene_g14169, Pver_gene_g14249, Pver_gene_g15168, Pver_gene_g15481, Pver_gene_g16528, Pver_gene_g16705, Pver_gene_g16707, Pver_gene_g17584, Pver_gene_g18994, Pver_gene_g19040, Pver_gene_g19204, Pver_gene_g19516, Pver_gene_g19771, Pver_gene_g19899, Pver_gene_g20483, Pver_gene_g20618, Pver_gene_g23345, Pver_gene_g23414, Pver_gene_g23445, Pver_gene_g23685, Pver_gene_g25614, Pver_gene_g26148, Pver_gene_g26297"
"115","nervous system process","GO:0050877","GO:0098598",0.0325364060122416,1,1,1,"learned vocalization behavior or vocal learning","BP",0.0347897425458192,"Pver_gene_g9667"
"116","nucleobase-containing small molecule metabolic process","GO:0055086","GO:0052652",0.0439125572260395,1,1,1,"cyclic purine nucleotide metabolic process","BP",0.044397555557114,"Pver_gene_g5056"
"117","nucleocytoplasmic transport","GO:0006913","GO:0006606",0.0473098768189102,0.984298949643231,6,61,"protein import into nucleus","BP",0.0474394337613627,"Pver_gene_g139, Pver_gene_g265, Pver_gene_g397, Pver_gene_g1297, Pver_gene_g1479, Pver_gene_g1751, Pver_gene_g1861, Pver_gene_g2439, Pver_gene_g2988, Pver_gene_g3746, Pver_gene_g3939, Pver_gene_g4425, Pver_gene_g4977, Pver_gene_g5105, Pver_gene_g5162, Pver_gene_g5440, Pver_gene_g5619, Pver_gene_g6481, Pver_gene_g6645, Pver_gene_g6850, Pver_gene_g7154, Pver_gene_g7648, Pver_gene_g7679, Pver_gene_g7680, Pver_gene_g7824, Pver_gene_g7825, Pver_gene_g7827, Pver_gene_g8174, Pver_gene_g8636, Pver_gene_g9269, Pver_gene_g10316, Pver_gene_g11093, Pver_gene_g11540, Pver_gene_g11777, Pver_gene_g13281, Pver_gene_g13303, Pver_gene_g13902, Pver_gene_g14681, Pver_gene_g15372, Pver_gene_g15974, Pver_gene_g15977, Pver_gene_g17180, Pver_gene_g18294, Pver_gene_g21015, Pver_gene_g21912, Pver_gene_g23158, Pver_gene_g24398, Pver_gene_g25460, Pver_gene_g25723, Pver_gene_g25889, Pver_gene_g26586, Pver_gene_g1949, Pver_gene_g7024, Pver_gene_g8174, Pver_gene_g12899, Pver_gene_g13064, Pver_gene_g15482, Pver_gene_g15599, Pver_gene_g17312, Pver_gene_g18257, Pver_gene_g7024, Pver_gene_g15482, Pver_gene_g13064, Pver_gene_g15125, Pver_gene_g18237"
"118","nucleocytoplasmic transport","GO:0006913","GO:0046822",0.0352034634036267,0.997380486467726,2,7,"regulation of nucleocytoplasmic transport","BP",0.037099826880495,"Pver_gene_g3786, Pver_gene_g3868, Pver_gene_g10781, Pver_gene_g11064, Pver_gene_g14955, Pver_gene_g16414, Pver_gene_g17812"
"119","organelle","GO:0043226","GO:0000221",0.0153855929341156,0.999359034561659,2,5,"vacuolar proton-transporting V-type ATPase, V1 domain","CC",0.0173406595579192,"Pver_gene_g470, Pver_gene_g9247, Pver_gene_g16157, Pver_gene_g17862, Pver_gene_g3809"
