gene_id	GO.ID
Pver_g16085	GO:0009987;GO:0005488;GO:0071944;GO:0007155;GO:0007411;GO:0005515;GO:0005524;GO:0005886
Pver_g16086	GO:0001822;GO:0001942;GO:0001947;GO:0002053;GO:0009880;GO:0009950;GO:0009954;GO:0010976;GO:0014029;GO:0021587;GO:0021794;GO:0021795;GO:0021861;GO:0021874;GO:0021943;GO:0030279;GO:0030917;GO:0034392;GO:0035115;GO:0035116;GO:0035261;GO:0036342;GO:0042074;GO:0042475;GO:0042733;GO:0043065;GO:0045599;GO:0045778;GO:0045780;GO:0045787;GO:0045944;GO:0048596;GO:0048705;GO:0048813;GO:0050680;GO:0050731;GO:0050771;GO:0051091;GO:0051124;GO:0051593;GO:0060021;GO:0060026;GO:0060059;GO:0060325;GO:0060444;GO:0060535;GO:0060596;GO:0061310;GO:0061324;GO:0071397;GO:0071901;GO:0072659;GO:0090009;GO:0090090;GO:0090118;GO:0090244;GO:0090245;GO:0097104;GO:0097105;GO:0110135;GO:0150094;GO:1901631;GO:1904395;GO:1904953;GO:2000149;GO:2000151;GO:2000162;GO:2000164;GO:2000166;GO:2000168;GO:0005041;GO:0005109;GO:0017147;GO:0019210;GO:0019534;GO:0030971;GO:0034185;GO:0042803;GO:0071936;GO:0097110;GO:0005576;GO:0005794;GO:0005901;GO:0009986;GO:0014069;GO:0030425;GO:0031594;GO:0031901;GO:0043025;GO:0097060;GO:1990851;GO:1990909;GO:0005515
Pver_g16094	GO:0015074;GO:0003676;GO:0008270;GO:0005488
Pver_g16098	GO:0005911;GO:0005929;GO:0098590;GO:0045216
Pver_g16101	GO:0007155;GO:0009617;GO:0048522;GO:0005488;GO:0005576;GO:0005604;GO:0005938;GO:0016020;GO:0030054
Pver_g16129	GO:0005576
Pver_g16171	GO:0001503;GO:0009056;GO:0019538;GO:0030198;GO:0044237;GO:0051216;GO:0060350;GO:0004175;GO:0008237;GO:0046872;GO:0110165;GO:0006508;GO:0004222;GO:0008270;GO:0031012
Pver_g16191	GO:0005515;GO:0000932;GO:0005737
Pver_g16207	GO:0002576;GO:0006855;GO:0006979;GO:0014070;GO:0015732;GO:0015747;GO:0015911;GO:0030335;GO:0033700;GO:0034204;GO:0034775;GO:0038183;GO:0048661;GO:0050729;GO:0060271;GO:0060326;GO:0070730;GO:0071716;GO:0150104;GO:1901215;GO:1904646;GO:1990961;GO:0001409;GO:0005324;GO:0008559;GO:0015132;GO:0015143;GO:0015431;GO:0015432;GO:0015562;GO:0015662;GO:0034634;GO:0043225;GO:0005887;GO:0016323;GO:0031088;GO:0098591;GO:0042908;GO:0055085;GO:0005524;GO:0140359;GO:0016021
Pver_g16208	unknown
Pver_g16210	GO:0006355;GO:0008150;GO:0016925;GO:0003674;GO:0008270;GO:0016740;GO:0046872;GO:0046983;GO:0061665;GO:0005575;GO:0005634
Pver_g16211	GO:0006310;GO:0015074;GO:0003677;GO:0016021
Pver_g16212	unknown
Pver_g16235	GO:0006574;GO:0003860;GO:0005759;GO:0061400;GO:0003700
Pver_g16265	GO:0000132;GO:0008277;GO:0031291;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0008022;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g16287	unknown
Pver_g16289	GO:0006310;GO:0015074;GO:0003677;GO:0016020;GO:0016021;GO:0006259
Pver_g16291	GO:0000132;GO:0008277;GO:0016239;GO:0031291;GO:0034260;GO:0051661;GO:0060236;GO:1904778;GO:1905098;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0000139;GO:0005789;GO:0005813;GO:0005829;GO:0005886;GO:0032991;GO:0097431;GO:0097575;GO:0005515
Pver_g16301	GO:0016491;GO:0005509;GO:0016021
Pver_g16316	GO:0016787;GO:0015074;GO:0003676
Pver_g16317	GO:0005515;GO:0005654;GO:0003676;GO:0006313;GO:0003677;GO:0004803
Pver_g16330	GO:0005488;GO:0046983
Pver_g16331	GO:0043087;GO:0044092;GO:0050794;GO:0005515;GO:0030695;GO:0005783;GO:0005794;GO:0005819;GO:0031090;GO:0071944
Pver_g16345	GO:0048522;GO:0050790;GO:0051726;GO:0005515;GO:0030695;GO:0012505;GO:0016020;GO:0043231;GO:0072686;GO:0099738
Pver_g16346	GO:0000132;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g16351	GO:0007155;GO:0007165;GO:0005006;GO:0005515;GO:0005576;GO:0005886;GO:0062023;GO:0005509;GO:0006869;GO:0042157;GO:0008289;GO:0016020;GO:0016021
Pver_g16352	GO:0001581;GO:0006812;GO:0071468;GO:0005261;GO:0005515;GO:0033040;GO:0009986;GO:0034703;GO:0043235
Pver_g16374	GO:0008152;GO:0003824;GO:0015074;GO:0003676
Pver_g16378	GO:0007020;GO:0007049;GO:0008017;GO:0000931;GO:0005737;GO:0005813;GO:0005509;GO:0030246;GO:0043015
Pver_g16397	GO:0008080
Pver_g16400	GO:0006508;GO:0035609;GO:0042135;GO:0043065;GO:0004181;GO:0005515;GO:0050129;GO:1904492;GO:1904493;GO:0005886;GO:0009986;GO:0016021;GO:0008235
Pver_g16401	GO:0006508;GO:0006760;GO:0042135;GO:0043065;GO:0004180;GO:0005515;GO:0016805;GO:0050129;GO:0005887;GO:0008235
Pver_g16402	GO:0005654;GO:0005829
Pver_g16429	GO:0006259;GO:0004518;GO:0016740;GO:0097159;GO:0140640;GO:1901363;GO:0005634;GO:0006508;GO:0003676;GO:0004190;GO:0008270
Pver_g16430	GO:0007166;GO:0048856;GO:0005488;GO:0005576;GO:0005737;GO:0043231;GO:0005509
Pver_g16432	GO:0007599;GO:0032501;GO:0005488;GO:0005615;GO:0030141;GO:0016021
Pver_g16452	GO:0000132;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g16468	unknown
Pver_g16469	GO:0006278;GO:0003964
Pver_g16476	GO:0005201
Pver_g16477	GO:0006259;GO:0032196;GO:0004518;GO:0016740;GO:0006278;GO:0003964
Pver_g16492	GO:0050794;GO:0005515;GO:0005737;GO:0005819;GO:0012505;GO:0016020;GO:0043231
Pver_g16505	unknown
Pver_g1651	GO:0002376;GO:0007033;GO:0009555;GO:0010256;GO:0016050;GO:0016192;GO:0016310;GO:0022607;GO:0034613;GO:0046854;GO:0046907;GO:0050794;GO:0051716;GO:0090382;GO:0000285;GO:0004674;GO:0005515;GO:0032266;GO:0046872;GO:0000329;GO:0010008;GO:0070772;GO:0035556;GO:0046488;GO:0005524;GO:0016307;GO:0016887
Pver_g16513	GO:0003676;GO:0006278;GO:0015074;GO:0003964;GO:0008270
Pver_g16521	unknown
Pver_g16561	unknown
Pver_g16617	GO:0007275;GO:0009653;GO:0050794;GO:0005488;GO:0031012;GO:0005509;GO:0016020
Pver_g16646	GO:0005488;GO:0003676
Pver_g16649	GO:0016020;GO:0016021
Pver_g16655	GO:0007049;GO:0048522;GO:0050790;GO:0005515;GO:0005938;GO:0012505;GO:0015630;GO:0016020;GO:0043231
Pver_g16664	GO:0016705;GO:0004499;GO:0050660;GO:0050661
Pver_g16682	GO:0003676;GO:0006259;GO:0004518;GO:0016779
Pver_g16683	GO:0007186;GO:0007268;GO:0008015;GO:0009966;GO:0010243;GO:0010647;GO:0023056;GO:0030154;GO:0031323;GO:0035556;GO:0042981;GO:0048513;GO:0050877;GO:0051046;GO:0060255;GO:0060548;GO:0065008;GO:0005515;GO:0008227;GO:0005886;GO:0016021;GO:0045202;GO:0004930
Pver_g16684	GO:0006807;GO:0019049;GO:0019054;GO:0043170;GO:0044238;GO:0050794;GO:0008233;GO:0097159;GO:0140640;GO:1901363;GO:0110165
Pver_g16707	GO:0000077;GO:0001934;GO:0002230;GO:0002286;GO:0002821;GO:0007155;GO:0007612;GO:0007616;GO:0019081;GO:0030968;GO:0032057;GO:0032792;GO:0034644;GO:0036492;GO:0039520;GO:0044828;GO:0045665;GO:0046777;GO:0060259;GO:0070417;GO:0071264;GO:0140469;GO:1900273;GO:1990138;GO:1990253;GO:0000049;GO:0004694;GO:0005515;GO:0005737;GO:0005844;GO:0006468;GO:0010998;GO:0004672;GO:0005524
Pver_g16708	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g16718	GO:0006486;GO:0048731;GO:0008378;GO:0005794;GO:0016758;GO:0016020
Pver_g16729	GO:0007165;GO:0032493;GO:0016787;GO:0005737;GO:0016020;GO:0043231;GO:0002224;GO:0006955;GO:0003953;GO:0004888;GO:0016021
Pver_g16749	GO:0110165
Pver_g16761	GO:0004497;GO:0016705;GO:0004499;GO:0050660;GO:0050661;GO:0016491
Pver_g16762	GO:0010243;GO:0014070;GO:0015732;GO:0015747;GO:0032501;GO:0032940;GO:0038183;GO:0042908;GO:0048661;GO:0060271;GO:0070730;GO:0071716;GO:0140115;GO:0001409;GO:0015132;GO:0015143;GO:0015431;GO:0015432;GO:0015562;GO:0022853;GO:0034634;GO:0016323;GO:0031088;GO:0098591;GO:0055085;GO:0005524;GO:0008559;GO:0140359;GO:0016021;GO:0006810;GO:0000166;GO:0016020
Pver_g16763	GO:0010243;GO:0014070;GO:0015732;GO:0015747;GO:0032501;GO:0032940;GO:0038183;GO:0042908;GO:0048661;GO:0060271;GO:0070730;GO:0071716;GO:0140115;GO:0001409;GO:0015132;GO:0015143;GO:0015431;GO:0015432;GO:0015562;GO:0022853;GO:0034634;GO:0016323;GO:0031088;GO:0098591;GO:0055085;GO:0005524;GO:0008559;GO:0140359;GO:0016021
Pver_g1678	GO:0007165;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0000922;GO:0005815;GO:0016020;GO:0043231;GO:0072686;GO:0099738
Pver_g16797	GO:0002376;GO:0003014;GO:0006811;GO:0006873;GO:0006952;GO:0007588;GO:0010033;GO:0033554;GO:0044267;GO:0050794;GO:0055065;GO:0055067;GO:0055081;GO:0071702;GO:0072234;GO:0098609;GO:0005488;GO:0005576;GO:0005737;GO:0005929;GO:0012505;GO:0043231;GO:0045177;GO:0098590;GO:0005509
Pver_g16814	GO:0001822;GO:0003143;GO:0007165;GO:0030001;GO:0032879;GO:0061371;GO:0065003;GO:0098662;GO:0005261;GO:0005515;GO:0046873;GO:0005783;GO:0042995;GO:0098590;GO:0005509;GO:0016020;GO:0016021
Pver_g16815	GO:0006816;GO:0031323;GO:0098662;GO:0005217;GO:0005262;GO:0005272;GO:0042802;GO:0043167;GO:0099094;GO:0005764;GO:0005774;GO:0010008;GO:0006811;GO:0055085;GO:0005216;GO:0005509;GO:0016020
Pver_g16825	GO:0000209;GO:0005515;GO:0061630
Pver_g16827	GO:0002009;GO:0007169;GO:0009966;GO:0016310;GO:0019222;GO:0030154;GO:0030335;GO:0048513;GO:0048514;GO:0048584;GO:0048646;GO:0050793;GO:0051239;GO:0070887;GO:0005515;GO:0016301;GO:0005737;GO:0012505;GO:0016020;GO:0031982;GO:0043231;GO:0071944;GO:0006468;GO:0004672;GO:0004713;GO:0005044;GO:0005524
Pver_g16829	GO:0000122;GO:0030183;GO:0033151;GO:0035212;GO:1990245;GO:0000166;GO:0030331;GO:1990244;GO:0001650;GO:0005654;GO:0008180;GO:0080008;GO:0016567
Pver_g16831	GO:0006952;GO:0009791;GO:0010016;GO:0050794;GO:0004674;GO:0005515;GO:0016020;GO:0007166;GO:0007186;GO:0004888;GO:0004930;GO:0005509;GO:0016021
Pver_g16862	GO:0006259;GO:0004518;GO:0016740;GO:0003676;GO:0008270;GO:0003824
Pver_g16869	GO:0015074;GO:0003676
Pver_g16882	GO:0016567;GO:0032270;GO:0004842;GO:0005515;GO:0046872;GO:0005654;GO:0005737;GO:0007165;GO:0042981;GO:0008270
Pver_g16897	GO:0009987;GO:0010629;GO:0004386;GO:0008186;GO:0097159;GO:0140098;GO:1901363;GO:0043229
Pver_g16919	GO:0002682;GO:0009653;GO:0048513;GO:0048519;GO:0050794;GO:0050896;GO:0005515;GO:0005576;GO:0016020;GO:0016021
Pver_g16921	GO:0000132;GO:0007346;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019900;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0030496;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0007186;GO:0004930;GO:0005515;GO:0016021
Pver_g16943	GO:0001525;GO:0006468;GO:0007169;GO:0010033;GO:0030154;GO:0040011;GO:0042127;GO:0042327;GO:0048513;GO:0048519;GO:0051094;GO:0060255;GO:0070887;GO:2000026;GO:0004714;GO:0005515;GO:0005737;GO:0016020;GO:0043231
Pver_g16955	GO:0001654;GO:0030326;GO:0030501;GO:0035583;GO:0045669;GO:0045671;GO:0060346;GO:0005509;GO:0005515;GO:0001527;GO:0005576
Pver_g16963	unknown
Pver_g16981	unknown
Pver_g16999	GO:0009263
Pver_g17056	GO:0005515;GO:0008168
Pver_g1707	GO:0030036;GO:0008092;GO:0044877;GO:0005576;GO:0005886;GO:0015630;GO:0030016;GO:0030864;GO:0031982;GO:0032991;GO:0043231;GO:0097733;GO:0005515;GO:0005543
Pver_g17073	GO:0007188;GO:0048513;GO:0004930;GO:0005488;GO:0016020;GO:0007186;GO:0005515;GO:0016500;GO:0016021
Pver_g17076	unknown
Pver_g17095	GO:0002009;GO:0007368;GO:0035295;GO:0048513;GO:0050794;GO:0072001;GO:0042995;GO:0005515
Pver_g17096	GO:0016021
Pver_g17116	GO:0006629;GO:0016021
Pver_g17136	GO:0007165;GO:0043087;GO:0044092;GO:0048522;GO:0051640;GO:0090224;GO:1902850;GO:0005515;GO:0030695;GO:0000922;GO:0005783;GO:0005794;GO:0005815;GO:0005886;GO:0031090;GO:0072686;GO:0099738
Pver_g17138	GO:0016740
Pver_g17144	GO:0005576;GO:0005509
Pver_g17156	GO:0001964;GO:0007613;GO:0008584;GO:0008585;GO:0035846;GO:0042593;GO:0050773;GO:0060745;GO:1990708;GO:0005886;GO:0006508;GO:0004252
Pver_g17164	unknown
Pver_g17189	GO:0016740
Pver_g17240	GO:0005488;GO:0046983
Pver_g17242	unknown
Pver_g17254	GO:0006278;GO:0006313;GO:0003824;GO:0003964;GO:0016740;GO:0016779;GO:0005575;GO:0005634;GO:0005737
Pver_g17258	GO:0003677;GO:0046982;GO:0000786;GO:0005634;GO:0072686;GO:0005515
Pver_g17270	GO:0002024;GO:0006605;GO:0008217;GO:0008283;GO:0010897;GO:0016477;GO:0030514;GO:0032388;GO:0035813;GO:0038020;GO:0043407;GO:0045053;GO:0050768;GO:0060627;GO:1900168;GO:1901215;GO:1902430;GO:1902771;GO:1902948;GO:1902960;GO:1902963;GO:1902997;GO:1904179;GO:0005515;GO:0008233;GO:0005615;GO:0005641;GO:0005771;GO:0005794;GO:0005887;GO:0030659;GO:0031984;GO:0043025;GO:0097356;GO:0098588;GO:0016020
Pver_g17277	GO:0000132;GO:0008277;GO:0031291;GO:0050790;GO:0051661;GO:0060236;GO:1904778;GO:1905832;GO:0001965;GO:0005092;GO:0008022;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0005813;GO:0005829;GO:0012505;GO:0016020;GO:0032991;GO:0043231;GO:0097431;GO:0097575;GO:0005515
Pver_g17283	GO:0006278;GO:0006281;GO:0090305;GO:0003677;GO:0003964;GO:0004519;GO:0035312;GO:0046872;GO:0005634
Pver_g17293	GO:0007155;GO:0005102;GO:0008061;GO:0005615;GO:0016020;GO:0062023;GO:0016021
Pver_g17306	GO:0007186;GO:0004930;GO:0005515;GO:0005886;GO:0043226;GO:0016021
Pver_g17308	GO:0006807;GO:0010608;GO:0010629;GO:0044237;GO:0044238;GO:0050794;GO:0005515;GO:0008270
Pver_g17314	GO:0007275;GO:0030154;GO:0050794;GO:0050896;GO:0061061;GO:0005515;GO:0005886;GO:0009986
Pver_g17322	GO:0010243;GO:0014070;GO:0015732;GO:0015747;GO:0032501;GO:0032940;GO:0038183;GO:0042908;GO:0048661;GO:0060271;GO:0070730;GO:0071716;GO:0140115;GO:0001409;GO:0015132;GO:0015143;GO:0015431;GO:0015432;GO:0015562;GO:0022853;GO:0034634;GO:0016323;GO:0031088;GO:0098591;GO:0006412;GO:0055085;GO:0003735;GO:0005524;GO:0008559;GO:0140359;GO:0005840;GO:0016021;GO:0006810;GO:0000166;GO:0016020
Pver_g17323	GO:0000122;GO:0032088;GO:0036353;GO:0045893;GO:0046600;GO:0051092;GO:0051865;GO:0070842;GO:0003682;GO:0003713;GO:0005164;GO:0008270;GO:0031625;GO:0042803;GO:0061630;GO:0005777;GO:0005829;GO:0016235;GO:0035098;GO:0048471;GO:0016567;GO:0005515
Pver_g17324	GO:0050794;GO:0005515;GO:0005737;GO:0005819;GO:0012505;GO:0016020;GO:0043231
Pver_g17329	GO:0015074;GO:0003676;GO:0005201
Pver_g17339	GO:0006259;GO:0016740;GO:0006807;GO:0044238;GO:0044260;GO:0016772
Pver_g17355	unknown
Pver_g17392	GO:0034220;GO:0005216;GO:0016021
Pver_g17467	GO:0001934;GO:0006950;GO:0008284;GO:0008543;GO:0010468;GO:0010605;GO:0030324;GO:0030335;GO:0030855;GO:0030900;GO:0033674;GO:0042471;GO:0043410;GO:0045596;GO:0048514;GO:0048666;GO:0048839;GO:0050678;GO:0051094;GO:0051240;GO:0051726;GO:0060348;GO:0060485;GO:2000026;GO:2000027;GO:2000112;GO:0004713;GO:0005515;GO:0005737;GO:0005886;GO:0043231;GO:0006468;GO:0004672;GO:0005524
Pver_g17468	GO:0001501;GO:0006468;GO:0008284;GO:0008543;GO:0010468;GO:0010604;GO:0010605;GO:0030335;GO:0030900;GO:0033674;GO:0042471;GO:0043410;GO:0045595;GO:0048514;GO:0048666;GO:0051094;GO:0051173;GO:0051240;GO:0060429;GO:0060485;GO:0080090;GO:2000027;GO:2000112;GO:0004713;GO:0005515;GO:0005737;GO:0012505;GO:0016020;GO:0043231;GO:0004672;GO:0005524
Pver_g1751	GO:0006406;GO:0006606;GO:0006998;GO:0032880;GO:0048232;GO:0048477;GO:0048522;GO:0048589;GO:0060341;GO:0086014;GO:1903046;GO:2000241;GO:0005515;GO:0005829;GO:0031965;GO:0006913;GO:0017056;GO:0005643
Pver_g17519	GO:0003676;GO:0009116;GO:0015074;GO:0003824
Pver_g17521	GO:0006259;GO:0004518;GO:0016740;GO:0097159;GO:0140640;GO:1901363;GO:0005634;GO:0015074;GO:0003676
Pver_g17523	GO:0006278;GO:0003824;GO:0003964;GO:0046872
Pver_g17538	GO:0016021
Pver_g17540	GO:0001657;GO:0001755;GO:0001838;GO:0006919;GO:0007030;GO:0007158;GO:0010628;GO:0010976;GO:0014042;GO:0014068;GO:0030335;GO:0033141;GO:0033619;GO:0033630;GO:0035799;GO:0035860;GO:0043410;GO:0045792;GO:0045793;GO:0045893;GO:0048265;GO:0048484;GO:0050770;GO:0051897;GO:0060041;GO:0060384;GO:0061146;GO:0071300;GO:0072300;GO:0090303;GO:0098742;GO:2001241;GO:0004714;GO:0005509;GO:0005515;GO:0005769;GO:0005887;GO:0010008;GO:0030424;GO:0030425;GO:0043025;GO:0043235;GO:0045121;GO:0045177;GO:0098797;GO:0006468;GO:0004672;GO:0005524;GO:0016021
Pver_g17541	GO:0032039
Pver_g17561	GO:0042981
Pver_g17575	GO:0044718;GO:0015344;GO:0009279;GO:0016020;GO:0016021;GO:0031230
Pver_g17578	unknown
Pver_g17582	GO:0000132;GO:0016239;GO:0031291;GO:0034260;GO:0051661;GO:0060236;GO:1904778;GO:1905098;GO:1905832;GO:0005092;GO:0008022;GO:0019904;GO:0042802;GO:0043621;GO:0070840;GO:0000139;GO:0005789;GO:0005813;GO:0005829;GO:0005886;GO:0032991;GO:0097431;GO:0097575;GO:0007166;GO:0007186;GO:0004888;GO:0004930;GO:0005515;GO:0016021
Pver_g17583	GO:0000132;GO:0007049;GO:0007052;GO:0007186;GO:0007399;GO:0016239;GO:0030154;GO:0031291;GO:0034260;GO:0050790;GO:0051301;GO:0051661;GO:0060236;GO:1904778;GO:1905098;GO:1905832;GO:0000166;GO:0001965;GO:0005092;GO:0005515;GO:0008022;GO:0019904;GO:0030695;GO:0042802;GO:0043621;GO:0070840;GO:0000139;GO:0000922;GO:0005737;GO:0005783;GO:0005789;GO:0005794;GO:0005813;GO:0005829;GO:0005856;GO:0005886;GO:0005938;GO:0016020;GO:0016328;GO:0032991;GO:0097431;GO:0097575;GO:0099738
Pver_g17594	GO:0002237;GO:0002831;GO:0007166;GO:0007399;GO:0009653;GO:0010628;GO:0010646;GO:0023051;GO:0032103;GO:0045087;GO:0048522;GO:0050776;GO:0051171;GO:0051239;GO:0080090;GO:2000112;GO:0005488;GO:0038023;GO:0005886;GO:0002224;GO:0006955;GO:0007165;GO:0003953;GO:0004888;GO:0005515;GO:0016021
Pver_g17606	GO:0007166;GO:0007610;GO:0048167;GO:0048522;GO:0048523;GO:0050877;GO:0060078;GO:0005515;GO:0008066;GO:0022824;GO:0005887;GO:0036477;GO:0043005;GO:0043235;GO:0097060;GO:0098793;GO:0006811;GO:0004970;GO:0005216;GO:0015276;GO:0038023;GO:0016020
Pver_g17610	unknown
Pver_g17618	GO:0006310;GO:0015074;GO:0003677
Pver_g17627	unknown
Pver_g17651	GO:0034605;GO:0039529;GO:0140374;GO:0005515;GO:0005524;GO:0016787;GO:0005758;GO:0000723;GO:0006281;GO:0003678;GO:0016887
Pver_g17663	GO:0001657;GO:0001755;GO:0001764;GO:0001837;GO:0001838;GO:0006919;GO:0007030;GO:0007158;GO:0007411;GO:0007497;GO:0008543;GO:0010628;GO:0010863;GO:0010976;GO:0014042;GO:0014068;GO:0018108;GO:0033141;GO:0033619;GO:0033630;GO:0035799;GO:0035860;GO:0043009;GO:0043406;GO:0043536;GO:0045666;GO:0045792;GO:0045793;GO:0045893;GO:0046777;GO:0048265;GO:0048484;GO:0048705;GO:0050770;GO:0051897;GO:0060041;GO:0060384;GO:0061146;GO:0071300;GO:0072300;GO:0090303;GO:0098742;GO:1905564;GO:2000546;GO:2001241;GO:0005007;GO:0005509;GO:0008201;GO:0017134;GO:0042803;GO:0090722;GO:0005769;GO:0005887;GO:0010008;GO:0030424;GO:0030425;GO:0043025;GO:0043235;GO:0045121;GO:0045177;GO:0098797;GO:0006468;GO:0035556;GO:0004672;GO:0004713;GO:0005515;GO:0005524
Pver_g17668	GO:0006259;GO:0016032;GO:0005488;GO:0016740;GO:0016787;GO:0033643;GO:0015074;GO:0003676
Pver_g17690	GO:0006575;GO:0019752;GO:0016831;GO:0003824;GO:0016830;GO:0030170
Pver_g17692	GO:0009987;GO:0071702;GO:0071704;GO:0071705;GO:0005515;GO:0005886;GO:0012505;GO:0031410
Pver_g17702	unknown
Pver_g17703	GO:0007186;GO:0048513;GO:0071310;GO:0005488;GO:0016020;GO:0004930;GO:0016021
Pver_g17726	GO:0016740;GO:0003676;GO:0008270;GO:0042908;GO:0000166;GO:0003824;GO:0005524;GO:0008559;GO:0016021
Pver_g17762	GO:0000919;GO:0043622;GO:0046777;GO:0004674;GO:0005515;GO:0005524;GO:0106310;GO:0005634;GO:0009524;GO:0048046;GO:0006468;GO:0004672
Pver_g17772	GO:0003676;GO:0008270;GO:0005488
Pver_g17773	GO:0003676;GO:0008270;GO:0015074
Pver_g17789	GO:0007165;GO:0007186;GO:0004930;GO:0004977;GO:0004980;GO:0005886;GO:0016020;GO:0016021;GO:0006811
Pver_g17790	GO:0001934;GO:0006950;GO:0007283;GO:0031324;GO:0045727;GO:0051098;GO:0051716;GO:0060903;GO:0003723;GO:0005515;GO:0005737;GO:0003729;GO:0003743;GO:0006413
Pver_g17793	GO:0007154;GO:0010033;GO:0015732;GO:0015865;GO:0023052;GO:0048856;GO:0050794;GO:0055085;GO:0140352;GO:0008514;GO:0015216;GO:0140359;GO:1901682;GO:0016324;GO:0042908;GO:0005524;GO:0008559;GO:0016021
Pver_g1781	GO:0005509;GO:0016021
Pver_g17817	GO:0008360;GO:0009252;GO:0071555;GO:0000166;GO:0005524;GO:0008716;GO:0016874;GO:0046872;GO:0005737
Pver_g17856	GO:0000055;GO:0042273;GO:1990830;GO:0005654;GO:0005730;GO:0030036
Pver_g17880	GO:0003007;GO:0006468;GO:0006941;GO:0007399;GO:0014866;GO:0018193;GO:0042221;GO:0043009;GO:0048522;GO:0050790;GO:0055013;GO:0060255;GO:0090257;GO:0004674;GO:0005198;GO:0019899;GO:0042805;GO:0046872;GO:0005634;GO:0015629;GO:0031672;GO:0031674;GO:0005515
Pver_g17881	GO:0001960;GO:0006470;GO:0007156;GO:0008285;GO:0031345;GO:0042059;GO:0043525;GO:0046627;GO:0050775;GO:0051387;GO:0051963;GO:0099175;GO:0099560;GO:0005001;GO:0005158;GO:0030971;GO:0042301;GO:0097367;GO:1901681;GO:0005768;GO:0030426;GO:0043025;GO:0060076;GO:0098793;GO:0099061;GO:0016311;GO:0004725;GO:0005515;GO:0016791;GO:0004721;GO:0016020
Pver_g17882	GO:0003723
Pver_g1789	GO:0006259;GO:0016779
Pver_g17893	GO:0001818;GO:0001819;GO:0002699;GO:0006355;GO:0009617;GO:0010033;GO:0031348;GO:0032102;GO:0032268;GO:0048522;GO:0050727;GO:0050778;GO:0065009;GO:1901700;GO:1902532;GO:0005515;GO:0005829;GO:0043231
Pver_g17894	GO:0001946;GO:0002040;GO:0002318;GO:0002328;GO:0002572;GO:0008045;GO:0008284;GO:0008285;GO:0009791;GO:0014068;GO:0019221;GO:0019882;GO:0030947;GO:0032715;GO:0032720;GO:0032727;GO:0032729;GO:0032735;GO:0035474;GO:0035726;GO:0036145;GO:0040018;GO:0042531;GO:0042981;GO:0043406;GO:0043552;GO:0045578;GO:0046651;GO:0046777;GO:0048535;GO:0048536;GO:0048873;GO:0060836;GO:0060841;GO:0060855;GO:0097028;GO:0098586;GO:1900746;GO:0004896;GO:0005021;GO:0005524;GO:0031625;GO:0042803;GO:0043548;GO:0043621;GO:0005634;GO:0005783;GO:0005887;GO:0009897;GO:0010008;GO:0043235;GO:0006468;GO:0004672;GO:0004713;GO:0005515;GO:0016310
Pver_g17895	GO:0016021;GO:0006508;GO:0004180
Pver_g17896	GO:0005488;GO:0005634;GO:0003676;GO:0003677
Pver_g17897	GO:0007064;GO:0010468;GO:0051382;GO:0003676;GO:0005515;GO:0000785;GO:0005654;GO:0005829
