"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","genes"
"45","cell-cell signaling","GO:0007267","GO:0007271",0.000540909541090516,0.999964051250088,4,39,"synaptic transmission, cholinergic","BP","Pver_gene_g481, Pver_gene_g1820, Pver_gene_g4261, Pver_gene_g4262, Pver_gene_g4263, Pver_gene_g5759, Pver_gene_g6248, Pver_gene_g7332, Pver_gene_g8051, Pver_gene_g8055, Pver_gene_g8104, Pver_gene_g8893, Pver_gene_g8933, Pver_gene_g8935, Pver_gene_g9721, Pver_gene_g10364, Pver_gene_g10619, Pver_gene_g10620, Pver_gene_g10621, Pver_gene_g10622, Pver_gene_g10623, Pver_gene_g10624, Pver_gene_g11856, Pver_gene_g11896, Pver_gene_g12509, Pver_gene_g12511, Pver_gene_g12512, Pver_gene_g12514, Pver_gene_g12517, Pver_gene_g12736, Pver_gene_g13365, Pver_gene_g13366, Pver_gene_g14942, Pver_gene_g16801, Pver_gene_g17738, Pver_gene_g17826, Pver_gene_g19504, Pver_gene_g25582, Pver_gene_g12735, Pver_novel_gene_520_5de57afd"
"46","cell-cell signaling","GO:0007267","GO:0007274",0.00122911280059458,0.99994387809498,3,22,"neuromuscular synaptic transmission","BP","Pver_gene_g207, Pver_gene_g1820, Pver_gene_g1837, Pver_gene_g2074, Pver_gene_g3154, Pver_gene_g4262, Pver_gene_g7900, Pver_gene_g8051, Pver_gene_g8104, Pver_gene_g8670, Pver_gene_g8933, Pver_gene_g11757, Pver_gene_g11856, Pver_gene_g12128, Pver_gene_g12511, Pver_gene_g12512, Pver_gene_g12514, Pver_gene_g12736, Pver_gene_g15693, Pver_gene_g18235, Pver_gene_g19292, Pver_gene_g25582, Pver_gene_g12735"
"47","cell-cell signaling","GO:0007267","GO:0060084",0.000990314204287133,0.999990061938488,2,5,"synaptic transmission involved in micturition","BP","Pver_gene_g4262, Pver_gene_g8051, Pver_gene_g12511, Pver_gene_g12512, Pver_gene_g17736"
"48","cell-cell signaling","GO:0007267","GO:0110094",0.0396437766231522,0.999403345354794,1,4,"polyphosphate-mediated signaling","BP","Pver_gene_g752, Pver_gene_g5785, Pver_gene_g6345, Pver_gene_g7570"
"49","cellular component assembly","GO:0022607","GO:0031276",0.010145767901764,1,1,1,"negative regulation of lateral pseudopodium assembly","BP","Pver_gene_g7570"
"50","cellular component assembly","GO:0022607","GO:0051260",0.034602208980637,0.990475688883062,5,204,"protein homooligomerization","BP","Pver_gene_g124, Pver_gene_g278, Pver_gene_g288, Pver_gene_g379, Pver_gene_g441, Pver_gene_g478, Pver_gene_g574, Pver_gene_g885, Pver_gene_g899, Pver_gene_g1178, Pver_gene_g1179, Pver_gene_g1200, Pver_gene_g1283, Pver_gene_g1382, Pver_gene_g1499, Pver_gene_g1582, Pver_gene_g1854, Pver_gene_g2001, Pver_gene_g2002, Pver_gene_g2003, Pver_gene_g2004, Pver_gene_g2010, Pver_gene_g2166, Pver_gene_g2238, Pver_gene_g2262, Pver_gene_g2352, Pver_gene_g2515, Pver_gene_g2821, Pver_gene_g2825, Pver_gene_g3087, Pver_gene_g3089, Pver_gene_g3090, Pver_gene_g3169, Pver_gene_g3181, Pver_gene_g3291, Pver_gene_g3699, Pver_gene_g3927, Pver_gene_g3932, Pver_gene_g3935, Pver_gene_g4033, Pver_gene_g4291, Pver_gene_g4375, Pver_gene_g4445, Pver_gene_g4446, Pver_gene_g4457, Pver_gene_g4513, Pver_gene_g4515, Pver_gene_g4519, Pver_gene_g4520, Pver_gene_g4616, Pver_gene_g4651, Pver_gene_g4685, Pver_gene_g4729, Pver_gene_g4838, Pver_gene_g4906, Pver_gene_g5107, Pver_gene_g5378, Pver_gene_g5977, Pver_gene_g6140, Pver_gene_g6196, Pver_gene_g6386, Pver_gene_g6391, Pver_gene_g6392, Pver_gene_g6393, Pver_gene_g6394, Pver_gene_g6534, Pver_gene_g6587, Pver_gene_g6612, Pver_gene_g6659, Pver_gene_g6673, Pver_gene_g6963, Pver_gene_g7093, Pver_gene_g7165, Pver_gene_g7333, Pver_gene_g7379, Pver_gene_g7442, Pver_gene_g7783, Pver_gene_g8377, Pver_gene_g8938, Pver_gene_g8939, Pver_gene_g8940, Pver_gene_g8941, Pver_gene_g8942, Pver_gene_g8954, Pver_gene_g8956, Pver_gene_g8957, Pver_gene_g8958, Pver_gene_g8959, Pver_gene_g9387, Pver_gene_g9477, Pver_gene_g9487, Pver_gene_g9614, Pver_gene_g9678, Pver_gene_g9784, Pver_gene_g10232, Pver_gene_g10354, Pver_gene_g10515, Pver_gene_g10674, Pver_gene_g10796, Pver_gene_g10797, Pver_gene_g10798, Pver_gene_g10799, Pver_gene_g10972, Pver_gene_g11123, Pver_gene_g11382, Pver_gene_g11403, Pver_gene_g11618, Pver_gene_g11669, Pver_gene_g11678, Pver_gene_g11833, Pver_gene_g11834, Pver_gene_g11836, Pver_gene_g11837, Pver_gene_g11838, Pver_gene_g11887, Pver_gene_g12222, Pver_gene_g12266, Pver_gene_g12458, Pver_gene_g12585, Pver_gene_g12697, Pver_gene_g12897, Pver_gene_g13309, Pver_gene_g13461, Pver_gene_g13802, Pver_gene_g13810, Pver_gene_g13834, Pver_gene_g13936, Pver_gene_g14424, Pver_gene_g14514, Pver_gene_g14706, Pver_gene_g14759, Pver_gene_g14777, Pver_gene_g14780, Pver_gene_g15078, Pver_gene_g15079, Pver_gene_g15108, Pver_gene_g15238, Pver_gene_g15302, Pver_gene_g15442, Pver_gene_g15528, Pver_gene_g15631, Pver_gene_g15715, Pver_gene_g15940, Pver_gene_g16017, Pver_gene_g16318, Pver_gene_g16449, Pver_gene_g16475, Pver_gene_g16604, Pver_gene_g16760, Pver_gene_g16835, Pver_gene_g16853, Pver_gene_g17065, Pver_gene_g17066, Pver_gene_g17068, Pver_gene_g17314, Pver_gene_g17501, Pver_gene_g17637, Pver_gene_g17970, Pver_gene_g17971, Pver_gene_g17972, Pver_gene_g18175, Pver_gene_g18176, Pver_gene_g18544, Pver_gene_g18740, Pver_gene_g18850, Pver_gene_g18851, Pver_gene_g18898, Pver_gene_g18899, Pver_gene_g19311, Pver_gene_g19641, Pver_gene_g19642, Pver_gene_g19655, Pver_gene_g19922, Pver_gene_g19963, Pver_gene_g20179, Pver_gene_g20206, Pver_gene_g20767, Pver_gene_g21193, Pver_gene_g22784, Pver_gene_g22875, Pver_gene_g22903, Pver_gene_g23092, Pver_gene_g23649, Pver_gene_g23757, Pver_gene_g23881, Pver_gene_g23885, Pver_gene_g24506, Pver_gene_g24519, Pver_gene_g25038, Pver_gene_g25515, Pver_gene_g25645, Pver_gene_g25670, Pver_gene_g25684, Pver_gene_g25763, Pver_gene_g25839, Pver_gene_g25936, Pver_gene_g26193, Pver_gene_g26260, Pver_gene_g26399, Pver_gene_g26457, Pver_gene_g26564, Pver_novel_gene_490_5de57afd, Pver_novel_gene_507_5de57afd, Pver_novel_gene_637_5de57afd"
"51","cellular component assembly","GO:0022607","GO:0070836",0.0369266896693432,0.99944880956569,1,5,"caveola assembly","BP","Pver_gene_g7950, Pver_gene_g9017, Pver_gene_g11124, Pver_gene_g18962, Pver_gene_g18963"
"52","cellular component assembly","GO:0022607","GO:0090261",0.0201890503858674,0.999897519453155,1,2,"positive regulation of inclusion body assembly","BP","Pver_gene_g6672, Pver_gene_g16604"
"53","cellular component assembly","GO:0022607","GO:1902857",0.0481578885032181,0.999058162242123,1,5,"positive regulation of non-motile cilium assembly","BP","Pver_gene_g4299, Pver_gene_g11175, Pver_gene_g11378, Pver_gene_g12304, Pver_gene_g15747"
"54","cellular nitrogen compound metaboli...","GO:0034641","GO:0009447",0.0347998110290554,0.999541201147821,1,4,"putrescine catabolic process","BP","Pver_gene_g15981, Pver_gene_g16626, Pver_gene_g25791, Pver_novel_gene_481_5de57afd"
"55","cellular nitrogen compound metaboli...","GO:0034641","GO:0032918",0.0168826546117605,0.99992845822186,1,2,"spermidine acetylation","BP","Pver_gene_g15981, Pver_novel_gene_481_5de57afd"
"56","cellular nitrogen compound metaboli...","GO:0034641","GO:0032919",0.00861961285413964,1,1,1,"spermine acetylation","BP","Pver_gene_g15981"
"57","cellular nitrogen compound metaboli...","GO:0034641","GO:0032920",0.00861961285413964,1,1,1,"putrescine acetylation","BP","Pver_gene_g15981"
"58","cellular nitrogen compound metaboli...","GO:0034641","GO:0046204",0.00861961285413964,1,1,1,"nor-spermidine metabolic process","BP","Pver_gene_g15981"
"59","cellular nitrogen compound metaboli...","GO:0034641","GO:1900365",0.0184658503054809,0.999914342210896,1,2,"positive regulation of mRNA polyadenylation","BP","Pver_gene_g16304, Pver_gene_g16604"
"60","cellular nitrogen compound metaboli...","GO:0034641","GO:1902512",0.0397256592515141,0.999400856947421,1,4,"positive regulation of apoptotic DNA fragmentation","BP","Pver_gene_g4513, Pver_gene_g4515, Pver_gene_g14831, Pver_gene_g16604"
"61","cellular nitrogen compound metaboli...","GO:0034641","GO:2001033",0.0201393520896937,0.999898025958384,1,2,"negative regulation of double-strand break repair via nonhomologous end joining","BP","Pver_gene_g6369, Pver_gene_g16604"
"62","cellular protein modification proce...","GO:0006464","GO:0016567",0.00198339676480947,0.999407152132876,11,449,"protein ubiquitination","BP","Pver_gene_g130, Pver_gene_g137, Pver_gene_g196, Pver_gene_g215, Pver_gene_g288, Pver_gene_g335, Pver_gene_g399, Pver_gene_g423, Pver_gene_g428, Pver_gene_g452, Pver_gene_g527, Pver_gene_g630, Pver_gene_g701, Pver_gene_g711, Pver_gene_g712, Pver_gene_g809, Pver_gene_g1059, Pver_gene_g1170, Pver_gene_g1273, Pver_gene_g1305, Pver_gene_g1327, Pver_gene_g1332, Pver_gene_g1357, Pver_gene_g1391, Pver_gene_g1413, Pver_gene_g1435, Pver_gene_g1436, Pver_gene_g1437, Pver_gene_g1439, Pver_gene_g1451, Pver_gene_g1581, Pver_gene_g1626, Pver_gene_g1634, Pver_gene_g1699, Pver_gene_g1722, Pver_gene_g1770, Pver_gene_g1772, Pver_gene_g1826, Pver_gene_g1872, Pver_gene_g1940, Pver_gene_g1987, Pver_gene_g2043, Pver_gene_g2122, Pver_gene_g2268, Pver_gene_g2348, Pver_gene_g2458, Pver_gene_g2461, Pver_gene_g2637, Pver_gene_g2682, Pver_gene_g2743, Pver_gene_g2778, Pver_gene_g2819, Pver_gene_g2856, Pver_gene_g2926, Pver_gene_g2982, Pver_gene_g3103, Pver_gene_g3104, Pver_gene_g3156, Pver_gene_g3161, Pver_gene_g3169, Pver_gene_g3252, Pver_gene_g3315, Pver_gene_g3357, Pver_gene_g3364, Pver_gene_g3365, Pver_gene_g3435, Pver_gene_g3464, Pver_gene_g3504, Pver_gene_g3528, Pver_gene_g3751, Pver_gene_g3868, Pver_gene_g3957, Pver_gene_g3958, Pver_gene_g3959, Pver_gene_g4094, Pver_gene_g4155, Pver_gene_g4212, Pver_gene_g4214, Pver_gene_g4216, Pver_gene_g4306, Pver_gene_g4422, Pver_gene_g4455, Pver_gene_g4478, Pver_gene_g4718, Pver_gene_g4759, Pver_gene_g4777, Pver_gene_g4793, Pver_gene_g4858, Pver_gene_g4989, Pver_gene_g5106, Pver_gene_g5181, Pver_gene_g5291, Pver_gene_g5364, Pver_gene_g5365, Pver_gene_g5366, Pver_gene_g5369, Pver_gene_g5385, Pver_gene_g5475, Pver_gene_g5551, Pver_gene_g5641, Pver_gene_g5677, Pver_gene_g5706, Pver_gene_g5902, Pver_gene_g5960, Pver_gene_g5977, Pver_gene_g6230, Pver_gene_g6351, Pver_gene_g6353, Pver_gene_g6383, Pver_gene_g6414, Pver_gene_g6439, Pver_gene_g6442, Pver_gene_g6447, Pver_gene_g6463, Pver_gene_g6497, Pver_gene_g6523, Pver_gene_g6552, Pver_gene_g6553, Pver_gene_g6556, Pver_gene_g6589, Pver_gene_g6600, Pver_gene_g6670, Pver_gene_g6677, Pver_gene_g6710, Pver_gene_g6844, Pver_gene_g6887, Pver_gene_g6974, Pver_gene_g7088, Pver_gene_g7238, Pver_gene_g7266, Pver_gene_g7276, Pver_gene_g7353, Pver_gene_g7382, Pver_gene_g7586, Pver_gene_g7591, Pver_gene_g7608, Pver_gene_g7614, Pver_gene_g7645, Pver_gene_g7890, Pver_gene_g7891, Pver_gene_g7905, Pver_gene_g8009, Pver_gene_g8066, Pver_gene_g8115, Pver_gene_g8166, Pver_gene_g8362, Pver_gene_g8391, Pver_gene_g8421, Pver_gene_g8580, Pver_gene_g8582, Pver_gene_g8583, Pver_gene_g8655, Pver_gene_g8805, Pver_gene_g8855, Pver_gene_g8868, Pver_gene_g8904, Pver_gene_g8909, Pver_gene_g8938, Pver_gene_g8939, Pver_gene_g8940, Pver_gene_g8941, Pver_gene_g8942, Pver_gene_g8954, Pver_gene_g8956, Pver_gene_g8957, Pver_gene_g8958, Pver_gene_g8959, Pver_gene_g9013, Pver_gene_g9093, Pver_gene_g9094, Pver_gene_g9137, Pver_gene_g9262, Pver_gene_g9276, Pver_gene_g9328, Pver_gene_g9336, Pver_gene_g9366, Pver_gene_g9455, Pver_gene_g9457, Pver_gene_g9502, Pver_gene_g9513, Pver_gene_g9603, Pver_gene_g9681, Pver_gene_g9682, Pver_gene_g9693, Pver_gene_g9782, Pver_gene_g9783, Pver_gene_g9828, Pver_gene_g9843, Pver_gene_g9844, Pver_gene_g9870, Pver_gene_g9924, Pver_gene_g10014, Pver_gene_g10083, Pver_gene_g10111, Pver_gene_g10144, Pver_gene_g10176, Pver_gene_g10357, Pver_gene_g10604, Pver_gene_g10644, Pver_gene_g10674, Pver_gene_g10713, Pver_gene_g10730, Pver_gene_g10785, Pver_gene_g10796, Pver_gene_g10797, Pver_gene_g10798, Pver_gene_g10799, Pver_gene_g11180, Pver_gene_g11210, Pver_gene_g11322, Pver_gene_g11374, Pver_gene_g11394, Pver_gene_g11439, Pver_gene_g11449, Pver_gene_g11468, Pver_gene_g11529, Pver_gene_g11640, Pver_gene_g11642, Pver_gene_g11643, Pver_gene_g11644, Pver_gene_g11645, Pver_gene_g11646, Pver_gene_g11650, Pver_gene_g11729, Pver_gene_g11736, Pver_gene_g11764, Pver_gene_g11833, Pver_gene_g11834, Pver_gene_g11836, Pver_gene_g11837, Pver_gene_g11838, Pver_gene_g11976, Pver_gene_g11978, Pver_gene_g12099, Pver_gene_g12239, Pver_gene_g12240, Pver_gene_g12262, Pver_gene_g12336, Pver_gene_g12451, Pver_gene_g12470, Pver_gene_g12575, Pver_gene_g12603, Pver_gene_g12611, Pver_gene_g12927, Pver_gene_g13044, Pver_gene_g13055, Pver_gene_g13056, Pver_gene_g13058, Pver_gene_g13103, Pver_gene_g13104, Pver_gene_g13105, Pver_gene_g13131, Pver_gene_g13164, Pver_gene_g13200, Pver_gene_g13206, Pver_gene_g13391, Pver_gene_g13443, Pver_gene_g13499, Pver_gene_g13834, Pver_gene_g13854, Pver_gene_g13867, Pver_gene_g13872, Pver_gene_g13906, Pver_gene_g14005, Pver_gene_g14017, Pver_gene_g14100, Pver_gene_g14101, Pver_gene_g14206, Pver_gene_g14219, Pver_gene_g14316, Pver_gene_g14340, Pver_gene_g14342, Pver_gene_g14343, Pver_gene_g14344, Pver_gene_g14360, Pver_gene_g14361, Pver_gene_g14369, Pver_gene_g14405, Pver_gene_g14514, Pver_gene_g14525, Pver_gene_g14547, Pver_gene_g14664, Pver_gene_g14821, Pver_gene_g14885, Pver_gene_g14918, Pver_gene_g14930, Pver_gene_g14932, Pver_gene_g14952, Pver_gene_g14989, Pver_gene_g15046, Pver_gene_g15108, Pver_gene_g15173, Pver_gene_g15295, Pver_gene_g15317, Pver_gene_g15394, Pver_gene_g15442, Pver_gene_g15453, Pver_gene_g15631, Pver_gene_g15715, Pver_gene_g15767, Pver_gene_g15961, Pver_gene_g16047, Pver_gene_g16318, Pver_gene_g16542, Pver_gene_g16608, Pver_gene_g16609, Pver_gene_g16739, Pver_gene_g16748, Pver_gene_g16788, Pver_gene_g16789, Pver_gene_g16799, Pver_gene_g16829, Pver_gene_g16877, Pver_gene_g16882, Pver_gene_g17057, Pver_gene_g17058, Pver_gene_g17059, Pver_gene_g17099, Pver_gene_g17101, Pver_gene_g17102, Pver_gene_g17109, Pver_gene_g17159, Pver_gene_g17263, Pver_gene_g17264, Pver_gene_g17313, Pver_gene_g17383, Pver_gene_g17501, Pver_gene_g17513, Pver_gene_g17514, Pver_gene_g17516, Pver_gene_g17517, Pver_gene_g17529, Pver_gene_g17530, Pver_gene_g17675, Pver_gene_g17693, Pver_gene_g17750, Pver_gene_g17841, Pver_gene_g17983, Pver_gene_g18075, Pver_gene_g18114, Pver_gene_g18158, Pver_gene_g18160, Pver_gene_g18175, Pver_gene_g18176, Pver_gene_g18191, Pver_gene_g18330, Pver_gene_g18331, Pver_gene_g18343, Pver_gene_g18403, Pver_gene_g18503, Pver_gene_g18710, Pver_gene_g18714, Pver_gene_g18781, Pver_gene_g18850, Pver_gene_g18851, Pver_gene_g18898, Pver_gene_g18899, Pver_gene_g18930, Pver_gene_g18954, Pver_gene_g19062, Pver_gene_g19096, Pver_gene_g19641, Pver_gene_g19642, Pver_gene_g19655, Pver_gene_g19800, Pver_gene_g19876, Pver_gene_g19907, Pver_gene_g19908, Pver_gene_g19928, Pver_gene_g20179, Pver_gene_g20415, Pver_gene_g20446, Pver_gene_g20551, Pver_gene_g20573, Pver_gene_g20598, Pver_gene_g20639, Pver_gene_g20665, Pver_gene_g20721, Pver_gene_g20745, Pver_gene_g20759, Pver_gene_g20957, Pver_gene_g21073, Pver_gene_g21114, Pver_gene_g21133, Pver_gene_g21215, Pver_gene_g21279, Pver_gene_g21640, Pver_gene_g21658, Pver_gene_g21680, Pver_gene_g22306, Pver_gene_g22313, Pver_gene_g22323, Pver_gene_g22888, Pver_gene_g22950, Pver_gene_g23044, Pver_gene_g23046, Pver_gene_g23054, Pver_gene_g23077, Pver_gene_g23130, Pver_gene_g23230, Pver_gene_g23291, Pver_gene_g23355, Pver_gene_g23403, Pver_gene_g23404, Pver_gene_g23451, Pver_gene_g23452, Pver_gene_g23453, Pver_gene_g23574, Pver_gene_g23707, Pver_gene_g23981, Pver_gene_g24085, Pver_gene_g24202, Pver_gene_g24403, Pver_gene_g24499, Pver_gene_g24506, Pver_gene_g24769, Pver_gene_g24858, Pver_gene_g24914, Pver_gene_g25121, Pver_gene_g25339, Pver_gene_g25637, Pver_gene_g25638, Pver_gene_g25693, Pver_gene_g25727, Pver_gene_g25888, Pver_gene_g25909, Pver_gene_g25913, Pver_gene_g25936, Pver_gene_g26147, Pver_gene_g26151, Pver_gene_g26174, Pver_gene_g26223, Pver_gene_g26241, Pver_gene_g26247, Pver_gene_g26360, Pver_gene_g26434, Pver_gene_g26435, Pver_gene_g26446, Pver_gene_g26469, Pver_gene_g26484, Pver_gene_g26564, Pver_gene_g26629, Pver_gene_g26659, Pver_gene_g499, Pver_gene_g9780, Pver_novel_gene_196_5de57afd, Pver_novel_gene_207_5de57afd, Pver_novel_gene_268_5de57afd, Pver_novel_gene_655_5de57afd, Pver_novel_gene_702_5de57afd, Pver_novel_gene_751_5de57afd"
"63","cellular protein modification proce...","GO:0006464","GO:0043972",0.00986847868966409,1,1,1,"histone H3-K23 acetylation","BP","Pver_gene_g1867"
"64","cellular protein modification proce...","GO:0006464","GO:0043983",0.0258349036031216,0.99977593132532,1,3,"histone H4-K12 acetylation","BP","Pver_gene_g1867, Pver_gene_g4138, Pver_gene_g5308"
"65","cellular protein modification proce...","GO:0006464","GO:0044154",0.00986847868966409,1,1,1,"histone H3-K14 acetylation","BP","Pver_gene_g1867"
"66","cellular protein modification proce...","GO:0006464","GO:1902916",0.0448370413569259,0.999184702648888,1,5,"positive regulation of protein polyubiquitination","BP","Pver_gene_g842, Pver_gene_g2043, Pver_gene_g2982, Pver_gene_g4403, Pver_gene_g15767"
"67","cytoskeletal protein binding","GO:0008092","GO:0032027",0.0398215489396555,0.999397936170614,1,4,"myosin light chain binding","MF","Pver_gene_g4857, Pver_gene_g12894, Pver_gene_g15765, Pver_gene_g17502"
"68","cytoskeleton organization","GO:0007010","GO:0030036",0.0193816411637761,0.996348300124012,4,111,"actin cytoskeleton organization","BP","Pver_gene_g100, Pver_gene_g591, Pver_gene_g711, Pver_gene_g775, Pver_gene_g946, Pver_gene_g1003, Pver_gene_g1455, Pver_gene_g1724, Pver_gene_g2073, Pver_gene_g2603, Pver_gene_g2969, Pver_gene_g2970, Pver_gene_g2971, Pver_gene_g3048, Pver_gene_g3052, Pver_gene_g3357, Pver_gene_g3512, Pver_gene_g3579, Pver_gene_g3888, Pver_gene_g4000, Pver_gene_g4212, Pver_gene_g4214, Pver_gene_g4635, Pver_gene_g4664, Pver_gene_g5106, Pver_gene_g5181, Pver_gene_g5280, Pver_gene_g5370, Pver_gene_g5387, Pver_gene_g5554, Pver_gene_g5697, Pver_gene_g5701, Pver_gene_g5710, Pver_gene_g5716, Pver_gene_g6372, Pver_gene_g6415, Pver_gene_g7325, Pver_gene_g7481, Pver_gene_g7570, Pver_gene_g8255, Pver_gene_g8256, Pver_gene_g8489, Pver_gene_g8528, Pver_gene_g8594, Pver_gene_g9168, Pver_gene_g9526, Pver_gene_g9808, Pver_gene_g9914, Pver_gene_g9948, Pver_gene_g10199, Pver_gene_g10506, Pver_gene_g10842, Pver_gene_g10900, Pver_gene_g10915, Pver_gene_g11046, Pver_gene_g11065, Pver_gene_g11124, Pver_gene_g11187, Pver_gene_g11279, Pver_gene_g11440, Pver_gene_g11522, Pver_gene_g11706, Pver_gene_g12066, Pver_gene_g12068, Pver_gene_g12080, Pver_gene_g12460, Pver_gene_g12655, Pver_gene_g12740, Pver_gene_g13153, Pver_gene_g13849, Pver_gene_g14188, Pver_gene_g14474, Pver_gene_g14598, Pver_gene_g15048, Pver_gene_g15224, Pver_gene_g15513, Pver_gene_g15655, Pver_gene_g15831_gene_g15832, Pver_gene_g15913, Pver_gene_g15999, Pver_gene_g16178, Pver_gene_g16890, Pver_gene_g17252, Pver_gene_g17856, Pver_gene_g18276, Pver_gene_g18277, Pver_gene_g18560, Pver_gene_g18561, Pver_gene_g18581, Pver_gene_g19193, Pver_gene_g19300, Pver_gene_g19456, Pver_gene_g19501, Pver_gene_g19722, Pver_gene_g20295, Pver_gene_g22678, Pver_gene_g23452, Pver_gene_g24204, Pver_gene_g24529, Pver_gene_g24662, Pver_gene_g25920, Pver_gene_g25939, Pver_gene_g26015, Pver_gene_g26018, Pver_gene_g26082, Pver_gene_g26084, Pver_gene_g26085, Pver_gene_g26144, Pver_gene_g26287, Pver_gene_g26355, Pver_gene_g26356"
"69","developmental maturation","GO:0021700","GO:0016188",0.0453752149791568,0.999130477616045,1,6,"synaptic vesicle maturation","BP","Pver_gene_g207, Pver_gene_g4776, Pver_gene_g5236, Pver_gene_g8670, Pver_gene_g12633, Pver_gene_g23632"
"70","DNA binding","GO:0003677","GO:0000977",0.0355864251862986,0.991898304884087,4,141,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF","Pver_gene_g115, Pver_gene_g166, Pver_gene_g275, Pver_gene_g276, Pver_gene_g461, Pver_gene_g580, Pver_gene_g615, Pver_gene_g617, Pver_gene_g622, Pver_gene_g629, Pver_gene_g713, Pver_gene_g822, Pver_gene_g824, Pver_gene_g825, Pver_gene_g944, Pver_gene_g991, Pver_gene_g1270, Pver_gene_g1279, Pver_gene_g1333, Pver_gene_g1383, Pver_gene_g1513, Pver_gene_g1584, Pver_gene_g1864, Pver_gene_g1866, Pver_gene_g2301, Pver_gene_g2467, Pver_gene_g2480, Pver_gene_g2487, Pver_gene_g2540, Pver_gene_g2746, Pver_gene_g2748, Pver_gene_g3121, Pver_gene_g3122, Pver_gene_g3126, Pver_gene_g3127, Pver_gene_g3154, Pver_gene_g3198, Pver_gene_g3389, Pver_gene_g3589, Pver_gene_g3778, Pver_gene_g3964, Pver_gene_g3994, Pver_gene_g4253, Pver_gene_g4284, Pver_gene_g4534, Pver_gene_g4763, Pver_gene_g4764, Pver_gene_g4765, Pver_gene_g4766, Pver_gene_g4767, Pver_gene_g4768, Pver_gene_g4769, Pver_gene_g4770, Pver_gene_g4771, Pver_gene_g4845, Pver_gene_g5054, Pver_gene_g5081, Pver_gene_g5312, Pver_gene_g5343, Pver_gene_g5344, Pver_gene_g5411, Pver_gene_g5600, Pver_gene_g5655, Pver_gene_g5656, Pver_gene_g5715, Pver_gene_g5865, Pver_gene_g5928, Pver_gene_g6579, Pver_gene_g6580, Pver_gene_g6616, Pver_gene_g6727, Pver_gene_g6906, Pver_gene_g7339, Pver_gene_g7482, Pver_gene_g7882, Pver_gene_g8642, Pver_gene_g8798, Pver_gene_g9190, Pver_gene_g9258, Pver_gene_g9329, Pver_gene_g9354, Pver_gene_g9366, Pver_gene_g9947, Pver_gene_g10031, Pver_gene_g10074, Pver_gene_g10166, Pver_gene_g10627, Pver_gene_g10689, Pver_gene_g10763, Pver_gene_g10876, Pver_gene_g11723, Pver_gene_g11792, Pver_gene_g11794, Pver_gene_g11829, Pver_gene_g11830, Pver_gene_g11983, Pver_gene_g12043, Pver_gene_g12372, Pver_gene_g12569, Pver_gene_g12698, Pver_gene_g12775, Pver_gene_g12881, Pver_gene_g12898, Pver_gene_g12992, Pver_gene_g13047, Pver_gene_g13162, Pver_gene_g13407, Pver_gene_g13572, Pver_gene_g13864, Pver_gene_g13870, Pver_gene_g14034, Pver_gene_g14035, Pver_gene_g14173, Pver_gene_g14296, Pver_gene_g14308, Pver_gene_g14315, Pver_gene_g14489, Pver_gene_g14785, Pver_gene_g14787, Pver_gene_g14989, Pver_gene_g15016, Pver_gene_g15642, Pver_gene_g15706, Pver_gene_g15720, Pver_gene_g15721, Pver_gene_g15722, Pver_gene_g15822, Pver_gene_g15824, Pver_gene_g16873, Pver_gene_g16894, Pver_gene_g17602, Pver_gene_g17855, Pver_gene_g18718, Pver_gene_g20568, Pver_gene_g22958, Pver_gene_g23246, Pver_gene_g25907, Pver_gene_g25935, Pver_gene_g26105, Pver_gene_g26463, Pver_novel_gene_26_5de57afd"
