"ontology","slim_term","slim_cat","category","term","over_represented_pvalue","numDEInCat","numInCat","genes"
"CC","intracellular","GO:0005622","GO:0036464","cytoplasmic ribonucleoprotein granule",0.0418294051109809,2,40,"Pver_gene_g10284, Pver_gene_g15307"
"CC","intracellular","GO:0005622","GO:0042151","nematocyst",0.0311691957477332,2,34,"Pver_gene_g11363, Pver_gene_g16112"
"CC","intracellular","GO:0005622","GO:0045169","fusome",0.0476966269001309,1,6,"Pver_gene_g23053"
"CC","intracellular","GO:0005622","GO:0048269","methionine adenosyltransferase complex",0.0242091423173832,1,3,"Pver_gene_g18546"
"CC","intracellular","GO:0005622","GO:0070776","MOZ/MORF histone acetyltransferase complex",0.0400053244069861,1,5,"Pver_gene_g1867"
"CC","intracellular","GO:0005622","GO:0097165","nuclear stress granule",0.0321020180425969,1,4,"Pver_gene_g16604"
"CC","intracellular","GO:0005622","GO:1990467","NuA3a histone acetyltransferase complex",0.00816891395339861,1,1,"Pver_gene_g1867"
"CC","intracellular","GO:0005622","GO:1990468","NuA3b histone acetyltransferase complex",0.00816891395339861,1,1,"Pver_gene_g1867"
"CC","organelle","GO:0043226","GO:0042622","photoreceptor outer segment membrane",0.0399528300304832,1,5,"Pver_gene_g13944"
"CC","organelle","GO:0043226","GO:0097224","sperm connecting piece",0.0241430386270562,1,3,"Pver_gene_g17502"
"CC","organelle","GO:0043226","GO:0097381","photoreceptor disc membrane",0.0320029069545252,1,4,"Pver_gene_g13944"
"CC","plasma membrane","GO:0005886","GO:0005887","integral component of plasma membrane",0.00359020906908891,20,1265,"Pver_gene_g6093, Pver_gene_g6161, Pver_gene_g6817, Pver_gene_g6818, Pver_gene_g7702, Pver_gene_g8933, Pver_gene_g9487, Pver_gene_g10340, Pver_gene_g10341, Pver_gene_g10679, Pver_gene_g11858, Pver_gene_g12511, Pver_gene_g12512, Pver_gene_g14710, Pver_gene_g14920, Pver_gene_g15186, Pver_gene_g18259, Pver_gene_g19246, Pver_gene_g22963, Pver_gene_g25577"
"CC","plasma membrane","GO:0005886","GO:0032587","ruffle membrane",0.0495934117803821,2,44,"Pver_gene_g11124, Pver_gene_g22737"
"CC","plasma membrane","GO:0005886","GO:0036062","presynaptic periactive zone",0.00808615176754049,1,1,"Pver_gene_g18523"
"CC","plasma membrane","GO:0005886","GO:0045211","postsynaptic membrane",0.00939721295080874,6,220,"Pver_gene_g1773, Pver_gene_g8933, Pver_gene_g11858, Pver_gene_g12511, Pver_gene_g12512, Pver_gene_g25700"
"CC","protein-containing complex","GO:0032991","GO:0005892","acetylcholine-gated channel complex",0.00361662519619457,3,38,"Pver_gene_g8933, Pver_gene_g12511, Pver_gene_g12512"
"CC",NA,NA,"GO:0005927","muscle tendon junction",0.0241868796059576,1,3,"Pver_gene_g9534"
"CC",NA,NA,"GO:0012505","endomembrane system",0.0311680509593025,2,34,"Pver_gene_g9323, Pver_gene_g23053"
"CC",NA,NA,"GO:0032982","myosin filament",0.039910348690371,1,5,"Pver_gene_g8105"
"MF","cytoskeletal protein binding","GO:0008092","GO:0032027","myosin light chain binding",0.0319841850815575,1,4,"Pver_gene_g17502"
"MF","DNA binding","GO:0003677","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding",0.0277138390241361,4,140,"Pver_gene_g4764, Pver_gene_g5715, Pver_gene_g8642, Pver_gene_g16873"
"MF","DNA binding","GO:0003677","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding",0.0254311790709964,5,203,"Pver_gene_g3838, Pver_gene_g5715, Pver_gene_g8671, Pver_gene_g12218, Pver_gene_g16604"
"MF","DNA binding","GO:0003677","GO:0043565","sequence-specific DNA binding",0.029095017156483,7,362,"Pver_gene_g3838, Pver_gene_g4013, Pver_gene_g4764, Pver_gene_g5715, Pver_gene_g16604, Pver_gene_g16743, Pver_gene_g16873"
"MF","DNA binding","GO:0003677","GO:0098847","sequence-specific single stranded DNA binding",0.00816659454587759,1,1,"Pver_gene_g16604"
"MF","DNA-binding transcription factor ac...","GO:0003700","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific",0.0468347403821097,5,240,"Pver_gene_g3838, Pver_gene_g12218, Pver_gene_g16604, Pver_gene_g21328, Pver_gene_g25550"
"MF","enzyme binding","GO:0019899","GO:0044547","DNA topoisomerase binding",0.0321538279831102,1,4,"Pver_gene_g10284"
"MF","enzyme regulator activity","GO:0030234","GO:0010698","acetyltransferase activator activity",0.0162623626688176,1,2,"Pver_gene_g14"
"MF","enzyme regulator activity","GO:0030234","GO:0010856","adenylate cyclase activator activity",0.00817031412706748,1,1,"Pver_gene_g7570"
"MF","enzyme regulator activity","GO:0030234","GO:0030250","guanylate cyclase activator activity",0.00817031412706748,1,1,"Pver_gene_g7570"
"MF","hydrolase activity, acting on carbo...","GO:0016810","GO:0050129","N-formylglutamate deformylase activity",0.0399310779129826,1,5,"Pver_gene_g10859"
"MF","hydrolase activity, acting on glyco...","GO:0016798","GO:0016799","hydrolase activity, hydrolyzing N-glycosyl compounds",0.0240834554005719,1,3,"Pver_gene_g16367"
"MF","ion binding","GO:0043167","GO:0019809","spermidine binding",0.0080763317926142,1,1,"Pver_gene_g15981"
"MF","ion binding","GO:0043167","GO:0071949","FAD binding",0.000730496538996381,4,50,"Pver_gene_g1842, Pver_gene_g8101, Pver_gene_g25980, Pver_gene_g26406"
"MF","ion binding","GO:0043167","GO:1901981","phosphatidylinositol phosphate binding",0.000954390928167934,2,6,"Pver_gene_g15541, Pver_gene_g23276"
"MF","kinase activity","GO:0016301","GO:0004340","glucokinase activity",0.0319798980298564,1,4,"Pver_gene_g542"
"MF","kinase activity","GO:0016301","GO:0004349","glutamate 5-kinase activity",0.0162014418233642,1,2,"Pver_gene_g26149"
"MF","kinase activity","GO:0016301","GO:0004396","hexokinase activity",0.0240363825126333,1,3,"Pver_gene_g542"
"MF","kinase activity","GO:0016301","GO:0005009","insulin-activated receptor activity",0.0162059132611103,1,2,"Pver_gene_g19246"
"MF","kinase activity","GO:0016301","GO:0008865","fructokinase activity",0.0319195876827793,1,4,"Pver_gene_g542"
"MF","kinase activity","GO:0016301","GO:0019158","mannokinase activity",0.0240363825126333,1,3,"Pver_gene_g542"
"MF","ligase activity","GO:0016874","GO:0003963","RNA-3'-phosphate cyclase activity",0.0162042878547387,1,2,"Pver_gene_g16339"
"MF","ligase activity","GO:0016874","GO:0004825","methionine-tRNA ligase activity",0.0399420401160384,1,5,"Pver_gene_g12577"
"MF","lyase activity","GO:0016829","GO:0003839","gamma-glutamylcyclotransferase activity",0.0398326632786713,1,5,"Pver_gene_g2049"
"MF","lyase activity","GO:0016829","GO:0004089","carbonate dehydratase activity",0.00734444560483479,2,16,"Pver_gene_g7331, Pver_gene_g14127"
"MF","lyase activity","GO:0016829","GO:0009034","tryptophanase activity",0.0241963754774527,1,3,"Pver_gene_g11126"
"MF","lyase activity","GO:0016829","GO:0061928","glutathione specific gamma-glutamylcyclotransferase activity",0.0161479475657979,1,2,"Pver_gene_g2049"
"MF","oxidoreductase activity","GO:0016491","GO:0003865","3-oxo-5-alpha-steroid 4-dehydrogenase activity",0.0320919078409743,1,4,"Pver_gene_g13043"
"MF","oxidoreductase activity","GO:0016491","GO:0004051","arachidonate 5-lipoxygenase activity",0.0480025267176662,1,6,"Pver_gene_g4016"
"MF","oxidoreductase activity","GO:0016491","GO:0004350","glutamate-5-semialdehyde dehydrogenase activity",0.00815900434410117,1,1,"Pver_gene_g26149"
"MF","oxidoreductase activity","GO:0016491","GO:0004420","hydroxymethylglutaryl-CoA reductase (NADPH) activity",0.0242708544237258,1,3,"Pver_gene_g10560"
"MF","oxidoreductase activity","GO:0016491","GO:0004601","peroxidase activity",0.000973597143125805,4,54,"Pver_gene_g3301, Pver_gene_g5097, Pver_gene_g5098, Pver_gene_g19090"
"MF","oxidoreductase activity","GO:0016491","GO:0004657","proline dehydrogenase activity",0.0242607521578504,1,3,"Pver_gene_g8101"
"MF","oxidoreductase activity","GO:0016491","GO:0008470","isovaleryl-CoA dehydrogenase activity",0.0241746006471065,1,3,"Pver_gene_g26142"
"MF","oxidoreductase activity","GO:0016491","GO:0016716","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen",0.0241543936831709,1,3,"Pver_gene_g12312"
"MF","oxidoreductase activity","GO:0016491","GO:0033743","peptide-methionine (R)-S-oxide reductase activity",0.0241785475348613,1,3,"Pver_gene_g6370"
"MF","oxidoreductase activity","GO:0016491","GO:0070224","sulfide:quinone oxidoreductase activity",6.53798068455075e-05,2,2,"Pver_gene_g1842, Pver_gene_g26406"
"MF","oxidoreductase activity","GO:0016491","GO:0080103","4-methylthiopropyl glucosinolate S-oxygenase activity",0.00815662599427372,1,1,"Pver_gene_g18067"
"MF","oxidoreductase activity","GO:0016491","GO:0080107","8-methylthiopropyl glucosinolate S-oxygenase activity",0.00815662599427372,1,1,"Pver_gene_g18067"
"MF","oxidoreductase activity","GO:0016491","GO:0102389","polyprenol reductase activity",0.00812512638789156,1,1,"Pver_gene_g13043"
"MF","transcription factor binding","GO:0008134","GO:0008140","cAMP response element binding protein binding",0.0321563249979271,1,4,"Pver_gene_g16873"
"MF","transcription factor binding","GO:0008134","GO:0030957","Tat protein binding",0.0161384694481651,1,2,"Pver_gene_g15186"
"MF","transferase activity, transferring ...","GO:0016746","GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity",0.00344780297425549,2,11,"Pver_gene_g15783, Pver_gene_g22809"
"MF","transferase activity, transferring ...","GO:0016746","GO:0004145","diamine N-acetyltransferase activity",0.0161482496439212,1,2,"Pver_gene_g15981"
"MF","transferase activity, transferring ...","GO:0016746","GO:0004478","methionine adenosyltransferase activity",0.0242388842028222,1,3,"Pver_gene_g18546"
"MF","transferase activity, transferring ...","GO:0016746","GO:0008466","glycogenin glucosyltransferase activity",0.0241018251202797,1,3,"Pver_gene_g708"
"MF","transferase activity, transferring ...","GO:0016746","GO:0047253","alpha-1,6-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity",0.00816526217400386,1,1,"Pver_gene_g916"
"MF","transferase activity, transferring ...","GO:0016746","GO:0050111","mycocerosate synthase activity",0.00814041743786703,1,1,"Pver_gene_g19191"
"MF","transferase activity, transferring ...","GO:0016746","GO:0102751","UDP-alpha-D-glucose:glucosyl-glycogenin alpha-D-glucosyltransferase activity",0.0241018251202797,1,3,"Pver_gene_g708"
"MF","transmembrane transporter activity","GO:0022857","GO:0005351","carbohydrate:proton symporter activity",0.000967171110312933,2,6,"Pver_gene_g10340, Pver_gene_g10341"
"MF","transmembrane transporter activity","GO:0022857","GO:0005353","fructose transmembrane transporter activity",0.000967171110312933,2,6,"Pver_gene_g10340, Pver_gene_g10341"
"MF","transmembrane transporter activity","GO:0022857","GO:0005355","glucose transmembrane transporter activity",0.00562137024753954,2,14,"Pver_gene_g10340, Pver_gene_g10341"
"MF","transmembrane transporter activity","GO:0022857","GO:0008028","monocarboxylic acid transmembrane transporter activity",0.00920943571377255,3,53,"Pver_gene_g6817, Pver_gene_g6818, Pver_gene_g14920"
"MF","transmembrane transporter activity","GO:0022857","GO:0015171","amino acid transmembrane transporter activity",0.0328335580119528,2,35,"Pver_gene_g6818, Pver_gene_g25926"
"MF","transmembrane transporter activity","GO:0022857","GO:0015173","aromatic amino acid transmembrane transporter activity",0.00417932524479465,3,40,"Pver_gene_g6817, Pver_gene_g6818, Pver_gene_g14920"
"MF","transmembrane transporter activity","GO:0022857","GO:0015349","thyroid hormone transmembrane transporter activity",0.00481796693974463,3,42,"Pver_gene_g6817, Pver_gene_g6818, Pver_gene_g14920"
"MF","transmembrane transporter activity","GO:0022857","GO:0022821","potassium ion antiporter activity",0.00802831481177877,1,1,"Pver_gene_g255"
"MF","transmembrane transporter activity","GO:0022857","GO:0022848","acetylcholine-gated cation-selective channel activity",0.00514090515079297,3,43,"Pver_gene_g8933, Pver_gene_g12511, Pver_gene_g12512"
"MF","transmembrane transporter activity","GO:0022857","GO:0033300","dehydroascorbic acid transmembrane transporter activity",0.00134836066243711,2,7,"Pver_gene_g10340, Pver_gene_g10341"
"MF","transmembrane transporter activity","GO:0022857","GO:0051032","nucleic acid transmembrane transporter activity",0.0476475609591242,1,6,"Pver_gene_g17012"
"MF",NA,NA,"GO:0004064","arylesterase activity",0.0400700122493502,1,5,"Pver_gene_g14127"
"MF",NA,NA,"GO:0004301","epoxide hydrolase activity",0.0242120130532487,1,3,"Pver_gene_g16312"
"MF",NA,NA,"GO:0004463","leukotriene-A4 hydrolase activity",0.00817032658211559,1,1,"Pver_gene_g16312"
"MF",NA,NA,"GO:0005536","glucose binding",0.00344841887401386,2,11,"Pver_gene_g542, Pver_gene_g10340"
"MF",NA,NA,"GO:0010997","anaphase-promoting complex binding",0.0242278299951897,1,3,"Pver_gene_g630"
"MF",NA,NA,"GO:0015464","acetylcholine receptor activity",0.00241268317538569,3,33,"Pver_gene_g8933, Pver_gene_g12511, Pver_gene_g12512"
"MF",NA,NA,"GO:0020037","heme binding",0.00435121451459638,6,187,"Pver_gene_g3301, Pver_gene_g5097, Pver_gene_g5098, Pver_gene_g10672, Pver_gene_g11179, Pver_gene_g19090"
"MF",NA,NA,"GO:0031752","D5 dopamine receptor binding",0.00809208099111564,1,1,"Pver_gene_g4609"
"MF",NA,NA,"GO:0043559","insulin binding",0.0321087258836041,1,4,"Pver_gene_g19246"
"MF",NA,NA,"GO:0048038","quinone binding",0.0102453093841675,2,19,"Pver_gene_g1842, Pver_gene_g26406"
"MF",NA,NA,"GO:0051425","PTB domain binding",0.0162059132611103,1,2,"Pver_gene_g19246"
"MF",NA,NA,"GO:0051879","Hsp90 protein binding",0.0400150458423125,2,39,"Pver_gene_g12218, Pver_gene_g16604"
"MF",NA,NA,"GO:0061770","translation elongation factor binding",0.00816659454587759,1,1,"Pver_gene_g16604"
"MF",NA,NA,"GO:0097677","STAT family protein binding",0.0478368091123392,1,6,"Pver_gene_g16604"
"MF",NA,NA,"GO:1904841","TORC2 complex binding",0.0242039236066613,1,3,"Pver_gene_g7570"
"MF",NA,NA,"GO:1990841","promoter-specific chromatin binding",0.0380219554906069,2,38,"Pver_gene_g6262, Pver_gene_g16604"
