"ontology","slim_term","slim_cat","category","term","over_represented_pvalue","numDEInCat","numInCat","genes"
"BP","cell-cell signaling","GO:0007267","GO:0051968","positive regulation of synaptic transmission, glutamatergic",0.00484147981373887,6,24,"Pver_gene_g4104, Pver_gene_g6663, Pver_gene_g8565, Pver_gene_g20618, Pver_gene_g20922, Pver_gene_g22784"
"BP","cell-cell signaling","GO:0007267","GO:0060084","synaptic transmission involved in micturition",0.0414703523490182,2,5,"Pver_gene_g12511, Pver_gene_g12512"
"BP","cell-cell signaling","GO:0007267","GO:1900273","positive regulation of long-term synaptic potentiation",0.0407162355405185,5,27,"Pver_gene_g5759, Pver_gene_g7332, Pver_gene_g10624, Pver_gene_g13365, Pver_gene_g14891"
"BP","cellular component assembly","GO:0022607","GO:0031581","hemidesmosome assembly",0.0139880729910151,3,7,"Pver_gene_g7871, Pver_gene_g8593, Pver_gene_g22785"
"BP","cellular component assembly","GO:0022607","GO:0034380","high-density lipoprotein particle assembly",0.0261425354461925,3,9,"Pver_gene_g9283, Pver_gene_g12111, Pver_gene_g26180"
"BP","cellular component assembly","GO:0022607","GO:0035082","axoneme assembly",0.0303020114900837,5,25,"Pver_gene_g1148, Pver_gene_g6350, Pver_gene_g14289, Pver_gene_g17384, Pver_gene_g18093"
"BP","cellular component assembly","GO:0022607","GO:0070836","caveola assembly",0.0397217655561227,2,5,"Pver_gene_g18962, Pver_gene_g18963"
"BP","cellular component assembly","GO:0022607","GO:0090108","positive regulation of high-density lipoprotein particle assembly",0.0214490565006888,2,3,"Pver_gene_g9283, Pver_gene_g12111"
"BP","cellular component assembly","GO:0022607","GO:1900027","regulation of ruffle assembly",0.0255361096572408,2,4,"Pver_gene_g18962, Pver_gene_g18963"
"BP","cellular component assembly","GO:0022607","GO:1900226","negative regulation of NLRP3 inflammasome complex assembly",0.0179272988434759,13,93,"Pver_gene_g2531, Pver_gene_g3217, Pver_gene_g10868, Pver_gene_g11539, Pver_gene_g15083, Pver_gene_g17243, Pver_gene_g19710, Pver_gene_g20129, Pver_gene_g20935, Pver_gene_g21404, Pver_gene_g21500, Pver_gene_g21711, Pver_gene_g23256"
"BP","cellular component assembly","GO:0022607","GO:1900227","positive regulation of NLRP3 inflammasome complex assembly",0.0144625997408035,3,8,"Pver_gene_g1446, Pver_gene_g9796, Pver_gene_g15410"
"BP","cellular component assembly","GO:0022607","GO:1903598","positive regulation of gap junction assembly",0.00450403276807579,2,2,"Pver_gene_g18962, Pver_gene_g18963"
"BP","cellular component assembly","GO:0022607","GO:1904884","positive regulation of telomerase catalytic core complex assembly",0.00016800177169681,4,5,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.0139177696843304,2,3,"Pver_gene_g5889, Pver_gene_g14357"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0001682","tRNA 5'-leader removal",0.0263997490826262,3,10,"Pver_gene_g1796, Pver_gene_g12914, Pver_gene_g15987"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0006349","regulation of gene expression by genetic imprinting",0.00310364050849583,3,5,"Pver_gene_g3152, Pver_gene_g13886, Pver_gene_g13888"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0006431","methionyl-tRNA aminoacylation",0.041638927671712,2,5,"Pver_gene_g12577, Pver_gene_g14740"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0006750","glutathione biosynthetic process",0.0346901565315204,5,26,"Pver_gene_g1082, Pver_gene_g12570, Pver_gene_g17291, Pver_gene_g18342, Pver_gene_g20227"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0006751","glutathione catabolic process",0.00389318931846639,6,23,"Pver_gene_g2049, Pver_gene_g8851, Pver_gene_g12570, Pver_gene_g17291, Pver_gene_g18342, Pver_gene_g20227"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0009435","NAD biosynthetic process",0.0168749560086812,4,15,"Pver_gene_g4629, Pver_gene_g9075, Pver_gene_g12778, Pver_gene_g23398"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0030490","maturation of SSU-rRNA",0.0127833946841415,4,14,"Pver_gene_g3110, Pver_gene_g6193, Pver_gene_g8459, Pver_gene_g25988"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0031179","peptide modification",0.0213328642995306,4,16,"Pver_gene_g12570, Pver_gene_g17291, Pver_gene_g18342, Pver_gene_g20227"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0032088","negative regulation of NF-kappaB transcription factor activity",0.0356552491661886,23,214,"Pver_gene_g2531, Pver_gene_g3217, Pver_gene_g3762, Pver_gene_g10868, Pver_gene_g11539, Pver_gene_g12194, Pver_gene_g13227, Pver_gene_g13228, Pver_gene_g13261, Pver_gene_g15083, Pver_gene_g17243, Pver_gene_g19710, Pver_gene_g20129, Pver_gene_g20935, Pver_gene_g21320, Pver_gene_g21343, Pver_gene_g21404, Pver_gene_g21500, Pver_gene_g21711, Pver_gene_g22132, Pver_gene_g23145, Pver_gene_g23256, Pver_gene_g26791"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0032210","regulation of telomere maintenance via telomerase",0.00233016117831697,4,9,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0032792","negative regulation of CREB transcription factor activity",0.0417938416148733,2,5,"Pver_gene_g6579, Pver_gene_g14891"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0044030","regulation of DNA methylation",0.0400436757185714,3,11,"Pver_gene_g12158, Pver_gene_g13886, Pver_gene_g13888"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0045019","negative regulation of nitric oxide biosynthetic process",0.00726988912137515,4,12,"Pver_gene_g14506, Pver_gene_g18962, Pver_gene_g18963, Pver_gene_g25965"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0045944","positive regulation of transcription by RNA polymerase II",0.000247377272311225,66,595,"Pver_gene_g83, Pver_gene_g1153, Pver_gene_g1446, Pver_gene_g3246, Pver_gene_g3783, Pver_gene_g3862, Pver_gene_g3940, Pver_gene_g4021, Pver_gene_g4284, Pver_gene_g4749, Pver_gene_g4937, Pver_gene_g4963, Pver_gene_g5174, Pver_gene_g5342, Pver_gene_g5715, Pver_gene_g5766, Pver_gene_g6369, Pver_gene_g6713, Pver_gene_g7283, Pver_gene_g7349, Pver_gene_g7381, Pver_gene_g7384, Pver_gene_g7607, Pver_gene_g8550, Pver_gene_g9444, Pver_gene_g9913, Pver_gene_g9943, Pver_gene_g10259, Pver_gene_g10271, Pver_gene_g10284, Pver_gene_g10604, Pver_gene_g10667, Pver_gene_g11431, Pver_gene_g11792, Pver_gene_g11816, Pver_gene_g11937, Pver_gene_g12044, Pver_gene_g12194, Pver_gene_g12218, Pver_gene_g12438, Pver_gene_g13261, Pver_gene_g13407, Pver_gene_g13886, Pver_gene_g13888, Pver_gene_g14034, Pver_gene_g14423, Pver_gene_g15078, Pver_gene_g15678, Pver_gene_g16873, Pver_gene_g17196, Pver_gene_g17594, Pver_gene_g18091, Pver_gene_g18181, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g21320, Pver_gene_g21343, Pver_gene_g21496, Pver_gene_g22132, Pver_gene_g22728, Pver_gene_g23145, Pver_gene_g23425, Pver_gene_g23687, Pver_gene_g25849, Pver_gene_g26105, Pver_gene_g26545"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0051092","positive regulation of NF-kappaB transcription factor activity",0.0015726699652914,20,137,"Pver_gene_g979, Pver_gene_g981, Pver_gene_g2234, Pver_gene_g6634, Pver_gene_g7590, Pver_gene_g8565, Pver_gene_g10604, Pver_gene_g12194, Pver_gene_g12665, Pver_gene_g13261, Pver_gene_g15255, Pver_gene_g17196, Pver_gene_g18127, Pver_gene_g18181, Pver_gene_g18962, Pver_gene_g18963, Pver_gene_g20618, Pver_gene_g21374, Pver_gene_g23145, Pver_gene_g23462"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0061014","positive regulation of mRNA catabolic process",0.0186922312267271,4,15,"Pver_gene_g10740, Pver_gene_g10774, Pver_gene_g15307, Pver_gene_g23881"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0070901","mitochondrial tRNA methylation",0.0255635640261335,2,4,"Pver_gene_g7282, Pver_gene_g11099"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0070919","production of siRNA involved in chromatin silencing by small RNA",0.0418700678902511,3,10,"Pver_gene_g2960, Pver_gene_g2961, Pver_gene_g2962"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0071044","histone mRNA catabolic process",0.00153679841803825,5,13,"Pver_gene_g10774, Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0090646","mitochondrial tRNA processing",0.0254293663407837,2,4,"Pver_gene_g7282, Pver_gene_g11099"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0097745","mitochondrial tRNA 5'-end processing",0.0133364911620081,2,3,"Pver_gene_g7282, Pver_gene_g11099"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:1901750","leukotriene D4 biosynthetic process",0.0129424344443189,4,14,"Pver_gene_g12570, Pver_gene_g17291, Pver_gene_g18342, Pver_gene_g20227"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:1901838","positive regulation of transcription of nucleolar large rRNA by RNA polymerase I",0.0067855117991631,3,6,"Pver_gene_g8459, Pver_gene_g10284, Pver_gene_g12577"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:1902430","negative regulation of amyloid-beta formation",0.00281119551850997,5,15,"Pver_gene_g5759, Pver_gene_g7332, Pver_gene_g10624, Pver_gene_g13365, Pver_gene_g14956"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:1903626","positive regulation of DNA catabolic process",2.43989162638874e-05,4,4,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:1904354","negative regulation of telomere capping",2.43989162638874e-05,4,4,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:1904358","positive regulation of telomere maintenance via telomere lengthening",0.000767500859190898,4,7,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:1990180","mitochondrial tRNA 3'-end processing",0.0132935735444557,2,3,"Pver_gene_g7282, Pver_gene_g11099"
"BP","cellular protein modification proce...","GO:0006464","GO:0001934","positive regulation of protein phosphorylation",0.000595314677942082,18,107,"Pver_gene_g100, Pver_gene_g1412, Pver_gene_g3246, Pver_gene_g4117, Pver_gene_g5759, Pver_gene_g7332, Pver_gene_g7972, Pver_gene_g8565, Pver_gene_g10624, Pver_gene_g11431, Pver_gene_g11984, Pver_gene_g13306, Pver_gene_g13365, Pver_gene_g15639, Pver_gene_g17790, Pver_gene_g19772, Pver_gene_g20618, Pver_gene_g23462"
"BP","cellular protein modification proce...","GO:0006464","GO:0016567","protein ubiquitination",0.0471210643343335,42,443,"Pver_gene_g130, Pver_gene_g196, Pver_gene_g215, Pver_gene_g711, Pver_gene_g1872, Pver_gene_g2043, Pver_gene_g2348, Pver_gene_g2461, Pver_gene_g2982, Pver_gene_g4155, Pver_gene_g4306, Pver_gene_g4989, Pver_gene_g5181, Pver_gene_g6442, Pver_gene_g6447, Pver_gene_g6497, Pver_gene_g7276, Pver_gene_g8855, Pver_gene_g8956, Pver_gene_g9502, Pver_gene_g10144, Pver_gene_g10604, Pver_gene_g10785, Pver_gene_g11449, Pver_gene_g11834, Pver_gene_g11836, Pver_gene_g11838, Pver_gene_g12575, Pver_gene_g13103, Pver_gene_g13854, Pver_gene_g15715, Pver_gene_g16877, Pver_gene_g17059, Pver_gene_g17501, Pver_gene_g18710, Pver_gene_g18851, Pver_gene_g23230, Pver_gene_g24506, Pver_gene_g25888, Pver_gene_g25936, Pver_gene_g26174, Pver_gene_g26469"
"BP","cellular protein modification proce...","GO:0006464","GO:0016572","histone phosphorylation",0.00992819576272862,4,12,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","cellular protein modification proce...","GO:0006464","GO:0018401","peptidyl-proline hydroxylation to 4-hydroxy-L-proline",0.00144835270352506,8,33,"Pver_gene_g21, Pver_gene_g24, Pver_gene_g508, Pver_gene_g1258, Pver_gene_g5486, Pver_gene_g7373, Pver_gene_g7374, Pver_gene_g7376"
"BP","cellular protein modification proce...","GO:0006464","GO:0033129","positive regulation of histone phosphorylation",9.58291448893654e-06,5,6,"Pver_gene_g14836, Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","cellular protein modification proce...","GO:0006464","GO:0033138","positive regulation of peptidyl-serine phosphorylation",0.0356364889030358,7,45,"Pver_gene_g7332, Pver_gene_g10695, Pver_gene_g11937, Pver_gene_g11984, Pver_gene_g13365, Pver_gene_g18962, Pver_gene_g18963"
"BP","cellular protein modification proce...","GO:0006464","GO:0034720","histone H3-K4 demethylation",0.0445949140612063,2,5,"Pver_gene_g13886, Pver_gene_g13888"
"BP","cellular protein modification proce...","GO:0006464","GO:0036289","peptidyl-serine autophosphorylation",0.0100564485831871,4,13,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","cellular protein modification proce...","GO:0006464","GO:0038083","peptidyl-tyrosine autophosphorylation",0.0353071335524428,6,35,"Pver_gene_g5857, Pver_gene_g8565, Pver_gene_g13306, Pver_gene_g14655, Pver_gene_g15255, Pver_gene_g20618"
"BP","cellular protein modification proce...","GO:0006464","GO:1900085","negative regulation of peptidyl-tyrosine autophosphorylation",0.00450403276807579,2,2,"Pver_gene_g18962, Pver_gene_g18963"
"BP","cellular protein modification proce...","GO:0006464","GO:1902916","positive regulation of protein polyubiquitination",0.0413973634714436,2,5,"Pver_gene_g2043, Pver_gene_g2982"
"BP","cellular protein modification proce...","GO:0006464","GO:1903003","positive regulation of protein deubiquitination",0.0267004621231171,2,4,"Pver_gene_g5766, Pver_gene_g23425"
"BP","chromosome organization","GO:0051276","GO:0007094","mitotic spindle assembly checkpoint",0.00660693088481154,6,24,"Pver_gene_g395, Pver_gene_g12610, Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","chromosome organization","GO:0051276","GO:0030071","regulation of mitotic metaphase/anaphase transition",0.0187989736216351,3,7,"Pver_gene_g12551, Pver_gene_g12610, Pver_gene_g13213"
"BP","chromosome organization","GO:0051276","GO:0099606","microtubule plus-end directed mitotic chromosome migration",0.032497844496811,2,3,"Pver_gene_g12610, Pver_gene_g13213"
"BP","chromosome organization","GO:0051276","GO:0099607","lateral attachment of mitotic spindle microtubules to kinetochore",0.032497844496811,2,3,"Pver_gene_g12610, Pver_gene_g13213"
"BP","circulatory system process","GO:0003013","GO:0003057","regulation of the force of heart contraction by chemical signal",0.00450403276807579,2,2,"Pver_gene_g18962, Pver_gene_g18963"
"BP","circulatory system process","GO:0003013","GO:0008015","blood circulation",0.0248105874545496,6,32,"Pver_gene_g5174, Pver_gene_g14034, Pver_gene_g14737, Pver_gene_g25759, Pver_gene_g26105, Pver_gene_g26493"
"BP","circulatory system process","GO:0003013","GO:0042310","vasoconstriction",0.00282226708887719,3,5,"Pver_gene_g16728, Pver_gene_g18962, Pver_gene_g18963"
"BP","circulatory system process","GO:0003013","GO:0045907","positive regulation of vasoconstriction",0.0144230546268916,8,47,"Pver_gene_g3466, Pver_gene_g5930, Pver_gene_g7702, Pver_gene_g8390, Pver_gene_g17388, Pver_gene_g17395, Pver_gene_g18962, Pver_gene_g18963"
"BP","circulatory system process","GO:0003013","GO:0061337","cardiac conduction",0.0226965376161878,3,9,"Pver_gene_g4922, Pver_gene_g14070, Pver_gene_g18384"
"BP","circulatory system process","GO:0003013","GO:0098911","regulation of ventricular cardiac muscle cell action potential",0.00450403276807579,2,2,"Pver_gene_g18962, Pver_gene_g18963"
"BP","circulatory system process","GO:0003013","GO:1901844","regulation of cell communication by electrical coupling involved in cardiac conduction",0.0400061436894658,2,5,"Pver_gene_g18962, Pver_gene_g18963"
"BP","cytoskeleton organization","GO:0007010","GO:0007015","actin filament organization",0.0179544863109169,9,55,"Pver_gene_g100, Pver_gene_g6415, Pver_gene_g6452, Pver_gene_g7104, Pver_gene_g7853, Pver_gene_g10667, Pver_gene_g12164, Pver_gene_g13955, Pver_gene_g26085"
"BP","extracellular matrix organization","GO:0030198","GO:0010716","negative regulation of extracellular matrix disassembly",0.00492039703838749,2,2,"Pver_gene_g9342, Pver_gene_g13696"
"BP","growth","GO:0040007","GO:0045926","negative regulation of growth",0.0184646855830881,3,8,"Pver_gene_g8561, Pver_gene_g9445, Pver_gene_g23881"
"BP","homeostatic process","GO:0042592","GO:0006874","cellular calcium ion homeostasis",0.0188975794106208,13,95,"Pver_gene_g3162, Pver_gene_g4261, Pver_gene_g4263, Pver_gene_g5759, Pver_gene_g7332, Pver_gene_g8935, Pver_gene_g10599, Pver_gene_g10621, Pver_gene_g10622, Pver_gene_g10624, Pver_gene_g13365, Pver_gene_g18962, Pver_gene_g18963"
"BP","homeostatic process","GO:0042592","GO:0006882","cellular zinc ion homeostasis",0.0275091102560109,3,10,"Pver_gene_g3966, Pver_gene_g12102, Pver_gene_g17751"
"BP","homeostatic process","GO:0042592","GO:0006884","cell volume homeostasis",0.0276732614927384,3,10,"Pver_gene_g5174, Pver_gene_g7701, Pver_gene_g9756"
"BP","homeostatic process","GO:0042592","GO:0030104","water homeostasis",0.0131632595105136,2,3,"Pver_gene_g5454, Pver_gene_g6030"
"BP","homeostatic process","GO:0042592","GO:0033484","nitric oxide homeostasis",0.00450403276807579,2,2,"Pver_gene_g18962, Pver_gene_g18963"
"BP","homeostatic process","GO:0042592","GO:0036335","intestinal stem cell homeostasis",0.0490407307756069,3,12,"Pver_gene_g6515, Pver_gene_g10667, Pver_gene_g14655"
"BP","homeostatic process","GO:0042592","GO:0042632","cholesterol homeostasis",0.00173832162364626,10,47,"Pver_gene_g4306, Pver_gene_g4432, Pver_gene_g9281, Pver_gene_g9283, Pver_gene_g12111, Pver_gene_g17201, Pver_gene_g18962, Pver_gene_g18963, Pver_gene_g19689, Pver_gene_g22997"
"BP","homeostatic process","GO:0042592","GO:0043129","surfactant homeostasis",0.0462715727697011,3,12,"Pver_gene_g6464, Pver_gene_g7083, Pver_gene_g13306"
"BP","homeostatic process","GO:0042592","GO:0051480","regulation of cytosolic calcium ion concentration",0.0215868608296499,9,59,"Pver_gene_g1602, Pver_gene_g2172, Pver_gene_g6514, Pver_gene_g9212, Pver_gene_g13625, Pver_gene_g17959, Pver_gene_g18347, Pver_gene_g18352, Pver_gene_g25993"
"BP","homeostatic process","GO:0042592","GO:0051901","positive regulation of mitochondrial depolarization",0.0477928546412177,2,5,"Pver_gene_g13306, Pver_gene_g25965"
"BP","immune system process","GO:0002376","GO:0001916","positive regulation of T cell mediated cytotoxicity",0.0258791773377044,2,4,"Pver_gene_g5188, Pver_gene_g15292"
"BP","immune system process","GO:0002376","GO:0002225","positive regulation of antimicrobial peptide production",0.0311675251936799,2,4,"Pver_gene_g1149, Pver_gene_g17594"
"BP","immune system process","GO:0002376","GO:0002377","immunoglobulin production",0.000318259205053061,4,6,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","immune system process","GO:0002376","GO:0002682","regulation of immune system process",0.0263948753833367,4,17,"Pver_gene_g12570, Pver_gene_g17291, Pver_gene_g18342, Pver_gene_g20227"
"BP","immune system process","GO:0002376","GO:0002709","regulation of T cell mediated immunity",0.00492039703838749,2,2,"Pver_gene_g9342, Pver_gene_g13696"
"BP","immune system process","GO:0002376","GO:0002726","positive regulation of T cell cytokine production",0.0148651100988114,6,30,"Pver_gene_g979, Pver_gene_g981, Pver_gene_g10604, Pver_gene_g12665, Pver_gene_g17196, Pver_gene_g18181"
"BP","immune system process","GO:0002376","GO:0002925","positive regulation of humoral immune response mediated by circulating immunoglobulin",0.0377829122443945,3,11,"Pver_gene_g3292, Pver_gene_g7742, Pver_gene_g7743"
"BP","immune system process","GO:0002376","GO:0006955","immune response",0.00156030321946667,15,88,"Pver_gene_g3783, Pver_gene_g6212, Pver_gene_g8397, Pver_gene_g8550, Pver_gene_g10604, Pver_gene_g11499, Pver_gene_g11845, Pver_gene_g15376, Pver_gene_g15928, Pver_gene_g16581, Pver_gene_g17395, Pver_gene_g17607, Pver_gene_g23462, Pver_gene_g24052, Pver_gene_g26545"
"BP","immune system process","GO:0002376","GO:0030889","negative regulation of B cell proliferation",0.000159174623096457,5,9,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g21374, Pver_gene_g23687"
"BP","immune system process","GO:0002376","GO:0031295","T cell costimulation",0.00943661252723969,4,13,"Pver_gene_g9342, Pver_gene_g13696, Pver_gene_g18962, Pver_gene_g18963"
"BP","immune system process","GO:0002376","GO:0042098","T cell proliferation",0.014270373074793,3,8,"Pver_gene_g979, Pver_gene_g981, Pver_gene_g8593"
"BP","immune system process","GO:0002376","GO:0042110","T cell activation",0.0025139420421271,17,110,"Pver_gene_g2531, Pver_gene_g3217, Pver_gene_g7332, Pver_gene_g9342, Pver_gene_g10868, Pver_gene_g11539, Pver_gene_g13365, Pver_gene_g13696, Pver_gene_g15083, Pver_gene_g17243, Pver_gene_g19710, Pver_gene_g20129, Pver_gene_g20935, Pver_gene_g21404, Pver_gene_g21500, Pver_gene_g21711, Pver_gene_g23256"
"BP","immune system process","GO:0002376","GO:0042113","B cell activation",0.000118790689696472,7,18,"Pver_gene_g979, Pver_gene_g981, Pver_gene_g7332, Pver_gene_g8933, Pver_gene_g13365, Pver_gene_g13708, Pver_gene_g21374"
"BP","immune system process","GO:0002376","GO:0045087","innate immune response",0.0441727651840734,36,378,"Pver_gene_g979, Pver_gene_g981, Pver_gene_g1446, Pver_gene_g2373, Pver_gene_g3290, Pver_gene_g4388, Pver_gene_g5472, Pver_gene_g6451, Pver_gene_g6464, Pver_gene_g7083, Pver_gene_g8403, Pver_gene_g9170, Pver_gene_g9796, Pver_gene_g12194, Pver_gene_g13222, Pver_gene_g13227, Pver_gene_g13228, Pver_gene_g13261, Pver_gene_g13770, Pver_gene_g14086, Pver_gene_g14164, Pver_gene_g14886, Pver_gene_g14887, Pver_gene_g15376, Pver_gene_g15928, Pver_gene_g17594, Pver_gene_g17865, Pver_gene_g17975, Pver_gene_g18154, Pver_gene_g21320, Pver_gene_g21343, Pver_gene_g21374, Pver_gene_g22132, Pver_gene_g22999, Pver_gene_g23145, Pver_gene_g25988"
"BP","immune system process","GO:0002376","GO:0045089","positive regulation of innate immune response",0.0400632153928959,4,19,"Pver_gene_g10536, Pver_gene_g15410, Pver_gene_g25988, Pver_gene_g26545"
"BP","immune system process","GO:0002376","GO:0045824","negative regulation of innate immune response",0.0212520564270134,14,105,"Pver_gene_g1149, Pver_gene_g2531, Pver_gene_g3217, Pver_gene_g10868, Pver_gene_g11539, Pver_gene_g15083, Pver_gene_g17243, Pver_gene_g19710, Pver_gene_g20129, Pver_gene_g20935, Pver_gene_g21404, Pver_gene_g21500, Pver_gene_g21711, Pver_gene_g23256"
"BP","immune system process","GO:0002376","GO:0050776","regulation of immune response",0.0402932608618247,4,19,"Pver_gene_g4203, Pver_gene_g4635, Pver_gene_g7863, Pver_gene_g13708"
"BP","immune system process","GO:0002376","GO:1903978","regulation of microglial cell activation",0.000112229429810997,4,5,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","lipid metabolic process","GO:0006629","GO:0002933","lipid hydroxylation",0.00295084440720429,3,5,"Pver_gene_g3638, Pver_gene_g7889, Pver_gene_g17952"
"BP","lipid metabolic process","GO:0006629","GO:0008202","steroid metabolic process",0.000443846184695241,8,28,"Pver_gene_g3638, Pver_gene_g6002, Pver_gene_g7889, Pver_gene_g9818, Pver_gene_g17952, Pver_gene_g25965, Pver_gene_g26491, Pver_gene_g26492"
"BP","locomotion","GO:0040011","GO:0030335","positive regulation of cell migration",0.00265022777696824,20,140,"Pver_gene_g5857, Pver_gene_g7104, Pver_gene_g7349, Pver_gene_g8550, Pver_gene_g8593, Pver_gene_g9913, Pver_gene_g10536, Pver_gene_g11453, Pver_gene_g12655, Pver_gene_g13306, Pver_gene_g14530, Pver_gene_g15255, Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g18962, Pver_gene_g18963, Pver_gene_g20240, Pver_gene_g20922, Pver_gene_g23687, Pver_gene_g26093"
"BP","locomotion","GO:0040011","GO:0060294","cilium movement involved in cell motility",0.0214234233120293,4,14,"Pver_gene_g183, Pver_gene_g10286, Pver_gene_g16590, Pver_gene_g18093"
"BP","nervous system process","GO:0050877","GO:0007611","learning or memory",0.0322847348106927,6,35,"Pver_gene_g5759, Pver_gene_g7332, Pver_gene_g8565, Pver_gene_g10624, Pver_gene_g13365, Pver_gene_g20618"
"BP","nervous system process","GO:0050877","GO:0007614","short-term memory",0.0171044885224018,3,8,"Pver_gene_g3880, Pver_gene_g5759, Pver_gene_g10624"
"BP","nervous system process","GO:0050877","GO:0050890","cognition",0.000170708658405591,10,36,"Pver_gene_g4261, Pver_gene_g4263, Pver_gene_g5759, Pver_gene_g7332, Pver_gene_g8933, Pver_gene_g8935, Pver_gene_g10621, Pver_gene_g10622, Pver_gene_g10624, Pver_gene_g13365"
"BP","nervous system process","GO:0050877","GO:0050893","sensory processing",0.00339819720933913,4,10,"Pver_gene_g5759, Pver_gene_g7332, Pver_gene_g10624, Pver_gene_g13365"
"BP","protein folding","GO:0006457","GO:0034975","protein folding in endoplasmic reticulum",0.0419377732264787,2,5,"Pver_gene_g11636, Pver_gene_g11637"
"BP","reproduction","GO:0000003","GO:0007140","male meiotic nuclear division",0.04231404267589,4,19,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","reproduction","GO:0000003","GO:0007143","female meiotic nuclear division",0.00836860353057817,4,12,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","reproduction","GO:0000003","GO:0007276","gamete generation",0.0466000085997606,3,12,"Pver_gene_g1446, Pver_gene_g4937, Pver_gene_g21496"
"BP","reproduction","GO:0000003","GO:0007292","female gamete generation",0.0239123534481457,4,16,"Pver_gene_g7800, Pver_gene_g16479, Pver_gene_g18091, Pver_gene_g18933"
"BP","reproduction","GO:0000003","GO:0042698","ovulation cycle",0.027128619624946,3,10,"Pver_gene_g3846, Pver_gene_g7332, Pver_gene_g13365"
"BP","reproduction","GO:0000003","GO:0045141","meiotic telomere clustering",0.00135090148425795,4,8,"Pver_gene_g18091, Pver_gene_g18933, Pver_gene_g20240, Pver_gene_g23687"
"BP","reproduction","GO:0000003","GO:0090727","positive regulation of brood size",0.0256252322222316,2,4,"Pver_gene_g4937, Pver_gene_g21496"
"BP","reproduction","GO:0000003","GO:1903665","negative regulation of asexual reproduction",0.0466608149370918,3,11,"Pver_gene_g12767, Pver_gene_g19361, Pver_gene_g26657"
