experiment,percentDEInCat,set_size,term,genes
enriched_vs_control,5,40,catalytic activity,gene_g8843; gene_g9305; gene_g16023; gene_g20133; gene_g24940; gene_95_5de57afd; gene_g284; gene_g611; gene_g778; gene_g840; gene_g923; gene_g1398; gene_g2055; gene_g4402; gene_g5579; gene_g6312; gene_g7142; gene_g7160; gene_g7691; gene_g8989; gene_g9087; gene_g9824; gene_g11056; gene_g11434; gene_g11435; gene_g11671; gene_g12417; gene_g12632; gene_g12837; gene_g13043; gene_g15000; gene_g20861; gene_g24452; gene_g24503; gene_g24733; gene_g25255; gene_g25363; gene_g26142; gene_606_5de57afd; gene_g2054; gene_g5769; gene_g9731
enriched_vs_control,25,4,catalytic activity,gene_g6370; gene_g12425; gene_g5518; gene_g24018
enriched_vs_control,33.33333333,3,catalytic activity,gene_g15654; gene_g15655; gene_g15656; gene_601_5de57afd
enriched_vs_control,33.33333333,3,catalytic activity,gene_g8101; gene_g23871; gene_g15293
enriched_vs_control,20,5,catalytic activity,gene_g774; gene_g4700; gene_g14851; gene_g24637; gene_g25690
enriched_vs_control,50,2,catalytic activity,gene_g16339; gene_g15241
enriched_vs_control,4.761904762,42,catalytic activity,gene_g130; gene_g423; gene_g842; gene_g881; gene_g1966; gene_g2043; gene_g2268; gene_g2351; gene_g2712; gene_g3156; gene_g3564; gene_g3565; gene_g4340; gene_g4463; gene_g4718; gene_g7583; gene_g7586; gene_g7890; gene_g8009; gene_g8909; gene_g10083; gene_g10557; gene_g11529; gene_g12451; gene_g12611; gene_g13044; gene_g14316; gene_g14885; gene_g15699; gene_g16748; gene_g17110; gene_g17383; gene_g17755; gene_g21373; gene_g23054; gene_g23355; gene_g25637; gene_g25792; gene_g26008; gene_g26210; gene_g6589; gene_g14547
enriched_vs_control,100,2,catalytic activity,gene_g1842; gene_g26406
enriched_vs_control,50,2,cell cycle process,gene_g606; gene_g14400
enriched_vs_control,40,5,cell differentiation,gene_g1039; gene_g1126; gene_g7083; gene_g16615; gene_g16616
enriched_vs_control,25,4,cell motility,gene_g5053; gene_g6262; gene_g6264; gene_g6266
enriched_vs_control,20,5,cell motility,gene_g3719; gene_g4609; gene_g9768; gene_g13790; gene_g17445
enriched_vs_control,33.33333333,3,cell motility,gene_g15654; gene_g15655; gene_g15656; gene_601_5de57afd
enriched_vs_control,33.33333333,3,cellular amino acid metabolic process,gene_g7979; gene_g8101; gene_g9991
enriched_vs_control,33.33333333,3,cellular amino acid metabolic process,gene_g5891; gene_g17660; gene_g26149
enriched_vs_control,50,2,cellular amino acid metabolic process,gene_g14739; gene_g18546
enriched_vs_control,25,4,cellular amino acid metabolic process,gene_g12577; gene_g14740; gene_g25471; gene_g23926
enriched_vs_control,100,1,cellular amino acid metabolic process,gene_g26149
enriched_vs_control,33.33333333,3,cellular amino acid metabolic process,gene_g8101; gene_g9991; gene_g15293
enriched_vs_control,3.58974359,195,cellular anatomical entity,gene_g100; gene_g396; gene_g421; gene_g422; gene_g752; gene_g763; gene_g775; gene_g816; gene_g969; gene_g1150; gene_g1203; gene_g1271; gene_g1482; gene_g1630; gene_g1835; gene_g2043; gene_g2202; gene_g2210; gene_g2351; gene_g2358; gene_g2380; gene_g2383; gene_g2573; gene_g2677; gene_g2817; gene_g2982; gene_g3055; gene_g3589; gene_g3765; gene_g3923; gene_g3925; gene_g4227; gene_g4260; gene_g4375; gene_g4410; gene_g4427; gene_g4748; gene_g4805; gene_g4858; gene_g5230; gene_g5239; gene_g5397; gene_g5481; gene_g5510; gene_g5594; gene_g5785; gene_g5804; gene_g6045; gene_g6175; gene_g6291; gene_g6443; gene_g6542; gene_g6631; gene_g6851; gene_g6902; gene_g7148; gene_g7433; gene_g7645; gene_g7654; gene_g7950; gene_g8045; gene_g8719; gene_g8720; gene_g8915; gene_g9017; gene_g9039; gene_g9168; gene_g9314; gene_g10062; gene_g10199; gene_g10275; gene_g10276; gene_g10277; gene_g10284; gene_g10358; gene_g10430; gene_g10479; gene_g11079; gene_g11289; gene_g11522; gene_g11619; gene_g12177; gene_g12321; gene_g12483; gene_g12484; gene_g12499; gene_g12684; gene_g12729; gene_g12935; gene_g13004; gene_g13021; gene_g13521; gene_g13530; gene_g13716; gene_g14128; gene_g14237; gene_g14403; gene_g14422; gene_g14495; gene_g14525; gene_g14656; gene_g14678; gene_g14844; gene_g14991; gene_g14992; gene_g15186; gene_g15197; gene_g15401; gene_g15431; gene_g15654; gene_g15655; gene_g15656; gene_g15780; gene_g15883; gene_g15963; gene_g15992; gene_g16101; gene_g16104; gene_g16655; gene_g17288; gene_g17445; gene_g17472; gene_g17583; gene_g17709; gene_g17716; gene_g17750; gene_g17888; gene_g17932; gene_g17950; gene_g18166; gene_g18170; gene_g18171; gene_g18318; gene_g18363; gene_g18379; gene_g18402; gene_g18561; gene_g18566; gene_g18574; gene_g18700; gene_g18778; gene_g18797; gene_g18824; gene_g19083; gene_g19157; gene_g19280; gene_g19344; gene_g19361; gene_g19384; gene_g19402; gene_g19527; gene_g19528; gene_g19596; gene_g19680; gene_g19793; gene_g19796; gene_g19829; gene_g19863; gene_g19895; gene_g20012; gene_g20031; gene_g20188; gene_g20209; gene_g20360; gene_g20443; gene_g20718; gene_g20894; gene_g20925; gene_g20974; gene_g21627; gene_g21730; gene_g21752; gene_g22003; gene_g22013; gene_g22214; gene_g22450; gene_g22788; gene_g23276; gene_g23372; gene_g23484; gene_g23505; gene_g23635; gene_g23729; gene_g24530; gene_g24991; gene_g25037; gene_g25587; gene_g25816; gene_g25909; gene_g26003; gene_g26089; gene_g26290; gene_g26631; gene_g26679; gene_g26807
enriched_vs_control,33.33333333,3,cellular anatomical entity,gene_g1104; gene_g8105; gene_g11774
enriched_vs_control,16.66666667,6,cellular anatomical entity,gene_g545; gene_g2043; gene_g2351; gene_g2982; gene_g12566; gene_g18092
enriched_vs_control,50,2,cellular anatomical entity,gene_g606; gene_g22771
enriched_vs_control,50,2,cellular anatomical entity,gene_g13135; gene_g19246
enriched_vs_control,20,5,cellular component organization or biogenesis,gene_g5995; gene_g7987; gene_g13135; gene_g14417; gene_g19246
enriched_vs_control,8.333333333,24,cellular process,gene_g4346; gene_g7358; gene_g10081; gene_g10708; gene_g11363; gene_g11819; gene_g12443; gene_g16112; gene_g16288; gene_g18038; gene_g18039; gene_g18040; gene_g18041; gene_g18042; gene_g18477; gene_g18749; gene_g21603; gene_g23506; gene_g24253; gene_g24918; gene_g26376; gene_g26377; gene_g26726; gene_g26727
enriched_vs_control,5.555555556,36,cytolysis,gene_g4346; gene_g7358; gene_g10081; gene_g10708; gene_g11363; gene_g11819; gene_g12443; gene_g14705; gene_g15104; gene_g16112; gene_g16288; gene_g16465; gene_g16466; gene_g18038; gene_g18039; gene_g18040; gene_g18041; gene_g18042; gene_g18749; gene_g23506; gene_g24253; gene_g24918; gene_g25028; gene_g26376; gene_g26377; gene_g26726; gene_g26727; gene_g3770; gene_g7561; gene_g11247; gene_g11835; gene_g18237; gene_g20943; gene_g22145; gene_g22190; gene_g24030
enriched_vs_control,6.060606061,33,cytoskeleton organization,gene_g253; gene_g630; gene_g1302; gene_g1405; gene_g1664; gene_g2704; gene_g2817; gene_g3098; gene_g3135; gene_g4124; gene_g4128; gene_g4207; gene_g5981; gene_g7049; gene_g9785; gene_g10007; gene_g10199; gene_g10929; gene_g11175; gene_g11626; gene_g11899; gene_g12487; gene_g12579; gene_g13486; gene_g15066; gene_g15599; gene_g15655; gene_g17119; gene_g22735; gene_g23611; gene_g26073; gene_g26594; gene_662_5de57afd; gene_g2013
enriched_vs_control,40,5,detoxification,gene_g1842; gene_g5894; gene_g5895; gene_g9881; gene_g26406
enriched_vs_control,2.325581395,301,DNA binding,gene_g115; gene_g166; gene_g172; gene_g275; gene_g420; gene_g424; gene_g461; gene_g465; gene_g539; gene_g574; gene_g580; gene_g714; gene_g735; gene_g764; gene_g822; gene_g825; gene_g1011; gene_g1192; gene_g1259; gene_g1279; gene_g1515; gene_g1516; gene_g1517; gene_g1518; gene_g1519; gene_g1546; gene_g1755; gene_g1864; gene_g1866; gene_g2058; gene_g2069; gene_g2249; gene_g2250; gene_g2301; gene_g2427; gene_g2479; gene_g2488; gene_g2510; gene_g2540; gene_g2748; gene_g2776; gene_g2874; gene_g2875; gene_g2884; gene_g2901; gene_g2929; gene_g3117; gene_g3121; gene_g3122; gene_g3127; gene_g3152; gene_g3154; gene_g3246; gene_g3401; gene_g3648; gene_g3666; gene_g3755; gene_g3838; gene_g3839; gene_g3993; gene_g3994; gene_g3997; gene_g4010; gene_g4019; gene_g4020; gene_g4278; gene_g4391; gene_g4453; gene_g4532; gene_g4548; gene_g4606; gene_g4684; gene_g4747; gene_g4845; gene_g5000; gene_g5054; gene_g5061; gene_g5081; gene_g5174; gene_g5234; gene_g5341; gene_g5420; gene_g5466; gene_g5483; gene_g5600; gene_g5601; gene_g5654; gene_g5655; gene_g5656; gene_g5708; gene_g5715; gene_g5739; gene_g5740; gene_g5865; gene_g5928; gene_g6015; gene_g6163; gene_g6236; gene_g6262; gene_g6263; gene_g6264; gene_g6266; gene_g6493; gene_g6609; gene_g6693; gene_g6713; gene_g6714; gene_g6715; gene_g6841; gene_g6871; gene_g6906; gene_g6917; gene_g7120; gene_g7283; gene_g7384; gene_g7385; gene_g7420; gene_g7424; gene_g7429; gene_g7471; gene_g7482; gene_g7535; gene_g7607; gene_g7711; gene_g7746; gene_g7801; gene_g7824; gene_g7825; gene_g7826; gene_g7827; gene_g7847; gene_g7882; gene_g7938; gene_g8046; gene_g8164; gene_g8260; gene_g8325; gene_g8441; gene_g8541; gene_g8642; gene_g8798; gene_g8837; gene_g8960; gene_g8969; gene_g8991; gene_g8992; gene_g8993; gene_g8994; gene_g9101; gene_g9102; gene_g9103; gene_g9111; gene_g9248; gene_g9250; gene_g9252; gene_g9329; gene_g9354; gene_g9418; gene_g9444; gene_g9626; gene_g9644; gene_g9667; gene_g9715; gene_g9773; gene_g9943; gene_g9971; gene_g9999; gene_g10028; gene_g10029; gene_g10031; gene_g10195; gene_g10259; gene_g10445; gene_g10454; gene_g10627; gene_g10768; gene_g10772; gene_g10876; gene_g10922; gene_g10963; gene_g11153; gene_g11162; gene_g11341; gene_g11471; gene_g11513; gene_g11550; gene_g11630; gene_g11754; gene_g11792; gene_g11801; gene_g11830; gene_g11983; gene_g12012; gene_g12042; gene_g12043; gene_g12044; gene_g12087; gene_g12112; gene_g12218; gene_g12219; gene_g12371; gene_g12373; gene_g12407; gene_g12554; gene_g12569; gene_g12775; gene_g12881; gene_g12924; gene_g12949; gene_g12992; gene_g13129; gene_g13134; gene_g13171; gene_g13389; gene_g13405; gene_g13407; gene_g13408; gene_g13472; gene_g13735; gene_g13870; gene_g13897; gene_g13942; gene_g14034; gene_g14035; gene_g14064; gene_g14065; gene_g14232; gene_g14293; gene_g14296; gene_g14392; gene_g14693; gene_g14731; gene_g14809; gene_g14823; gene_g14993; gene_g14995; gene_g15051; gene_g15185; gene_g15240; gene_g15478; gene_g15561; gene_g15642; gene_g15643; gene_g15701; gene_g15706; gene_g15722; gene_g15811; gene_g15824; gene_g15836; gene_g15842; gene_g15873; gene_g15902; gene_g15903; gene_g15904; gene_g15906; gene_g16237; gene_g16508; gene_g16604; gene_g16743; gene_g16744; gene_g16790; gene_g17020; gene_g17021; gene_g17022; gene_g17023; gene_g17154; gene_g17233; gene_g17800; gene_g17855; gene_g18502; gene_g18905; gene_g19011; gene_g19147; gene_g19891; gene_g20480; gene_g20819; gene_g22646; gene_g22765; gene_g22958; gene_g23024; gene_g23058; gene_g23059; gene_g23329; gene_g24473; gene_g25687; gene_g25772; gene_g25803; gene_g25819; gene_g25884; gene_g26009; gene_g26105; gene_g26166; gene_g26194; gene_g26225; gene_g26231; gene_g26463; gene_171_5de57afd; gene_551_5de57afd; gene_823_5de57afd; gene_g4317; gene_g10316; gene_g10830; gene_g3503; gene_g18237
enriched_vs_control,20,5,DNA binding,gene_g3122; gene_g11471; gene_g14173; gene_g16604; gene_g26009
enriched_vs_control,25,4,DNA repair,gene_g187; gene_g9509; gene_g16865; gene_g17932
enriched_vs_control,50,2,DNA repair,gene_g15300; gene_g16604
enriched_vs_control,33.33333333,3,DNA replication,gene_g5996; gene_g9424; gene_g10194
enriched_vs_control,33.33333333,3,DNA-templated transcription,gene_g16604; gene_g17018; gene_g21448
enriched_vs_control,33.33333333,9,DNA-templated transcription,gene_g201; gene_g1259; gene_g8459; gene_g10284; gene_g10913; gene_g12577; gene_g13134; gene_g14740; gene_g17318
enriched_vs_control,100,1,extracellular region,gene_g16616
enriched_vs_control,100,2,extracellular region,gene_g16615; gene_g16616
enriched_vs_control,6.666666667,60,glutamate synthase (NADH) activity,gene_g316; gene_g503; gene_g830; gene_g950; gene_g1081; gene_g1082; gene_g1153; gene_g1414; gene_g1618; gene_g1892; gene_g1942; gene_g2509; gene_g2515; gene_g3034; gene_g3099; gene_g3152; gene_g3360; gene_g3417; gene_g3746; gene_g5329; gene_g5361; gene_g5826; gene_g6301; gene_g6433; gene_g7130; gene_g7167; gene_g7599; gene_g8244; gene_g9410; gene_g9427; gene_g10792; gene_g10867; gene_g11041; gene_g11421; gene_g11516; gene_g11517; gene_g11518; gene_g11519; gene_g11524; gene_g11531; gene_g11721; gene_g11886; gene_g12440; gene_g12769; gene_g13136; gene_g13279; gene_g14372; gene_g14703; gene_g14863; gene_g15844; gene_g16163; gene_g16307; gene_g16315; gene_g16711; gene_g18735; gene_g20611; gene_g20973; gene_g23580; gene_g23645; gene_g23801; gene_g23984; gene_g24298; gene_g24367; gene_g25052; gene_g25514; gene_g26228; gene_g26232; gene_g4587; gene_g10747
enriched_vs_control,4.47761194,134,glutamate synthase activity,gene_g62; gene_g82; gene_g255; gene_g466; gene_g481; gene_g663; gene_g1178; gene_g1288; gene_g1325; gene_g1816; gene_g1893; gene_g2045; gene_g2076; gene_g2090; gene_g2339; gene_g2524; gene_g2594; gene_g2759; gene_g2760; gene_g2978; gene_g3363; gene_g3414; gene_g3664; gene_g3685; gene_g3756; gene_g3783; gene_g3913; gene_g4145; gene_g4261; gene_g4263; gene_g4448; gene_g4449; gene_g4518; gene_g4680; gene_g4924; gene_g5207; gene_g5371; gene_g5446; gene_g5512; gene_g5646; gene_g5737; gene_g5759; gene_g5946; gene_g5947; gene_g5949; gene_g6332; gene_g6341; gene_g6450; gene_g6684; gene_g6688; gene_g6923; gene_g7088; gene_g7598; gene_g7982; gene_g8055; gene_g8136; gene_g8692; gene_g8693; gene_g8875; gene_g8894; gene_g9088; gene_g9266; gene_g9530; gene_g9608; gene_g9669; gene_g10536; gene_g10568; gene_g10621; gene_g10622; gene_g10624; gene_g10712; gene_g10825; gene_g11061; gene_g11090; gene_g11095; gene_g11478; gene_g11884; gene_g11932; gene_g12129; gene_g12161; gene_g12741; gene_g12857; gene_g13001; gene_g13366; gene_g14125; gene_g14126; gene_g14254; gene_g14599; gene_g14660; gene_g14787; gene_g15069; gene_g15330; gene_g15334; gene_g15602; gene_g15734; gene_g16338; gene_g16510; gene_g16511; gene_g16518; gene_g16666; gene_g16813; gene_g16871; gene_g17203; gene_g17366; gene_g17466; gene_g17533; gene_g17822; gene_g17855; gene_g18001; gene_g18253; gene_g18595; gene_g18761; gene_g18970; gene_g19065; gene_g19219; gene_g19903; gene_g20256; gene_g20408; gene_g20572; gene_g20756; gene_g20862; gene_g21266; gene_g21487; gene_g21569; gene_g23009; gene_g23170; gene_g23357; gene_g23461; gene_g23560; gene_g23842; gene_g24031; gene_g24551; gene_g24735; gene_g25305; gene_g25581; gene_g25751; gene_g26304; gene_g26350; gene_g26660; gene_g26703; gene_g26742; gene_252_5de57afd; gene_274_5de57afd; gene_423_5de57afd; gene_432_5de57afd; gene_559_5de57afd; gene_597_5de57afd; gene_700_5de57afd
enriched_vs_control,8.695652174,69,glutamate synthase activity,gene_g316; gene_g503; gene_g830; gene_g950; gene_g1081; gene_g1082; gene_g1153; gene_g1414; gene_g1618; gene_g1892; gene_g1942; gene_g2509; gene_g2515; gene_g3034; gene_g3099; gene_g3152; gene_g3360; gene_g3417; gene_g3746; gene_g5329; gene_g5361; gene_g5826; gene_g6301; gene_g6433; gene_g7130; gene_g7167; gene_g7599; gene_g8244; gene_g9410; gene_g9427; gene_g10792; gene_g10867; gene_g11041; gene_g11421; gene_g11516; gene_g11517; gene_g11518; gene_g11519; gene_g11524; gene_g11531; gene_g11721; gene_g11886; gene_g12440; gene_g12769; gene_g13136; gene_g13279; gene_g14372; gene_g14703; gene_g14863; gene_g15844; gene_g16163; gene_g16307; gene_g16315; gene_g16711; gene_g18735; gene_g20611; gene_g20973; gene_g23580; gene_g23645; gene_g23801; gene_g23984; gene_g24298; gene_g24367; gene_g25052; gene_g25514; gene_g26228; gene_g26232; gene_g4587; gene_g10747
enriched_vs_control,18.78453039,181,glutamine synthetase activity,gene_g88; gene_g89; gene_g248; gene_g255; gene_g1096; gene_g2871; gene_g2872; gene_g2873; gene_g3187; gene_g3387; gene_g3412; gene_g3991; gene_g4061; gene_g4070; gene_g4157; gene_g4165; gene_g4166; gene_g4169; gene_g5841; gene_g6100; gene_g6101; gene_g6365; gene_g6371; gene_g6817; gene_g6818; gene_g7697; gene_g8197; gene_g9099; gene_g9147; gene_g9349; gene_g9450; gene_g10022; gene_g12762; gene_g12763; gene_g13193; gene_g13567; gene_g13846; gene_g13908; gene_g14367; gene_g14804; gene_g17499; gene_g17629; gene_g20229; gene_g20319; gene_g23557; gene_g23612; gene_g23721; gene_g23808; gene_g23814; gene_g23815; gene_g23846; gene_g23914; gene_g23915; gene_g23916; gene_g23993; gene_g24104; gene_g24127; gene_g24151; gene_g24271; gene_g24475; gene_g24628; gene_g24642; gene_g24647; gene_g24809; gene_g24886; gene_g25141; gene_g25292; gene_g25296; gene_g25297; gene_g25434; gene_g26072; gene_g26080; gene_760_5de57afd; gene_g249; gene_g299; gene_g318; gene_g416; gene_g632; gene_g633; gene_g660; gene_g661; gene_g911; gene_g963; gene_g1072; gene_g1078; gene_g1206; gene_g1508; gene_g1510; gene_g1511; gene_g1512; gene_g1679; gene_g1828; gene_g1999; gene_g2000; gene_g2235; gene_g2236; gene_g2237; gene_g2267; gene_g2285; gene_g2287; gene_g2288; gene_g2345; gene_g2387; gene_g2619; gene_g2780; gene_g2781; gene_g2902; gene_g3325; gene_g3608; gene_g3636; gene_g3733; gene_g3768; gene_g3769; gene_g3800; gene_g3823; gene_g3933; gene_g3988; gene_g3989; gene_g3990; gene_g4084; gene_g4141; gene_g4292; gene_g4316; gene_g4711; gene_g4712; gene_g4713; gene_g4714; gene_g5742; gene_g5913; gene_g5994; gene_g6009; gene_g6061; gene_g6063; gene_g6086; gene_g6090; gene_g6092; gene_g6292; gene_g6293; gene_g6303; gene_g6310; gene_g6364; gene_g6607; gene_g6608; gene_g6632; gene_g6792; gene_g6815; gene_g6816; gene_g6968; gene_g7099; gene_g7437; gene_g7441; gene_g7615; gene_g7662; gene_g7690; gene_g7723; gene_g7840; gene_g7971; gene_g8158; gene_g8192; gene_g8193; gene_g8369; gene_g8440; gene_g8446; gene_g8767; gene_g8953; gene_g9146; gene_g9244; gene_g9245; gene_g9319; gene_g9321; gene_g9322; gene_g9348; gene_g9448; gene_g9449; gene_g9452; gene_g9886; gene_g9969; gene_g10205; gene_g10206; gene_g10207; gene_g10331; gene_g10340; gene_g10341; gene_g10342; gene_g10343; gene_g10344; gene_g10345; gene_g10434; gene_g10435; gene_g10455; gene_g10562; gene_g10563; gene_g10585; gene_g10601; gene_g10631; gene_g10632; gene_g11117; gene_g11462; gene_g11547; gene_g12082; gene_g12265; gene_g12634; gene_g12801; gene_g12930; gene_g13089; gene_g13090; gene_g13354; gene_g13392; gene_g13505; gene_g13599; gene_g14107; gene_g14249; gene_g14484; gene_g14528; gene_g14743; gene_g14774; gene_g14920; gene_g15038; gene_g15154; gene_g15280; gene_g15816; gene_g15865; gene_g16066; gene_g16164; gene_g16165; gene_g16642; gene_g16644; gene_g17234; gene_g17511; gene_g17733; gene_g18085; gene_g18370; gene_g18470; gene_g18471; gene_g18472; gene_g18473; gene_g18474; gene_g18506; gene_g18787; gene_g19061; gene_g19165; gene_g19167; gene_g19356; gene_g19824; gene_g19977; gene_g19978; gene_g20071; gene_g20281; gene_g20514; gene_g21257; gene_g22816; gene_g22817; gene_g22818; gene_g22935; gene_g22936; gene_g22937; gene_g22938; gene_g23125; gene_g23127; gene_g23128; gene_g23129; gene_g23131; gene_g23132; gene_g23577; gene_g23664; gene_g23671; gene_g23676; gene_g23773; gene_g23805; gene_g23957; gene_g23973; gene_g24009; gene_g24015; gene_g24021; gene_g24049; gene_g24138; gene_g24240; gene_g24474; gene_g24582; gene_g24701; gene_g24703; gene_g24874; gene_g24981; gene_g25032; gene_g25180; gene_g25272; gene_g25275; gene_g25481; gene_g25765; gene_g25895; gene_g25954; gene_g26073; gene_g26126; gene_g26150; gene_g26236; gene_71_5de57afd; gene_247_5de57afd; gene_453_5de57afd; gene_621_5de57afd; gene_split_gene_g14591-g14591; gene_g4709; gene_g6089; gene_g6097; gene_g14248; gene_g16584; gene_g11387; gene_g11501; gene_g11502; gene_g11504; gene_g22322; gene_g23249; gene_g23250; gene_g24714; gene_g25380
enriched_vs_control,5.714285714,35,glutamine transport,gene_g502; gene_g814; gene_g3872; gene_g4408; gene_g4736; gene_g5040; gene_g5720; gene_g5770; gene_g5774; gene_g6002; gene_g8306; gene_g8818; gene_g9029; gene_g9203; gene_g9351; gene_g9436; gene_g9440; gene_g9816; gene_g9818; gene_g10125; gene_g10126; gene_g10127; gene_g11178; gene_g11179; gene_g12061; gene_g13150; gene_g13507; gene_g16023; gene_g18381; gene_g18799; gene_g18877; gene_g22737; gene_g22805; gene_g23081; gene_g25912; gene_g2055; gene_g13462
enriched_vs_control,6.25,32,heat shock protein binding,gene_g433; gene_g1273; gene_g1406; gene_g1618; gene_g3863; gene_g4249; gene_g4251; gene_g4587; gene_g5139; gene_g6834; gene_g8115; gene_g8146; gene_g8247; gene_g9637; gene_g10004; gene_g10640; gene_g10915; gene_g14390; gene_g14608; gene_g14977; gene_g15891; gene_g16615; gene_g16616; gene_g17018; gene_g20107; gene_g21348; gene_g22889; gene_g24637; gene_g25723; gene_g25935; gene_g26053; gene_g26229; gene_721_5de57afd
enriched_vs_control,6.25,48,heat shock protein binding,gene_g264; gene_g1819; gene_g2650; gene_g2812; gene_g2997; gene_g4249; gene_g4251; gene_g4415; gene_g4489; gene_g5449; gene_g7186; gene_g7679; gene_g7680; gene_g8115; gene_g8247; gene_g8814; gene_g8888; gene_g9366; gene_g10004; gene_g10640; gene_g10789; gene_g11047; gene_g11462; gene_g12407; gene_g12572; gene_g14608; gene_g14914; gene_g14977; gene_g15359; gene_g15561; gene_g15599; gene_g16290; gene_g16362; gene_g16604; gene_g16615; gene_g16616; gene_g16642; gene_g16644; gene_g17729; gene_g17991; gene_g18707; gene_g18724; gene_g20825; gene_g21002; gene_g24323; gene_g26098; gene_g26099; gene_g7377
enriched_vs_control,25,4,immune system process,gene_g2705; gene_g16616; gene_g18155; gene_g19525
enriched_vs_control,33.33333333,3,immune system process,gene_g4016; gene_g16275; gene_g18165
enriched_vs_control,20,5,immune system process,gene_g1925; gene_g1965; gene_g20488; gene_g25577; gene_g26545
enriched_vs_control,100,1,intracellular protein transport,gene_g14
enriched_vs_control,20,5,lipid binding,gene_g1757; gene_g3250; gene_g13135; gene_g19246; gene_g22123
enriched_vs_control,25,4,lipid metabolic process,gene_g129; gene_g10149; gene_g14589; gene_g22809
enriched_vs_control,50,2,lipid metabolic process,gene_g4016; gene_g8561
enriched_vs_control,100,1,lipid metabolic process,gene_g10672
enriched_vs_control,16.66666667,6,lipid metabolic process,gene_g7166; gene_g13096; gene_g15659; gene_g15660; gene_g15783; gene_g15784
enriched_vs_control,10,20,lipid metabolic process,gene_g4570; gene_g4623; gene_g7166; gene_g7306; gene_g11748; gene_g11749; gene_g12585; gene_g14589; gene_g14810; gene_g15783; gene_g15784; gene_g16204; gene_g16737; gene_g21203; gene_g22809; gene_g23283; gene_g26216; gene_g26217; gene_751_5de57afd; gene_g11598; gene_g18237
enriched_vs_control,50,2,lipid metabolic process,gene_g1878; gene_g15943
enriched_vs_control,5.405405405,37,lipid metabolic process,gene_g502; gene_g814; gene_g3872; gene_g4408; gene_g4736; gene_g5040; gene_g5720; gene_g5770; gene_g5774; gene_g6002; gene_g8306; gene_g8818; gene_g9029; gene_g9203; gene_g9351; gene_g9436; gene_g9440; gene_g9816; gene_g9818; gene_g10125; gene_g10126; gene_g10127; gene_g11178; gene_g11179; gene_g12061; gene_g13150; gene_g13507; gene_g16023; gene_g18381; gene_g18799; gene_g18877; gene_g22737; gene_g22805; gene_g23081; gene_g25912; gene_g2055; gene_g13462
enriched_vs_control,50,2,microtubule-based movement,gene_g816; gene_g5236
enriched_vs_control,50,2,microtubule-based movement,gene_g18093; gene_g19316
enriched_vs_control,25,4,microtubule-based movement,gene_g5139; gene_g5236; gene_g16663; gene_g26229
enriched_vs_control,50,2,microtubule-based movement,gene_g5236; gene_g15408
enriched_vs_control,50,2,modulation by symbiont of host process,gene_g10867; gene_g19246
enriched_vs_control,20,5,molecular function regulator activity,gene_g14; gene_g294; gene_g6973; gene_g12036; gene_g12955
enriched_vs_control,50,2,molecular function regulator activity,gene_g7570; gene_g9934
enriched_vs_control,50,2,molecular function regulator activity,gene_g5187; gene_g7570
enriched_vs_control,21.42857143,14,molecular function regulator activity,gene_g130; gene_g630; gene_g5386; gene_g6262; gene_g6263; gene_g6264; gene_g6266; gene_g6844; gene_g11529; gene_g13044; gene_g17110; gene_g20547; gene_g23054; gene_g1391; gene_662_5de57afd
enriched_vs_control,14.28571429,14,molecular transducer activity,gene_g8055; gene_g8893; gene_g8935; gene_g10620; gene_g10623; gene_g11896; gene_g12509; gene_g12511; gene_g12512; gene_g12517; gene_g13365; gene_g14942; gene_g17736; gene_g17826; gene_525_5de57afd
enriched_vs_control,25,4,mRNA metabolic process,gene_g4201; gene_g5623; gene_g16304; gene_g16604
enriched_vs_control,18.75,16,multicellular organismal process,gene_g1039; gene_g1126; gene_g1260; gene_g2542; gene_g7083; gene_g10268; gene_g12061; gene_g13135; gene_g14500; gene_g16615; gene_g16616; gene_g18519; gene_g19196; gene_g19246; gene_g20008; gene_g23885
enriched_vs_control,33.33333333,6,multicellular organismal process,gene_g1039; gene_g1126; gene_g7083; gene_g16615; gene_g16616; gene_g23026
enriched_vs_control,33.33333333,3,muscle system process,gene_g6661; gene_g8105; gene_g26488
enriched_vs_control,100,1,muscle system process,gene_g8105
enriched_vs_control,100,1,muscle system process,gene_g8105
enriched_vs_control,20,5,muscle system process,gene_g465; gene_g3705; gene_g8105; gene_g9999; gene_g13902
enriched_vs_control,8.695652174,23,nervous system process,gene_g82; gene_g899; gene_g3913; gene_g5947; gene_g5949; gene_g7598; gene_g9784; gene_g11090; gene_g15069; gene_g15330; gene_g16081; gene_g18253; gene_g21487; gene_g23173; gene_g24031; gene_g25107; gene_g26304; gene_g5488; gene_g5489; gene_g9202; gene_g9204; gene_g12489; gene_g13561
enriched_vs_control,100,1,nitrogen compound metabolic process,gene_g15981; gene_486_5de57afd
enriched_vs_control,100,1,nitrogen compound metabolic process,gene_g9524
enriched_vs_control,20,5,nitrogen compound metabolic process,gene_g6370; gene_g14258; gene_g23947; gene_g24396; gene_g5518
enriched_vs_control,100,1,nitrogen compound metabolic process,gene_g15981; gene_486_5de57afd
